,labels_s4_DBSCAN_params1,labels_s4_DBSCAN_params10,labels_s4_DBSCAN_params11,labels_s4_DBSCAN_params12,labels_s4_DBSCAN_params13,labels_s4_DBSCAN_params14,labels_s4_DBSCAN_params15,labels_s4_DBSCAN_params16,labels_s4_DBSCAN_params17,labels_s4_DBSCAN_params18,labels_s4_DBSCAN_params19,labels_s4_DBSCAN_params20,labels_s4_DBSCAN_params5,labels_s4_DBSCAN_params6,labels_s4_DBSCAN_params7,labels_s4_DBSCAN_params8,labels_s4_DBSCAN_params9
ARI,-1.3812244397433419e-05,0.018273596827596002,0.012290906612049946,0.008523325926938021,0.22710904234441087,0.07218930617670273,0.05217408918249152,0.042784956635589566,0.00038907805389961427,0.0016400909163082722,0.024894486661372353,0.158999443393687,0.0096647970407226,0.00394799368789261,0.0019624778390928818,0.0014939426008094164,0.040138766129790164
