,labels_fuzzyx_KMeans_params1,labels_fuzzyx_KMeans_params10,labels_fuzzyx_KMeans_params11,labels_fuzzyx_KMeans_params12,labels_fuzzyx_KMeans_params13,labels_fuzzyx_KMeans_params14,labels_fuzzyx_KMeans_params15,labels_fuzzyx_KMeans_params16,labels_fuzzyx_KMeans_params17,labels_fuzzyx_KMeans_params18,labels_fuzzyx_KMeans_params19,labels_fuzzyx_KMeans_params2,labels_fuzzyx_KMeans_params20,labels_fuzzyx_KMeans_params21,labels_fuzzyx_KMeans_params22,labels_fuzzyx_KMeans_params23,labels_fuzzyx_KMeans_params24,labels_fuzzyx_KMeans_params25,labels_fuzzyx_KMeans_params26,labels_fuzzyx_KMeans_params27,labels_fuzzyx_KMeans_params28,labels_fuzzyx_KMeans_params29,labels_fuzzyx_KMeans_params3,labels_fuzzyx_KMeans_params30,labels_fuzzyx_KMeans_params31,labels_fuzzyx_KMeans_params32,labels_fuzzyx_KMeans_params33,labels_fuzzyx_KMeans_params34,labels_fuzzyx_KMeans_params35,labels_fuzzyx_KMeans_params36,labels_fuzzyx_KMeans_params37,labels_fuzzyx_KMeans_params38,labels_fuzzyx_KMeans_params39,labels_fuzzyx_KMeans_params4,labels_fuzzyx_KMeans_params40,labels_fuzzyx_KMeans_params41,labels_fuzzyx_KMeans_params42,labels_fuzzyx_KMeans_params43,labels_fuzzyx_KMeans_params44,labels_fuzzyx_KMeans_params45,labels_fuzzyx_KMeans_params46,labels_fuzzyx_KMeans_params47,labels_fuzzyx_KMeans_params48,labels_fuzzyx_KMeans_params49,labels_fuzzyx_KMeans_params5,labels_fuzzyx_KMeans_params50,labels_fuzzyx_KMeans_params51,labels_fuzzyx_KMeans_params52,labels_fuzzyx_KMeans_params53,labels_fuzzyx_KMeans_params54,labels_fuzzyx_KMeans_params55,labels_fuzzyx_KMeans_params56,labels_fuzzyx_KMeans_params57,labels_fuzzyx_KMeans_params58,labels_fuzzyx_KMeans_params59,labels_fuzzyx_KMeans_params6,labels_fuzzyx_KMeans_params60,labels_fuzzyx_KMeans_params61,labels_fuzzyx_KMeans_params62,labels_fuzzyx_KMeans_params63,labels_fuzzyx_KMeans_params64,labels_fuzzyx_KMeans_params65,labels_fuzzyx_KMeans_params66,labels_fuzzyx_KMeans_params67,labels_fuzzyx_KMeans_params68,labels_fuzzyx_KMeans_params69,labels_fuzzyx_KMeans_params7,labels_fuzzyx_KMeans_params70,labels_fuzzyx_KMeans_params71,labels_fuzzyx_KMeans_params72,labels_fuzzyx_KMeans_params73,labels_fuzzyx_KMeans_params74,labels_fuzzyx_KMeans_params75,labels_fuzzyx_KMeans_params76,labels_fuzzyx_KMeans_params77,labels_fuzzyx_KMeans_params78,labels_fuzzyx_KMeans_params79,labels_fuzzyx_KMeans_params8,labels_fuzzyx_KMeans_params80,labels_fuzzyx_KMeans_params81,labels_fuzzyx_KMeans_params82,labels_fuzzyx_KMeans_params83,labels_fuzzyx_KMeans_params84,labels_fuzzyx_KMeans_params85,labels_fuzzyx_KMeans_params86,labels_fuzzyx_KMeans_params87,labels_fuzzyx_KMeans_params88,labels_fuzzyx_KMeans_params89,labels_fuzzyx_KMeans_params9,labels_fuzzyx_KMeans_params90
cSIL,0.8457476730676561,0.8432565089709568,0.8432565089709568,0.8432565089709568,0.8457476730676561,0.8457476730676561,0.8432565089709568,0.8432565089709568,0.8432565089709568,0.8432565089709568,0.8752392807955447,0.8457476730676561,0.8752392807955447,0.8752392807955447,0.8752392807955447,0.8752392807955447,0.8752392807955447,0.8752392807955447,0.8752392807955447,0.8752392807955447,0.8752392807955447,0.8752392807955447,0.8432565089709568,0.8752392807955447,0.8752392807955447,0.8752392807955447,0.8752392807955447,0.8752392807955447,0.8752392807955447,0.8752392807955447,0.9114913193891786,0.9114913193891786,0.9114913193891786,0.8432565089709568,0.9114913193891786,0.9112857160024959,0.9112857160024959,0.9114913193891786,0.9114913193891786,0.9114913193891786,0.9114913193891786,0.9112857160024959,0.9112857160024959,0.9114913193891786,0.8432565089709568,0.9114913193891786,0.9114913193891786,0.9114913193891786,0.9112857160024959,0.9112857160024959,0.8955275858902394,0.8955275858902394,0.895687681936884,0.895687681936884,0.895687681936884,0.8432565089709568,0.895687681936884,0.8955275858902394,0.8955275858902394,0.895687681936884,0.895687681936884,0.895687681936884,0.895687681936884,0.8955275858902394,0.8955275858902394,0.895687681936884,0.8457476730676561,0.895687681936884,0.895687681936884,0.895687681936884,0.8970051575119052,0.8970051575119052,0.8970051575119052,0.8970051575119052,0.8970051575119052,0.8970051575119052,0.8970051575119052,0.8457476730676561,0.8970051575119052,0.8970051575119052,0.8970051575119052,0.8970051575119052,0.8970051575119052,0.8970051575119052,0.8970051575119052,0.8970051575119052,0.8970051575119052,0.8970051575119052,0.8432565089709568,0.8970051575119052
GD43,1.6777519228016928,1.6643238508798965,1.6643238508798965,1.6643238508798965,1.6777519228016928,1.6777519228016928,1.6643238508798965,1.6643238508798965,1.6643238508798965,1.6643238508798965,2.4318230264556684,1.6777519228016928,2.4318230264556684,2.4318230264556684,2.4318230264556684,2.4318230264556684,2.4318230264556684,2.4318230264556684,2.4318230264556684,2.4318230264556684,2.4318230264556684,2.4318230264556684,1.6643238508798965,2.4318230264556684,2.4318230264556684,2.4318230264556684,2.4318230264556684,2.4318230264556684,2.4318230264556684,2.4318230264556684,6.257663369560592,6.257663369560592,6.257663369560592,1.6643238508798965,6.257663369560592,6.1975591018800475,6.1975591018800475,6.257663369560592,6.257663369560592,6.257663369560592,6.257663369560592,6.1975591018800475,6.1975591018800475,6.257663369560592,1.6643238508798965,6.257663369560592,6.257663369560592,6.257663369560592,6.1975591018800475,6.1975591018800475,4.151173694172046,4.151173694172046,4.201044076890723,4.201044076890723,4.201044076890723,1.6643238508798965,4.201044076890723,4.151173694172046,4.151173694172046,4.201044076890723,4.201044076890723,4.201044076890723,4.201044076890723,4.151173694172046,4.151173694172046,4.201044076890723,1.6777519228016928,4.201044076890723,4.201044076890723,4.201044076890723,4.31578651776193,4.31578651776193,4.31578651776193,4.31578651776193,4.31578651776193,4.31578651776193,4.31578651776193,1.6777519228016928,4.31578651776193,4.31578651776193,4.31578651776193,4.31578651776193,4.31578651776193,4.31578651776193,4.31578651776193,4.31578651776193,4.31578651776193,4.31578651776193,1.6643238508798965,4.31578651776193
GD53,0.1598468330574559,0.16245413401020997,0.16245413401020997,0.16245413401020997,0.1598468330574559,0.1598468330574559,0.16245413401020997,0.16245413401020997,0.16245413401020997,0.16245413401020997,0.22593896486571327,0.1598468330574559,0.22593896486571327,0.22593896486571327,0.22593896486571327,0.22593896486571327,0.22593896486571327,0.22593896486571327,0.22593896486571327,0.22593896486571327,0.22593896486571327,0.22593896486571327,0.16245413401020997,0.22593896486571327,0.22593896486571327,0.22593896486571327,0.22593896486571327,0.22593896486571327,0.22593896486571327,0.22593896486571327,0.4583867511775109,0.4583867511775109,0.4583867511775109,0.16245413401020997,0.4583867511775109,0.452075180556704,0.452075180556704,0.4583867511775109,0.4583867511775109,0.4583867511775109,0.4583867511775109,0.452075180556704,0.452075180556704,0.4583867511775109,0.16245413401020997,0.4583867511775109,0.4583867511775109,0.4583867511775109,0.452075180556704,0.452075180556704,0.22511116258135955,0.22511116258135955,0.2272554932626949,0.2272554932626949,0.2272554932626949,0.16245413401020997,0.2272554932626949,0.22511116258135955,0.22511116258135955,0.2272554932626949,0.2272554932626949,0.2272554932626949,0.2272554932626949,0.22511116258135955,0.22511116258135955,0.2272554932626949,0.1598468330574559,0.2272554932626949,0.2272554932626949,0.2272554932626949,0.22259923089308073,0.22259923089308073,0.22259923089308073,0.22259923089308073,0.22259923089308073,0.22259923089308073,0.22259923089308073,0.1598468330574559,0.22259923089308073,0.22259923089308073,0.22259923089308073,0.22259923089308073,0.22259923089308073,0.22259923089308073,0.22259923089308073,0.22259923089308073,0.22259923089308073,0.22259923089308073,0.16245413401020997,0.22259923089308073
PS,1.5784151486532996,1.587825010677972,1.587825010677972,1.587825010677972,1.5784151486532996,1.5784151486532996,1.587825010677972,1.587825010677972,1.587825010677972,1.587825010677972,1.779589906231342,1.5784151486532996,1.779589906231342,1.779589906231342,1.779589906231342,1.779589906231342,1.779589906231342,1.779589906231342,1.779589906231342,1.779589906231342,1.779589906231342,1.779589906231342,1.587825010677972,1.779589906231342,1.779589906231342,1.779589906231342,1.779589906231342,1.779589906231342,1.779589906231342,1.779589906231342,1.5569691929991332,1.5569691929991332,1.5569691929991332,1.587825010677972,1.5569691929991332,1.5668617583345243,1.5668617583345243,1.5569691929991332,1.5569691929991332,1.5569691929991332,1.5569691929991332,1.5668617583345243,1.5668617583345243,1.5569691929991332,1.587825010677972,1.5569691929991332,1.5569691929991332,1.5569691929991332,1.5668617583345243,1.5668617583345243,0.741441392790468,0.741441392790468,0.7428975101941413,0.7428975101941413,0.7428975101941413,1.587825010677972,0.7428975101941413,0.741441392790468,0.741441392790468,0.7428975101941413,0.7428975101941413,0.7428975101941413,0.7428975101941413,0.741441392790468,0.741441392790468,0.7428975101941413,1.5784151486532996,0.7428975101941413,0.7428975101941413,0.7428975101941413,0.06026435938999719,0.06026435938999719,0.06026435938999719,0.06026435938999719,0.06026435938999719,0.06026435938999719,0.06026435938999719,1.5784151486532996,0.06026435938999719,0.06026435938999719,0.06026435938999719,0.06026435938999719,0.06026435938999719,0.06026435938999719,0.06026435938999719,0.06026435938999719,0.06026435938999719,0.06026435938999719,1.587825010677972,0.06026435938999719
rCIP,0.11685583032466797,0.11886803837437744,0.11886803837437744,0.11886803837437744,0.11685583032466797,0.11685583032466797,0.11886803837437744,0.11886803837437744,0.11886803837437744,0.11886803837437744,0.34048881087366295,0.11685583032466797,0.34048881087366295,0.34048881087366295,0.34048881087366295,0.34048881087366295,0.34048881087366295,0.34048881087366295,0.34048881087366295,0.34048881087366295,0.34048881087366295,0.34048881087366295,0.11886803837437744,0.34048881087366295,0.34048881087366295,0.34048881087366295,0.34048881087366295,0.34048881087366295,0.34048881087366295,0.34048881087366295,0.280533909204705,0.280533909204705,0.280533909204705,0.11886803837437744,0.280533909204705,0.2822597959917792,0.2822597959917792,0.280533909204705,0.280533909204705,0.280533909204705,0.280533909204705,0.2822597959917792,0.2822597959917792,0.280533909204705,0.11886803837437744,0.280533909204705,0.280533909204705,0.280533909204705,0.2822597959917792,0.2822597959917792,0.6964779120548057,0.6964779120548057,0.6997232142385326,0.6997232142385326,0.6997232142385326,0.11886803837437744,0.6997232142385326,0.6964779120548057,0.6964779120548057,0.6997232142385326,0.6997232142385326,0.6997232142385326,0.6997232142385326,0.6964779120548057,0.6964779120548057,0.6997232142385326,0.11685583032466797,0.6997232142385326,0.6997232142385326,0.6997232142385326,1.116079783134183,1.116079783134183,1.116079783134183,1.116079783134183,1.116079783134183,1.116079783134183,1.116079783134183,0.11685583032466797,1.116079783134183,1.116079783134183,1.116079783134183,1.116079783134183,1.116079783134183,1.116079783134183,1.116079783134183,1.116079783134183,1.116079783134183,1.116079783134183,0.11886803837437744,1.116079783134183
WB,2.2770856262443413,2.276990850583275,2.276990850583275,2.276990850583275,2.2770856262443413,2.2770856262443413,2.276990850583275,2.276990850583275,2.276990850583275,2.276990850583275,1.3351456076080754,2.2770856262443413,1.3351456076080754,1.3351456076080754,1.3351456076080754,1.3351456076080754,1.3351456076080754,1.3351456076080754,1.3351456076080754,1.3351456076080754,1.3351456076080754,1.3351456076080754,2.276990850583275,1.3351456076080754,1.3351456076080754,1.3351456076080754,1.3351456076080754,1.3351456076080754,1.3351456076080754,1.3351456076080754,0.7150847933803626,0.7150847933803626,0.7150847933803626,2.276990850583275,0.7150847933803626,0.7150720450178415,0.7150720450178415,0.7150847933803626,0.7150847933803626,0.7150847933803626,0.7150847933803626,0.7150720450178415,0.7150720450178415,0.7150847933803626,2.276990850583275,0.7150847933803626,0.7150847933803626,0.7150847933803626,0.7150720450178415,0.7150720450178415,0.6937909780945865,0.6937909780945865,0.6936073557128347,0.6936073557128347,0.6936073557128347,2.276990850583275,0.6936073557128347,0.6937909780945865,0.6937909780945865,0.6936073557128347,0.6936073557128347,0.6936073557128347,0.6936073557128347,0.6937909780945865,0.6937909780945865,0.6936073557128347,2.2770856262443413,0.6936073557128347,0.6936073557128347,0.6936073557128347,0.6510184524637135,0.6510184524637135,0.6510184524637135,0.6510184524637135,0.6510184524637135,0.6510184524637135,0.6510184524637135,2.2770856262443413,0.6510184524637135,0.6510184524637135,0.6510184524637135,0.6510184524637135,0.6510184524637135,0.6510184524637135,0.6510184524637135,0.6510184524637135,0.6510184524637135,0.6510184524637135,2.276990850583275,0.6510184524637135
XB,0.22534247462415957,0.22868083700794384,0.22868083700794384,0.22868083700794384,0.22534247462415957,0.22534247462415957,0.22868083700794384,0.22868083700794384,0.22868083700794384,0.22868083700794384,0.17673150214301483,0.22534247462415957,0.17673150214301483,0.17673150214301483,0.17673150214301483,0.17673150214301483,0.17673150214301483,0.17673150214301483,0.17673150214301483,0.17673150214301483,0.17673150214301483,0.17673150214301483,0.22868083700794384,0.17673150214301483,0.17673150214301483,0.17673150214301483,0.17673150214301483,0.17673150214301483,0.17673150214301483,0.17673150214301483,0.09895461760392178,0.09895461760392178,0.09895461760392178,0.22868083700794384,0.09895461760392178,0.09888033432231252,0.09888033432231252,0.09895461760392178,0.09895461760392178,0.09895461760392178,0.09895461760392178,0.09888033432231252,0.09888033432231252,0.09895461760392178,0.22868083700794384,0.09895461760392178,0.09895461760392178,0.09895461760392178,0.09888033432231252,0.09888033432231252,0.1953836274627194,0.1953836274627194,0.19437803032373988,0.19437803032373988,0.19437803032373988,0.22868083700794384,0.19437803032373988,0.1953836274627194,0.1953836274627194,0.19437803032373988,0.19437803032373988,0.19437803032373988,0.19437803032373988,0.1953836274627194,0.1953836274627194,0.19437803032373988,0.22534247462415957,0.19437803032373988,0.19437803032373988,0.19437803032373988,0.18051929600631492,0.18051929600631492,0.18051929600631492,0.18051929600631492,0.18051929600631492,0.18051929600631492,0.18051929600631492,0.22534247462415957,0.18051929600631492,0.18051929600631492,0.18051929600631492,0.18051929600631492,0.18051929600631492,0.18051929600631492,0.18051929600631492,0.18051929600631492,0.18051929600631492,0.18051929600631492,0.22868083700794384,0.18051929600631492
SSE,199.93208616310318,199.92735536001558,199.92735536001558,199.92735536001558,199.93208616310318,199.93208616310318,199.92735536001558,199.92735536001558,199.92735536001558,199.92735536001558,115.95237043282755,199.93208616310318,115.95237043282755,115.95237043282755,115.95237043282755,115.95237043282755,115.95237043282755,115.95237043282755,115.95237043282755,115.95237043282755,115.95237043282755,115.95237043282755,199.92735536001558,115.95237043282755,115.95237043282755,115.95237043282755,115.95237043282755,115.95237043282755,115.95237043282755,115.95237043282755,57.97384982396545,57.97384982396545,57.97384982396545,199.92735536001558,57.97384982396545,57.97294559732489,57.97294559732489,57.97384982396545,57.97384982396545,57.97384982396545,57.97384982396545,57.97294559732489,57.97294559732489,57.97384982396545,199.92735536001558,57.97384982396545,57.97384982396545,57.97384982396545,57.97294559732489,57.97294559732489,48.02349661237811,48.02349661237811,48.01210351620516,48.01210351620516,48.01210351620516,199.92735536001558,48.01210351620516,48.02349661237811,48.02349661237811,48.01210351620516,48.01210351620516,48.01210351620516,48.01210351620516,48.02349661237811,48.02349661237811,48.01210351620516,199.93208616310318,48.01210351620516,48.01210351620516,48.01210351620516,39.42496585129004,39.42496585129004,39.42496585129004,39.42496585129004,39.42496585129004,39.42496585129004,39.42496585129004,199.93208616310318,39.42496585129004,39.42496585129004,39.42496585129004,39.42496585129004,39.42496585129004,39.42496585129004,39.42496585129004,39.42496585129004,39.42496585129004,39.42496585129004,199.92735536001558,39.42496585129004
RS,0.006812269217266412,-0.0002071117442507288,-0.0002071117442507288,-0.0002071117442507288,0.006812269217266412,0.006812269217266412,-0.0002071117442507288,-0.0002071117442507288,-0.0002071117442507288,-0.0002071117442507288,0.11831627295047026,0.006812269217266412,0.11831627295047026,0.11831627295047026,0.11831627295047026,0.11831627295047026,0.11831627295047026,0.11831627295047026,0.11831627295047026,0.11831627295047026,0.11831627295047026,0.11831627295047026,-0.0002071117442507288,0.11831627295047026,0.11831627295047026,0.11831627295047026,0.11831627295047026,0.11831627295047026,0.11831627295047026,0.11831627295047026,0.36967467063952253,0.36967467063952253,0.36967467063952253,-0.0002071117442507288,0.36967467063952253,0.36904674758731837,0.36904674758731837,0.36967467063952253,0.36967467063952253,0.36967467063952253,0.36967467063952253,0.36904674758731837,0.36904674758731837,0.36967467063952253,-0.0002071117442507288,0.36967467063952253,0.36967467063952253,0.36967467063952253,0.36904674758731837,0.36904674758731837,0.41338687251128065,0.41338687251128065,0.41347655327200783,0.41347655327200783,0.41347655327200783,-0.0002071117442507288,0.41347655327200783,0.41338687251128065,0.41338687251128065,0.41347655327200783,0.41347655327200783,0.41347655327200783,0.41347655327200783,0.41338687251128065,0.41338687251128065,0.41347655327200783,0.006812269217266412,0.41347655327200783,0.41347655327200783,0.41347655327200783,0.45190929698408255,0.45190929698408255,0.45190929698408255,0.45190929698408255,0.45190929698408255,0.45190929698408255,0.45190929698408255,0.006812269217266412,0.45190929698408255,0.45190929698408255,0.45190929698408255,0.45190929698408255,0.45190929698408255,0.45190929698408255,0.45190929698408255,0.45190929698408255,0.45190929698408255,0.45190929698408255,-0.0002071117442507288,0.45190929698408255
DH,0.4381265097985652,0.440813857274954,0.440813857274954,0.440813857274954,0.4381265097985652,0.4381265097985652,0.440813857274954,0.440813857274954,0.440813857274954,0.440813857274954,0.3678313342391724,0.4381265097985652,0.3678313342391724,0.3678313342391724,0.3678313342391724,0.3678313342391724,0.3678313342391724,0.3678313342391724,0.3678313342391724,0.3678313342391724,0.3678313342391724,0.3678313342391724,0.440813857274954,0.3678313342391724,0.3678313342391724,0.3678313342391724,0.3678313342391724,0.3678313342391724,0.3678313342391724,0.3678313342391724,0.2869482513172558,0.2869482513172558,0.2869482513172558,0.440813857274954,0.2869482513172558,0.28716660498610996,0.28716660498610996,0.2869482513172558,0.2869482513172558,0.2869482513172558,0.2869482513172558,0.28716660498610996,0.28716660498610996,0.2869482513172558,0.440813857274954,0.2869482513172558,0.2869482513172558,0.2869482513172558,0.28716660498610996,0.28716660498610996,0.25691463950454774,0.25691463950454774,0.2569021570371696,0.2569021570371696,0.2569021570371696,0.440813857274954,0.2569021570371696,0.25691463950454774,0.25691463950454774,0.2569021570371696,0.2569021570371696,0.2569021570371696,0.2569021570371696,0.25691463950454774,0.25691463950454774,0.2569021570371696,0.4381265097985652,0.2569021570371696,0.2569021570371696,0.2569021570371696,0.23348868232592157,0.23348868232592157,0.23348868232592157,0.23348868232592157,0.23348868232592157,0.23348868232592157,0.23348868232592157,0.4381265097985652,0.23348868232592157,0.23348868232592157,0.23348868232592157,0.23348868232592157,0.23348868232592157,0.23348868232592157,0.23348868232592157,0.23348868232592157,0.23348868232592157,0.23348868232592157,0.440813857274954,0.23348868232592157
