,labels_aggregation_DBSCAN_params16,labels_aggregation_DBSCAN_params17,labels_aggregation_DBSCAN_params21,labels_aggregation_DBSCAN_params22,labels_aggregation_DBSCAN_params23,labels_aggregation_DBSCAN_params26,labels_aggregation_DBSCAN_params27,labels_aggregation_DBSCAN_params28,labels_aggregation_DBSCAN_params29,labels_aggregation_DBSCAN_params31,labels_aggregation_DBSCAN_params32,labels_aggregation_DBSCAN_params33,labels_aggregation_DBSCAN_params34,labels_aggregation_DBSCAN_params36,labels_aggregation_DBSCAN_params37,labels_aggregation_DBSCAN_params38,labels_aggregation_DBSCAN_params39,labels_aggregation_DBSCAN_params40,labels_aggregation_DBSCAN_params41,labels_aggregation_DBSCAN_params42,labels_aggregation_DBSCAN_params43,labels_aggregation_DBSCAN_params44,labels_aggregation_DBSCAN_params45,labels_aggregation_DBSCAN_params50
COP,0.18910302420652425,0.305672266995869,0.21810992826628683,0.19089611816409263,0.28649624724070705,0.21868552867309024,0.21868552867309024,0.17616110883859423,0.35230133564316785,0.21868552867309024,0.21868552867309024,0.21868552867309024,0.17766968903208405,0.2293498209197518,0.2293498209197518,0.2293498209197518,0.2293498209197518,0.28569522916220247,0.2293498209197518,0.2293498209197518,0.2293498209197518,0.2293498209197518,0.21672371113663622,0.21568396306966403
Sym,0.0014326277186946677,0.0019191930170441335,0.02417537921423502,0.02705526374847425,0.0036434250236408376,0.028583015947116444,0.028583015947116444,0.02579272822698842,0.00741573309145668,0.028583015947116444,0.028583015947116444,0.028583015947116444,0.03743815277521169,0.025552567483355906,0.025552567483355906,0.025552567483355906,0.025552567483355906,0.005997104747013175,0.025552567483355906,0.025552567483355906,0.025552567483355906,0.025552567483355906,0.01672029274608413,0.024458804957864313
CS,1.1803948533032824,1.016802825589438,0.9795785213434169,1.0677538708851841,0.9776230937341778,0.9995317043507856,0.9995317043507856,0.9998461605458508,1.052060176984985,0.9995317043507856,0.9995317043507856,0.9995317043507856,0.9299817177338279,0.9942272609010125,0.9942272609010125,0.9942272609010125,0.9942272609010125,1.378923458458383,0.9942272609010125,0.9942272609010125,0.9942272609010125,0.9942272609010125,1.2469666014553304,1.0462485214615773
SF,0.021761834448564832,0.13044759639798986,0.2452403559404246,0.20080596121398764,0.1614727561378001,0.2570769217046809,0.2570769217046809,0.15738259092466256,0.32687691563089194,0.2570769217046809,0.2570769217046809,0.2570769217046809,0.18088538581058045,0.2737753301949817,0.2737753301949817,0.2737753301949817,0.2737753301949817,0.24841340566389092,0.2737753301949817,0.2737753301949817,0.2737753301949817,0.2737753301949817,0.16335740213438288,0.2735197655051458
SD,3385.737739168863,3339.138018434851,12660.316119002086,8557.003486285143,7275.046639239115,15183.73714667035,15183.73714667035,11999.267620236951,26500.10740003561,15183.73714667035,15183.73714667035,15183.73714667035,8192.651679960154,19647.392378743178,19647.392378743178,19647.392378743178,19647.392378743178,36483.153475269144,19647.392378743178,19647.392378743178,19647.392378743178,19647.392378743178,23725.700482559212,19730.495344325114
SDbw,0.14992280514893797,0.3164578386396542,0.43408196279247846,0.29656475133420246,0.5790316975175432,0.4436404231174309,0.4436404231174309,0.400374371899252,2.610733850698922,0.4436404231174309,0.4436404231174309,0.4436404231174309,0.3077524530516978,0.6680940508545613,0.6680940508545613,0.6680940508545613,0.6680940508545613,1.1340580503744215,0.6680940508545613,0.6680940508545613,0.6680940508545613,0.6680940508545613,0.5995049853823176,0.6659268375275085
XB*,194.63888715074657,87.13051723396697,1.0457886229891906,2.6567748237549327,63.01557768612593,0.6820275067686012,0.6820275067686012,1.587413799040613,1.2882587971791646,0.6820275067686012,0.6820275067686012,0.6820275067686012,0.9636550268954507,0.5581791182627677,0.5581791182627677,0.5581791182627677,0.5581791182627677,1.503706474126428,0.5581791182627677,0.5581791182627677,0.5581791182627677,0.5581791182627677,1.8127222922825044,0.5642760477953638
S,-0.05887470224408815,-0.4406837016455432,0.28781066123686266,0.39017709358084646,-0.3368302437929937,0.37150769438990117,0.37150769438990117,0.4665281694905405,-0.08213156982378526,0.37150769438990117,0.37150769438990117,0.37150769438990117,0.4487004396123467,0.44952666684839304,0.44952666684839304,0.44952666684839304,0.44952666684839304,0.23583458717561195,0.44952666684839304,0.44952666684839304,0.44952666684839304,0.44952666684839304,0.48474400950223173,0.44650109815800926
DB,1.4306826696321553,1.1849317238752362,0.666141158145012,1.1927378290613782,1.177671503214597,0.6728296815324545,0.6728296815324545,0.9989901095731497,1.0200048277276843,0.6728296815324545,0.6728296815324545,0.6728296815324545,0.9127659742285712,0.6828491190798672,0.6828491190798672,0.6828491190798672,0.6828491190798672,1.4099140747497316,0.6828491190798672,0.6828491190798672,0.6828491190798672,0.6828491190798672,1.3993627342956294,0.6826655484234649
CH,43.00843322425079,9.74088437988705,535.2732607840173,887.0892585710166,23.423608102117175,666.0819855537926,666.0819855537926,924.4107182998365,42.45109012540811,666.0819855537926,666.0819855537926,666.0819855537926,998.2140608334377,778.9447746032279,778.9447746032279,778.9447746032279,778.9447746032279,188.35957349446298,778.9447746032279,778.9447746032279,778.9447746032279,778.9447746032279,702.3924146953859,773.2333339290499
AD-S,0.07559662397758689,-0.2617494133170705,0.6571372454675418,0.36973708759006757,-0.3809543759758223,0.7549712203109591,0.7549712203109591,0.23603958533879985,0.03896793996301055,0.7549712203109591,0.7549712203109591,0.7549712203109591,0.24691668437369585,0.7951429979864858,0.7951429979864858,0.7951429979864858,0.7951429979864858,0.33313599468607413,0.7951429979864858,0.7951429979864858,0.7951429979864858,0.7951429979864858,0.3696667106630957,0.7891170655789317
AD-DB,1.8556347246908758,3.266287912926049,0.6744150264161876,1.3457901968465185,1.5734955823472234,0.4443713887481433,0.4443713887481433,1.5290950548680597,3.6260685641602692,0.4443713887481433,0.4443713887481433,0.4443713887481433,1.305346381415016,0.4062176215601089,0.4062176215601089,0.4062176215601089,0.4062176215601089,0.8914882026279759,0.4062176215601089,0.4062176215601089,0.4062176215601089,0.4062176215601089,2.5937302312092068,0.41138848477809786
AD-CH,36.02881155373335,5.912170833094538,555.8488563689258,460.0401823389877,69.46296316689241,694.1412708568118,694.1412708568118,397.57304213220107,17.902577968876148,694.1412708568118,694.1412708568118,694.1412708568118,407.36288756923545,831.5665120475263,831.5665120475263,831.5665120475263,831.5665120475263,598.036928990802,831.5665120475263,831.5665120475263,831.5665120475263,831.5665120475263,475.47530889525547,819.2322225532438
AD-idea,0.007603653994689665,0.2615821708923542,2044.6467609602812,437.4180291379623,4.969757132076031,2071.292034085904,2071.292034085904,205.23910139611013,1.21732457739346,2071.292034085904,2071.292034085904,2071.292034085904,224.13462367751424,671.6977590085954,671.6977590085954,671.6977590085954,671.6977590085954,4.749853430767889,671.6977590085954,671.6977590085954,671.6977590085954,671.6977590085954,20.265963788315336,87.63212337398656
