,labels_aggregation_DBSCAN_params16,labels_aggregation_DBSCAN_params17,labels_aggregation_DBSCAN_params21,labels_aggregation_DBSCAN_params22,labels_aggregation_DBSCAN_params23,labels_aggregation_DBSCAN_params26,labels_aggregation_DBSCAN_params27,labels_aggregation_DBSCAN_params28,labels_aggregation_DBSCAN_params29,labels_aggregation_DBSCAN_params31,labels_aggregation_DBSCAN_params32,labels_aggregation_DBSCAN_params33,labels_aggregation_DBSCAN_params34,labels_aggregation_DBSCAN_params36,labels_aggregation_DBSCAN_params37,labels_aggregation_DBSCAN_params38,labels_aggregation_DBSCAN_params39,labels_aggregation_DBSCAN_params40,labels_aggregation_DBSCAN_params41,labels_aggregation_DBSCAN_params42,labels_aggregation_DBSCAN_params43,labels_aggregation_DBSCAN_params44,labels_aggregation_DBSCAN_params45,labels_aggregation_DBSCAN_params50
cSIL,,,,,,0.8176777185283886,0.8176777185283886,,,0.8176777185283886,0.8176777185283886,0.8176777185283886,,0.8222759628155124,0.8222759628155124,0.8222759628155124,0.8222759628155124,,0.8222759628155124,0.8222759628155124,0.8222759628155124,0.8222759628155124,,
GD43,,,,,,1.104845773530685,1.104845773530685,,,1.104845773530685,1.104845773530685,1.104845773530685,,1.2212815922957099,1.2212815922957099,1.2212815922957099,1.2212815922957099,,1.2212815922957099,1.2212815922957099,1.2212815922957099,1.2212815922957099,,
GD53,,,,,,0.023366227999824768,0.023366227999824768,,,0.023366227999824768,0.023366227999824768,0.023366227999824768,,0.1307741013741411,0.1307741013741411,0.1307741013741411,0.1307741013741411,,0.1307741013741411,0.1307741013741411,0.1307741013741411,0.1307741013741411,,
PS,,,,,,0.3237109825982037,0.3237109825982037,,,0.3237109825982037,0.3237109825982037,0.3237109825982037,,1.3384891210172931,1.3384891210172931,1.3384891210172931,1.3384891210172931,,1.3384891210172931,1.3384891210172931,1.3384891210172931,1.3384891210172931,,
rCIP,,,,,,0.04717675373757063,0.04717675373757063,,,0.04717675373757063,0.04717675373757063,0.04717675373757063,,0.010784978110303487,0.010784978110303487,0.010784978110303487,0.010784978110303487,,0.010784978110303487,0.010784978110303487,0.010784978110303487,0.010784978110303487,,
WB,,,,,,1.4694137076628033,1.4694137076628033,,,1.4694137076628033,1.4694137076628033,1.4694137076628033,,1.341986450664357,1.341986450664357,1.341986450664357,1.341986450664357,,1.341986450664357,1.341986450664357,1.341986450664357,1.341986450664357,,
XB,,,,,,0.36636624347019964,0.36636624347019964,,,0.36636624347019964,0.36636624347019964,0.36636624347019964,,0.33162963479018637,0.33162963479018637,0.33162963479018637,0.33162963479018637,,0.33162963479018637,0.33162963479018637,0.33162963479018637,0.33162963479018637,,
SSE,569.0276643062089,1418.6718978242043,1073.4884589841681,881.714827624162,1465.443512677551,127.10849580250559,127.10849580250559,615.515629422449,1546.7466876735111,127.10849580250559,127.10849580250559,127.10849580250559,578.0195538757057,140.58557634641744,140.58557634641744,140.58557634641744,140.58557634641744,1059.8191068579936,140.58557634641744,140.58557634641744,140.58557634641744,140.58557634641744,995.0760624793622,1117.923119710677
RS,,,,,,0.22206256753881107,0.22206256753881107,,,0.22206256753881107,0.22206256753881107,0.22206256753881107,,0.19487274550382191,0.19487274550382191,0.19487274550382191,0.19487274550382191,,0.19487274550382191,0.19487274550382191,0.19487274550382191,0.19487274550382191,,
DH,0.07899980422223025,0.07971674698439844,0.2505060726053396,0.2467194920086037,0.16097317230183447,0.2792377486673599,0.2792377486673599,0.2627765686964207,0.362234783717896,0.2792377486673599,0.2792377486673599,0.2792377486673599,0.2267331306911348,0.33304252002103296,0.33304252002103296,0.33304252002103296,0.33304252002103296,0.4835170507383009,0.33304252002103296,0.33304252002103296,0.33304252002103296,0.33304252002103296,0.3672626943560693,0.3338115074843944
B,0.3497610798493938,0.3611238245420466,1.9378277978021168,1.342058295675481,0.43740010706182253,0.19150017585772794,0.19150017585772794,0.9972911907125869,0.04433850906296607,0.19150017585772794,0.19150017585772794,0.19150017585772794,0.9412915149433949,0.24249799568519928,0.24249799568519928,0.24249799568519928,0.24249799568519928,0.7336818993454847,0.24249799568519928,0.24249799568519928,0.24249799568519928,0.24249799568519928,1.3977707853342,1.8764568423286467
BH,0.25863963967778425,0.019574187795701407,21.089638671561342,10.144901908179047,0.18796648046046593,25.42169916050112,25.42169916050112,6.700601966228114,0.12775163411906396,25.42169916050112,25.42169916050112,25.42169916050112,6.969881840586148,35.14639408660435,35.14639408660435,35.14639408660435,35.14639408660435,9.451478015210519,35.14639408660435,35.14639408660435,35.14639408660435,35.14639408660435,13.275781138665854,35.14070779335319
D,0.0452213421546729,0.3187064068567861,0.19587684783226889,0.3054557966084946,0.1853471649650561,0.3010051185885492,0.3010051185885492,0.3686115069917269,4.47371054364734,0.3010051185885492,0.3010051185885492,0.3010051185885492,0.2210841783321161,0.3010051185885492,0.3010051185885492,0.3010051185885492,0.3010051185885492,0.7577421691933596,0.3010051185885492,0.3010051185885492,0.3010051185885492,0.3010051185885492,0.18137647435901838,0.11201840097519351
H,,,,,,0.7240412422804434,0.7240412422804434,,,0.7240412422804434,0.7240412422804434,0.7240412422804434,,0.5748623259111918,0.5748623259111918,0.5748623259111918,0.5748623259111918,,0.5748623259111918,0.5748623259111918,0.5748623259111918,0.5748623259111918,,
DBCV,0.043735724763756,0.16763452072779114,0.6660921623050112,0.42600672117581634,0.08313573949754834,0.667159688065576,0.667159688065576,0.35561080590056265,0.06748483574764817,0.667159688065576,0.667159688065576,0.667159688065576,0.348620230643478,0.7412687016300971,0.7412687016300971,0.7412687016300971,0.7412687016300971,0.443371268869088,0.7412687016300971,0.7412687016300971,0.7412687016300971,0.7412687016300971,0.6423933125218945,0.71540231540402
I,0.13991021075193125,21.081555509453878,0.5062132980937338,0.816892124462602,17.017954660652787,0.7231174018408799,0.7231174018408799,0.8059881874000722,1323.0057628788368,0.7231174018408799,0.7231174018408799,0.7231174018408799,0.7623824776306641,0.6567739857293399,0.6567739857293399,0.6567739857293399,0.6567739857293399,9.307633170188732,0.6567739857293399,0.6567739857293399,0.6567739857293399,0.6567739857293399,1.309346150935859,0.6765258262868238
C,0.2713714621458919,0.48632492840758346,0.0678721586110415,0.03434132346583525,0.5124606447796434,0.06734634803480692,0.06734634803480692,0.02491259594508473,0.4166079392788314,0.06734634803480692,0.06734634803480692,0.06734634803480692,0.02256899787578114,0.062104250916822604,0.062104250916822604,0.062104250916822604,0.062104250916822604,0.3350055624829751,0.062104250916822604,0.062104250916822604,0.062104250916822604,0.062104250916822604,0.04604687529036974,0.06277491638241949
CDbw,0.21151276064080027,0.32592074439947205,2.130879410151019,0.49489957152481134,0.34471402411080526,0.1959589731373966,0.1959589731373966,0.3277978020349158,0.2552998349227157,0.1959589731373966,0.1959589731373966,0.1959589731373966,0.5423234131704052,0.11818766126804978,0.11818766126804978,0.11818766126804978,0.11818766126804978,0.24474148188500613,0.11818766126804978,0.11818766126804978,0.11818766126804978,0.11818766126804978,0.2267559774890958,0.046394476949495445
VIASCKDE,0.2816526437206542,0.3398197743012243,0.6290083560725395,0.6025185327844048,0.3989678075579517,0.6389982110793236,0.6389982110793236,0.5798540350670092,0.6218780213417725,0.6389982110793236,0.6389982110793236,0.6389982110793236,0.6062986917519485,0.6215729093813147,0.6215729093813147,0.6215729093813147,0.6215729093813147,0.5862908064942969,0.6215729093813147,0.6215729093813147,0.6215729093813147,0.6215729093813147,0.6059905803609367,0.6045650609569577
