,labels_data6_KMeans_params1,labels_data6_KMeans_params10,labels_data6_KMeans_params11,labels_data6_KMeans_params12,labels_data6_KMeans_params13,labels_data6_KMeans_params14,labels_data6_KMeans_params15,labels_data6_KMeans_params16,labels_data6_KMeans_params17,labels_data6_KMeans_params18,labels_data6_KMeans_params19,labels_data6_KMeans_params2,labels_data6_KMeans_params20,labels_data6_KMeans_params21,labels_data6_KMeans_params22,labels_data6_KMeans_params23,labels_data6_KMeans_params24,labels_data6_KMeans_params25,labels_data6_KMeans_params26,labels_data6_KMeans_params27,labels_data6_KMeans_params28,labels_data6_KMeans_params29,labels_data6_KMeans_params3,labels_data6_KMeans_params30,labels_data6_KMeans_params31,labels_data6_KMeans_params32,labels_data6_KMeans_params33,labels_data6_KMeans_params34,labels_data6_KMeans_params35,labels_data6_KMeans_params36,labels_data6_KMeans_params37,labels_data6_KMeans_params38,labels_data6_KMeans_params39,labels_data6_KMeans_params4,labels_data6_KMeans_params40,labels_data6_KMeans_params41,labels_data6_KMeans_params42,labels_data6_KMeans_params43,labels_data6_KMeans_params44,labels_data6_KMeans_params45,labels_data6_KMeans_params46,labels_data6_KMeans_params47,labels_data6_KMeans_params48,labels_data6_KMeans_params49,labels_data6_KMeans_params5,labels_data6_KMeans_params50,labels_data6_KMeans_params51,labels_data6_KMeans_params52,labels_data6_KMeans_params53,labels_data6_KMeans_params54,labels_data6_KMeans_params6,labels_data6_KMeans_params7,labels_data6_KMeans_params8,labels_data6_KMeans_params9
cSIL,0.8501807137649167,0.8501807137649167,0.8501807137649167,0.8501807137649167,0.8501807137649167,0.8501807137649167,0.8501807137649167,0.8501807137649167,0.8501807137649167,0.8501807137649167,0.8124110677421837,0.8501807137649167,0.8124110677421837,0.8120914549916604,0.8120914549916604,0.8120914549916604,0.8120914549916604,0.8124110677421837,0.8124110677421837,0.8120914549916604,0.8120914549916604,0.8120914549916604,0.8501807137649167,0.8120914549916604,0.8124110677421837,0.8124110677421837,0.8120914549916604,0.8120914549916604,0.8120914549916604,0.8120914549916604,0.8159172446227113,0.8159172446227113,0.8152175930381694,0.8501807137649167,0.8152175930381694,0.8152175930381694,0.8152175930381694,0.8159172446227113,0.8159172446227113,0.8152175930381694,0.8152175930381694,0.8152175930381694,0.8152175930381694,0.8159172446227113,0.8501807137649167,0.8159172446227113,0.8152175930381694,0.8152175930381694,0.8152175930381694,0.8152175930381694,0.8501807137649167,0.8501807137649167,0.8501807137649167,0.8501807137649167
GD43,2.3066231467163085,2.3066231467163085,2.3066231467163085,2.3066231467163085,2.3066231467163085,2.3066231467163085,2.3066231467163085,2.3066231467163085,2.3066231467163085,2.3066231467163085,1.542766340673608,2.3066231467163085,1.542766340673608,1.552513783159197,1.552513783159197,1.552513783159197,1.552513783159197,1.542766340673608,1.542766340673608,1.552513783159197,1.552513783159197,1.552513783159197,2.3066231467163085,1.552513783159197,1.542766340673608,1.542766340673608,1.552513783159197,1.552513783159197,1.552513783159197,1.552513783159197,2.4853889847316024,2.4853889847316024,2.467192799572956,2.3066231467163085,2.467192799572956,2.467192799572956,2.467192799572956,2.4853889847316024,2.4853889847316024,2.467192799572956,2.467192799572956,2.467192799572956,2.467192799572956,2.4853889847316024,2.3066231467163085,2.4853889847316024,2.467192799572956,2.467192799572956,2.467192799572956,2.467192799572956,2.3066231467163085,2.3066231467163085,2.3066231467163085,2.3066231467163085
GD53,0.49393133182703414,0.49393133182703414,0.49393133182703414,0.49393133182703414,0.49393133182703414,0.49393133182703414,0.49393133182703414,0.49393133182703414,0.49393133182703414,0.49393133182703414,0.29182126524348184,0.49393133182703414,0.29182126524348184,0.29479399982648047,0.29479399982648047,0.29479399982648047,0.29479399982648047,0.29182126524348184,0.29182126524348184,0.29479399982648047,0.29479399982648047,0.29479399982648047,0.49393133182703414,0.29479399982648047,0.29182126524348184,0.29182126524348184,0.29479399982648047,0.29479399982648047,0.29479399982648047,0.29479399982648047,0.3448047219469738,0.3448047219469738,0.34605565024530477,0.49393133182703414,0.34605565024530477,0.34605565024530477,0.34605565024530477,0.3448047219469738,0.3448047219469738,0.34605565024530477,0.34605565024530477,0.34605565024530477,0.34605565024530477,0.3448047219469738,0.49393133182703414,0.3448047219469738,0.34605565024530477,0.34605565024530477,0.34605565024530477,0.34605565024530477,0.49393133182703414,0.49393133182703414,0.49393133182703414,0.49393133182703414
PS,1.9593767062544676,1.9593767062544676,1.9593767062544676,1.9593767062544676,1.9593767062544676,1.9593767062544676,1.9593767062544676,1.9593767062544676,1.9593767062544676,1.9593767062544676,1.6035078954144375,1.9593767062544676,1.6035078954144375,1.61657596765517,1.61657596765517,1.61657596765517,1.61657596765517,1.6035078954144375,1.6035078954144375,1.61657596765517,1.61657596765517,1.61657596765517,1.9593767062544676,1.61657596765517,1.6035078954144375,1.6035078954144375,1.61657596765517,1.61657596765517,1.61657596765517,1.61657596765517,2.2709787755287065,2.2709787755287065,2.2464299404591688,1.9593767062544676,2.2464299404591688,2.2464299404591688,2.2464299404591688,2.2709787755287065,2.2709787755287065,2.2464299404591688,2.2464299404591688,2.2464299404591688,2.2464299404591688,2.2709787755287065,1.9593767062544676,2.2709787755287065,2.2464299404591688,2.2464299404591688,2.2464299404591688,2.2464299404591688,1.9593767062544676,1.9593767062544676,1.9593767062544676,1.9593767062544676
rCIP,0.009314018392956206,0.009314018392956206,0.009314018392956206,0.009314018392956206,0.009314018392956206,0.009314018392956206,0.009314018392956206,0.009314018392956206,0.009314018392956206,0.009314018392956206,0.04756890220015961,0.009314018392956206,0.04756890220015961,0.04736551137311685,0.04736551137311685,0.04736551137311685,0.04736551137311685,0.04756890220015961,0.04756890220015961,0.04736551137311685,0.04736551137311685,0.04736551137311685,0.009314018392956206,0.04736551137311685,0.04756890220015961,0.04756890220015961,0.04736551137311685,0.04736551137311685,0.04736551137311685,0.04736551137311685,0.09435641491037665,0.09435641491037665,0.09607706544237855,0.009314018392956206,0.09607706544237855,0.09607706544237855,0.09607706544237855,0.09435641491037665,0.09435641491037665,0.09607706544237855,0.09607706544237855,0.09607706544237855,0.09607706544237855,0.09435641491037665,0.009314018392956206,0.09435641491037665,0.09607706544237855,0.09607706544237855,0.09607706544237855,0.09607706544237855,0.009314018392956206,0.009314018392956206,0.009314018392956206,0.009314018392956206
WB,1.4097612052181703,1.4097612052181703,1.4097612052181703,1.4097612052181703,1.4097612052181703,1.4097612052181703,1.4097612052181703,1.4097612052181703,1.4097612052181703,1.4097612052181703,1.2973051610449795,1.4097612052181703,1.2973051610449795,1.297073036367411,1.297073036367411,1.297073036367411,1.297073036367411,1.2973051610449795,1.2973051610449795,1.297073036367411,1.297073036367411,1.297073036367411,1.4097612052181703,1.297073036367411,1.2973051610449795,1.2973051610449795,1.297073036367411,1.297073036367411,1.297073036367411,1.297073036367411,0.9893628528172783,0.9893628528172783,0.9886811272080503,1.4097612052181703,0.9886811272080503,0.9886811272080503,0.9886811272080503,0.9893628528172783,0.9893628528172783,0.9886811272080503,0.9886811272080503,0.9886811272080503,0.9886811272080503,0.9893628528172783,1.4097612052181703,0.9893628528172783,0.9886811272080503,0.9886811272080503,0.9886811272080503,0.9886811272080503,1.4097612052181703,1.4097612052181703,1.4097612052181703,1.4097612052181703
XB,0.17621944577166865,0.17621944577166865,0.17621944577166865,0.17621944577166865,0.17621944577166865,0.17621944577166865,0.17621944577166865,0.17621944577166865,0.17621944577166865,0.17621944577166865,0.33432937726029666,0.17621944577166865,0.33432937726029666,0.3321876592745316,0.3321876592745316,0.3321876592745316,0.3321876592745316,0.33432937726029666,0.33432937726029666,0.3321876592745316,0.3321876592745316,0.3321876592745316,0.17621944577166865,0.3321876592745316,0.33432937726029666,0.33432937726029666,0.3321876592745316,0.3321876592745316,0.3321876592745316,0.3321876592745316,0.22174040490611888,0.22174040490611888,0.22306254412745632,0.17621944577166865,0.22306254412745632,0.22306254412745632,0.22306254412745632,0.22174040490611888,0.22174040490611888,0.22306254412745632,0.22306254412745632,0.22306254412745632,0.22306254412745632,0.22174040490611888,0.17621944577166865,0.22174040490611888,0.22306254412745632,0.22306254412745632,0.22306254412745632,0.22306254412745632,0.17621944577166865,0.17621944577166865,0.17621944577166865,0.17621944577166865
SSE,260.2112261365359,260.2112261365359,260.2112261365359,260.2112261365359,260.2112261365359,260.2112261365359,260.2112261365359,260.2112261365359,260.2112261365359,260.2112261365359,189.9985952650187,260.2112261365359,189.9985952650187,189.97486087486956,189.97486087486956,189.97486087486956,189.97486087486956,189.9985952650187,189.9985952650187,189.97486087486956,189.97486087486956,189.97486087486956,260.2112261365359,189.97486087486956,189.9985952650187,189.9985952650187,189.97486087486956,189.97486087486956,189.97486087486956,189.97486087486956,124.80010478400297,124.80010478400297,124.73115336553417,260.2112261365359,124.73115336553417,124.73115336553417,124.73115336553417,124.80010478400297,124.80010478400297,124.73115336553417,124.73115336553417,124.73115336553417,124.73115336553417,124.80010478400297,260.2112261365359,124.80010478400297,124.73115336553417,124.73115336553417,124.73115336553417,124.73115336553417,260.2112261365359,260.2112261365359,260.2112261365359,260.2112261365359
RS,0.17312303765720424,0.17312303765720424,0.17312303765720424,0.17312303765720424,0.17312303765720424,0.17312303765720424,0.17312303765720424,0.17312303765720424,0.17312303765720424,0.17312303765720424,0.15206322373123188,0.17312303765720424,0.15206322373123188,0.14991182760565996,0.14991182760565996,0.14991182760565996,0.14991182760565996,0.15206322373123188,0.15206322373123188,0.14991182760565996,0.14991182760565996,0.14991182760565996,0.17312303765720424,0.14991182760565996,0.15206322373123188,0.15206322373123188,0.14991182760565996,0.14991182760565996,0.14991182760565996,0.14991182760565996,0.19033258123827373,0.19033258123827373,0.1915825146606405,0.17312303765720424,0.1915825146606405,0.1915825146606405,0.1915825146606405,0.19033258123827373,0.19033258123827373,0.1915825146606405,0.1915825146606405,0.1915825146606405,0.1915825146606405,0.19033258123827373,0.17312303765720424,0.19033258123827373,0.1915825146606405,0.1915825146606405,0.1915825146606405,0.1915825146606405,0.17312303765720424,0.17312303765720424,0.17312303765720424,0.17312303765720424
DH,0.47024861512253396,0.47024861512253396,0.47024861512253396,0.47024861512253396,0.47024861512253396,0.47024861512253396,0.47024861512253396,0.47024861512253396,0.47024861512253396,0.47024861512253396,0.41568682145669733,0.47024861512253396,0.41568682145669733,0.4164466635646212,0.4164466635646212,0.4164466635646212,0.4164466635646212,0.41568682145669733,0.41568682145669733,0.4164466635646212,0.4164466635646212,0.4164466635646212,0.47024861512253396,0.4164466635646212,0.41568682145669733,0.41568682145669733,0.4164466635646212,0.4164466635646212,0.4164466635646212,0.4164466635646212,0.36757646811976225,0.36757646811976225,0.3672650501013002,0.47024861512253396,0.3672650501013002,0.3672650501013002,0.3672650501013002,0.36757646811976225,0.36757646811976225,0.3672650501013002,0.3672650501013002,0.3672650501013002,0.3672650501013002,0.36757646811976225,0.47024861512253396,0.36757646811976225,0.3672650501013002,0.3672650501013002,0.3672650501013002,0.3672650501013002,0.47024861512253396,0.47024861512253396,0.47024861512253396,0.47024861512253396
