,labels_dense_SpectralClustering_params1,labels_dense_SpectralClustering_params10,labels_dense_SpectralClustering_params11,labels_dense_SpectralClustering_params12,labels_dense_SpectralClustering_params13,labels_dense_SpectralClustering_params14,labels_dense_SpectralClustering_params15,labels_dense_SpectralClustering_params16,labels_dense_SpectralClustering_params17,labels_dense_SpectralClustering_params18,labels_dense_SpectralClustering_params19,labels_dense_SpectralClustering_params2,labels_dense_SpectralClustering_params20,labels_dense_SpectralClustering_params21,labels_dense_SpectralClustering_params22,labels_dense_SpectralClustering_params23,labels_dense_SpectralClustering_params24,labels_dense_SpectralClustering_params25,labels_dense_SpectralClustering_params26,labels_dense_SpectralClustering_params27,labels_dense_SpectralClustering_params28,labels_dense_SpectralClustering_params29,labels_dense_SpectralClustering_params3,labels_dense_SpectralClustering_params30,labels_dense_SpectralClustering_params31,labels_dense_SpectralClustering_params32,labels_dense_SpectralClustering_params33,labels_dense_SpectralClustering_params34,labels_dense_SpectralClustering_params35,labels_dense_SpectralClustering_params36,labels_dense_SpectralClustering_params4,labels_dense_SpectralClustering_params5,labels_dense_SpectralClustering_params6,labels_dense_SpectralClustering_params7,labels_dense_SpectralClustering_params8,labels_dense_SpectralClustering_params9
ARI,0.9799995050507551,0.7910627683863763,0.6707993237470232,0.7910627683863763,0.32627133433388017,0.34406356799019044,0.7286016463831201,0.7128984739923327,0.7266865029198128,0.7094702465325591,0.4671279664824061,0.9799995050507551,0.6067466056920536,0.4671279664824061,0.6067466056920536,0.4671279664824061,0.6067466056920536,0.4828284904635353,0.4843270108057805,0.49000244028145257,0.49000244028145257,0.48454679301147674,0.9602000804038779,0.4828284904635353,0.648256085935149,0.6357167823059503,0.648256085935149,0.6357167823059503,0.648256085935149,0.6357167823059503,0.9602000804038779,0.9406017851434009,0.9406017851434009,0.6707993237470232,0.7910627683863763,0.6707993237470232
