,labels_mk1_MeanShift_params1,labels_mk1_MeanShift_params10,labels_mk1_MeanShift_params11,labels_mk1_MeanShift_params12,labels_mk1_MeanShift_params13,labels_mk1_MeanShift_params14,labels_mk1_MeanShift_params15,labels_mk1_MeanShift_params16,labels_mk1_MeanShift_params17,labels_mk1_MeanShift_params18,labels_mk1_MeanShift_params19,labels_mk1_MeanShift_params2,labels_mk1_MeanShift_params20,labels_mk1_MeanShift_params21,labels_mk1_MeanShift_params22,labels_mk1_MeanShift_params23,labels_mk1_MeanShift_params24,labels_mk1_MeanShift_params25,labels_mk1_MeanShift_params26,labels_mk1_MeanShift_params29,labels_mk1_MeanShift_params3,labels_mk1_MeanShift_params30,labels_mk1_MeanShift_params31,labels_mk1_MeanShift_params32,labels_mk1_MeanShift_params4,labels_mk1_MeanShift_params5,labels_mk1_MeanShift_params6,labels_mk1_MeanShift_params7,labels_mk1_MeanShift_params8,labels_mk1_MeanShift_params9
FMI,0.7815689067260924,0.9833868094751003,0.9865670184649615,0.9070595750236752,0.9866339866608452,0.9702567395349103,0.9833868094751003,0.9833868094751003,0.9865670184649615,0.9865670184649615,0.9865670184649615,0.7778556532386657,0.9865670184649615,0.9865670184649615,0.9865670184649615,0.9865670184649615,0.9865670184649615,0.9865670184649615,0.7730365535202529,0.7730365535202529,0.774556517982416,0.7730365535202529,0.7730365535202529,0.7730365535202529,0.7780259466866005,0.9533889303234624,0.9702567395349103,0.9866339866608452,0.9702567395349103,0.9833868094751003
