,labels_data3_MeanShift_params1,labels_data3_MeanShift_params10,labels_data3_MeanShift_params11,labels_data3_MeanShift_params12,labels_data3_MeanShift_params13,labels_data3_MeanShift_params14,labels_data3_MeanShift_params15,labels_data3_MeanShift_params16,labels_data3_MeanShift_params17,labels_data3_MeanShift_params18,labels_data3_MeanShift_params19,labels_data3_MeanShift_params2,labels_data3_MeanShift_params20,labels_data3_MeanShift_params21,labels_data3_MeanShift_params22,labels_data3_MeanShift_params24,labels_data3_MeanShift_params27,labels_data3_MeanShift_params28,labels_data3_MeanShift_params29,labels_data3_MeanShift_params3,labels_data3_MeanShift_params30,labels_data3_MeanShift_params4,labels_data3_MeanShift_params5,labels_data3_MeanShift_params6,labels_data3_MeanShift_params7,labels_data3_MeanShift_params8,labels_data3_MeanShift_params9
FMI,0.9321238258786535,0.9874031319095684,1.0,1.0,0.9874031319095684,0.9746033322652231,0.9874031319095684,0.9874031319095684,1.0,1.0,1.0,0.845301232373412,1.0,1.0,1.0,0.7739764956678843,1.0,1.0,0.7739764956678843,0.9358641854656929,0.7739764956678843,0.8917128827667266,0.9874031319095684,0.9874031319095684,0.9874031319095684,0.9746033322652231,0.9874031319095684
