,labels_mk2_SpectralClustering_params1,labels_mk2_SpectralClustering_params10,labels_mk2_SpectralClustering_params11,labels_mk2_SpectralClustering_params12,labels_mk2_SpectralClustering_params13,labels_mk2_SpectralClustering_params14,labels_mk2_SpectralClustering_params15,labels_mk2_SpectralClustering_params16,labels_mk2_SpectralClustering_params17,labels_mk2_SpectralClustering_params18,labels_mk2_SpectralClustering_params19,labels_mk2_SpectralClustering_params2,labels_mk2_SpectralClustering_params20,labels_mk2_SpectralClustering_params21,labels_mk2_SpectralClustering_params22,labels_mk2_SpectralClustering_params23,labels_mk2_SpectralClustering_params24,labels_mk2_SpectralClustering_params25,labels_mk2_SpectralClustering_params26,labels_mk2_SpectralClustering_params27,labels_mk2_SpectralClustering_params28,labels_mk2_SpectralClustering_params29,labels_mk2_SpectralClustering_params3,labels_mk2_SpectralClustering_params30,labels_mk2_SpectralClustering_params31,labels_mk2_SpectralClustering_params32,labels_mk2_SpectralClustering_params33,labels_mk2_SpectralClustering_params34,labels_mk2_SpectralClustering_params35,labels_mk2_SpectralClustering_params36,labels_mk2_SpectralClustering_params4,labels_mk2_SpectralClustering_params5,labels_mk2_SpectralClustering_params6,labels_mk2_SpectralClustering_params7,labels_mk2_SpectralClustering_params8,labels_mk2_SpectralClustering_params9
ARI,0.05295683836486338,0.0050882875778513375,0.00540455232639726,0.0050882875778513375,0.05853572387894185,0.1304997104377381,0.31787740399465514,0.3198048375864261,0.026661670668224887,0.04556286008006157,0.0042993985139305945,0.009456191364690197,0.0037661573539437884,0.0042993985139305945,0.0037661573539437884,0.0042993985139305945,0.0037661573539437884,0.08405384217500238,0.04854549265889138,0.18051227136536066,0.22505780955293345,0.028792316617901183,0.1675567870565387,0.034116686504358174,0.0031788637153790725,0.002929492113604516,0.0031788637153790725,0.002929492113604516,0.0031788637153790725,0.002929492113604516,0.21659542736905124,0.03353273750053992,0.04979760829201318,0.00540455232639726,0.0050882875778513375,0.00540455232639726
