,labels_s1_DBSCAN_params1,labels_s1_DBSCAN_params10,labels_s1_DBSCAN_params11,labels_s1_DBSCAN_params12,labels_s1_DBSCAN_params13,labels_s1_DBSCAN_params14,labels_s1_DBSCAN_params15,labels_s1_DBSCAN_params16,labels_s1_DBSCAN_params17,labels_s1_DBSCAN_params18,labels_s1_DBSCAN_params19,labels_s1_DBSCAN_params20,labels_s1_DBSCAN_params21,labels_s1_DBSCAN_params22,labels_s1_DBSCAN_params23,labels_s1_DBSCAN_params24,labels_s1_DBSCAN_params5,labels_s1_DBSCAN_params6,labels_s1_DBSCAN_params7,labels_s1_DBSCAN_params8,labels_s1_DBSCAN_params9
FMI,0.25589698494280133,0.22213608178669986,0.22697961560638377,0.22915999357613576,0.5671636557450052,0.3145565709450263,0.2550806843529822,0.23407447467894715,0.7523665213172332,0.9411752190532893,0.9090531108349128,0.8737283431885254,0.48886982645147137,0.6198980571448574,0.6706642531137537,0.6705077154243115,0.22745940916257829,0.24064124458134503,0.24630920890886146,0.2553586401770184,0.2075749910389464
