,labels_spiral_HDBSCAN_params1,labels_spiral_HDBSCAN_params10,labels_spiral_HDBSCAN_params11,labels_spiral_HDBSCAN_params12,labels_spiral_HDBSCAN_params13,labels_spiral_HDBSCAN_params14,labels_spiral_HDBSCAN_params15,labels_spiral_HDBSCAN_params16,labels_spiral_HDBSCAN_params17,labels_spiral_HDBSCAN_params18,labels_spiral_HDBSCAN_params19,labels_spiral_HDBSCAN_params2,labels_spiral_HDBSCAN_params20,labels_spiral_HDBSCAN_params21,labels_spiral_HDBSCAN_params22,labels_spiral_HDBSCAN_params23,labels_spiral_HDBSCAN_params24,labels_spiral_HDBSCAN_params25,labels_spiral_HDBSCAN_params26,labels_spiral_HDBSCAN_params27,labels_spiral_HDBSCAN_params28,labels_spiral_HDBSCAN_params29,labels_spiral_HDBSCAN_params3,labels_spiral_HDBSCAN_params30,labels_spiral_HDBSCAN_params31,labels_spiral_HDBSCAN_params32,labels_spiral_HDBSCAN_params33,labels_spiral_HDBSCAN_params34,labels_spiral_HDBSCAN_params35,labels_spiral_HDBSCAN_params36,labels_spiral_HDBSCAN_params37,labels_spiral_HDBSCAN_params38,labels_spiral_HDBSCAN_params39,labels_spiral_HDBSCAN_params4,labels_spiral_HDBSCAN_params40,labels_spiral_HDBSCAN_params41,labels_spiral_HDBSCAN_params42,labels_spiral_HDBSCAN_params43,labels_spiral_HDBSCAN_params44,labels_spiral_HDBSCAN_params45,labels_spiral_HDBSCAN_params46,labels_spiral_HDBSCAN_params47,labels_spiral_HDBSCAN_params48,labels_spiral_HDBSCAN_params49,labels_spiral_HDBSCAN_params5,labels_spiral_HDBSCAN_params50,labels_spiral_HDBSCAN_params51,labels_spiral_HDBSCAN_params52,labels_spiral_HDBSCAN_params53,labels_spiral_HDBSCAN_params54,labels_spiral_HDBSCAN_params55,labels_spiral_HDBSCAN_params56,labels_spiral_HDBSCAN_params57,labels_spiral_HDBSCAN_params58,labels_spiral_HDBSCAN_params59,labels_spiral_HDBSCAN_params6,labels_spiral_HDBSCAN_params60,labels_spiral_HDBSCAN_params61,labels_spiral_HDBSCAN_params62,labels_spiral_HDBSCAN_params63,labels_spiral_HDBSCAN_params7,labels_spiral_HDBSCAN_params8,labels_spiral_HDBSCAN_params9
cSIL,0.08419512019162256,0.3496993344396686,0.3496993344396686,0.3496993344396686,0.2687050913524095,0.2687050913524095,0.9132570062098643,0.9132570062098643,0.9132570062098643,0.9132570062098643,0.9132570062098643,0.08419512019162256,0.8092049625593174,0.8092049625593174,0.08419512019162256,0.08419512019162256,0.08419512019162256,0.08419512019162256,0.08419512019162256,0.09067360768260313,0.09067360768260313,0.3496993344396686,0.08419512019162256,0.3496993344396686,0.3496993344396686,0.3496993344396686,0.3496993344396686,0.2687050913524095,0.2687050913524095,0.9132570062098643,0.9132570062098643,0.9132570062098643,0.9132570062098643,0.08419512019162256,0.9132570062098643,0.8092049625593174,0.8092049625593174,0.08419512019162256,0.08419512019162256,0.08419512019162256,0.08419512019162256,0.08419512019162256,0.09067360768260313,0.09067360768260313,0.08419512019162256,0.3496993344396686,0.3496993344396686,0.3496993344396686,0.3496993344396686,0.3496993344396686,0.2687050913524095,0.2687050913524095,0.9132570062098643,0.9132570062098643,0.9132570062098643,0.09067360768260313,0.9132570062098643,0.9132570062098643,0.8092049625593174,0.8092049625593174,0.09067360768260313,0.3496993344396686,0.3496993344396686
GD43,0.23430523369441553,0.6711769442572227,0.6711769442572227,0.6711769442572227,0.5648211852192955,0.5648211852192955,6.8161418582753726,6.8161418582753726,6.8161418582753726,6.8161418582753726,6.8161418582753726,0.23430523369441553,3.197604022760079,3.197604022760079,0.23430523369441553,0.23430523369441553,0.23430523369441553,0.23430523369441553,0.23430523369441553,0.23261868208908545,0.23261868208908545,0.6711769442572227,0.23430523369441553,0.6711769442572227,0.6711769442572227,0.6711769442572227,0.6711769442572227,0.5648211852192955,0.5648211852192955,6.8161418582753726,6.8161418582753726,6.8161418582753726,6.8161418582753726,0.23430523369441553,6.8161418582753726,3.197604022760079,3.197604022760079,0.23430523369441553,0.23430523369441553,0.23430523369441553,0.23430523369441553,0.23430523369441553,0.23261868208908545,0.23261868208908545,0.23430523369441553,0.6711769442572227,0.6711769442572227,0.6711769442572227,0.6711769442572227,0.6711769442572227,0.5648211852192955,0.5648211852192955,6.8161418582753726,6.8161418582753726,6.8161418582753726,0.23261868208908545,6.8161418582753726,6.8161418582753726,3.197604022760079,3.197604022760079,0.23261868208908545,0.6711769442572227,0.6711769442572227
GD53,0.4878043435877211,0.41612790782183995,0.41612790782183995,0.41612790782183995,0.48814679426361257,0.48814679426361257,0.22924971815985237,0.22924971815985237,0.22924971815985237,0.22924971815985237,0.22924971815985237,0.4878043435877211,0.42851014055672887,0.42851014055672887,0.4878043435877211,0.4878043435877211,0.4878043435877211,0.4878043435877211,0.4878043435877211,0.49956410048574557,0.49956410048574557,0.41612790782183995,0.4878043435877211,0.41612790782183995,0.41612790782183995,0.41612790782183995,0.41612790782183995,0.48814679426361257,0.48814679426361257,0.22924971815985237,0.22924971815985237,0.22924971815985237,0.22924971815985237,0.4878043435877211,0.22924971815985237,0.42851014055672887,0.42851014055672887,0.4878043435877211,0.4878043435877211,0.4878043435877211,0.4878043435877211,0.4878043435877211,0.49956410048574557,0.49956410048574557,0.4878043435877211,0.41612790782183995,0.41612790782183995,0.41612790782183995,0.41612790782183995,0.41612790782183995,0.48814679426361257,0.48814679426361257,0.22924971815985237,0.22924971815985237,0.22924971815985237,0.49956410048574557,0.22924971815985237,0.22924971815985237,0.42851014055672887,0.42851014055672887,0.49956410048574557,0.41612790782183995,0.41612790782183995
PS,2.752846758419334,2.7233194581909053,2.7233194581909053,2.7233194581909053,1.4498552087090182,1.4498552087090182,2.4215553504333553,2.4215553504333553,2.4215553504333553,2.4215553504333553,2.4215553504333553,2.752846758419334,1.318207431899951,1.318207431899951,2.752846758419334,2.752846758419334,2.752846758419334,2.752846758419334,2.752846758419334,1.43933026068407,1.43933026068407,2.7233194581909053,2.752846758419334,2.7233194581909053,2.7233194581909053,2.7233194581909053,2.7233194581909053,1.4498552087090182,1.4498552087090182,2.4215553504333553,2.4215553504333553,2.4215553504333553,2.4215553504333553,2.752846758419334,2.4215553504333553,1.318207431899951,1.318207431899951,2.752846758419334,2.752846758419334,2.752846758419334,2.752846758419334,2.752846758419334,1.43933026068407,1.43933026068407,2.752846758419334,2.7233194581909053,2.7233194581909053,2.7233194581909053,2.7233194581909053,2.7233194581909053,1.4498552087090182,1.4498552087090182,2.4215553504333553,2.4215553504333553,2.4215553504333553,1.43933026068407,2.4215553504333553,2.4215553504333553,1.318207431899951,1.318207431899951,1.43933026068407,2.7233194581909053,2.7233194581909053
rCIP,0.9911382558127733,1.4093180835930628,1.4093180835930628,1.4093180835930628,0.4747261090879352,0.4747261090879352,0.0008692377890800185,0.0008692377890800185,0.0008692377890800185,0.0008692377890800185,0.0008692377890800185,0.9911382558127733,0.022304707081262087,0.022304707081262087,0.9911382558127733,0.9911382558127733,0.9911382558127733,0.9911382558127733,0.9911382558127733,0.3285158026252644,0.3285158026252644,1.4093180835930628,0.9911382558127733,1.4093180835930628,1.4093180835930628,1.4093180835930628,1.4093180835930628,0.4747261090879352,0.4747261090879352,0.0008692377890800185,0.0008692377890800185,0.0008692377890800185,0.0008692377890800185,0.9911382558127733,0.0008692377890800185,0.022304707081262087,0.022304707081262087,0.9911382558127733,0.9911382558127733,0.9911382558127733,0.9911382558127733,0.9911382558127733,0.3285158026252644,0.3285158026252644,0.9911382558127733,1.4093180835930628,1.4093180835930628,1.4093180835930628,1.4093180835930628,1.4093180835930628,0.4747261090879352,0.4747261090879352,0.0008692377890800185,0.0008692377890800185,0.0008692377890800185,0.3285158026252644,0.0008692377890800185,0.0008692377890800185,0.022304707081262087,0.022304707081262087,0.3285158026252644,1.4093180835930628,1.4093180835930628
WB,75.91752871565235,13.628539621583343,13.628539621583343,13.628539621583343,24.87851071103526,24.87851071103526,0.7696445275867916,0.7696445275867916,0.7696445275867916,0.7696445275867916,0.7696445275867916,75.91752871565235,2.7692258170463524,2.7692258170463524,75.91752871565235,75.91752871565235,75.91752871565235,75.91752871565235,75.91752871565235,91.8418335181167,91.8418335181167,13.628539621583343,75.91752871565235,13.628539621583343,13.628539621583343,13.628539621583343,13.628539621583343,24.87851071103526,24.87851071103526,0.7696445275867916,0.7696445275867916,0.7696445275867916,0.7696445275867916,75.91752871565235,0.7696445275867916,2.7692258170463524,2.7692258170463524,75.91752871565235,75.91752871565235,75.91752871565235,75.91752871565235,75.91752871565235,91.8418335181167,91.8418335181167,75.91752871565235,13.628539621583343,13.628539621583343,13.628539621583343,13.628539621583343,13.628539621583343,24.87851071103526,24.87851071103526,0.7696445275867916,0.7696445275867916,0.7696445275867916,91.8418335181167,0.7696445275867916,0.7696445275867916,2.7692258170463524,2.7692258170463524,91.8418335181167,13.628539621583343,13.628539621583343
XB,9.755900667476237,1.9044906969163957,1.9044906969163957,1.9044906969163957,2.738692253479253,2.738692253479253,0.09410444234397583,0.09410444234397583,0.09410444234397583,0.09410444234397583,0.09410444234397583,9.755900667476237,0.2676604318630402,0.2676604318630402,9.755900667476237,9.755900667476237,9.755900667476237,9.755900667476237,9.755900667476237,10.03303502321011,10.03303502321011,1.9044906969163957,9.755900667476237,1.9044906969163957,1.9044906969163957,1.9044906969163957,1.9044906969163957,2.738692253479253,2.738692253479253,0.09410444234397583,0.09410444234397583,0.09410444234397583,0.09410444234397583,9.755900667476237,0.09410444234397583,0.2676604318630402,0.2676604318630402,9.755900667476237,9.755900667476237,9.755900667476237,9.755900667476237,9.755900667476237,10.03303502321011,10.03303502321011,9.755900667476237,1.9044906969163957,1.9044906969163957,1.9044906969163957,1.9044906969163957,1.9044906969163957,2.738692253479253,2.738692253479253,0.09410444234397583,0.09410444234397583,0.09410444234397583,10.03303502321011,0.09410444234397583,0.09410444234397583,0.2676604318630402,0.2676604318630402,10.03303502321011,1.9044906969163957,1.9044906969163957
SSE,138.71513009505014,48.848002517692066,48.848002517692066,48.848002517692066,60.00098431149641,60.00098431149641,1.613337407923607,1.613337407923607,1.613337407923607,1.613337407923607,1.613337407923607,138.71513009505014,5.63596070055264,5.63596070055264,138.71513009505014,138.71513009505014,138.71513009505014,138.71513009505014,138.71513009505014,141.12349024161307,141.12349024161307,48.848002517692066,138.71513009505014,48.848002517692066,48.848002517692066,48.848002517692066,48.848002517692066,60.00098431149641,60.00098431149641,1.613337407923607,1.613337407923607,1.613337407923607,1.613337407923607,138.71513009505014,1.613337407923607,5.63596070055264,5.63596070055264,138.71513009505014,138.71513009505014,138.71513009505014,138.71513009505014,138.71513009505014,141.12349024161307,141.12349024161307,138.71513009505014,48.848002517692066,48.848002517692066,48.848002517692066,48.848002517692066,48.848002517692066,60.00098431149641,60.00098431149641,1.613337407923607,1.613337407923607,1.613337407923607,141.12349024161307,1.613337407923607,1.613337407923607,5.63596070055264,5.63596070055264,141.12349024161307,48.848002517692066,48.848002517692066
RS,-1.8866736127754387,-1.4531112022477775,-1.4531112022477775,-1.4531112022477775,-0.827458354453924,-0.827458354453924,0.37629096891072006,0.37629096891072006,0.37629096891072006,0.37629096891072006,0.37629096891072006,-1.8866736127754387,0.014839656233827086,0.014839656233827086,-1.8866736127754387,-1.8866736127754387,-1.8866736127754387,-1.8866736127754387,-1.8866736127754387,-0.9564348646311726,-0.9564348646311726,-1.4531112022477775,-1.8866736127754387,-1.4531112022477775,-1.4531112022477775,-1.4531112022477775,-1.4531112022477775,-0.827458354453924,-0.827458354453924,0.37629096891072006,0.37629096891072006,0.37629096891072006,0.37629096891072006,-1.8866736127754387,0.37629096891072006,0.014839656233827086,0.014839656233827086,-1.8866736127754387,-1.8866736127754387,-1.8866736127754387,-1.8866736127754387,-1.8866736127754387,-0.9564348646311726,-0.9564348646311726,-1.8866736127754387,-1.4531112022477775,-1.4531112022477775,-1.4531112022477775,-1.4531112022477775,-1.4531112022477775,-0.827458354453924,-0.827458354453924,0.37629096891072006,0.37629096891072006,0.37629096891072006,-0.9564348646311726,0.37629096891072006,0.37629096891072006,0.014839656233827086,0.014839656233827086,-0.9564348646311726,-1.4531112022477775,-1.4531112022477775
DH,0.9463871721441317,0.8057639196025771,0.8057639196025771,0.8057639196025771,0.8730267245478509,0.8730267245478509,0.30513106900886183,0.30513106900886183,0.30513106900886183,0.30513106900886183,0.30513106900886183,0.9463871721441317,0.46906141203929697,0.46906141203929697,0.9463871721441317,0.9463871721441317,0.9463871721441317,0.9463871721441317,0.9463871721441317,0.9571208559828609,0.9571208559828609,0.8057639196025771,0.9463871721441317,0.8057639196025771,0.8057639196025771,0.8057639196025771,0.8057639196025771,0.8730267245478509,0.8730267245478509,0.30513106900886183,0.30513106900886183,0.30513106900886183,0.30513106900886183,0.9463871721441317,0.30513106900886183,0.46906141203929697,0.46906141203929697,0.9463871721441317,0.9463871721441317,0.9463871721441317,0.9463871721441317,0.9463871721441317,0.9571208559828609,0.9571208559828609,0.9463871721441317,0.8057639196025771,0.8057639196025771,0.8057639196025771,0.8057639196025771,0.8057639196025771,0.8730267245478509,0.8730267245478509,0.30513106900886183,0.30513106900886183,0.30513106900886183,0.9571208559828609,0.30513106900886183,0.30513106900886183,0.46906141203929697,0.46906141203929697,0.9571208559828609,0.8057639196025771,0.8057639196025771
