,labels_coil20_KMeans_params1,labels_coil20_KMeans_params10,labels_coil20_KMeans_params11,labels_coil20_KMeans_params12,labels_coil20_KMeans_params13,labels_coil20_KMeans_params14,labels_coil20_KMeans_params15,labels_coil20_KMeans_params16,labels_coil20_KMeans_params17,labels_coil20_KMeans_params18,labels_coil20_KMeans_params19,labels_coil20_KMeans_params2,labels_coil20_KMeans_params20,labels_coil20_KMeans_params21,labels_coil20_KMeans_params22,labels_coil20_KMeans_params23,labels_coil20_KMeans_params24,labels_coil20_KMeans_params25,labels_coil20_KMeans_params26,labels_coil20_KMeans_params27,labels_coil20_KMeans_params28,labels_coil20_KMeans_params29,labels_coil20_KMeans_params3,labels_coil20_KMeans_params30,labels_coil20_KMeans_params31,labels_coil20_KMeans_params32,labels_coil20_KMeans_params33,labels_coil20_KMeans_params34,labels_coil20_KMeans_params35,labels_coil20_KMeans_params36,labels_coil20_KMeans_params37,labels_coil20_KMeans_params38,labels_coil20_KMeans_params39,labels_coil20_KMeans_params4,labels_coil20_KMeans_params40,labels_coil20_KMeans_params41,labels_coil20_KMeans_params42,labels_coil20_KMeans_params43,labels_coil20_KMeans_params44,labels_coil20_KMeans_params45,labels_coil20_KMeans_params46,labels_coil20_KMeans_params47,labels_coil20_KMeans_params48,labels_coil20_KMeans_params49,labels_coil20_KMeans_params5,labels_coil20_KMeans_params50,labels_coil20_KMeans_params51,labels_coil20_KMeans_params52,labels_coil20_KMeans_params53,labels_coil20_KMeans_params54,labels_coil20_KMeans_params55,labels_coil20_KMeans_params56,labels_coil20_KMeans_params57,labels_coil20_KMeans_params58,labels_coil20_KMeans_params59,labels_coil20_KMeans_params6,labels_coil20_KMeans_params60,labels_coil20_KMeans_params61,labels_coil20_KMeans_params62,labels_coil20_KMeans_params63,labels_coil20_KMeans_params64,labels_coil20_KMeans_params65,labels_coil20_KMeans_params66,labels_coil20_KMeans_params67,labels_coil20_KMeans_params68,labels_coil20_KMeans_params69,labels_coil20_KMeans_params7,labels_coil20_KMeans_params70,labels_coil20_KMeans_params71,labels_coil20_KMeans_params72,labels_coil20_KMeans_params73,labels_coil20_KMeans_params74,labels_coil20_KMeans_params75,labels_coil20_KMeans_params76,labels_coil20_KMeans_params77,labels_coil20_KMeans_params78,labels_coil20_KMeans_params79,labels_coil20_KMeans_params8,labels_coil20_KMeans_params80,labels_coil20_KMeans_params81,labels_coil20_KMeans_params82,labels_coil20_KMeans_params83,labels_coil20_KMeans_params84,labels_coil20_KMeans_params85,labels_coil20_KMeans_params86,labels_coil20_KMeans_params87,labels_coil20_KMeans_params88,labels_coil20_KMeans_params89,labels_coil20_KMeans_params9,labels_coil20_KMeans_params90
BH,33911.167507595484,33911.167507595484,33911.167507595484,33911.167507595484,33911.167507595484,33911.167507595484,33911.167507595484,33911.167507595484,33911.167507595484,33911.167507595484,31759.342953330593,33911.167507595484,31759.342953330593,31759.342953330593,31759.342953330593,31759.342953330593,31759.342953330593,31759.342953330593,31759.342953330593,31759.342953330593,31759.342953330593,31759.342953330593,33911.167507595484,31759.342953330593,31759.342953330593,31759.342953330593,31759.342953330593,31759.342953330593,31759.342953330593,31759.342953330593,29582.542114257812,29582.542114257812,29582.542114257812,33911.167507595484,29582.542114257812,29582.542114257812,29582.542114257812,29582.542114257812,29582.542114257812,29582.542114257812,29582.542114257812,29582.542114257812,29582.542114257812,29582.542114257812,33911.167507595484,29582.542114257812,29582.542114257812,29582.542114257812,29582.542114257812,29582.542114257812,27613.098818824405,27613.098818824405,27613.098818824405,27613.098818824405,27613.098818824405,33911.167507595484,27613.098818824405,27613.098818824405,27613.098818824405,27613.098818824405,27613.098818824405,27613.098818824405,27613.098818824405,27613.098818824405,27613.098818824405,27613.098818824405,33911.167507595484,27613.098818824405,27613.098818824405,27613.098818824405,25790.581587357956,25790.581587357956,25790.581587357956,25790.581587357956,25790.581587357956,25790.581587357956,25790.581587357956,33911.167507595484,25790.581587357956,25790.581587357956,25790.581587357956,25790.581587357956,25790.581587357956,25790.581587357956,25790.581587357956,25790.581587357956,25790.581587357956,25790.581587357956,33911.167507595484,25790.581587357956
D,0.2982321269167669,0.2982321269167669,0.2982321269167669,0.2982321269167669,0.2982321269167669,0.2982321269167669,0.2982321269167669,0.2982321269167669,0.2982321269167669,0.2982321269167669,0.3058740346735911,0.2982321269167669,0.3058740346735911,0.3058740346735911,0.3058740346735911,0.3058740346735911,0.3058740346735911,0.3058740346735911,0.3058740346735911,0.3058740346735911,0.3058740346735911,0.3058740346735911,0.2982321269167669,0.3058740346735911,0.3058740346735911,0.3058740346735911,0.3058740346735911,0.3058740346735911,0.3058740346735911,0.3058740346735911,0.3058740346735911,0.3058740346735911,0.3058740346735911,0.2982321269167669,0.3058740346735911,0.3058740346735911,0.3058740346735911,0.3058740346735911,0.3058740346735911,0.3058740346735911,0.3058740346735911,0.3058740346735911,0.3058740346735911,0.3058740346735911,0.2982321269167669,0.3058740346735911,0.3058740346735911,0.3058740346735911,0.3058740346735911,0.3058740346735911,0.2950510243632795,0.2950510243632795,0.2950510243632795,0.2950510243632795,0.2950510243632795,0.2982321269167669,0.2950510243632795,0.2950510243632795,0.2950510243632795,0.2950510243632795,0.2950510243632795,0.2950510243632795,0.2950510243632795,0.2950510243632795,0.2950510243632795,0.2950510243632795,0.2982321269167669,0.2950510243632795,0.2950510243632795,0.2950510243632795,0.29502590092533787,0.29502590092533787,0.29502590092533787,0.29502590092533787,0.29502590092533787,0.29502590092533787,0.29502590092533787,0.2982321269167669,0.29502590092533787,0.29502590092533787,0.29502590092533787,0.29502590092533787,0.29502590092533787,0.29502590092533787,0.29502590092533787,0.29502590092533787,0.29502590092533787,0.29502590092533787,0.2982321269167669,0.29502590092533787
H,7.464322618870323,7.464322618870323,7.464322618870323,7.464322618870323,7.464322618870323,7.464322618870323,7.464322618870323,7.464322618870323,7.464322618870323,7.464322618870323,7.976854524079364,7.464322618870323,7.976854524079364,7.976854524079364,7.976854524079364,7.976854524079364,7.976854524079364,7.976854524079364,7.976854524079364,7.976854524079364,7.976854524079364,7.976854524079364,7.464322618870323,7.976854524079364,7.976854524079364,7.976854524079364,7.976854524079364,7.976854524079364,7.976854524079364,7.976854524079364,8.286930980260303,8.286930980260303,8.286930980260303,7.464322618870323,8.286930980260303,8.286930980260303,8.286930980260303,8.286930980260303,8.286930980260303,8.286930980260303,8.286930980260303,8.286930980260303,8.286930980260303,8.286930980260303,7.464322618870323,8.286930980260303,8.286930980260303,8.286930980260303,8.286930980260303,8.286930980260303,8.801707987220492,8.801707987220492,8.801707987220492,8.801707987220492,8.801707987220492,7.464322618870323,8.801707987220492,8.801707987220492,8.801707987220492,8.801707987220492,8.801707987220492,8.801707987220492,8.801707987220492,8.801707987220492,8.801707987220492,8.801707987220492,7.464322618870323,8.801707987220492,8.801707987220492,8.801707987220492,8.977735626335118,8.977735626335118,8.977735626335118,8.977735626335118,8.977735626335118,8.977735626335118,8.977735626335118,7.464322618870323,8.977735626335118,8.977735626335118,8.977735626335118,8.977735626335118,8.977735626335118,8.977735626335118,8.977735626335118,8.977735626335118,8.977735626335118,8.977735626335118,7.464322618870323,8.977735626335118
DBCV,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.9999999999998755,0.999999999999946,0.999999999999946,0.999999999999946,0.999999999999946,0.999999999999946,0.9999999999998755,0.999999999999946,0.999999999999946,0.999999999999946,0.999999999999946,0.999999999999946,0.999999999999946,0.999999999999946,0.999999999999946,0.999999999999946,0.999999999999946,0.9999999999998755,0.999999999999946,0.999999999999946,0.999999999999946,0.999999999999946,0.999999999999946,0.999999999999946,0.999999999999946,0.999999999999946,0.999999999999946,0.999999999999946,0.9999999999998755,0.999999999999946,0.999999999999946,0.999999999999946,0.999999999999946,0.999999999999946,0.999999999999946,0.999999999999946,0.999999999999946,0.999999999999946,0.999999999999946,0.9999999999998755,0.999999999999946
I,32.84805958858793,32.84805958858793,32.84805958858793,32.84805958858793,32.84805958858793,32.84805958858793,32.84805958858793,32.84805958858793,32.84805958858793,32.84805958858793,29.979150426985754,32.84805958858793,29.979150426985754,29.979150426985754,29.979150426985754,29.979150426985754,29.979150426985754,29.979150426985754,29.979150426985754,29.979150426985754,29.979150426985754,29.979150426985754,32.84805958858793,29.979150426985754,29.979150426985754,29.979150426985754,29.979150426985754,29.979150426985754,29.979150426985754,29.979150426985754,27.555281605236914,27.555281605236914,27.555281605236914,32.84805958858793,27.555281605236914,27.555281605236914,27.555281605236914,27.555281605236914,27.555281605236914,27.555281605236914,27.555281605236914,27.555281605236914,27.555281605236914,27.555281605236914,32.84805958858793,27.555281605236914,27.555281605236914,27.555281605236914,27.555281605236914,27.555281605236914,26.84851311939297,26.84851311939297,26.84851311939297,26.84851311939297,26.84851311939297,32.84805958858793,26.84851311939297,26.84851311939297,26.84851311939297,26.84851311939297,26.84851311939297,26.84851311939297,26.84851311939297,26.84851311939297,26.84851311939297,26.84851311939297,32.84805958858793,26.84851311939297,26.84851311939297,26.84851311939297,24.890907937936348,24.890907937936348,24.890907937936348,24.890907937936348,24.890907937936348,24.890907937936348,24.890907937936348,32.84805958858793,24.890907937936348,24.890907937936348,24.890907937936348,24.890907937936348,24.890907937936348,24.890907937936348,24.890907937936348,24.890907937936348,24.890907937936348,24.890907937936348,32.84805958858793,24.890907937936348
C,0.08397696875078105,0.08397696875078105,0.08397696875078105,0.08397696875078105,0.08397696875078105,0.08397696875078105,0.08397696875078105,0.08397696875078105,0.08397696875078105,0.08397696875078105,0.08588964607910549,0.08397696875078105,0.08588964607910549,0.08588964607910549,0.08588964607910549,0.08588964607910549,0.08588964607910549,0.08588964607910549,0.08588964607910549,0.08588964607910549,0.08588964607910549,0.08588964607910549,0.08397696875078105,0.08588964607910549,0.08588964607910549,0.08588964607910549,0.08588964607910549,0.08588964607910549,0.08588964607910549,0.08588964607910549,0.08257590034945872,0.08257590034945872,0.08257590034945872,0.08397696875078105,0.08257590034945872,0.08257590034945872,0.08257590034945872,0.08257590034945872,0.08257590034945872,0.08257590034945872,0.08257590034945872,0.08257590034945872,0.08257590034945872,0.08257590034945872,0.08397696875078105,0.08257590034945872,0.08257590034945872,0.08257590034945872,0.08257590034945872,0.08257590034945872,0.10146259378567453,0.10146259378567453,0.10146259378567453,0.10146259378567453,0.10146259378567453,0.08397696875078105,0.10146259378567453,0.10146259378567453,0.10146259378567453,0.10146259378567453,0.10146259378567453,0.10146259378567453,0.10146259378567453,0.10146259378567453,0.10146259378567453,0.10146259378567453,0.08397696875078105,0.10146259378567453,0.10146259378567453,0.10146259378567453,0.09806894099973607,0.09806894099973607,0.09806894099973607,0.09806894099973607,0.09806894099973607,0.09806894099973607,0.09806894099973607,0.08397696875078105,0.09806894099973607,0.09806894099973607,0.09806894099973607,0.09806894099973607,0.09806894099973607,0.09806894099973607,0.09806894099973607,0.09806894099973607,0.09806894099973607,0.09806894099973607,0.08397696875078105,0.09806894099973607
VIASCKDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COP,0.3861992094936062,0.3861992094936062,0.3861992094936062,0.3861992094936062,0.3861992094936062,0.3861992094936062,0.3861992094936062,0.3861992094936062,0.3861992094936062,0.3861992094936062,0.3846718738451386,0.3861992094936062,0.3846718738451386,0.3846718738451386,0.3846718738451386,0.3846718738451386,0.3846718738451386,0.3846718738451386,0.3846718738451386,0.3846718738451386,0.3846718738451386,0.3846718738451386,0.3861992094936062,0.3846718738451386,0.3846718738451386,0.3846718738451386,0.3846718738451386,0.3846718738451386,0.3846718738451386,0.3846718738451386,0.38264678627174087,0.38264678627174087,0.38264678627174087,0.3861992094936062,0.38264678627174087,0.38264678627174087,0.38264678627174087,0.38264678627174087,0.38264678627174087,0.38264678627174087,0.38264678627174087,0.38264678627174087,0.38264678627174087,0.38264678627174087,0.3861992094936062,0.38264678627174087,0.38264678627174087,0.38264678627174087,0.38264678627174087,0.38264678627174087,0.3909410687275887,0.3909410687275887,0.3909410687275887,0.3909410687275887,0.3909410687275887,0.3861992094936062,0.3909410687275887,0.3909410687275887,0.3909410687275887,0.3909410687275887,0.3909410687275887,0.3909410687275887,0.3909410687275887,0.3909410687275887,0.3909410687275887,0.3909410687275887,0.3861992094936062,0.3909410687275887,0.3909410687275887,0.3909410687275887,0.39086175800813755,0.39086175800813755,0.39086175800813755,0.39086175800813755,0.39086175800813755,0.39086175800813755,0.39086175800813755,0.3861992094936062,0.39086175800813755,0.39086175800813755,0.39086175800813755,0.39086175800813755,0.39086175800813755,0.39086175800813755,0.39086175800813755,0.39086175800813755,0.39086175800813755,0.39086175800813755,0.3861992094936062,0.39086175800813755
Sym,5.366257705750317e-06,5.366257705750317e-06,5.366257705750317e-06,5.366257705750317e-06,5.366257705750317e-06,5.366257705750317e-06,5.366257705750317e-06,5.366257705750317e-06,5.366257705750317e-06,5.366257705750317e-06,5.152359644425619e-06,5.366257705750317e-06,5.152359644425619e-06,5.152359644425619e-06,5.152359644425619e-06,5.152359644425619e-06,5.152359644425619e-06,5.152359644425619e-06,5.152359644425619e-06,5.152359644425619e-06,5.152359644425619e-06,5.152359644425619e-06,5.366257705750317e-06,5.152359644425619e-06,5.152359644425619e-06,5.152359644425619e-06,5.152359644425619e-06,5.152359644425619e-06,5.152359644425619e-06,5.152359644425619e-06,5.006516927801138e-06,5.006516927801138e-06,5.006516927801138e-06,5.366257705750317e-06,5.006516927801138e-06,5.006516927801138e-06,5.006516927801138e-06,5.006516927801138e-06,5.006516927801138e-06,5.006516927801138e-06,5.006516927801138e-06,5.006516927801138e-06,5.006516927801138e-06,5.006516927801138e-06,5.366257705750317e-06,5.006516927801138e-06,5.006516927801138e-06,5.006516927801138e-06,5.006516927801138e-06,5.006516927801138e-06,4.887817519497901e-06,4.887817519497901e-06,4.887817519497901e-06,4.887817519497901e-06,4.887817519497901e-06,5.366257705750317e-06,4.887817519497901e-06,4.887817519497901e-06,4.887817519497901e-06,4.887817519497901e-06,4.887817519497901e-06,4.887817519497901e-06,4.887817519497901e-06,4.887817519497901e-06,4.887817519497901e-06,4.887817519497901e-06,5.366257705750317e-06,4.887817519497901e-06,4.887817519497901e-06,4.887817519497901e-06,4.773636955515565e-06,4.773636955515565e-06,4.773636955515565e-06,4.773636955515565e-06,4.773636955515565e-06,4.773636955515565e-06,4.773636955515565e-06,5.366257705750317e-06,4.773636955515565e-06,4.773636955515565e-06,4.773636955515565e-06,4.773636955515565e-06,4.773636955515565e-06,4.773636955515565e-06,4.773636955515565e-06,4.773636955515565e-06,4.773636955515565e-06,4.773636955515565e-06,5.366257705750317e-06,4.773636955515565e-06
CS,1.6770431855019454,1.6770431855019454,1.6770431855019454,1.6770431855019454,1.6770431855019454,1.6770431855019454,1.6770431855019454,1.6770431855019454,1.6770431855019454,1.6770431855019454,1.6840024906667403,1.6770431855019454,1.6840024906667403,1.6840024906667403,1.6840024906667403,1.6840024906667403,1.6840024906667403,1.6840024906667403,1.6840024906667403,1.6840024906667403,1.6840024906667403,1.6840024906667403,1.6770431855019454,1.6840024906667403,1.6840024906667403,1.6840024906667403,1.6840024906667403,1.6840024906667403,1.6840024906667403,1.6840024906667403,1.6665828419294226,1.6665828419294226,1.6665828419294226,1.6770431855019454,1.6665828419294226,1.6665828419294226,1.6665828419294226,1.6665828419294226,1.6665828419294226,1.6665828419294226,1.6665828419294226,1.6665828419294226,1.6665828419294226,1.6665828419294226,1.6770431855019454,1.6665828419294226,1.6665828419294226,1.6665828419294226,1.6665828419294226,1.6665828419294226,1.6919753511065216,1.6919753511065216,1.6919753511065216,1.6919753511065216,1.6919753511065216,1.6770431855019454,1.6919753511065216,1.6919753511065216,1.6919753511065216,1.6919753511065216,1.6919753511065216,1.6919753511065216,1.6919753511065216,1.6919753511065216,1.6919753511065216,1.6919753511065216,1.6770431855019454,1.6919753511065216,1.6919753511065216,1.6919753511065216,1.6556571610792938,1.6556571610792938,1.6556571610792938,1.6556571610792938,1.6556571610792938,1.6556571610792938,1.6556571610792938,1.6770431855019454,1.6556571610792938,1.6556571610792938,1.6556571610792938,1.6556571610792938,1.6556571610792938,1.6556571610792938,1.6556571610792938,1.6556571610792938,1.6556571610792938,1.6556571610792938,1.6770431855019454,1.6556571610792938
SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,1.9020177262032976,1.9020177262032976,1.9020177262032976,1.9020177262032976,1.9020177262032976,1.9020177262032976,1.9020177262032976,1.9020177262032976,1.9020177262032976,1.9020177262032976,1.8812025849624257,1.9020177262032976,1.8812025849624257,1.8812025849624257,1.8812025849624257,1.8812025849624257,1.8812025849624257,1.8812025849624257,1.8812025849624257,1.8812025849624257,1.8812025849624257,1.8812025849624257,1.9020177262032976,1.8812025849624257,1.8812025849624257,1.8812025849624257,1.8812025849624257,1.8812025849624257,1.8812025849624257,1.8812025849624257,1.891153615355248,1.891153615355248,1.891153615355248,1.9020177262032976,1.891153615355248,1.891153615355248,1.891153615355248,1.891153615355248,1.891153615355248,1.891153615355248,1.891153615355248,1.891153615355248,1.891153615355248,1.891153615355248,1.9020177262032976,1.891153615355248,1.891153615355248,1.891153615355248,1.891153615355248,1.891153615355248,1.7823692846739925,1.7823692846739925,1.7823692846739925,1.7823692846739925,1.7823692846739925,1.9020177262032976,1.7823692846739925,1.7823692846739925,1.7823692846739925,1.7823692846739925,1.7823692846739925,1.7823692846739925,1.7823692846739925,1.7823692846739925,1.7823692846739925,1.7823692846739925,1.9020177262032976,1.7823692846739925,1.7823692846739925,1.7823692846739925,1.796085159468287,1.796085159468287,1.796085159468287,1.796085159468287,1.796085159468287,1.796085159468287,1.796085159468287,1.9020177262032976,1.796085159468287,1.796085159468287,1.796085159468287,1.796085159468287,1.796085159468287,1.796085159468287,1.796085159468287,1.796085159468287,1.796085159468287,1.796085159468287,1.9020177262032976,1.796085159468287
SDbw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XB*,1.9600899688406357,1.9600899688406357,1.9600899688406357,1.9600899688406357,1.9600899688406357,1.9600899688406357,1.9600899688406357,1.9600899688406357,1.9600899688406357,1.9600899688406357,2.652744501729333,1.9600899688406357,2.652744501729333,2.652744501729333,2.652744501729333,2.652744501729333,2.652744501729333,2.652744501729333,2.652744501729333,2.652744501729333,2.652744501729333,2.652744501729333,1.9600899688406357,2.652744501729333,2.652744501729333,2.652744501729333,2.652744501729333,2.652744501729333,2.652744501729333,2.652744501729333,2.5478260917418276,2.5478260917418276,2.5478260917418276,1.9600899688406357,2.5478260917418276,2.5478260917418276,2.5478260917418276,2.5478260917418276,2.5478260917418276,2.5478260917418276,2.5478260917418276,2.5478260917418276,2.5478260917418276,2.5478260917418276,1.9600899688406357,2.5478260917418276,2.5478260917418276,2.5478260917418276,2.5478260917418276,2.5478260917418276,2.921602834911337,2.921602834911337,2.921602834911337,2.921602834911337,2.921602834911337,1.9600899688406357,2.921602834911337,2.921602834911337,2.921602834911337,2.921602834911337,2.921602834911337,2.921602834911337,2.921602834911337,2.921602834911337,2.921602834911337,2.921602834911337,1.9600899688406357,2.921602834911337,2.921602834911337,2.921602834911337,2.5070239250736237,2.5070239250736237,2.5070239250736237,2.5070239250736237,2.5070239250736237,2.5070239250736237,2.5070239250736237,1.9600899688406357,2.5070239250736237,2.5070239250736237,2.5070239250736237,2.5070239250736237,2.5070239250736237,2.5070239250736237,2.5070239250736237,2.5070239250736237,2.5070239250736237,2.5070239250736237,1.9600899688406357,2.5070239250736237
S,0.23375892639160156,0.23375892639160156,0.23375892639160156,0.23375892639160156,0.23375892639160156,0.23375892639160156,0.23375892639160156,0.23375892639160156,0.23375892639160156,0.23375892639160156,0.2324226349592209,0.23375892639160156,0.2324226349592209,0.2324226349592209,0.2324226349592209,0.2324226349592209,0.2324226349592209,0.2324226349592209,0.2324226349592209,0.2324226349592209,0.2324226349592209,0.2324226349592209,0.23375892639160156,0.2324226349592209,0.2324226349592209,0.2324226349592209,0.2324226349592209,0.2324226349592209,0.2324226349592209,0.2324226349592209,0.23724760115146637,0.23724760115146637,0.23724760115146637,0.23375892639160156,0.23724760115146637,0.23724760115146637,0.23724760115146637,0.23724760115146637,0.23724760115146637,0.23724760115146637,0.23724760115146637,0.23724760115146637,0.23724760115146637,0.23724760115146637,0.23375892639160156,0.23724760115146637,0.23724760115146637,0.23724760115146637,0.23724760115146637,0.23724760115146637,0.22735154628753662,0.22735154628753662,0.22735154628753662,0.22735154628753662,0.22735154628753662,0.23375892639160156,0.22735154628753662,0.22735154628753662,0.22735154628753662,0.22735154628753662,0.22735154628753662,0.22735154628753662,0.22735154628753662,0.22735154628753662,0.22735154628753662,0.22735154628753662,0.23375892639160156,0.22735154628753662,0.22735154628753662,0.22735154628753662,0.23319990932941437,0.23319990932941437,0.23319990932941437,0.23319990932941437,0.23319990932941437,0.23319990932941437,0.23319990932941437,0.23375892639160156,0.23319990932941437,0.23319990932941437,0.23319990932941437,0.23319990932941437,0.23319990932941437,0.23319990932941437,0.23319990932941437,0.23319990932941437,0.23319990932941437,0.23319990932941437,0.23375892639160156,0.23319990932941437
DB,1.7541063818115523,1.7541063818115523,1.7541063818115523,1.7541063818115523,1.7541063818115523,1.7541063818115523,1.7541063818115523,1.7541063818115523,1.7541063818115523,1.7541063818115523,1.7817959947673756,1.7541063818115523,1.7817959947673756,1.7817959947673756,1.7817959947673756,1.7817959947673756,1.7817959947673756,1.7817959947673756,1.7817959947673756,1.7817959947673756,1.7817959947673756,1.7817959947673756,1.7541063818115523,1.7817959947673756,1.7817959947673756,1.7817959947673756,1.7817959947673756,1.7817959947673756,1.7817959947673756,1.7817959947673756,1.7592265626051415,1.7592265626051415,1.7592265626051415,1.7541063818115523,1.7592265626051415,1.7592265626051415,1.7592265626051415,1.7592265626051415,1.7592265626051415,1.7592265626051415,1.7592265626051415,1.7592265626051415,1.7592265626051415,1.7592265626051415,1.7541063818115523,1.7592265626051415,1.7592265626051415,1.7592265626051415,1.7592265626051415,1.7592265626051415,1.7927219744516099,1.7927219744516099,1.7927219744516099,1.7927219744516099,1.7927219744516099,1.7541063818115523,1.7927219744516099,1.7927219744516099,1.7927219744516099,1.7927219744516099,1.7927219744516099,1.7927219744516099,1.7927219744516099,1.7927219744516099,1.7927219744516099,1.7927219744516099,1.7541063818115523,1.7927219744516099,1.7927219744516099,1.7927219744516099,1.7576797738520098,1.7576797738520098,1.7576797738520098,1.7576797738520098,1.7576797738520098,1.7576797738520098,1.7576797738520098,1.7541063818115523,1.7576797738520098,1.7576797738520098,1.7576797738520098,1.7576797738520098,1.7576797738520098,1.7576797738520098,1.7576797738520098,1.7576797738520098,1.7576797738520098,1.7576797738520098,1.7541063818115523,1.7576797738520098
CH,138.91333614714443,138.91333614714443,138.91333614714443,138.91333614714443,138.91333614714443,138.91333614714443,138.91333614714443,138.91333614714443,138.91333614714443,138.91333614714443,133.53108213019294,138.91333614714443,133.53108213019294,133.53108213019294,133.53108213019294,133.53108213019294,133.53108213019294,133.53108213019294,133.53108213019294,133.53108213019294,133.53108213019294,133.53108213019294,138.91333614714443,133.53108213019294,133.53108213019294,133.53108213019294,133.53108213019294,133.53108213019294,133.53108213019294,133.53108213019294,130.41796959534057,130.41796959534057,130.41796959534057,138.91333614714443,130.41796959534057,130.41796959534057,130.41796959534057,130.41796959534057,130.41796959534057,130.41796959534057,130.41796959534057,130.41796959534057,130.41796959534057,130.41796959534057,138.91333614714443,130.41796959534057,130.41796959534057,130.41796959534057,130.41796959534057,130.41796959534057,127.76489161049119,127.76489161049119,127.76489161049119,127.76489161049119,127.76489161049119,138.91333614714443,127.76489161049119,127.76489161049119,127.76489161049119,127.76489161049119,127.76489161049119,127.76489161049119,127.76489161049119,127.76489161049119,127.76489161049119,127.76489161049119,138.91333614714443,127.76489161049119,127.76489161049119,127.76489161049119,125.75559199306299,125.75559199306299,125.75559199306299,125.75559199306299,125.75559199306299,125.75559199306299,125.75559199306299,138.91333614714443,125.75559199306299,125.75559199306299,125.75559199306299,125.75559199306299,125.75559199306299,125.75559199306299,125.75559199306299,125.75559199306299,125.75559199306299,125.75559199306299,138.91333614714443,125.75559199306299
