,labels_coil20_KMeans_params1,labels_coil20_KMeans_params10,labels_coil20_KMeans_params11,labels_coil20_KMeans_params12,labels_coil20_KMeans_params13,labels_coil20_KMeans_params14,labels_coil20_KMeans_params15,labels_coil20_KMeans_params16,labels_coil20_KMeans_params17,labels_coil20_KMeans_params18,labels_coil20_KMeans_params19,labels_coil20_KMeans_params2,labels_coil20_KMeans_params20,labels_coil20_KMeans_params21,labels_coil20_KMeans_params22,labels_coil20_KMeans_params23,labels_coil20_KMeans_params24,labels_coil20_KMeans_params25,labels_coil20_KMeans_params26,labels_coil20_KMeans_params27,labels_coil20_KMeans_params28,labels_coil20_KMeans_params29,labels_coil20_KMeans_params3,labels_coil20_KMeans_params30,labels_coil20_KMeans_params31,labels_coil20_KMeans_params32,labels_coil20_KMeans_params33,labels_coil20_KMeans_params34,labels_coil20_KMeans_params35,labels_coil20_KMeans_params36,labels_coil20_KMeans_params37,labels_coil20_KMeans_params38,labels_coil20_KMeans_params39,labels_coil20_KMeans_params4,labels_coil20_KMeans_params40,labels_coil20_KMeans_params41,labels_coil20_KMeans_params42,labels_coil20_KMeans_params43,labels_coil20_KMeans_params44,labels_coil20_KMeans_params45,labels_coil20_KMeans_params46,labels_coil20_KMeans_params47,labels_coil20_KMeans_params48,labels_coil20_KMeans_params49,labels_coil20_KMeans_params5,labels_coil20_KMeans_params50,labels_coil20_KMeans_params51,labels_coil20_KMeans_params52,labels_coil20_KMeans_params53,labels_coil20_KMeans_params54,labels_coil20_KMeans_params55,labels_coil20_KMeans_params56,labels_coil20_KMeans_params57,labels_coil20_KMeans_params58,labels_coil20_KMeans_params59,labels_coil20_KMeans_params6,labels_coil20_KMeans_params60,labels_coil20_KMeans_params61,labels_coil20_KMeans_params62,labels_coil20_KMeans_params63,labels_coil20_KMeans_params64,labels_coil20_KMeans_params65,labels_coil20_KMeans_params66,labels_coil20_KMeans_params67,labels_coil20_KMeans_params68,labels_coil20_KMeans_params69,labels_coil20_KMeans_params7,labels_coil20_KMeans_params70,labels_coil20_KMeans_params71,labels_coil20_KMeans_params72,labels_coil20_KMeans_params73,labels_coil20_KMeans_params74,labels_coil20_KMeans_params75,labels_coil20_KMeans_params76,labels_coil20_KMeans_params77,labels_coil20_KMeans_params78,labels_coil20_KMeans_params79,labels_coil20_KMeans_params8,labels_coil20_KMeans_params80,labels_coil20_KMeans_params81,labels_coil20_KMeans_params82,labels_coil20_KMeans_params83,labels_coil20_KMeans_params84,labels_coil20_KMeans_params85,labels_coil20_KMeans_params86,labels_coil20_KMeans_params87,labels_coil20_KMeans_params88,labels_coil20_KMeans_params89,labels_coil20_KMeans_params9,labels_coil20_KMeans_params90
cSIL,0.5470582796093757,0.5470582796093757,0.5470582796093757,0.5470582796093757,0.5470582796093757,0.5470582796093757,0.5470582796093757,0.5470582796093757,0.5470582796093757,0.5470582796093757,0.5446613236723634,0.5470582796093757,0.5446613236723634,0.5446613236723634,0.5446613236723634,0.5446613236723634,0.5446613236723634,0.5446613236723634,0.5446613236723634,0.5446613236723634,0.5446613236723634,0.5446613236723634,0.5470582796093757,0.5446613236723634,0.5446613236723634,0.5446613236723634,0.5446613236723634,0.5446613236723634,0.5446613236723634,0.5446613236723634,0.5543962617963298,0.5543962617963298,0.5543962617963298,0.5470582796093757,0.5543962617963298,0.5543962617963298,0.5543962617963298,0.5543962617963298,0.5543962617963298,0.5543962617963298,0.5543962617963298,0.5543962617963298,0.5543962617963298,0.5543962617963298,0.5470582796093757,0.5543962617963298,0.5543962617963298,0.5543962617963298,0.5543962617963298,0.5543962617963298,0.5168445754806477,0.5168445754806477,0.5168445754806477,0.5168445754806477,0.5168445754806477,0.5470582796093757,0.5168445754806477,0.5168445754806477,0.5168445754806477,0.5168445754806477,0.5168445754806477,0.5168445754806477,0.5168445754806477,0.5168445754806477,0.5168445754806477,0.5168445754806477,0.5470582796093757,0.5168445754806477,0.5168445754806477,0.5168445754806477,0.5261094801842421,0.5261094801842421,0.5261094801842421,0.5261094801842421,0.5261094801842421,0.5261094801842421,0.5261094801842421,0.5470582796093757,0.5261094801842421,0.5261094801842421,0.5261094801842421,0.5261094801842421,0.5261094801842421,0.5261094801842421,0.5261094801842421,0.5261094801842421,0.5261094801842421,0.5261094801842421,0.5470582796093757,0.5261094801842421
GD43,0.013042419858156485,0.013042419858156485,0.013042419858156485,0.013042419858156485,0.013042419858156485,0.013042419858156485,0.013042419858156485,0.013042419858156485,0.013042419858156485,0.013042419858156485,0.011211106245288966,0.013042419858156485,0.011211106245288966,0.011211106245288966,0.011211106245288966,0.011211106245288966,0.011211106245288966,0.011211106245288966,0.011211106245288966,0.011211106245288966,0.011211106245288966,0.011211106245288966,0.013042419858156485,0.011211106245288966,0.011211106245288966,0.011211106245288966,0.011211106245288966,0.011211106245288966,0.011211106245288966,0.011211106245288966,0.011672774898918548,0.011672774898918548,0.011672774898918548,0.013042419858156485,0.011672774898918548,0.011672774898918548,0.011672774898918548,0.011672774898918548,0.011672774898918548,0.011672774898918548,0.011672774898918548,0.011672774898918548,0.011672774898918548,0.011672774898918548,0.013042419858156485,0.011672774898918548,0.011672774898918548,0.011672774898918548,0.011672774898918548,0.011672774898918548,0.010389497294151168,0.010389497294151168,0.010389497294151168,0.010389497294151168,0.010389497294151168,0.013042419858156485,0.010389497294151168,0.010389497294151168,0.010389497294151168,0.010389497294151168,0.010389497294151168,0.010389497294151168,0.010389497294151168,0.010389497294151168,0.010389497294151168,0.010389497294151168,0.013042419858156485,0.010389497294151168,0.010389497294151168,0.010389497294151168,0.01213795056296129,0.01213795056296129,0.01213795056296129,0.01213795056296129,0.01213795056296129,0.01213795056296129,0.01213795056296129,0.013042419858156485,0.01213795056296129,0.01213795056296129,0.01213795056296129,0.01213795056296129,0.01213795056296129,0.01213795056296129,0.01213795056296129,0.01213795056296129,0.01213795056296129,0.01213795056296129,0.013042419858156485,0.01213795056296129
GD53,0.07743664639474472,0.07743664639474472,0.07743664639474472,0.07743664639474472,0.07743664639474472,0.07743664639474472,0.07743664639474472,0.07743664639474472,0.07743664639474472,0.07743664639474472,0.07743664639474472,0.07743664639474472,0.07743664639474472,0.07743664639474472,0.07743664639474472,0.07743664639474472,0.07743664639474472,0.07743664639474472,0.07743664639474472,0.07743664639474472,0.07743664639474472,0.07743664639474472,0.07743664639474472,0.07743664639474472,0.07743664639474472,0.07743664639474472,0.07743664639474472,0.07743664639474472,0.07743664639474472,0.07743664639474472,0.0806254550190207,0.0806254550190207,0.0806254550190207,0.07743664639474472,0.0806254550190207,0.0806254550190207,0.0806254550190207,0.0806254550190207,0.0806254550190207,0.0806254550190207,0.0806254550190207,0.0806254550190207,0.0806254550190207,0.0806254550190207,0.07743664639474472,0.0806254550190207,0.0806254550190207,0.0806254550190207,0.0806254550190207,0.0806254550190207,0.03319743539372121,0.03319743539372121,0.03319743539372121,0.03319743539372121,0.03319743539372121,0.07743664639474472,0.03319743539372121,0.03319743539372121,0.03319743539372121,0.03319743539372121,0.03319743539372121,0.03319743539372121,0.03319743539372121,0.03319743539372121,0.03319743539372121,0.03319743539372121,0.07743664639474472,0.03319743539372121,0.03319743539372121,0.03319743539372121,0.038881543380359894,0.038881543380359894,0.038881543380359894,0.038881543380359894,0.038881543380359894,0.038881543380359894,0.038881543380359894,0.07743664639474472,0.038881543380359894,0.038881543380359894,0.038881543380359894,0.038881543380359894,0.038881543380359894,0.038881543380359894,0.038881543380359894,0.038881543380359894,0.038881543380359894,0.038881543380359894,0.07743664639474472,0.038881543380359894
PS,0.6378793077396478,0.6378793077396478,0.6378793077396478,0.6378793077396478,0.6378793077396478,0.6378793077396478,0.6378793077396478,0.6378793077396478,0.6378793077396478,0.6378793077396478,-0.13918363341478535,0.6378793077396478,-0.13918363341478535,-0.13918363341478535,-0.13918363341478535,-0.13918363341478535,-0.13918363341478535,-0.13918363341478535,-0.13918363341478535,-0.13918363341478535,-0.13918363341478535,-0.13918363341478535,0.6378793077396478,-0.13918363341478535,-0.13918363341478535,-0.13918363341478535,-0.13918363341478535,-0.13918363341478535,-0.13918363341478535,-0.13918363341478535,-0.6572701861708045,-0.6572701861708045,-0.6572701861708045,0.6378793077396478,-0.6572701861708045,-0.6572701861708045,-0.6572701861708045,-0.6572701861708045,-0.6572701861708045,-0.6572701861708045,-0.6572701861708045,-0.6572701861708045,-0.6572701861708045,-0.6572701861708045,0.6378793077396478,-0.6572701861708045,-0.6572701861708045,-0.6572701861708045,-0.6572701861708045,-0.6572701861708045,1.9703244310911519,1.9703244310911519,1.9703244310911519,1.9703244310911519,1.9703244310911519,0.6378793077396478,1.9703244310911519,1.9703244310911519,1.9703244310911519,1.9703244310911519,1.9703244310911519,1.9703244310911519,1.9703244310911519,1.9703244310911519,1.9703244310911519,1.9703244310911519,0.6378793077396478,1.9703244310911519,1.9703244310911519,1.9703244310911519,1.5896383422244609,1.5896383422244609,1.5896383422244609,1.5896383422244609,1.5896383422244609,1.5896383422244609,1.5896383422244609,0.6378793077396478,1.5896383422244609,1.5896383422244609,1.5896383422244609,1.5896383422244609,1.5896383422244609,1.5896383422244609,1.5896383422244609,1.5896383422244609,1.5896383422244609,1.5896383422244609,0.6378793077396478,1.5896383422244609
WB,10.838750830787319,10.838750830787319,10.838750830787319,10.838750830787319,10.838750830787319,10.838750830787319,10.838750830787319,10.838750830787319,10.838750830787319,10.838750830787319,11.232923621341042,10.838750830787319,11.232923621341042,11.232923621341042,11.232923621341042,11.232923621341042,11.232923621341042,11.232923621341042,11.232923621341042,11.232923621341042,11.232923621341042,11.232923621341042,10.838750830787319,11.232923621341042,11.232923621341042,11.232923621341042,11.232923621341042,11.232923621341042,11.232923621341042,11.232923621341042,11.461126720955715,11.461126720955715,11.461126720955715,10.838750830787319,11.461126720955715,11.461126720955715,11.461126720955715,11.461126720955715,11.461126720955715,11.461126720955715,11.461126720955715,11.461126720955715,11.461126720955715,11.461126720955715,10.838750830787319,11.461126720955715,11.461126720955715,11.461126720955715,11.461126720955715,11.461126720955715,11.661654154485658,11.661654154485658,11.661654154485658,11.661654154485658,11.661654154485658,10.838750830787319,11.661654154485658,11.661654154485658,11.661654154485658,11.661654154485658,11.661654154485658,11.661654154485658,11.661654154485658,11.661654154485658,11.661654154485658,11.661654154485658,10.838750830787319,11.661654154485658,11.661654154485658,11.661654154485658,11.81278519324041,11.81278519324041,11.81278519324041,11.81278519324041,11.81278519324041,11.81278519324041,11.81278519324041,10.838750830787319,11.81278519324041,11.81278519324041,11.81278519324041,11.81278519324041,11.81278519324041,11.81278519324041,11.81278519324041,11.81278519324041,11.81278519324041,11.81278519324041,10.838750830787319,11.81278519324041
XB,1.1081054986632983,1.1081054986632983,1.1081054986632983,1.1081054986632983,1.1081054986632983,1.1081054986632983,1.1081054986632983,1.1081054986632983,1.1081054986632983,1.1081054986632983,1.48255358063692,1.1081054986632983,1.48255358063692,1.48255358063692,1.48255358063692,1.48255358063692,1.48255358063692,1.48255358063692,1.48255358063692,1.48255358063692,1.48255358063692,1.48255358063692,1.1081054986632983,1.48255358063692,1.48255358063692,1.48255358063692,1.48255358063692,1.48255358063692,1.48255358063692,1.48255358063692,1.453619636128202,1.453619636128202,1.453619636128202,1.1081054986632983,1.453619636128202,1.453619636128202,1.453619636128202,1.453619636128202,1.453619636128202,1.453619636128202,1.453619636128202,1.453619636128202,1.453619636128202,1.453619636128202,1.1081054986632983,1.453619636128202,1.453619636128202,1.453619636128202,1.453619636128202,1.453619636128202,1.4841006653971947,1.4841006653971947,1.4841006653971947,1.4841006653971947,1.4841006653971947,1.1081054986632983,1.4841006653971947,1.4841006653971947,1.4841006653971947,1.4841006653971947,1.4841006653971947,1.4841006653971947,1.4841006653971947,1.4841006653971947,1.4841006653971947,1.4841006653971947,1.1081054986632983,1.4841006653971947,1.4841006653971947,1.4841006653971947,1.459449262473429,1.459449262473429,1.459449262473429,1.459449262473429,1.459449262473429,1.459449262473429,1.459449262473429,1.1081054986632983,1.459449262473429,1.459449262473429,1.459449262473429,1.459449262473429,1.459449262473429,1.459449262473429,1.459449262473429,1.459449262473429,1.459449262473429,1.459449262473429,1.1081054986632983,1.459449262473429
SSE,610401.0119731487,610401.0119731487,610401.0119731487,610401.0119731487,610401.0119731487,610401.0119731487,610401.0119731487,610401.0119731487,610401.0119731487,610401.0119731487,603427.5246059344,610401.0119731487,603427.5246059344,603427.5246059344,603427.5246059344,603427.5246059344,603427.5246059344,603427.5246059344,603427.5246059344,603427.5246059344,603427.5246059344,603427.5246059344,610401.0119731487,603427.5246059344,603427.5246059344,603427.5246059344,603427.5246059344,603427.5246059344,603427.5246059344,603427.5246059344,591650.8584941569,591650.8584941569,591650.8584941569,610401.0119731487,591650.8584941569,591650.8584941569,591650.8584941569,591650.8584941569,591650.8584941569,591650.8584941569,591650.8584941569,591650.8584941569,591650.8584941569,591650.8584941569,610401.0119731487,591650.8584941569,591650.8584941569,591650.8584941569,591650.8584941569,591650.8584941569,579875.0692972067,579875.0692972067,579875.0692972067,579875.0692972067,579875.0692972067,610401.0119731487,579875.0692972067,579875.0692972067,579875.0692972067,579875.0692972067,579875.0692972067,579875.0692972067,579875.0692972067,579875.0692972067,579875.0692972067,579875.0692972067,610401.0119731487,579875.0692972067,579875.0692972067,579875.0692972067,567392.7947866402,567392.7947866402,567392.7947866402,567392.7947866402,567392.7947866402,567392.7947866402,567392.7947866402,610401.0119731487,567392.7947866402,567392.7947866402,567392.7947866402,567392.7947866402,567392.7947866402,567392.7947866402,567392.7947866402,567392.7947866402,567392.7947866402,567392.7947866402,610401.0119731487,567392.7947866402
RS,-6.213987148456195,-6.213987148456195,-6.213987148456195,-6.213987148456195,-6.213987148456195,-6.213987148456195,-6.213987148456195,-6.213987148456195,-6.213987148456195,-6.213987148456195,-6.477692597278284,-6.213987148456195,-6.477692597278284,-6.477692597278284,-6.477692597278284,-6.477692597278284,-6.477692597278284,-6.477692597278284,-6.477692597278284,-6.477692597278284,-6.477692597278284,-6.477692597278284,-6.213987148456195,-6.477692597278284,-6.477692597278284,-6.477692597278284,-6.477692597278284,-6.477692597278284,-6.477692597278284,-6.477692597278284,-6.786480486167918,-6.786480486167918,-6.786480486167918,-6.213987148456195,-6.786480486167918,-6.786480486167918,-6.786480486167918,-6.786480486167918,-6.786480486167918,-6.786480486167918,-6.786480486167918,-6.786480486167918,-6.786480486167918,-6.786480486167918,-6.213987148456195,-6.786480486167918,-6.786480486167918,-6.786480486167918,-6.786480486167918,-6.786480486167918,-6.777196298471381,-6.777196298471381,-6.777196298471381,-6.777196298471381,-6.777196298471381,-6.213987148456195,-6.777196298471381,-6.777196298471381,-6.777196298471381,-6.777196298471381,-6.777196298471381,-6.777196298471381,-6.777196298471381,-6.777196298471381,-6.777196298471381,-6.777196298471381,-6.213987148456195,-6.777196298471381,-6.777196298471381,-6.777196298471381,-7.072742470006985,-7.072742470006985,-7.072742470006985,-7.072742470006985,-7.072742470006985,-7.072742470006985,-7.072742470006985,-6.213987148456195,-7.072742470006985,-7.072742470006985,-7.072742470006985,-7.072742470006985,-7.072742470006985,-7.072742470006985,-7.072742470006985,-7.072742470006985,-7.072742470006985,-7.072742470006985,-6.213987148456195,-7.072742470006985
DH,0.5723319949048995,0.5723319949048995,0.5723319949048995,0.5723319949048995,0.5723319949048995,0.5723319949048995,0.5723319949048995,0.5723319949048995,0.5723319949048995,0.5723319949048995,0.5677648447046242,0.5723319949048995,0.5677648447046242,0.5677648447046242,0.5677648447046242,0.5677648447046242,0.5677648447046242,0.5677648447046242,0.5677648447046242,0.5677648447046242,0.5677648447046242,0.5677648447046242,0.5723319949048995,0.5677648447046242,0.5677648447046242,0.5677648447046242,0.5677648447046242,0.5677648447046242,0.5677648447046242,0.5677648447046242,0.562578931736486,0.562578931736486,0.562578931736486,0.5723319949048995,0.562578931736486,0.562578931736486,0.562578931736486,0.562578931736486,0.562578931736486,0.562578931736486,0.562578931736486,0.562578931736486,0.562578931736486,0.562578931736486,0.5723319949048995,0.562578931736486,0.562578931736486,0.562578931736486,0.562578931736486,0.562578931736486,0.5469289881596067,0.5469289881596067,0.5469289881596067,0.5469289881596067,0.5469289881596067,0.5723319949048995,0.5469289881596067,0.5469289881596067,0.5469289881596067,0.5469289881596067,0.5469289881596067,0.5469289881596067,0.5469289881596067,0.5469289881596067,0.5469289881596067,0.5469289881596067,0.5723319949048995,0.5469289881596067,0.5469289881596067,0.5469289881596067,0.5422534321274547,0.5422534321274547,0.5422534321274547,0.5422534321274547,0.5422534321274547,0.5422534321274547,0.5422534321274547,0.5723319949048995,0.5422534321274547,0.5422534321274547,0.5422534321274547,0.5422534321274547,0.5422534321274547,0.5422534321274547,0.5422534321274547,0.5422534321274547,0.5422534321274547,0.5422534321274547,0.5723319949048995,0.5422534321274547
B,0.5480195817384136,0.5480195817384136,0.5480195817384136,0.5480195817384136,0.5480195817384136,0.5480195817384136,0.5480195817384136,0.5480195817384136,0.5480195817384136,0.5480195817384136,0.533883804119671,0.5480195817384136,0.533883804119671,0.533883804119671,0.533883804119671,0.533883804119671,0.533883804119671,0.533883804119671,0.533883804119671,0.533883804119671,0.533883804119671,0.533883804119671,0.5480195817384136,0.533883804119671,0.533883804119671,0.533883804119671,0.533883804119671,0.533883804119671,0.533883804119671,0.533883804119671,0.5089065611078111,0.5089065611078111,0.5089065611078111,0.5480195817384136,0.5089065611078111,0.5089065611078111,0.5089065611078111,0.5089065611078111,0.5089065611078111,0.5089065611078111,0.5089065611078111,0.5089065611078111,0.5089065611078111,0.5089065611078111,0.5480195817384136,0.5089065611078111,0.5089065611078111,0.5089065611078111,0.5089065611078111,0.5089065611078111,0.5080103578676122,0.5080103578676122,0.5080103578676122,0.5080103578676122,0.5080103578676122,0.5480195817384136,0.5080103578676122,0.5080103578676122,0.5080103578676122,0.5080103578676122,0.5080103578676122,0.5080103578676122,0.5080103578676122,0.5080103578676122,0.5080103578676122,0.5080103578676122,0.5480195817384136,0.5080103578676122,0.5080103578676122,0.5080103578676122,0.48375973853905113,0.48375973853905113,0.48375973853905113,0.48375973853905113,0.48375973853905113,0.48375973853905113,0.48375973853905113,0.5480195817384136,0.48375973853905113,0.48375973853905113,0.48375973853905113,0.48375973853905113,0.48375973853905113,0.48375973853905113,0.48375973853905113,0.48375973853905113,0.48375973853905113,0.48375973853905113,0.5480195817384136,0.48375973853905113
