,labels_zigzag_MeanShift_params1,labels_zigzag_MeanShift_params10,labels_zigzag_MeanShift_params11,labels_zigzag_MeanShift_params12,labels_zigzag_MeanShift_params13,labels_zigzag_MeanShift_params14,labels_zigzag_MeanShift_params15,labels_zigzag_MeanShift_params16,labels_zigzag_MeanShift_params17,labels_zigzag_MeanShift_params18,labels_zigzag_MeanShift_params19,labels_zigzag_MeanShift_params2,labels_zigzag_MeanShift_params20,labels_zigzag_MeanShift_params21,labels_zigzag_MeanShift_params22,labels_zigzag_MeanShift_params23,labels_zigzag_MeanShift_params24,labels_zigzag_MeanShift_params25,labels_zigzag_MeanShift_params26,labels_zigzag_MeanShift_params27,labels_zigzag_MeanShift_params28,labels_zigzag_MeanShift_params29,labels_zigzag_MeanShift_params3,labels_zigzag_MeanShift_params30,labels_zigzag_MeanShift_params4,labels_zigzag_MeanShift_params5,labels_zigzag_MeanShift_params6,labels_zigzag_MeanShift_params7,labels_zigzag_MeanShift_params8,labels_zigzag_MeanShift_params9
BARI,0.6585130101051657,0.6572031640738736,0.6576050795582001,0.6571220567258814,0.6571220567258814,0.6571337782014618,0.6572793180218065,0.6572031640738736,0.6600657095278816,0.6580988798568378,0.6600657095278816,0.6585130101051657,0.6580988798568378,0.6600657095278816,0.6580988798568378,0.6055315436489329,0.6605842104487758,0.5735579683353074,0.6577092170385405,0.3750736824327812,0.45620489033925793,0.1039840254490567,0.6585130101051657,0.1039840254490567,0.6585130101051657,0.6574693109859867,0.6574693109859867,0.6571220567258814,0.6571337782014618,0.6572793180218065
