,labels_mk2_MeanShift_params1,labels_mk2_MeanShift_params10,labels_mk2_MeanShift_params11,labels_mk2_MeanShift_params12,labels_mk2_MeanShift_params13,labels_mk2_MeanShift_params14,labels_mk2_MeanShift_params15,labels_mk2_MeanShift_params16,labels_mk2_MeanShift_params18,labels_mk2_MeanShift_params19,labels_mk2_MeanShift_params2,labels_mk2_MeanShift_params20,labels_mk2_MeanShift_params26,labels_mk2_MeanShift_params3,labels_mk2_MeanShift_params4,labels_mk2_MeanShift_params5,labels_mk2_MeanShift_params6,labels_mk2_MeanShift_params7,labels_mk2_MeanShift_params8,labels_mk2_MeanShift_params9
ARI,0.005193467245285391,0.004629302430576253,0.007727922520675718,0.003936162631440069,0.004467296538786663,0.006773160304310293,0.00568126811412086,0.004629302430576253,0.007119041564063962,0.005399846111543592,0.004877147459686414,0.005399846111543592,0.0030974409451541723,0.0025188134872617513,0.004173160131344082,0.004137698016871118,0.00403109544073354,0.004467296538786663,0.006773160304310293,0.00568126811412086
