,labels_s1_DBSCAN_params1,labels_s1_DBSCAN_params10,labels_s1_DBSCAN_params11,labels_s1_DBSCAN_params12,labels_s1_DBSCAN_params13,labels_s1_DBSCAN_params14,labels_s1_DBSCAN_params15,labels_s1_DBSCAN_params16,labels_s1_DBSCAN_params17,labels_s1_DBSCAN_params18,labels_s1_DBSCAN_params19,labels_s1_DBSCAN_params20,labels_s1_DBSCAN_params21,labels_s1_DBSCAN_params22,labels_s1_DBSCAN_params23,labels_s1_DBSCAN_params24,labels_s1_DBSCAN_params5,labels_s1_DBSCAN_params6,labels_s1_DBSCAN_params7,labels_s1_DBSCAN_params8,labels_s1_DBSCAN_params9
VMI,0.019015508906468432,0.34733261949380234,0.2952424034143812,0.26386604322947343,0.7775920512450617,0.6506195122128788,0.5705140890309331,0.5033022995773455,0.8922344432566485,0.9442301405036101,0.9257668327091187,0.9078717176368238,0.7203106913937013,0.8085649596356882,0.8433298210427581,0.842976359783655,0.25302873821008537,0.16484331133566993,0.11482770019178352,0.04776335849942385,0.49578454940409106
