,labels_ring_outliers_MeanShift_params1,labels_ring_outliers_MeanShift_params10,labels_ring_outliers_MeanShift_params11,labels_ring_outliers_MeanShift_params12,labels_ring_outliers_MeanShift_params13,labels_ring_outliers_MeanShift_params14,labels_ring_outliers_MeanShift_params15,labels_ring_outliers_MeanShift_params16,labels_ring_outliers_MeanShift_params17,labels_ring_outliers_MeanShift_params18,labels_ring_outliers_MeanShift_params19,labels_ring_outliers_MeanShift_params2,labels_ring_outliers_MeanShift_params20,labels_ring_outliers_MeanShift_params21,labels_ring_outliers_MeanShift_params22,labels_ring_outliers_MeanShift_params23,labels_ring_outliers_MeanShift_params24,labels_ring_outliers_MeanShift_params25,labels_ring_outliers_MeanShift_params26,labels_ring_outliers_MeanShift_params27,labels_ring_outliers_MeanShift_params28,labels_ring_outliers_MeanShift_params29,labels_ring_outliers_MeanShift_params3,labels_ring_outliers_MeanShift_params30,labels_ring_outliers_MeanShift_params31,labels_ring_outliers_MeanShift_params32,labels_ring_outliers_MeanShift_params4,labels_ring_outliers_MeanShift_params5,labels_ring_outliers_MeanShift_params6,labels_ring_outliers_MeanShift_params7,labels_ring_outliers_MeanShift_params8,labels_ring_outliers_MeanShift_params9
AMI,0.41507851201092677,0.5659839955896585,0.5848593358482804,0.5746958437630196,0.4863891347712459,0.4434303971382355,0.5845059954067581,0.5659839955896585,0.580016491546083,0.5704308532037213,0.5837002748228168,0.3778954878555131,0.5657985957785984,0.5939656542871633,0.5801038299074232,0.6027684664999952,0.5695234737688178,0.5880754502252116,0.56973110483332,0.603000563922945,0.5886346928965482,0.6228689805446668,0.4854086955778673,0.6238720309771655,0.6041574858282215,0.6035400160228067,0.46182636553848483,0.552705807701144,0.5518868512318177,0.4863891347712459,0.4434303971382355,0.5845059954067581
