,labels_ionosphere_DBSCAN_params36,labels_ionosphere_DBSCAN_params46,labels_ionosphere_DBSCAN_params51,labels_ionosphere_DBSCAN_params52
AMI,0.026807294562017935,0.07701672336695774,0.14704128765602642,0.13537915418531932
