,labels_flame_SpectralClustering_params1,labels_flame_SpectralClustering_params10,labels_flame_SpectralClustering_params11,labels_flame_SpectralClustering_params12,labels_flame_SpectralClustering_params13,labels_flame_SpectralClustering_params14,labels_flame_SpectralClustering_params15,labels_flame_SpectralClustering_params16,labels_flame_SpectralClustering_params17,labels_flame_SpectralClustering_params18,labels_flame_SpectralClustering_params19,labels_flame_SpectralClustering_params2,labels_flame_SpectralClustering_params20,labels_flame_SpectralClustering_params21,labels_flame_SpectralClustering_params22,labels_flame_SpectralClustering_params23,labels_flame_SpectralClustering_params24,labels_flame_SpectralClustering_params25,labels_flame_SpectralClustering_params26,labels_flame_SpectralClustering_params27,labels_flame_SpectralClustering_params28,labels_flame_SpectralClustering_params29,labels_flame_SpectralClustering_params3,labels_flame_SpectralClustering_params30,labels_flame_SpectralClustering_params31,labels_flame_SpectralClustering_params32,labels_flame_SpectralClustering_params33,labels_flame_SpectralClustering_params34,labels_flame_SpectralClustering_params35,labels_flame_SpectralClustering_params36,labels_flame_SpectralClustering_params37,labels_flame_SpectralClustering_params38,labels_flame_SpectralClustering_params39,labels_flame_SpectralClustering_params4,labels_flame_SpectralClustering_params40,labels_flame_SpectralClustering_params41,labels_flame_SpectralClustering_params42,labels_flame_SpectralClustering_params43,labels_flame_SpectralClustering_params44,labels_flame_SpectralClustering_params45,labels_flame_SpectralClustering_params46,labels_flame_SpectralClustering_params47,labels_flame_SpectralClustering_params48,labels_flame_SpectralClustering_params5,labels_flame_SpectralClustering_params6,labels_flame_SpectralClustering_params7,labels_flame_SpectralClustering_params8,labels_flame_SpectralClustering_params9
B,0.8419190405416717,0.7748145100927211,0.7736443256725651,0.7748145100927211,0.38411987335449355,0.39609120555417293,0.3833701958714856,0.391823128646444,0.3795874803945661,0.3871947019967055,0.3819593263538446,0.875114007243708,0.40003320251428853,0.3819593263538446,0.40003320251428853,0.3819593263538446,0.40003320251428853,0.21961243242838344,0.2161483175033203,0.21667813185442206,0.21755497885354216,0.21697031234616307,0.7766360091965995,0.22091205790172766,0.21545792738164102,0.22583860862845903,0.21545792738164102,0.22583860862845903,0.21545792738164102,0.22583860862845903,0.1848740937788753,0.18266206396864623,0.18351463600632498,0.7549255482363939,0.18402428041530633,0.18538515978942424,0.18265448674855472,0.18377303970742417,0.1978247114520585,0.18377303970742417,0.1978247114520585,0.18377303970742417,0.1978247114520585,0.7548487485352398,0.7548487485352398,0.7736443256725651,0.7748145100927211,0.7736443256725651
BH,37.881860203788264,34.43904753371811,34.44868958441605,34.43904753371811,14.366274480300381,14.267590573160042,14.931875822952549,14.503976570961862,14.379088186025053,14.36152567778126,13.959610981228883,38.12205685284909,14.113135083630306,13.959610981228883,14.113135083630306,13.959610981228883,14.113135083630306,7.398052032660186,6.845107115950967,7.152944577765194,6.82274116512177,6.90805053590043,34.46147735194167,6.702149147110376,6.82386515149644,6.641721049263767,6.82386515149644,6.641721049263767,6.82386515149644,6.641721049263767,4.942060882635442,4.777400664174972,4.8532532425588455,34.16104462584446,4.754037831892162,4.741817926413437,4.609667142651503,4.685342401187771,4.694885325773754,4.685342401187771,4.694885325773754,4.685342401187771,4.694885325773754,34.083927740789434,34.083927740789434,34.44868958441605,34.43904753371811,34.44868958441605
D,0.286390952525112,0.23867539793991854,0.2417668832733943,0.23867539793991854,0.32619748854695746,0.23763182523171214,0.23485406410678097,0.22143010559622972,0.3196539305672321,0.2507677501491663,0.30876653319575326,0.13480590203187326,0.2964695020244632,0.30876653319575326,0.2964695020244632,0.30876653319575326,0.2964695020244632,0.4092507007864386,0.29726979540509574,0.41474363784062535,0.28737394839271574,0.35168338897225815,0.15019843725625842,0.31672376994713913,0.3087556623520141,0.34245479760078334,0.3087556623520141,0.34245479760078334,0.3087556623520141,0.34245479760078334,0.24385641556878326,0.22708810270806226,0.22387922299245872,0.3054141778684915,0.20972315642465258,0.2188541549818686,0.19445855010473106,0.30854322015738883,0.28461959628319244,0.30854322015738883,0.28461959628319244,0.30854322015738883,0.28461959628319244,0.2962127766016772,0.2962127766016772,0.2417668832733943,0.23867539793991854,0.2417668832733943
H,0.5371595629008548,0.5548918286268312,0.5557168630229679,0.5548918286268312,0.4659841082255241,0.48814133478452926,0.46360038082070787,0.4826490319111511,0.4586845598803854,0.4747487257583274,0.4844487516733398,0.5528172676842725,0.5091270964965334,0.4844487516733398,0.5091270964965334,0.4844487516733398,0.5091270964965334,0.4306558770563612,0.4764693872832082,0.44322129113147757,0.47974336889533,0.47210163801045435,0.5547796509872684,0.5130576100468865,0.4793801956961893,0.533265509990795,0.4793801956961893,0.533265509990795,0.4793801956961893,0.533265509990795,0.6521745700313963,0.6847157991870949,0.644058613823589,0.5428649230433704,0.7006184664482833,0.7067996601870048,0.7763269775259443,0.7655008804717849,0.8370927742262108,0.7655008804717849,0.8370927742262108,0.7655008804717849,0.8370927742262108,0.5441645783138842,0.5441645783138842,0.5557168630229679,0.5548918286268312,0.5557168630229679
DBCV,0.05398096654973968,-0.4686928667461311,-0.5135716622817936,-0.4686928667461311,-0.09998627327662937,-0.19339498845370828,-0.21871899804997597,-0.1977301420966414,-0.5131677057367612,-0.4908354276922627,-0.5532112838506619,0.3568542503167081,-0.6778508918156795,-0.5532112838506619,-0.6778508918156795,-0.5532112838506619,-0.6778508918156795,-0.18732043633234188,-0.2588367167970345,-0.19314695267317714,-0.0012215840190028353,-0.23408579517173728,-0.4274264495283135,-0.07350411521076805,-0.21729976479693341,-0.6090597615116501,-0.21729976479693341,-0.6090597615116501,-0.21729976479693341,-0.6090597615116501,-0.5257768095394705,-0.4394807858636854,-0.09909534653580031,-0.4398160701707663,-0.24246777959387703,-0.48953643054868556,-0.35018250543979806,-0.3980359484775902,-0.5578267345746911,-0.3980359484775902,-0.5578267345746911,-0.3980359484775902,-0.5578267345746911,-0.3984753559013419,-0.3984753559013419,-0.5135716622817936,-0.4686928667461311,-0.5135716622817936
I,0.2981268402636339,0.35067923059391964,0.3507553046167962,0.35067923059391964,0.30844364055966,0.3012377302115101,0.3244024416513728,0.31238686882251443,0.3124961945024426,0.3108514459676606,0.31534826167605606,0.28884682256122235,0.3051836539993509,0.31534826167605606,0.3051836539993509,0.31534826167605606,0.3051836539993509,0.6184184008220712,0.5817736921084805,0.6123530182915534,0.569818485701177,0.5859573741904945,0.33339852084391686,0.5277896615484926,0.5791822384504115,0.48363285133598233,0.5791822384504115,0.48363285133598233,0.5791822384504115,0.48363285133598233,0.5406345461288236,0.5380456434833139,0.5410657433676298,0.34343670512222607,0.5349753381658157,0.5277764085262772,0.5282295230777997,0.4924569230501857,0.4140999809573399,0.4924569230501857,0.4140999809573399,0.4924569230501857,0.4140999809573399,0.3422389933177825,0.3422389933177825,0.3507553046167962,0.35067923059391964,0.3507553046167962
C,0.2539680937706294,0.1902882030772817,0.18965668516958784,0.1902882030772817,0.12210228367217593,0.1199514381477731,0.12978841017281853,0.12292011754862636,0.12241213814655562,0.12128051988456191,0.11701978037301126,0.256492734640594,0.11872708582792652,0.11701978037301126,0.11872708582792652,0.11701978037301126,0.11872708582792652,0.07708737236099589,0.0686907817285846,0.07335829936255851,0.06909233275183105,0.07017813853993343,0.19284423226686953,0.06831325152778575,0.06826712854789785,0.0681574790231069,0.06826712854789785,0.0681574790231069,0.06826712854789785,0.0681574790231069,0.08021244599767469,0.07764117586762681,0.07937934610096262,0.1888214366668175,0.07961301637235568,0.07931203023187502,0.07344369428297956,0.070548975052864,0.07450104171051643,0.070548975052864,0.07450104171051643,0.070548975052864,0.07450104171051643,0.18752001264366816,0.18752001264366816,0.18965668516958784,0.1902882030772817,0.18965668516958784
CDbw,0.10032136139894748,0.012137361358364575,0.013362738637857327,0.012137361358364575,0.07160989554152464,0.07291909874775328,0.09055769848139872,0.07596837434011175,0.06974742624986821,0.07740295058460472,0.04340883664672961,0.059103714261457836,0.03344993825519659,0.04340883664672961,0.03344993825519659,0.04340883664672961,0.03344993825519659,0.05744297710446691,0.2657996635796337,0.06534239859551902,0.16468614983472984,0.07511574104993113,0.048969344651158986,0.15177154477431798,0.06195509854840457,0.08959831837269905,0.06195509854840457,0.08959831837269905,0.06195509854840457,0.08959831837269905,0.07438495502120784,0.2392558858400646,0.06909607770486431,0.04968456499802685,0.21296151235641989,0.18890650658116862,0.1513328748516174,0.07420554761814344,0.07675832540053022,0.07420554761814344,0.07675832540053022,0.07420554761814344,0.07675832540053022,0.057882484148237566,0.057882484148237566,0.013362738637857327,0.012137361358364575,0.013362738637857327
VIASCKDE,0.40533829703263613,0.3643939430146714,0.3686162660264446,0.3643939430146714,0.3869184771542706,0.3834332802614116,0.3867031894766101,0.3914432207400277,0.39283080985453744,0.39322627611872407,0.3646292928805268,0.4066541036403975,0.3373265776087489,0.3646292928805268,0.3373265776087489,0.3646292928805268,0.3373265776087489,0.38030654483233284,0.38716137727656147,0.3858200206592453,0.3906704901088633,0.3846650142389423,0.3829247645726993,0.3906598859209815,0.3815751878835731,0.37486465840452504,0.3815751878835731,0.37486465840452504,0.3815751878835731,0.37486465840452504,0.3161350084876932,0.3157126369305426,0.3299460332333174,0.3896398491870311,0.3201759912556697,0.3161043524138073,0.3284537464561758,0.3157981533260809,0.3031700879875051,0.3157981533260809,0.3031700879875051,0.3157981533260809,0.3031700879875051,0.3902120456944013,0.3902120456944013,0.3686162660264446,0.3643939430146714,0.3686162660264446
COP,0.2559369781291817,0.2283283265791442,0.22801564386285988,0.2283283265791442,0.21154765705987344,0.21204804150086204,0.2137114792255683,0.21285412769135367,0.21080603949205762,0.21098345347565245,0.21500430344889704,0.2581317084491433,0.21156717963624455,0.21500430344889704,0.21156717963624455,0.21500430344889704,0.21156717963624455,0.21843718862345338,0.21679116192029124,0.21837757312657846,0.2139701653394845,0.2142149764975943,0.2741616285652078,0.21469095466967392,0.21384301410554374,0.21857428190733985,0.21384301410554374,0.21857428190733985,0.21384301410554374,0.21857428190733985,0.20627030531236648,0.20445045721574429,0.2052363160532433,0.27638436853980025,0.2034665599615525,0.19905747125603845,0.20167296968192058,0.21338237473660296,0.22051116515672764,0.21338237473660296,0.22051116515672764,0.21338237473660296,0.22051116515672764,0.27591062380532433,0.27591062380532433,0.22801564386285988,0.2283283265791442,0.22801564386285988
Sym,0.019584440289908488,0.026623974768042374,0.026496287911084344,0.026623974768042374,0.04188805331111799,0.04347661304521875,0.03888740494179196,0.041254673929822586,0.04217122215332996,0.04305498600613196,0.0392031847625043,0.018641831881127145,0.04444246794813271,0.0392031847625043,0.04444246794813271,0.0392031847625043,0.04444246794813271,0.06751184617635216,0.06386580732707797,0.06781621854608927,0.06339138208850076,0.0646694839901421,0.031873869610362114,0.05966645816084729,0.06219329302735615,0.04872893877903163,0.06219329302735615,0.04872893877903163,0.06219329302735615,0.04872893877903163,0.057557238665428084,0.05683171693450675,0.05903888337350765,0.03227524245855744,0.05866918310428218,0.05660863549233775,0.057544895120722285,0.05246221192928995,0.041880901386651216,0.05246221192928995,0.041880901386651216,0.05246221192928995,0.041880901386651216,0.03460367325795882,0.03460367325795882,0.026496287911084344,0.026623974768042374,0.026496287911084344
CS,1.5979656838933247,1.6232038462820644,1.6215182798248577,1.6232038462820644,1.128559936141255,1.164319312017513,1.1197059624908452,1.1558887959047517,1.1235947796599326,1.1471200863838145,1.161436950726888,1.6258063599281785,1.1988129559647527,1.161436950726888,1.1988129559647527,1.161436950726888,1.1988129559647527,0.8760640373236834,0.9393044462085541,0.8888455943520596,0.9420669298855693,0.9354235936475171,1.5890847706519364,0.983222838321945,0.9407401179629838,0.9948931025772956,0.9407401179629838,0.9948931025772956,0.9407401179629838,0.9948931025772956,0.9420225319522126,0.9659853906529827,0.9371801871935007,1.5684233065747633,0.9757888810049711,0.9981541468347613,1.1136635065730809,1.0288701083719625,1.1083315188417984,1.0288701083719625,1.1083315188417984,1.0288701083719625,1.1083315188417984,1.5716242785985075,1.5716242785985075,1.6215182798248577,1.6232038462820644,1.6215182798248577
SF,0.35144738358136185,0.34646403000873593,0.34633745025164886,0.34646403000873593,0.30835188552361803,0.302677151989706,0.3128922571097956,0.30619667010839935,0.3107078949151618,0.3072206797819058,0.3049069604872193,0.3486789622040011,0.299443160597075,0.3049069604872193,0.299443160597075,0.3049069604872193,0.299443160597075,0.2952107588600841,0.2877465002328944,0.29229640080637664,0.2869116012643672,0.2876348205759651,0.3403494090206497,0.283610227227477,0.2878400191013376,0.27952242167691654,0.2878400191013376,0.27952242167691654,0.2878400191013376,0.27952242167691654,0.261682210583703,0.2599587067794882,0.26179990073553294,0.34295693227525426,0.25863136341849136,0.2584545300317328,0.25205004289104704,0.23743408383007292,0.22987644519614192,0.23743408383007292,0.22987644519614192,0.23743408383007292,0.22987644519614192,0.34195807370821885,0.34195807370821885,0.34633745025164886,0.34646403000873593,0.34633745025164886
SD,951.8962850556067,1052.4362047907355,1052.9721190683965,1052.4362047907355,554.0677157467323,567.6665343880758,550.2867855548626,562.5218387573648,546.6313577350264,556.6865933827877,566.2516932767551,967.3452677084625,578.5112793592918,566.2516932767551,578.5112793592918,566.2516932767551,578.5112793592918,348.09810467915435,353.2017595499677,349.8363973922917,353.6931803977956,355.76041412294853,953.8400312287062,357.5239216725714,352.00699360461965,361.1994109618534,352.00699360461965,361.1994109618534,352.00699360461965,361.1994109618534,276.8190577713214,277.48853701544454,273.4953423013501,946.3084668261203,279.26518899727733,280.16397291921277,302.903729165448,321.6267472360287,327.4567267194596,321.6267472360287,327.4567267194596,321.6267472360287,327.4567267194596,938.1567499014006,938.1567499014006,1052.9721190683965,1052.4362047907355,1052.9721190683965
SDbw,1.554803330263796,1.605893490875776,1.6273847378133708,1.605893490875776,1.1069474615909651,1.1183787154791922,1.0667275494532817,1.068694452694856,1.0983226457442905,1.0986394532095036,1.1132701792795652,1.5662829543225425,1.2125705202665578,1.1132701792795652,1.2125705202665578,1.1132701792795652,1.2125705202665578,0.7286960816238075,0.7561243221489653,0.726596322956411,0.7262025941540089,0.7304680428180516,1.6435655873115615,0.7856851471245039,0.7495203385076044,0.8010028674967669,0.7495203385076044,0.8010028674967669,0.7495203385076044,0.8010028674967669,0.6426608945550965,0.6542062739128072,0.6663244824516047,1.6260471336853661,0.6657349859637425,0.6484797855700686,0.6826556441119752,0.6728405402314176,0.7212136992052122,0.6728405402314176,0.7212136992052122,0.6728405402314176,0.7212136992052122,1.6077653660561215,1.6077653660561215,1.6273847378133708,1.605893490875776,1.6273847378133708
XB*,0.5940115872696872,0.433075451563193,0.42636495626265175,0.433075451563193,0.27362121763047875,0.2695797325025616,0.2960165234505864,0.28490363918031353,0.27671578626615334,0.2783293931915886,0.2401357886882687,0.6142660597062413,0.2501409846894632,0.2401357886882687,0.2501409846894632,0.2401357886882687,0.2501409846894632,0.18895812825440836,0.18591257383598198,0.1736476677755003,0.19029334795064606,0.1873718311280115,0.41733971063001274,0.20469844583121483,0.18291970234195598,0.1878427026340248,0.18291970234195598,0.1878427026340248,0.18291970234195598,0.1878427026340248,0.316928393597041,0.3538106272583208,0.33266690910142677,0.4094147779991097,0.39205682067510456,0.3957907460777803,0.3981961677147249,0.2841575976526873,0.33479196183950644,0.2841575976526873,0.33479196183950644,0.2841575976526873,0.33479196183950644,0.3929214063136619,0.3929214063136619,0.42636495626265175,0.433075451563193,0.42636495626265175
S,0.3412633866559466,0.37542399401928256,0.3758193465989741,0.37542399401928256,0.41347411896227265,0.4116576045702616,0.4057357768055899,0.41092226367003926,0.4147837057432715,0.41405852102561697,0.41213753431927025,0.3373972510901128,0.40879282768638253,0.41213753431927025,0.40879282768638253,0.41213753431927025,0.40879282768638253,0.4149510184774268,0.43885304044392626,0.42579731521430586,0.4399357098705599,0.4366875898082187,0.3741480296551714,0.44438535966291387,0.43768323938575004,0.43879696410796326,0.43768323938575004,0.43879696410796326,0.43768323938575004,0.43879696410796326,0.370178032222297,0.38144980843363396,0.37932539813774857,0.3803572925631259,0.3843054800795228,0.38525955264614437,0.39619207199190204,0.3867921221503464,0.372803345171181,0.3867921221503464,0.372803345171181,0.3867921221503464,0.372803345171181,0.38101358634641164,0.38101358634641164,0.3758193465989741,0.37542399401928256,0.3758193465989741
DB,1.099619039148656,1.0972749185263422,1.0973814618223356,1.0972749185263422,0.8047640314820107,0.8165200377698669,0.8076147114912052,0.8112282050126557,0.7991806199917643,0.8051373073197142,0.8069475892368997,1.1233471421528805,0.8423210572946452,0.8069475892368997,0.8423210572946452,0.8069475892368997,0.8423210572946452,0.644704261167024,0.6603282694112477,0.6438240921409286,0.6690399815285712,0.6613930893078189,1.1235453779414701,0.688409295375493,0.6752479532029937,0.703909402499603,0.6752479532029937,0.703909402499603,0.6752479532029937,0.703909402499603,0.7367468370434856,0.7483016218558809,0.7164341652340174,1.1048815927984754,0.740980008569349,0.742804939832941,0.7794518171386043,0.7873461409961975,0.8268821334065481,0.7873461409961975,0.8268821334065481,0.7873461409961975,0.8268821334065481,1.1090720992721517,1.1090720992721517,1.0973814618223356,1.0972749185263422,1.0973814618223356
