,labels_ring_outliers_MeanShift_params1,labels_ring_outliers_MeanShift_params10,labels_ring_outliers_MeanShift_params11,labels_ring_outliers_MeanShift_params12,labels_ring_outliers_MeanShift_params13,labels_ring_outliers_MeanShift_params14,labels_ring_outliers_MeanShift_params15,labels_ring_outliers_MeanShift_params16,labels_ring_outliers_MeanShift_params17,labels_ring_outliers_MeanShift_params18,labels_ring_outliers_MeanShift_params19,labels_ring_outliers_MeanShift_params2,labels_ring_outliers_MeanShift_params20,labels_ring_outliers_MeanShift_params21,labels_ring_outliers_MeanShift_params22,labels_ring_outliers_MeanShift_params23,labels_ring_outliers_MeanShift_params24,labels_ring_outliers_MeanShift_params25,labels_ring_outliers_MeanShift_params26,labels_ring_outliers_MeanShift_params27,labels_ring_outliers_MeanShift_params28,labels_ring_outliers_MeanShift_params29,labels_ring_outliers_MeanShift_params3,labels_ring_outliers_MeanShift_params30,labels_ring_outliers_MeanShift_params31,labels_ring_outliers_MeanShift_params32,labels_ring_outliers_MeanShift_params4,labels_ring_outliers_MeanShift_params5,labels_ring_outliers_MeanShift_params6,labels_ring_outliers_MeanShift_params7,labels_ring_outliers_MeanShift_params8,labels_ring_outliers_MeanShift_params9
B,0.007537573066003635,0.025602931562092333,0.029245911172642237,0.027157024562673913,0.015970123358030358,0.010157723768881945,0.028976649328288136,0.025602931562092333,0.03148406359275269,0.030270972950803533,0.02838617045654813,0.004202189570356822,0.02565551190911679,0.03621648732791336,0.033130190960206606,0.048562004765306595,0.02988226819605131,0.04266416440783139,0.02978061658823649,0.04818849957898534,0.04311774643892192,0.059210047075898935,0.015423483476900365,0.060479021087053414,0.0487195980826661,0.048714023195272606,0.01328450459102548,0.02412885863774153,0.024072648019151648,0.015970123358030358,0.010157723768881945,0.028976649328288136
BH,0.17806431939307743,1.4382440001006134,1.8693234208213638,1.6358409900408997,0.6223652813825036,0.3118286960730231,1.860819658681302,1.4382440001006134,2.3166596319740846,2.044342892486138,1.8204380622993028,0.07443741887993215,1.4280181612147713,2.911660562480174,2.430854678854865,5.095190659081263,2.0211189055566656,3.97103348822582,2.008426598838697,5.035341720926353,4.009662866874661,7.027024931954969,0.6051224848621005,7.196900152330957,5.07070578205091,5.090005495821057,0.3982907168667147,1.1689667586716228,1.1719440940385843,0.6223652813825036,0.3118286960730231,1.860819658681302
D,0.22983132591971203,0.33062203152122904,0.3110511965020339,0.290769026220189,0.2660041962976521,0.291462954579529,0.2750190305892033,0.33062203152122904,0.4180893710753415,0.34559175274146064,0.3192479440671793,0.3523020857633526,0.3261589116489973,0.2909192560602328,0.33249345191809737,0.3536895573927872,0.39190770107723416,0.41406146061030324,0.39439039516045854,0.43731600361074624,0.3630478171336718,0.3719383577586168,0.32392603266604786,0.2965202726261652,0.4424728256253387,0.38235198000480175,0.2617114202622975,0.29863004441985364,0.29242008302679084,0.2660041962976521,0.291462954579529,0.2750190305892033
H,2.9044830266071773,1.3215154663144126,1.0747193498438596,1.1830644003678978,2.0340637114343973,2.351106950853768,1.0807781664027072,1.3215154663144126,0.9635560000386292,1.1127470811970923,1.054381393166161,4.003359343536991,1.2275701705474638,0.9365160022387564,1.0016501080129572,0.7608007974370529,1.0335630610469118,0.8003387081793227,1.0377387943729124,0.742696771526509,0.8225297503436833,0.7515491031654025,1.9669627570177666,0.7666943941618451,0.7428498026564712,0.7490796739095631,2.4988245307826906,1.3470558045480798,1.3985988748162879,2.0340637114343973,2.351106950853768,1.0807781664027072
DBCV,-0.3943693525301939,0.3124669551440056,0.3281820654342323,0.2913505419979466,-0.4280200764280117,-0.3179359629433774,0.35844047024195025,0.3124669551440056,0.253619544454548,0.2791777794696475,0.336192867375242,-0.36938161597543784,0.23614281162410392,0.29742154270221277,0.32757730428635246,0.15896612667615798,0.40958590928430466,0.2131297438129556,0.3518722802103014,0.13756115720788029,0.1425228928238307,0.10915850669353588,-0.34673160114278073,0.11855692574558166,0.18188327626849654,0.2253511813707136,-0.42783511527612805,0.42478106566177076,0.2673053136073935,-0.4280200764280117,-0.3179359629433774,0.35844047024195025
I,0.3644190900381819,0.2882370108517051,0.3176397079956872,0.30474040448061607,0.33072704144859055,0.3635821258649253,0.3217404024893073,0.2882370108517051,0.3916972048272936,0.3594010859150333,0.32651122890119455,0.40246271169576725,0.29172816194302226,0.39875006900338117,0.3805268639511988,0.5549543208405047,0.3573591975565107,0.5103661739809754,0.36354723277375073,0.556988230821867,0.5077183324033566,0.586717541411216,0.3385926952712264,0.5769769392639833,0.5533368074100976,0.5543570766538511,0.25449308012870303,0.2605348634155915,0.2585591585549486,0.33072704144859055,0.3635821258649253,0.3217404024893073
C,0.015797202365653736,0.0068309617393599075,0.006181108633292673,0.006565258828200642,0.017395590095685292,0.016156266776997365,0.006166101522848811,0.0068309617393599075,0.0056544338716433195,0.006155518797779149,0.00597404874308335,0.00929018884411236,0.00676892430836646,0.006455883875035883,0.006305702168008506,0.00813287699124569,0.006057296971328754,0.006901892230359013,0.005981887474742865,0.00781444410098939,0.007080017696832277,0.010877351170520883,0.017240523583603923,0.011541366328980167,0.007910146210661126,0.008083307306584277,0.018427538186554224,0.0073139693126966126,0.007504709452544269,0.017395590095685292,0.016156266776997365,0.006166101522848811
CDbw,3.096194297432982,2.41826865292859,2.6013147400717878,2.352539636754034,2.928656959737816,2.8912924161178024,2.7925442584912483,2.41826865292859,2.6025360296377147,1.934476213232101,3.044429839604228,4.010861301775327,2.282085607423883,2.906813933365237,1.9686518503876096,1.826421989131611,2.430269913341649,1.5648148672086075,2.4306250350327527,1.6736595651307462,1.4652159628973092,2.2230186940553938,2.6083671567152233,2.220586889602523,1.691088068643503,1.9069905205033266,3.3886718219989693,2.3915385721216857,2.1835012676416494,2.928656959737816,2.8912924161178024,2.7925442584912483
VIASCKDE,0.5798205508930182,0.7069842978119097,0.7120608410818983,0.7012089937569225,0.6690053047394563,0.6317678564584728,0.7159952356430053,0.7069842978119097,0.7235364557277261,0.7147002484784867,0.7064349051999628,0.5392128717982767,0.6999078112854514,0.7280308621410234,0.7177943152112689,0.7305160433086023,0.720301014629653,0.7178736768471322,0.7210624959779818,0.7236938757041612,0.7278702743345933,0.7319779414216433,0.6649029168354704,0.7338080234566634,0.7337534067965248,0.7345532621009351,0.6334491102949628,0.7155185730348473,0.6840987425066292,0.6690053047394563,0.6317678564584728,0.7159952356430053
COP,0.18531602457632818,0.3072235303134691,0.3162231789427885,0.31276454237825013,0.22282083228909347,0.18486111401475022,0.31591554904434344,0.3072235303134691,0.321368430343064,0.31679804894104163,0.314991805892209,0.14799487410030376,0.30584216637926337,0.3312224913413176,0.3235424981906484,0.3477724813947262,0.3158968570677562,0.33726816912335983,0.31596763754175816,0.3474064589502175,0.33729741440691263,0.3654253887731952,0.22198876051578667,0.36698617892983293,0.3481875064321974,0.34812856990606794,0.21150408226175313,0.2989159503981561,0.2988940553768155,0.22282083228909347,0.18486111401475022,0.31591554904434344
Sym,0.058611188453847725,0.07398818707604357,0.06505267784228858,0.06805005674569671,0.03272833566093279,0.04731854680100881,0.06647015500334374,0.07398818707604357,0.044859940048768615,0.04324388019972605,0.06849778113984535,0.08558200052416752,0.07210257464640257,0.0402255752899473,0.03965880561390239,0.027444984840906732,0.04270568467261559,0.028780146320091553,0.04430481119894071,0.02717429067181754,0.027475578621315232,0.023051914715013368,0.03306706678918457,0.022106713176306317,0.026191209824257454,0.026380369539516123,0.027890189990454402,0.07549435630547442,0.07503669478228933,0.03272833566093279,0.04731854680100881,0.06647015500334374
CS,0.6684249232251818,0.6459847058367179,0.6399550005287349,0.6299607311742684,0.6976627250067221,0.676002790673488,0.6393453179303881,0.6459847058367179,0.6452917182848201,0.6527007844341749,0.6296956834060573,0.6732652565804658,0.6255445082066169,0.6680864242771124,0.6569873640164139,0.7079690437615808,0.6301504555919598,0.6774808615276003,0.6333951251258599,0.7010303749632035,0.6947148288671371,0.7504301507270914,0.6859555649772298,0.7574423404854473,0.695927594953329,0.7001890122945281,0.6733653343606589,0.6071986119542045,0.6233726940090812,0.6976627250067221,0.676002790673488,0.6393453179303881
SF,0.15379410651727943,0.17641280015314864,0.17934385082785897,0.17525305574022276,0.16637975067862176,0.1559881938915625,0.17941799865295338,0.17641280015314864,0.17934331445030305,0.17554750403196517,0.18060151571843264,0.1367712663870465,0.1762270067184506,0.18034211074327489,0.17812816650603291,0.18415792326023028,0.17651210368078762,0.18092713650515535,0.17584636004621468,0.18320365464694155,0.18204658603201374,0.185431897843495,0.16871556728445314,0.184963906222536,0.18422041302458958,0.18452712389016124,0.1542835355138208,0.17914013066198642,0.17460043401562564,0.16637975067862176,0.1559881938915625,0.17941799865295338
SD,732971.5169057343,2552616.509227142,3299934.734881236,2947400.8005226715,1586155.911280517,1075878.3362494854,3321921.9632846788,2552616.509227142,4086602.47687088,3604513.239221152,3242070.3540612254,477231.11057597696,2543464.8308901824,4959333.944658175,4215474.300833243,8044829.737652984,3511551.4773158086,6494816.939592432,3533024.051789521,8021218.709815499,6478645.151284413,10688558.370196449,1549451.0749704654,10873630.62599645,7998454.423609013,8006842.9081204925,996105.6369479118,1935372.1570804974,1983470.6095241911,1586155.911280517,1075878.3362494854,3321921.9632846788
SDbw,0.06833064892314651,0.13435689377069668,0.15222996616967285,0.14778534641543634,0.10054762311543897,0.0797661443465615,0.15618971302779006,0.13435689377069668,0.1814586585046722,0.16977248057823252,0.1520279889043531,0.05625310828373539,0.1335150765957772,0.20088656316374817,0.1835001545403466,0.3101463475393964,0.17151071764134213,0.26431479497875665,0.17414330894297755,0.30975909286327863,0.266783125090626,0.3862141328598008,0.09781584188093084,0.38899850080993303,0.3074620628652745,0.31325807700441843,0.07567967565769211,0.10896596882449396,0.1160890255929685,0.10054762311543897,0.0797661443465615,0.15618971302779006
XB*,0.37574580800832114,0.2854720983761187,0.3180063919138415,0.28004533018851546,0.44809585151878795,0.26712464363458593,0.276267366328556,0.2854720983761187,0.2007587323365396,0.26832808650693285,0.2374589715275294,0.29259583853460613,0.26458363885018826,0.3093444059776909,0.28667892735405065,0.21189268228526947,0.2511804565762596,0.19621849853385545,0.23157364078877604,0.1538173980497027,0.21705261933531952,0.22523630732840558,0.2891565724379001,0.25195674868805085,0.16551129417942662,0.18136640402947277,0.4530999641730159,0.36367512674239383,0.3814378423805433,0.44809585151878795,0.26712464363458593,0.276267366328556
S,0.46384597376263287,0.5832102158473701,0.585687733804719,0.5813280073291823,0.4744876282346633,0.47494366630503776,0.5852694274394742,0.5832102158473701,0.5874489429421034,0.5789233472564854,0.5882689572638149,0.45420729285922123,0.5834286018200192,0.5838703354398489,0.5808381142837938,0.5854348998740445,0.5847212773292209,0.5838488179281375,0.5848500700223088,0.5859242271508109,0.5846713523391442,0.5819827097885889,0.4766347200598713,0.58009982894786,0.5856001067739448,0.5852427306429299,0.4676196113734453,0.5890587018215008,0.5810166141291743,0.4744876282346633,0.47494366630503776,0.5852694274394742
DB,0.5250179218215852,0.4861536185505711,0.4762367207348733,0.4834147731113036,0.5290014126298584,0.528020823372488,0.47536161011628947,0.4861536185505711,0.49882046822002385,0.5016332759656007,0.473466659462245,0.5623671819047472,0.47946644677350236,0.5044801199018224,0.5056688357593175,0.5331114521646921,0.5018679852289163,0.5217566439221534,0.4988438395152072,0.5303297443252403,0.5271937034687499,0.5519435989055335,0.5239483835476282,0.5608863098829174,0.5306578104581878,0.5300349452453458,0.5428209624317326,0.4694597080385822,0.47818501159179627,0.5290014126298584,0.528020823372488,0.47536161011628947
CH,2398.931001806875,1123.4819356813455,1112.5313269215676,1116.131372936806,1558.7219622092086,2061.4036315638045,1117.9468030993096,1123.4819356813455,1204.9884714424948,1173.361301257259,1144.3537121354127,3508.5476520491065,1131.9804051122715,1121.4040823201815,1144.4000099061166,1147.9333705175645,1187.7420342985479,1194.708530731341,1195.7418978718572,1163.0943701599163,1182.1067619210687,1044.306774803994,1604.5050566277705,1016.2108416376337,1154.0926491642797,1149.232775479796,1488.0413956152897,1102.8519693472647,1099.9074712321024,1558.7219622092086,2061.4036315638045,1117.9468030993096
AD-S,0.15493922069896549,0.57018283144097,0.5868145144511432,0.5696370431910988,0.11183153834363918,0.11313322680064376,0.5765069486096386,0.57018283144097,0.5771006088783397,0.5539775901844861,0.5618423540343752,0.16823806264891583,0.5839849118899251,0.5752691788553246,0.54488244811909,0.5556040996840111,0.5800512151603409,0.549156562109026,0.5592940223267645,0.553566736292647,0.5618577048815067,0.5497334181639603,0.11819933143220678,0.5462322596908434,0.555494361004968,0.5551846316566019,0.11167697818270271,0.5722371198733641,0.5883621563589441,0.11183153834363918,0.11313322680064376,0.5765069486096386
AD-DB,1.4742198560040536,1.3545397341908225,1.2613562038354338,1.3288419282717665,1.4955109197592578,1.580422569234781,1.2587431482018052,1.3545397341908225,2.5349055520383006,2.5410056114648327,1.2955897122871474,1.5345023014234487,1.2688411716267334,2.558085387286724,2.2580886398391966,3.129394332035973,2.360317559041737,3.2254956211250345,2.5175144024793066,3.151512353490393,3.2636037875854482,3.0501938204335524,1.5099787892904892,3.084723613379958,3.209022401922346,3.132684003508364,1.5901699947542285,1.4262102456417132,1.2858748749798485,1.4955109197592578,1.580422569234781,1.2587431482018052
AD-CH,424.24089761022327,746.2348836768198,850.6054621586073,775.3035481024805,582.4529249054573,492.0563539853903,847.9532964685633,746.2348836768198,821.1248314174096,731.0047795586065,831.5609359548204,345.6429047917304,756.6425414137886,883.6441984605399,785.1985706615337,916.0852740319929,755.1608914763775,811.5660438398351,731.8771919097239,908.9023898275822,821.8021779353857,1033.0524436399317,597.3711191967855,1030.9690430213725,910.8380583721945,915.6249329650005,471.6245290753714,677.7340935431436,683.5423127850185,582.4529249054573,492.0563539853903,847.9532964685633
AD-idea,84226490.03686482,34101006.76682363,38404917.6733056,28705802.90524004,2403769.836020277,8606942.85557903,28450149.76226203,34101006.76682363,904092.4997897776,704478.1557550384,19351009.977923937,622080159.474854,48840824.06917878,901545.7987061216,353181.06835545786,5968.131140011826,1028048.165263417,6804.510763298532,680665.8356096314,5489.437174995072,7690.098852552856,4317.241651351706,3777261.2809772003,4705.928111433767,5603.102590509954,5826.89830140292,9516258.469489237,52530415.589972,95833794.83277704,2403769.836020277,8606942.85557903,28450149.76226203
