,labels_mk2_MeanShift_params1,labels_mk2_MeanShift_params10,labels_mk2_MeanShift_params11,labels_mk2_MeanShift_params12,labels_mk2_MeanShift_params13,labels_mk2_MeanShift_params14,labels_mk2_MeanShift_params15,labels_mk2_MeanShift_params16,labels_mk2_MeanShift_params18,labels_mk2_MeanShift_params19,labels_mk2_MeanShift_params2,labels_mk2_MeanShift_params20,labels_mk2_MeanShift_params26,labels_mk2_MeanShift_params3,labels_mk2_MeanShift_params4,labels_mk2_MeanShift_params5,labels_mk2_MeanShift_params6,labels_mk2_MeanShift_params7,labels_mk2_MeanShift_params8,labels_mk2_MeanShift_params9
AMI,0.013377402072946278,0.0038819008055459053,0.00798433116807818,0.0036406621690788783,0.006613196128656652,0.011511201729212474,0.004219431501503067,0.0038819008055459053,0.005234323062452794,0.004542190621766264,0.012587756580696422,0.004542190621766264,0.002219789810572576,0.005907667741264171,0.010035089227713467,0.004149595878550204,0.004148729984713077,0.006613196128656652,0.011511201729212474,0.004219431501503067
