,labels_mk2_MeanShift_params1,labels_mk2_MeanShift_params10,labels_mk2_MeanShift_params11,labels_mk2_MeanShift_params12,labels_mk2_MeanShift_params13,labels_mk2_MeanShift_params14,labels_mk2_MeanShift_params15,labels_mk2_MeanShift_params16,labels_mk2_MeanShift_params18,labels_mk2_MeanShift_params19,labels_mk2_MeanShift_params2,labels_mk2_MeanShift_params20,labels_mk2_MeanShift_params26,labels_mk2_MeanShift_params3,labels_mk2_MeanShift_params4,labels_mk2_MeanShift_params5,labels_mk2_MeanShift_params6,labels_mk2_MeanShift_params7,labels_mk2_MeanShift_params8,labels_mk2_MeanShift_params9
cSIL,0.806696043186667,0.8167747929835657,0.8021464024931817,0.8139973810977655,0.7893510187320804,0.7411099506953259,0.8230674742251515,0.8167747929835657,0.7294542408425917,0.824227649895254,0.8137859258909032,0.824227649895254,0.8040738198247234,0.7596814691730907,0.812995673641327,0.8196541049544159,0.8160496381842688,0.7893510187320804,0.7411099506953259,0.8230674742251515
GD43,3.498842615129037,2.2776660561395516,1.9628896191683183,2.3056888622982274,1.7943526944072852,1.600913100966779,2.2371299542556105,2.2776660561395516,1.4077880074796711,2.264007054839663,2.4040059143683083,2.264007054839663,1.9391127156582844,1.8209914649493113,2.7984434917569048,2.663102157966446,2.5045320120936725,1.7943526944072852,1.600913100966779,2.2371299542556105
GD53,0.2036527179152192,0.3285255540760596,0.33480677215508564,0.30244415296572436,0.23170351841357292,0.18460052453016362,0.4182721868558339,0.3285255540760596,0.4609443151195881,0.3636483126297633,0.1333814578785232,0.3636483126297633,0.37901575516081115,0.1305410890588068,0.14905184726475873,0.38638106800412003,0.3701531739341601,0.23170351841357292,0.18460052453016362,0.4182721868558339
PS,-3.5170451460810397,2.638123084473479,2.787407233831175,2.492216177117854,1.6534675215552568,0.2763758734082746,2.300563323914707,2.638123084473479,1.758700858667774,2.6751651458890935,-2.7521986668103815,2.6751651458890935,2.240522638906463,0.7116580375773884,-1.006134847208596,2.6204862376183815,2.4987313779024714,1.6534675215552568,0.2763758734082746,2.300563323914707
rCIP,6.872564995663234,0.3566835764566903,0.2830170371751276,0.36431032704006916,0.6944369585675543,1.1565992733282606,0.10662780826726807,0.3566835764566903,0.04462519070552384,0.34066743429880175,10.211319189295779,0.34066743429880175,0.1329829452128186,2.1791513170799077,5.01059651098144,0.6500892493027745,0.6418255198739219,0.6944369585675543,1.1565992733282606,0.10662780826726807
WB,1.2062882755259698,1.6072104086385193,1.6352817073561121,1.6262786126302478,1.488391307608222,1.6903422934220838,1.87844978119946,1.6072104086385193,3.026018622166707,1.5474974188334611,1.204194045554139,1.5474974188334611,2.0195256828537946,1.494336356435112,1.2515561632574306,1.3896405668021634,1.4032519145950773,1.488391307608222,1.6903422934220838,1.87844978119946
XB,0.3295306718408323,0.24186218127721917,0.29337125799184655,0.2368390530943043,0.4485749368429545,0.507249436301734,0.2216637015162686,0.24186218127721917,0.3733365605191286,0.25352645548007474,0.4429327175887932,0.25352645548007474,0.2547542200860416,0.41296560695063805,0.31515812081113936,0.25561478469556204,0.26789924481006927,0.4485749368429545,0.507249436301734,0.2216637015162686
SSE,31.60123608731765,136.70999326052458,138.40485545064445,137.86311742106847,94.79882910820743,92.77098204924258,183.65050590757068,136.70999326052458,287.15863593738567,133.04764850126185,27.086262573383316,133.04764850126185,191.89385987397696,67.91532162267873,39.139075552409125,103.7290579428062,104.52241464946289,94.79882910820743,92.77098204924258,183.65050590757068
RS,-0.11119589265007783,-0.09760128954870216,-0.14652671755239632,-0.09950085312399938,-0.12979309306865405,-0.19681417921902158,-0.14215649267565406,-0.09760128954870216,-0.1910138562692631,-0.08495118836877989,-0.10340316186984382,-0.08495118836877989,-0.17267262099414074,-0.16374712814164533,-0.11521346126084724,-0.07542258501426674,-0.08057468991925648,-0.12979309306865405,-0.19681417921902158,-0.14215649267565406
DH,0.22934814538409304,0.44127851481129343,0.45068549000879404,0.4427687836442064,0.3734898913021449,0.35665739041567024,0.5016707010507184,0.44127851481129343,0.6076620008344743,0.4393373060263685,0.21440653242934968,0.4393373060263685,0.5126828073895018,0.31719663305486095,0.2554058572967393,0.40248476884917417,0.4029323016774101,0.3734898913021449,0.35665739041567024,0.5016707010507184
B,0.06091849896228496,0.3010766092745067,0.3092848257317432,0.30262291446925865,0.1959089792287914,0.19801213360614184,0.40921128863543005,0.3010766092745067,0.7385709913545301,0.2876370030515563,0.05752197911031046,0.2876370030515563,0.44253534730642036,0.1464511688970994,0.08021006323799056,0.22329372597549602,0.22536919029513186,0.1959089792287914,0.19801213360614184,0.40921128863543005
BH,1.8588962404304499,34.177498315131146,34.60121386266111,34.46577935526712,15.799804851367904,13.25299743560608,61.216835302523556,34.177498315131146,143.57931796869283,33.26191212531546,1.3543131286691654,33.26191212531546,63.96461995799231,7.546146846964302,2.7956482537435092,20.745811588561242,20.904482929892577,15.799804851367904,13.25299743560608,61.216835302523556
D,0.21166859580790995,0.24997268006557194,0.2128055644212591,0.21844674891230142,0.21161601515438166,0.14409191376073258,0.2919430223758881,0.24997268006557194,0.3319561064882238,0.2663106850093943,0.1672218729684375,0.2663106850093943,0.2549383559326493,0.1301866709504052,0.2183979362238189,0.26178850089292816,0.22936279854241337,0.21161601515438166,0.14409191376073258,0.2919430223758881
H,3.190226952936135,0.7005504341938296,0.7703346611886251,0.705342790024141,1.2008416595530111,1.6890380527702173,0.5258020644244541,0.7005504341938296,0.5383701669365963,0.6846731623975048,3.595429843180851,0.6846731623975048,0.5721990861555504,1.9668011335760691,2.500515518279504,0.8926323987107975,0.9074433325179125,1.2008416595530111,1.6890380527702173,0.5258020644244541
DBCV,-0.9306453062289144,-0.9534217233371349,-0.9363535098300451,-0.9740550652585374,-0.9187239547477241,-0.9497320391333237,-0.8679470275180207,-0.9534217233371349,-0.9820856333585352,-0.9584386558191937,-0.9649548284498717,-0.9584386558191937,-0.9513531378844499,-0.9608908275329674,-0.9605308361831547,-0.9514111986397235,-0.9597190866724191,-0.9187239547477241,-0.9497320391333237,-0.8679470275180207
I,0.1615801894007629,0.318533756932428,0.3159345679416213,0.31073267996612053,0.2892245939744001,0.22630856699384025,0.2894718685038895,0.318533756932428,0.3426616686921462,0.3411051885103932,0.14071954694066005,0.3411051885103932,0.2818861609102618,0.24563391456753245,0.1808123842170833,0.27352292302255476,0.2718766546203946,0.2892245939744001,0.22630856699384025,0.2894718685038895
C,0.03772116376253757,0.09859155266290034,0.10014807632070362,0.1033079162562771,0.08047274595035925,0.09082898391067258,0.12241033804910406,0.09859155266290034,0.19784624221944608,0.09365057560477179,0.036449767372565306,0.09365057560477179,0.13839275103087126,0.07129027264871288,0.04798949356507525,0.07860798044037344,0.07945719491255668,0.08047274595035925,0.09082898391067258,0.12241033804910406
CDbw,0.18430558083106907,0.07257582805957856,0.07137554559466038,0.0801655847559804,0.09266059972762701,0.113836186129797,0.025618672950131958,0.07257582805957856,0.013928390955102048,0.0790301170001983,0.22124850671368287,0.0790301170001983,0.006769243384412018,0.08209479099997719,0.14934792471821795,0.08215104503013777,0.06981371723683723,0.09266059972762701,0.113836186129797,0.025618672950131958
