,labels_aggregation_MeanShift_params1,labels_aggregation_MeanShift_params10,labels_aggregation_MeanShift_params11,labels_aggregation_MeanShift_params12,labels_aggregation_MeanShift_params13,labels_aggregation_MeanShift_params14,labels_aggregation_MeanShift_params15,labels_aggregation_MeanShift_params16,labels_aggregation_MeanShift_params17,labels_aggregation_MeanShift_params18,labels_aggregation_MeanShift_params19,labels_aggregation_MeanShift_params2,labels_aggregation_MeanShift_params20,labels_aggregation_MeanShift_params21,labels_aggregation_MeanShift_params22,labels_aggregation_MeanShift_params23,labels_aggregation_MeanShift_params24,labels_aggregation_MeanShift_params25,labels_aggregation_MeanShift_params26,labels_aggregation_MeanShift_params3,labels_aggregation_MeanShift_params4,labels_aggregation_MeanShift_params5,labels_aggregation_MeanShift_params6,labels_aggregation_MeanShift_params7,labels_aggregation_MeanShift_params8,labels_aggregation_MeanShift_params9
BARI_nn,0.6578429771928663,0.6646026725948317,0.6649281634217422,0.6728086871971709,0.8336209303161252,0.8604066816673743,0.6649281634217422,0.6646026725948317,0.5167235120490946,0.6652596672889235,0.6642831714295984,0.6841111055933773,0.6646026725948317,0.5167235120490946,0.7100997665625278,0.49951638575436746,0.49951638575436746,0.30276583160807835,0.30276583160807835,0.8254133358909084,0.8495426123157143,0.8410586769896634,0.8754341957827171,0.8336209303161252,0.8604066816673743,0.6649281634217422
