,labels_ring_outliers_MeanShift_params1,labels_ring_outliers_MeanShift_params10,labels_ring_outliers_MeanShift_params11,labels_ring_outliers_MeanShift_params12,labels_ring_outliers_MeanShift_params13,labels_ring_outliers_MeanShift_params14,labels_ring_outliers_MeanShift_params15,labels_ring_outliers_MeanShift_params16,labels_ring_outliers_MeanShift_params17,labels_ring_outliers_MeanShift_params18,labels_ring_outliers_MeanShift_params19,labels_ring_outliers_MeanShift_params2,labels_ring_outliers_MeanShift_params20,labels_ring_outliers_MeanShift_params21,labels_ring_outliers_MeanShift_params22,labels_ring_outliers_MeanShift_params23,labels_ring_outliers_MeanShift_params24,labels_ring_outliers_MeanShift_params25,labels_ring_outliers_MeanShift_params26,labels_ring_outliers_MeanShift_params27,labels_ring_outliers_MeanShift_params28,labels_ring_outliers_MeanShift_params29,labels_ring_outliers_MeanShift_params3,labels_ring_outliers_MeanShift_params30,labels_ring_outliers_MeanShift_params31,labels_ring_outliers_MeanShift_params32,labels_ring_outliers_MeanShift_params4,labels_ring_outliers_MeanShift_params5,labels_ring_outliers_MeanShift_params6,labels_ring_outliers_MeanShift_params7,labels_ring_outliers_MeanShift_params8,labels_ring_outliers_MeanShift_params9
ARI_nn,0.16491549262872957,0.5524881136446657,0.5607897675473015,0.5561100887906455,0.292128869531402,0.20664262989701362,0.5605667921262558,0.5524881136446657,0.5618000165964351,0.5577749559333661,0.5598619936294069,0.10449300836107293,0.5523366677087718,0.5696320646120743,0.5625260818605078,0.57940921586897,0.5572552560579748,0.571016128009396,0.5571995121574698,0.5793623544562819,0.5716757668658641,0.5929564534251873,0.29142717786490285,0.5939485081353034,0.5806093073108403,0.5801661007221437,0.28265346486702775,0.5479834839706799,0.5473654137526308,0.292128869531402,0.20664262989701362,0.5605667921262558
