,labels_parabolic_SpectralClustering_params1,labels_parabolic_SpectralClustering_params10,labels_parabolic_SpectralClustering_params11,labels_parabolic_SpectralClustering_params12,labels_parabolic_SpectralClustering_params13,labels_parabolic_SpectralClustering_params14,labels_parabolic_SpectralClustering_params15,labels_parabolic_SpectralClustering_params16,labels_parabolic_SpectralClustering_params17,labels_parabolic_SpectralClustering_params18,labels_parabolic_SpectralClustering_params19,labels_parabolic_SpectralClustering_params2,labels_parabolic_SpectralClustering_params20,labels_parabolic_SpectralClustering_params21,labels_parabolic_SpectralClustering_params22,labels_parabolic_SpectralClustering_params23,labels_parabolic_SpectralClustering_params24,labels_parabolic_SpectralClustering_params25,labels_parabolic_SpectralClustering_params26,labels_parabolic_SpectralClustering_params27,labels_parabolic_SpectralClustering_params28,labels_parabolic_SpectralClustering_params29,labels_parabolic_SpectralClustering_params3,labels_parabolic_SpectralClustering_params30,labels_parabolic_SpectralClustering_params31,labels_parabolic_SpectralClustering_params32,labels_parabolic_SpectralClustering_params33,labels_parabolic_SpectralClustering_params34,labels_parabolic_SpectralClustering_params35,labels_parabolic_SpectralClustering_params36,labels_parabolic_SpectralClustering_params4,labels_parabolic_SpectralClustering_params5,labels_parabolic_SpectralClustering_params6,labels_parabolic_SpectralClustering_params7,labels_parabolic_SpectralClustering_params8,labels_parabolic_SpectralClustering_params9
BARI_nn,0.6557555083635614,0.5863420351978809,0.5863420351978809,0.5863420351978809,0.5083535791528684,0.4046987415394382,0.4576313549220331,0.4533504661214679,0.3519398965758565,0.36262195377761447,0.37962130047578246,0.6557555083635614,0.31104957441066927,0.37962130047578246,0.31104957441066927,0.37962130047578246,0.31104957441066927,0.3714905038784859,0.32451014918876997,0.34665258408331406,0.31352246639576076,0.3464612834833986,0.6300659237624295,0.30082015516080274,0.28390983003262105,0.26997549702623114,0.28390983003262105,0.26997549702623114,0.28390983003262105,0.26997549702623114,0.6332490852037138,0.6237234443352678,0.6237234443352678,0.5863420351978809,0.5863420351978809,0.5863420351978809
