,labels_s3_DBSCAN_params1,labels_s3_DBSCAN_params10,labels_s3_DBSCAN_params11,labels_s3_DBSCAN_params12,labels_s3_DBSCAN_params13,labels_s3_DBSCAN_params14,labels_s3_DBSCAN_params15,labels_s3_DBSCAN_params16,labels_s3_DBSCAN_params17,labels_s3_DBSCAN_params18,labels_s3_DBSCAN_params19,labels_s3_DBSCAN_params20,labels_s3_DBSCAN_params5,labels_s3_DBSCAN_params6,labels_s3_DBSCAN_params9
VMI,0.009082498758470746,0.207374307887766,0.16704093784629,0.10150180035006684,0.5572332186778989,0.4275428720757567,0.3510253164156682,0.31914163511103427,0.020296264938462046,0.3026249966678815,0.5213376723160679,0.6193007902352564,0.14859647045052543,0.07029822929382373,0.32071182866386877
