,labels_s2_HDBSCAN_params1,labels_s2_HDBSCAN_params10,labels_s2_HDBSCAN_params11,labels_s2_HDBSCAN_params12,labels_s2_HDBSCAN_params13,labels_s2_HDBSCAN_params14,labels_s2_HDBSCAN_params15,labels_s2_HDBSCAN_params16,labels_s2_HDBSCAN_params17,labels_s2_HDBSCAN_params18,labels_s2_HDBSCAN_params19,labels_s2_HDBSCAN_params2,labels_s2_HDBSCAN_params20,labels_s2_HDBSCAN_params21,labels_s2_HDBSCAN_params22,labels_s2_HDBSCAN_params23,labels_s2_HDBSCAN_params24,labels_s2_HDBSCAN_params25,labels_s2_HDBSCAN_params26,labels_s2_HDBSCAN_params27,labels_s2_HDBSCAN_params28,labels_s2_HDBSCAN_params29,labels_s2_HDBSCAN_params3,labels_s2_HDBSCAN_params30,labels_s2_HDBSCAN_params31,labels_s2_HDBSCAN_params32,labels_s2_HDBSCAN_params33,labels_s2_HDBSCAN_params34,labels_s2_HDBSCAN_params35,labels_s2_HDBSCAN_params36,labels_s2_HDBSCAN_params37,labels_s2_HDBSCAN_params38,labels_s2_HDBSCAN_params39,labels_s2_HDBSCAN_params4,labels_s2_HDBSCAN_params40,labels_s2_HDBSCAN_params41,labels_s2_HDBSCAN_params42,labels_s2_HDBSCAN_params43,labels_s2_HDBSCAN_params44,labels_s2_HDBSCAN_params45,labels_s2_HDBSCAN_params46,labels_s2_HDBSCAN_params47,labels_s2_HDBSCAN_params48,labels_s2_HDBSCAN_params49,labels_s2_HDBSCAN_params5,labels_s2_HDBSCAN_params50,labels_s2_HDBSCAN_params51,labels_s2_HDBSCAN_params52,labels_s2_HDBSCAN_params53,labels_s2_HDBSCAN_params54,labels_s2_HDBSCAN_params55,labels_s2_HDBSCAN_params56,labels_s2_HDBSCAN_params57,labels_s2_HDBSCAN_params58,labels_s2_HDBSCAN_params59,labels_s2_HDBSCAN_params6,labels_s2_HDBSCAN_params60,labels_s2_HDBSCAN_params61,labels_s2_HDBSCAN_params62,labels_s2_HDBSCAN_params63,labels_s2_HDBSCAN_params64,labels_s2_HDBSCAN_params65,labels_s2_HDBSCAN_params66,labels_s2_HDBSCAN_params67,labels_s2_HDBSCAN_params68,labels_s2_HDBSCAN_params69,labels_s2_HDBSCAN_params7,labels_s2_HDBSCAN_params70,labels_s2_HDBSCAN_params71,labels_s2_HDBSCAN_params72,labels_s2_HDBSCAN_params8,labels_s2_HDBSCAN_params9
cSIL,0.9200134567118302,0.689559652503159,0.689559652503159,0.689559652503159,0.9534022476911754,0.9496777146698479,0.6906568212430563,0.6906568212430563,0.6906568212430563,0.6906568212430563,0.9069749895492437,0.8339047112117661,0.803970091726745,0.6876764045984216,0.6876764045984216,0.6876764045984216,0.6876764045984216,0.9391193663402017,0.9320205340319023,0.689559652503159,0.689559652503159,0.689559652503159,0.6876764045984216,0.689559652503159,0.9580144415628019,0.9496777146698479,0.6906568212430563,0.6906568212430563,0.6906568212430563,0.6906568212430563,0.9209433402112401,0.8685843255639231,0.6876764045984216,0.6876764045984216,0.6876764045984216,0.6876764045984216,0.6876764045984216,0.9544357439028178,0.9320205340319023,0.689559652503159,0.689559652503159,0.689559652503159,0.689559652503159,0.9580144415628019,0.6876764045984216,0.9496777146698479,0.6906568212430563,0.6906568212430563,0.6906568212430563,0.6906568212430563,0.9342024336329259,0.8685843255639231,0.6876764045984216,0.6876764045984216,0.6876764045984216,0.6876764045984216,0.6876764045984216,0.9544357439028178,0.9320205340319023,0.689559652503159,0.689559652503159,0.689559652503159,0.689559652503159,0.9580144415628019,0.9496777146698479,0.6906568212430563,0.9381713206455722,0.6906568212430563,0.6906568212430563,0.6906568212430563,0.9320205340319023,0.689559652503159
GD43,1.1385069471035811,0.9523791467108201,0.9523791467108201,0.9523791467108201,3.8241587260089607,6.273140173837951,0.9558304754825999,0.9558304754825999,0.9558304754825999,0.9558304754825999,1.6915558874806735,0.4228160254241716,0.4219886376916757,0.9463950328418635,0.9463950328418635,0.9463950328418635,0.9463950328418635,3.4020419693172395,2.844123551152174,0.9523791467108201,0.9523791467108201,0.9523791467108201,0.9463950328418635,0.9523791467108201,14.17224500128477,6.273140173837951,0.9558304754825999,0.9558304754825999,0.9558304754825999,0.9558304754825999,2.153495598486416,0.8189627458734124,0.9463950328418635,0.9463950328418635,0.9463950328418635,0.9463950328418635,0.9463950328418635,11.806557329481128,2.844123551152174,0.9523791467108201,0.9523791467108201,0.9523791467108201,0.9523791467108201,14.17224500128477,0.9463950328418635,6.273140173837951,0.9558304754825999,0.9558304754825999,0.9558304754825999,0.9558304754825999,3.9574794611477615,0.8189627458734124,0.9463950328418635,0.9463950328418635,0.9463950328418635,0.9463950328418635,0.9463950328418635,11.806557329481128,2.844123551152174,0.9523791467108201,0.9523791467108201,0.9523791467108201,0.9523791467108201,14.17224500128477,6.273140173837951,0.9558304754825999,3.0643747955550458,0.9558304754825999,0.9558304754825999,0.9558304754825999,2.844123551152174,0.9523791467108201
GD53,0.0007010629278566524,0.4708830690716222,0.4708830690716222,0.4708830690716222,0.034482443778991255,0.07707130077098645,0.4711392604499825,0.4711392604499825,0.4711392604499825,0.4711392604499825,0.004457264114797974,0.0007933534468673713,0.01451789973767947,0.4700808430797958,0.4700808430797958,0.4700808430797958,0.4700808430797958,0.028689006520640437,0.036815295399165136,0.4708830690716222,0.4708830690716222,0.4708830690716222,0.4700808430797958,0.4708830690716222,0.1598131667081568,0.07707130077098645,0.4711392604499825,0.4711392604499825,0.4711392604499825,0.4711392604499825,0.007399291575390091,0.017304846804155106,0.4700808430797958,0.4700808430797958,0.4700808430797958,0.4700808430797958,0.4700808430797958,0.1460690012904692,0.036815295399165136,0.4708830690716222,0.4708830690716222,0.4708830690716222,0.4708830690716222,0.1598131667081568,0.4700808430797958,0.07707130077098645,0.4711392604499825,0.4711392604499825,0.4711392604499825,0.4711392604499825,0.04936264816317774,0.017304846804155106,0.4700808430797958,0.4700808430797958,0.4700808430797958,0.4700808430797958,0.4700808430797958,0.1460690012904692,0.036815295399165136,0.4708830690716222,0.4708830690716222,0.4708830690716222,0.4708830690716222,0.1598131667081568,0.07707130077098645,0.4711392604499825,0.005319577906393373,0.4711392604499825,0.4711392604499825,0.4711392604499825,0.036815295399165136,0.4708830690716222
PS,-125.24605370542977,1.0267982935261186,1.0267982935261186,1.0267982935261186,0.08387609513997729,0.02638921942335548,1.0260887926450668,1.0260887926450668,1.0260887926450668,1.0260887926450668,-27.75789058607185,-4.067942548383588,-1.8159777603449292,1.028960120071994,1.028960120071994,1.028960120071994,1.028960120071994,-0.8807573139519633,-2.7475556721257695,1.0267982935261186,1.0267982935261186,1.0267982935261186,1.028960120071994,1.0267982935261186,1.937400760365999,0.02638921942335548,1.0260887926450668,1.0260887926450668,1.0260887926450668,1.0260887926450668,-5.786262735708506,-0.4291900374829647,1.028960120071994,1.028960120071994,1.028960120071994,1.028960120071994,1.028960120071994,2.246388639174503,-2.7475556721257695,1.0267982935261186,1.0267982935261186,1.0267982935261186,1.0267982935261186,1.937400760365999,1.028960120071994,0.02638921942335548,1.0260887926450668,1.0260887926450668,1.0260887926450668,1.0260887926450668,-0.24278874912460335,-0.4291900374829647,1.028960120071994,1.028960120071994,1.028960120071994,1.028960120071994,1.028960120071994,2.246388639174503,-2.7475556721257695,1.0267982935261186,1.0267982935261186,1.0267982935261186,1.0267982935261186,1.937400760365999,0.02638921942335548,1.0260887926450668,-20.16260060445628,1.0260887926450668,1.0260887926450668,1.0260887926450668,-2.7475556721257695,1.0267982935261186
rCIP,396.13742977056796,0.09012791223993902,0.09012791223993902,0.09012791223993902,0.039842841475967845,0.008571056849941508,0.089368635565624,0.089368635565624,0.089368635565624,0.089368635565624,36.187691255431595,0.5491383739127705,0.4006774089880284,0.09114790263961219,0.09114790263961219,0.09114790263961219,0.09114790263961219,0.17657796808323858,0.3588968692194598,0.09012791223993902,0.09012791223993902,0.09012791223993902,0.09114790263961219,0.09012791223993902,0.0035222180280996386,0.008571056849941508,0.089368635565624,0.089368635565624,0.089368635565624,0.089368635565624,7.576725389875385,0.24975181281434722,0.09114790263961219,0.09114790263961219,0.09114790263961219,0.09114790263961219,0.09114790263961219,0.010406334144281331,0.3588968692194598,0.09012791223993902,0.09012791223993902,0.09012791223993902,0.09012791223993902,0.0035222180280996386,0.09114790263961219,0.008571056849941508,0.089368635565624,0.089368635565624,0.089368635565624,0.089368635565624,3.419873452464686,0.24975181281434722,0.09114790263961219,0.09114790263961219,0.09114790263961219,0.09114790263961219,0.09114790263961219,0.010406334144281331,0.3588968692194598,0.09012791223993902,0.09012791223993902,0.09012791223993902,0.09012791223993902,0.0035222180280996386,0.008571056849941508,0.089368635565624,6.449420435906385,0.089368635565624,0.089368635565624,0.089368635565624,0.3588968692194598,0.09012791223993902
WB,0.5478058994791994,20.847490552076337,20.847490552076337,20.847490552076337,0.22947024048771786,0.2873399930205638,20.991290454900945,20.991290454900945,20.991290454900945,20.991290454900945,0.4336408066717665,7.191677443479577,5.456003236179269,20.33211323549587,20.33211323549587,20.33211323549587,20.33211323549587,0.25755741224219214,0.6690868377777791,20.847490552076337,20.847490552076337,20.847490552076337,20.33211323549587,20.847490552076337,0.22604906790411933,0.2873399930205638,20.991290454900945,20.991290454900945,20.991290454900945,20.991290454900945,0.31409055835182853,4.573902595490004,20.33211323549587,20.33211323549587,20.33211323549587,20.33211323549587,20.33211323549587,0.24840956985887042,0.6690868377777791,20.847490552076337,20.847490552076337,20.847490552076337,20.847490552076337,0.22604906790411933,20.33211323549587,0.2873399930205638,20.991290454900945,20.991290454900945,20.991290454900945,20.991290454900945,0.27952240273317,4.573902595490004,20.33211323549587,20.33211323549587,20.33211323549587,20.33211323549587,20.33211323549587,0.24840956985887042,0.6690868377777791,20.847490552076337,20.847490552076337,20.847490552076337,20.847490552076337,0.22604906790411933,0.2873399930205638,20.991290454900945,0.27948411115133204,20.991290454900945,20.991290454900945,20.991290454900945,0.6690868377777791,20.847490552076337
XB,4.382435518426842,0.5846528897950986,0.5846528897950986,0.5846528897950986,0.9708045913142572,0.07983182176323896,0.5828783361927373,0.5828783361927373,0.5828783361927373,0.5828783361927373,2.640486857179995,3.110019554084795,3.1255515268760288,0.5872432028771969,0.5872432028771969,0.5872432028771969,0.5872432028771969,0.9366113328007357,0.21086507716767838,0.5846528897950986,0.5846528897950986,0.5846528897950986,0.5872432028771969,0.5846528897950986,0.07304485755772093,0.07983182176323896,0.5828783361927373,0.5828783361927373,0.5828783361927373,0.5828783361927373,2.000652356277648,0.8315595887577837,0.5872432028771969,0.5872432028771969,0.5872432028771969,0.5872432028771969,0.5872432028771969,0.08311883712840892,0.21086507716767838,0.5846528897950986,0.5846528897950986,0.5846528897950986,0.5846528897950986,0.07304485755772093,0.5872432028771969,0.07983182176323896,0.5828783361927373,0.5828783361927373,0.5828783361927373,0.5828783361927373,0.6565316291948349,0.8315595887577837,0.5872432028771969,0.5872432028771969,0.5872432028771969,0.5872432028771969,0.5872432028771969,0.08311883712840892,0.21086507716767838,0.5846528897950986,0.5846528897950986,0.5846528897950986,0.5846528897950986,0.07304485755772093,0.07983182176323896,0.5828783361927373,0.9482159685395324,0.5828783361927373,0.5828783361927373,0.5828783361927373,0.21086507716767838,0.5846528897950986
SSE,5.571569053317651,2032.9338605995872,2032.9338605995872,2032.9338605995872,26.030591470412915,38.371895087331396,2012.871896125709,2012.871896125709,2012.871896125709,2012.871896125709,15.340711039241304,1041.9391180040056,1046.7071577417862,2081.737002087598,2081.737002087598,2081.737002087598,2081.737002087598,27.850852985740204,109.35235196790255,2032.9338605995872,2032.9338605995872,2032.9338605995872,2081.737002087598,2032.9338605995872,28.144987514622436,38.371895087331396,2012.871896125709,2012.871896125709,2012.871896125709,2012.871896125709,26.30362795440455,1046.6804024824578,2081.737002087598,2081.737002087598,2081.737002087598,2081.737002087598,2081.737002087598,31.31333786380938,109.35235196790255,2032.9338605995872,2032.9338605995872,2032.9338605995872,2032.9338605995872,28.144987514622436,2081.737002087598,38.371895087331396,2012.871896125709,2012.871896125709,2012.871896125709,2012.871896125709,31.654674108477757,1046.6804024824578,2081.737002087598,2081.737002087598,2081.737002087598,2081.737002087598,2081.737002087598,31.31333786380938,109.35235196790255,2032.9338605995872,2032.9338605995872,2032.9338605995872,2032.9338605995872,28.144987514622436,38.371895087331396,2012.871896125709,11.982836040974702,2012.871896125709,2012.871896125709,2012.871896125709,109.35235196790255,2032.9338605995872
RS,0.8792658464989842,0.008172647829271866,0.008172647829271866,0.008172647829271866,0.7988448336982835,0.7384331302821818,0.009768076592081155,0.009768076592081155,0.009768076592081155,0.009768076592081155,0.8265505979427292,0.12582384177305625,0.12578285863534538,0.00461875033231696,0.00461875033231696,0.00461875033231696,0.00461875033231696,0.7843950901065241,0.5701058863473598,0.008172647829271866,0.008172647829271866,0.008172647829271866,0.00461875033231696,0.008172647829271866,0.782347778644333,0.7384331302821818,0.009768076592081155,0.009768076592081155,0.009768076592081155,0.009768076592081155,0.7842290937953219,0.1307074717130096,0.00461875033231696,0.00461875033231696,0.00461875033231696,0.00461875033231696,0.00461875033231696,0.7624232922011109,0.5701058863473598,0.008172647829271866,0.008172647829271866,0.008172647829271866,0.008172647829271866,0.782347778644333,0.00461875033231696,0.7384331302821818,0.009768076592081155,0.009768076592081155,0.009768076592081155,0.009768076592081155,0.7571466307149788,0.1307074717130096,0.00461875033231696,0.00461875033231696,0.00461875033231696,0.00461875033231696,0.00461875033231696,0.7624232922011109,0.5701058863473598,0.008172647829271866,0.008172647829271866,0.008172647829271866,0.008172647829271866,0.782347778644333,0.7384331302821818,0.009768076592081155,0.8732911584328612,0.009768076592081155,0.009768076592081155,0.009768076592081155,0.5701058863473598,0.008172647829271866
DH,0.00018798094664997057,0.4737412779758971,0.4737412779758971,0.4737412779758971,0.006544679568266223,0.009096425599499141,0.47117902524268857,0.47117902524268857,0.47117902524268857,0.47117902524268857,0.0013537481598689376,0.023707845738538593,0.04830807783754967,0.47958078413150945,0.47958078413150945,0.47958078413150945,0.47958078413150945,0.00625956309848019,0.013570939886729472,0.4737412779758971,0.4737412779758971,0.4737412779758971,0.47958078413150945,0.4737412779758971,0.007672535800427711,0.009096425599499141,0.47117902524268857,0.47117902524268857,0.47117902524268857,0.47117902524268857,0.0042104661538752705,0.06489794492511163,0.47958078413150945,0.47958078413150945,0.47958078413150945,0.47958078413150945,0.47958078413150945,0.007956202580447186,0.013570939886729472,0.4737412779758971,0.4737412779758971,0.4737412779758971,0.4737412779758971,0.007672535800427711,0.47958078413150945,0.009096425599499141,0.47117902524268857,0.47117902524268857,0.47117902524268857,0.47117902524268857,0.006578133579769368,0.06489794492511163,0.47958078413150945,0.47958078413150945,0.47958078413150945,0.47958078413150945,0.47958078413150945,0.007956202580447186,0.013570939886729472,0.4737412779758971,0.4737412779758971,0.4737412779758971,0.4737412779758971,0.007672535800427711,0.009096425599499141,0.47117902524268857,0.0016196214485433538,0.47117902524268857,0.47117902524268857,0.47117902524268857,0.013570939886729472,0.4737412779758971
