,labels_x3_HDBSCAN_params1,labels_x3_HDBSCAN_params10,labels_x3_HDBSCAN_params11,labels_x3_HDBSCAN_params12,labels_x3_HDBSCAN_params13,labels_x3_HDBSCAN_params14,labels_x3_HDBSCAN_params15,labels_x3_HDBSCAN_params16,labels_x3_HDBSCAN_params17,labels_x3_HDBSCAN_params18,labels_x3_HDBSCAN_params19,labels_x3_HDBSCAN_params2,labels_x3_HDBSCAN_params20,labels_x3_HDBSCAN_params21,labels_x3_HDBSCAN_params22,labels_x3_HDBSCAN_params23,labels_x3_HDBSCAN_params24,labels_x3_HDBSCAN_params25,labels_x3_HDBSCAN_params26,labels_x3_HDBSCAN_params27,labels_x3_HDBSCAN_params28,labels_x3_HDBSCAN_params29,labels_x3_HDBSCAN_params3,labels_x3_HDBSCAN_params30,labels_x3_HDBSCAN_params31,labels_x3_HDBSCAN_params32,labels_x3_HDBSCAN_params33,labels_x3_HDBSCAN_params34,labels_x3_HDBSCAN_params35,labels_x3_HDBSCAN_params36,labels_x3_HDBSCAN_params37,labels_x3_HDBSCAN_params38,labels_x3_HDBSCAN_params39,labels_x3_HDBSCAN_params4,labels_x3_HDBSCAN_params40,labels_x3_HDBSCAN_params41,labels_x3_HDBSCAN_params42,labels_x3_HDBSCAN_params43,labels_x3_HDBSCAN_params44,labels_x3_HDBSCAN_params45,labels_x3_HDBSCAN_params46,labels_x3_HDBSCAN_params47,labels_x3_HDBSCAN_params48,labels_x3_HDBSCAN_params49,labels_x3_HDBSCAN_params5,labels_x3_HDBSCAN_params50,labels_x3_HDBSCAN_params51,labels_x3_HDBSCAN_params52,labels_x3_HDBSCAN_params53,labels_x3_HDBSCAN_params54,labels_x3_HDBSCAN_params55,labels_x3_HDBSCAN_params56,labels_x3_HDBSCAN_params57,labels_x3_HDBSCAN_params58,labels_x3_HDBSCAN_params59,labels_x3_HDBSCAN_params6,labels_x3_HDBSCAN_params60,labels_x3_HDBSCAN_params61,labels_x3_HDBSCAN_params62,labels_x3_HDBSCAN_params63,labels_x3_HDBSCAN_params7,labels_x3_HDBSCAN_params8,labels_x3_HDBSCAN_params9
cSIL,0.9360688246665011,0.9373917443782711,0.9373917443782711,0.9163461771516046,0.8515458329481149,0.8515458329481149,0.8855977291006207,0.8855977291006207,0.8855977291006207,0.8855977291006207,0.8855977291006207,0.9360688246665011,0.8855977291006207,0.8855977291006207,0.9424539344642622,0.9424539344642622,0.9424539344642622,0.9424539344642622,0.8457368236348489,0.8463994588185545,0.8463994588185545,0.9419035302572423,0.9360688246665011,0.9419035302572423,0.9419035302572423,0.9419035302572423,0.922474807664134,0.8515458329481149,0.8515458329481149,0.8855977291006207,0.8855977291006207,0.8855977291006207,0.8855977291006207,0.9424539344642622,0.8855977291006207,0.8855977291006207,0.8855977291006207,0.9460987860649608,0.9460987860649608,0.9460987860649608,0.9460987860649608,0.8463994588185545,0.8463994588185545,0.8463994588185545,0.8457368236348489,0.8515458329481149,0.8515458329481149,0.8515458329481149,0.8515458329481149,0.8515458329481149,0.8515458329481149,0.8515458329481149,0.8855977291006207,0.8855977291006207,0.8855977291006207,0.8463994588185545,0.8855977291006207,0.8855977291006207,0.8855977291006207,0.8855977291006207,0.8463994588185545,0.9373917443782711,0.9373917443782711
GD43,2.2160522528907323,5.683908080428002,5.683908080428002,3.788921631625096,2.0192039994856334,2.0192039994856334,2.61953833535308,2.61953833535308,2.61953833535308,2.61953833535308,2.61953833535308,2.2160522528907323,2.61953833535308,2.61953833535308,7.824039345301192,7.824039345301192,7.824039345301192,7.824039345301192,1.6934297679198909,1.838905840612606,1.838905840612606,5.683908080428002,2.2160522528907323,5.683908080428002,5.683908080428002,5.683908080428002,4.887988847279236,2.0192039994856334,2.0192039994856334,2.61953833535308,2.61953833535308,2.61953833535308,2.61953833535308,7.824039345301192,2.61953833535308,2.61953833535308,2.61953833535308,7.824039345301192,7.824039345301192,7.824039345301192,7.824039345301192,1.838905840612606,1.838905840612606,1.838905840612606,1.6934297679198909,2.0192039994856334,2.0192039994856334,2.0192039994856334,2.0192039994856334,2.0192039994856334,2.0192039994856334,2.0192039994856334,2.61953833535308,2.61953833535308,2.61953833535308,1.838905840612606,2.61953833535308,2.61953833535308,2.61953833535308,2.61953833535308,1.838905840612606,5.683908080428002,5.683908080428002
GD53,0.022569486869092364,0.11514439744415243,0.11514439744415243,0.1360937970796464,0.4300546253968781,0.4300546253968781,0.42547451826000965,0.42547451826000965,0.42547451826000965,0.42547451826000965,0.42547451826000965,0.022569486869092364,0.42547451826000965,0.42547451826000965,0.1885714166372318,0.1885714166372318,0.1885714166372318,0.1885714166372318,0.06598984124237206,0.43004511141295193,0.43004511141295193,0.11514439744415243,0.022569486869092364,0.11514439744415243,0.11514439744415243,0.11514439744415243,0.2231193324698251,0.4300546253968781,0.4300546253968781,0.42547451826000965,0.42547451826000965,0.42547451826000965,0.42547451826000965,0.1885714166372318,0.42547451826000965,0.42547451826000965,0.42547451826000965,0.22207469637339577,0.22207469637339577,0.22207469637339577,0.22207469637339577,0.43004511141295193,0.43004511141295193,0.43004511141295193,0.06598984124237206,0.4300546253968781,0.4300546253968781,0.4300546253968781,0.4300546253968781,0.4300546253968781,0.4300546253968781,0.4300546253968781,0.42547451826000965,0.42547451826000965,0.42547451826000965,0.43004511141295193,0.42547451826000965,0.42547451826000965,0.42547451826000965,0.42547451826000965,0.43004511141295193,0.11514439744415243,0.11514439744415243
PS,1.0091550042449628,0.32509007604093054,0.32509007604093054,0.5327816616373167,1.1666207547428569,1.1666207547428569,1.1795849384387478,1.1795849384387478,1.1795849384387478,1.1795849384387478,1.1795849384387478,1.0091550042449628,1.1795849384387478,1.1795849384387478,0.7390681453260208,0.7390681453260208,0.7390681453260208,0.7390681453260208,0.7175062887722763,1.152762661616471,1.152762661616471,0.7479467986159959,1.0091550042449628,0.7479467986159959,0.7479467986159959,0.7479467986159959,1.1729591379258677,1.1666207547428569,1.1666207547428569,1.1795849384387478,1.1795849384387478,1.1795849384387478,1.1795849384387478,0.7390681453260208,1.1795849384387478,1.1795849384387478,1.1795849384387478,1.1865038567180517,1.1865038567180517,1.1865038567180517,1.1865038567180517,1.152762661616471,1.152762661616471,1.152762661616471,0.7175062887722763,1.1666207547428569,1.1666207547428569,1.1666207547428569,1.1666207547428569,1.1666207547428569,1.1666207547428569,1.1666207547428569,1.1795849384387478,1.1795849384387478,1.1795849384387478,1.152762661616471,1.1795849384387478,1.1795849384387478,1.1795849384387478,1.1795849384387478,1.152762661616471,0.32509007604093054,0.32509007604093054
rCIP,0.011853040604601149,0.037937255902612835,0.037937255902612835,0.16612025737783542,0.0005451083328721228,0.0005451083328721228,1.868766387829343e-05,1.868766387829343e-05,1.868766387829343e-05,1.868766387829343e-05,1.868766387829343e-05,0.011853040604601149,1.868766387829343e-05,1.868766387829343e-05,0.020150991265022764,0.020150991265022764,0.020150991265022764,0.020150991265022764,0.0016235811336934645,0.00044380664566856005,0.00044380664566856005,0.023005871980694453,0.011853040604601149,0.023005871980694453,0.023005871980694453,0.023005871980694453,0.1544319642527867,0.0005451083328721228,0.0005451083328721228,1.868766387829343e-05,1.868766387829343e-05,1.868766387829343e-05,1.868766387829343e-05,0.020150991265022764,1.868766387829343e-05,1.868766387829343e-05,1.868766387829343e-05,0.008866599170654528,0.008866599170654528,0.008866599170654528,0.008866599170654528,0.00044380664566856005,0.00044380664566856005,0.00044380664566856005,0.0016235811336934645,0.0005451083328721228,0.0005451083328721228,0.0005451083328721228,0.0005451083328721228,0.0005451083328721228,0.0005451083328721228,0.0005451083328721228,1.868766387829343e-05,1.868766387829343e-05,1.868766387829343e-05,0.00044380664566856005,1.868766387829343e-05,1.868766387829343e-05,1.868766387829343e-05,1.868766387829343e-05,0.00044380664566856005,0.037937255902612835,0.037937255902612835
WB,0.344272338076045,0.40400743790428356,0.40400743790428356,1.1179179058128361,3.3366627053936653,3.3366627053936653,2.4189189209281285,2.4189189209281285,2.4189189209281285,2.4189189209281285,2.4189189209281285,0.344272338076045,2.4189189209281285,2.4189189209281285,0.34541230476349405,0.34541230476349405,0.34541230476349405,0.34541230476349405,3.2516205831493292,3.7232769664050185,3.7232769664050185,0.3491612346537532,0.344272338076045,0.3491612346537532,0.3491612346537532,0.3491612346537532,0.9627093162618601,3.3366627053936653,3.3366627053936653,2.4189189209281285,2.4189189209281285,2.4189189209281285,2.4189189209281285,0.34541230476349405,2.4189189209281285,2.4189189209281285,2.4189189209281285,0.24492978432336548,0.24492978432336548,0.24492978432336548,0.24492978432336548,3.7232769664050185,3.7232769664050185,3.7232769664050185,3.2516205831493292,3.3366627053936653,3.3366627053936653,3.3366627053936653,3.3366627053936653,3.3366627053936653,3.3366627053936653,3.3366627053936653,2.4189189209281285,2.4189189209281285,2.4189189209281285,3.7232769664050185,2.4189189209281285,2.4189189209281285,2.4189189209281285,2.4189189209281285,3.7232769664050185,0.40400743790428356,0.40400743790428356
XB,0.9071967900276247,0.09755601519731932,0.09755601519731932,0.1929737594819178,0.2342092270609368,0.2342092270609368,0.17679012360363605,0.17679012360363605,0.17679012360363605,0.17679012360363605,0.17679012360363605,0.9071967900276247,0.17679012360363605,0.17679012360363605,0.08014449747136991,0.08014449747136991,0.08014449747136991,0.08014449747136991,0.33415556378617445,0.2492355468606548,0.2492355468606548,0.09516326063360954,0.9071967900276247,0.09516326063360954,0.09516326063360954,0.09516326063360954,0.11945632783422563,0.2342092270609368,0.2342092270609368,0.17679012360363605,0.17679012360363605,0.17679012360363605,0.17679012360363605,0.08014449747136991,0.17679012360363605,0.17679012360363605,0.17679012360363605,0.07894522269640943,0.07894522269640943,0.07894522269640943,0.07894522269640943,0.2492355468606548,0.2492355468606548,0.2492355468606548,0.33415556378617445,0.2342092270609368,0.2342092270609368,0.2342092270609368,0.2342092270609368,0.2342092270609368,0.2342092270609368,0.2342092270609368,0.17679012360363605,0.17679012360363605,0.17679012360363605,0.2492355468606548,0.17679012360363605,0.17679012360363605,0.17679012360363605,0.17679012360363605,0.2492355468606548,0.09755601519731932,0.09755601519731932
SSE,1.7598156872888142,1.7367493526145454,1.7367493526145454,6.776964856615435,28.66451282796228,28.66451282796228,20.145282529308716,20.145282529308716,20.145282529308716,20.145282529308716,20.145282529308716,1.7598156872888142,20.145282529308716,20.145282529308716,2.1637250053844586,2.1637250053844586,2.1637250053844586,2.1637250053844586,24.1368379992768,34.4507527183021,34.4507527183021,1.583663951031961,1.7598156872888142,1.583663951031961,1.583663951031961,1.583663951031961,6.623879455032851,28.66451282796228,28.66451282796228,20.145282529308716,20.145282529308716,20.145282529308716,20.145282529308716,2.1637250053844586,20.145282529308716,20.145282529308716,20.145282529308716,1.6680108729035248,1.6680108729035248,1.6680108729035248,1.6680108729035248,34.4507527183021,34.4507527183021,34.4507527183021,24.1368379992768,28.66451282796228,28.66451282796228,28.66451282796228,28.66451282796228,28.66451282796228,28.66451282796228,28.66451282796228,20.145282529308716,20.145282529308716,20.145282529308716,34.4507527183021,20.145282529308716,20.145282529308716,20.145282529308716,20.145282529308716,34.4507527183021,1.7367493526145454,1.7367493526145454
RS,0.7030547263777683,0.5942378278386932,0.5942378278386932,0.4242040540499096,0.1481566076488682,0.1481566076488682,0.25277057088439875,0.25277057088439875,0.25277057088439875,0.25277057088439875,0.25277057088439875,0.7030547263777683,0.25277057088439875,0.25277057088439875,0.6514861519348705,0.6514861519348705,0.6514861519348705,0.6514861519348705,0.18865185319231853,0.15182750304232964,0.15182750304232964,0.6645471581644515,0.7030547263777683,0.6645471581644515,0.6645471581644515,0.6645471581644515,0.4822658481733045,0.1481566076488682,0.1481566076488682,0.25277057088439875,0.25277057088439875,0.25277057088439875,0.25277057088439875,0.6514861519348705,0.25277057088439875,0.25277057088439875,0.25277057088439875,0.7460119852256341,0.7460119852256341,0.7460119852256341,0.7460119852256341,0.15182750304232964,0.15182750304232964,0.15182750304232964,0.18865185319231853,0.1481566076488682,0.1481566076488682,0.1481566076488682,0.1481566076488682,0.1481566076488682,0.1481566076488682,0.1481566076488682,0.25277057088439875,0.25277057088439875,0.25277057088439875,0.15182750304232964,0.25277057088439875,0.25277057088439875,0.25277057088439875,0.25277057088439875,0.15182750304232964,0.5942378278386932,0.5942378278386932
DH,0.17172642245424732,0.20882350461540042,0.20882350461540042,0.252295177004777,0.3950521234162897,0.3950521234162897,0.35310331128005706,0.35310331128005706,0.35310331128005706,0.35310331128005706,0.35310331128005706,0.17172642245424732,0.35310331128005706,0.35310331128005706,0.20559037293294297,0.20559037293294297,0.20559037293294297,0.20559037293294297,0.31768711569842695,0.3930649011988214,0.3930649011988214,0.2101368936990198,0.17172642245424732,0.2101368936990198,0.2101368936990198,0.2101368936990198,0.26832334638251526,0.3950521234162897,0.3950521234162897,0.35310331128005706,0.35310331128005706,0.35310331128005706,0.35310331128005706,0.20559037293294297,0.35310331128005706,0.35310331128005706,0.35310331128005706,0.2113649478908971,0.2113649478908971,0.2113649478908971,0.2113649478908971,0.3930649011988214,0.3930649011988214,0.3930649011988214,0.31768711569842695,0.3950521234162897,0.3950521234162897,0.3950521234162897,0.3950521234162897,0.3950521234162897,0.3950521234162897,0.3950521234162897,0.35310331128005706,0.35310331128005706,0.35310331128005706,0.3930649011988214,0.35310331128005706,0.35310331128005706,0.35310331128005706,0.35310331128005706,0.3930649011988214,0.20882350461540042,0.20882350461540042
