,labels_a2_HDBSCAN_params1,labels_a2_HDBSCAN_params10,labels_a2_HDBSCAN_params11,labels_a2_HDBSCAN_params12,labels_a2_HDBSCAN_params13,labels_a2_HDBSCAN_params14,labels_a2_HDBSCAN_params15,labels_a2_HDBSCAN_params16,labels_a2_HDBSCAN_params17,labels_a2_HDBSCAN_params18,labels_a2_HDBSCAN_params19,labels_a2_HDBSCAN_params2,labels_a2_HDBSCAN_params20,labels_a2_HDBSCAN_params21,labels_a2_HDBSCAN_params22,labels_a2_HDBSCAN_params23,labels_a2_HDBSCAN_params24,labels_a2_HDBSCAN_params25,labels_a2_HDBSCAN_params26,labels_a2_HDBSCAN_params27,labels_a2_HDBSCAN_params28,labels_a2_HDBSCAN_params29,labels_a2_HDBSCAN_params3,labels_a2_HDBSCAN_params30,labels_a2_HDBSCAN_params31,labels_a2_HDBSCAN_params32,labels_a2_HDBSCAN_params33,labels_a2_HDBSCAN_params34,labels_a2_HDBSCAN_params35,labels_a2_HDBSCAN_params36,labels_a2_HDBSCAN_params37,labels_a2_HDBSCAN_params38,labels_a2_HDBSCAN_params39,labels_a2_HDBSCAN_params4,labels_a2_HDBSCAN_params40,labels_a2_HDBSCAN_params41,labels_a2_HDBSCAN_params42,labels_a2_HDBSCAN_params43,labels_a2_HDBSCAN_params44,labels_a2_HDBSCAN_params45,labels_a2_HDBSCAN_params46,labels_a2_HDBSCAN_params47,labels_a2_HDBSCAN_params48,labels_a2_HDBSCAN_params49,labels_a2_HDBSCAN_params5,labels_a2_HDBSCAN_params50,labels_a2_HDBSCAN_params51,labels_a2_HDBSCAN_params52,labels_a2_HDBSCAN_params53,labels_a2_HDBSCAN_params54,labels_a2_HDBSCAN_params55,labels_a2_HDBSCAN_params56,labels_a2_HDBSCAN_params57,labels_a2_HDBSCAN_params58,labels_a2_HDBSCAN_params59,labels_a2_HDBSCAN_params6,labels_a2_HDBSCAN_params60,labels_a2_HDBSCAN_params61,labels_a2_HDBSCAN_params62,labels_a2_HDBSCAN_params63,labels_a2_HDBSCAN_params64,labels_a2_HDBSCAN_params65,labels_a2_HDBSCAN_params66,labels_a2_HDBSCAN_params67,labels_a2_HDBSCAN_params68,labels_a2_HDBSCAN_params69,labels_a2_HDBSCAN_params7,labels_a2_HDBSCAN_params70,labels_a2_HDBSCAN_params71,labels_a2_HDBSCAN_params72,labels_a2_HDBSCAN_params8,labels_a2_HDBSCAN_params9
cSIL,0.8725290894998311,0.7629091545559641,0.7629091545559641,0.7629091545559641,0.9378985801290016,0.9226140182460615,0.7628314873299729,0.7628314873299729,0.7628314873299729,0.7628314873299729,0.8948367362140996,0.8186365057149502,0.8186365057149502,0.7624248015698183,0.7624248015698183,0.7624248015698183,0.7624248015698183,0.9320646121807383,0.8906964505517669,0.7629091545559641,0.7629091545559641,0.7629091545559641,0.7624248015698183,0.7629091545559641,0.9378985801290016,0.9226140182460615,0.7628314873299729,0.7628314873299729,0.7628314873299729,0.7628314873299729,0.9129585577275153,0.8186365057149502,0.7624248015698183,0.7624248015698183,0.7624248015698183,0.7624248015698183,0.7624248015698183,0.9320646121807383,0.8906964505517669,0.7629091545559641,0.7629091545559641,0.7629091545559641,0.7629091545559641,0.9378985801290016,0.7624248015698183,0.9226140182460615,0.7628314873299729,0.7628314873299729,0.7628314873299729,0.7628314873299729,0.9224982353858894,0.8186365057149502,0.7624248015698183,0.7624248015698183,0.7624248015698183,0.7624248015698183,0.7624248015698183,0.9320646121807383,0.8906964505517669,0.7629091545559641,0.7629091545559641,0.7629091545559641,0.7629091545559641,0.9341969333102264,0.9250319670824072,0.7628314873299729,0.9267342918335628,0.7628314873299729,0.7628314873299729,0.7628314873299729,0.8906964505517669,0.7629091545559641
GD43,0.5087525878183361,1.0191236701194324,1.0191236701194324,1.0191236701194324,3.8803324729024955,4.71292089152515,1.0201111417541173,1.0201111417541173,1.0201111417541173,1.0201111417541173,0.8974703993622228,0.6842881553429611,0.6842881553429611,1.017948528544391,1.017948528544391,1.017948528544391,1.017948528544391,3.821236348663424,2.3910205675896785,1.0191236701194324,1.0191236701194324,1.0191236701194324,1.017948528544391,1.0191236701194324,3.8803324729024955,4.71292089152515,1.0201111417541173,1.0201111417541173,1.0201111417541173,1.0201111417541173,1.8613047039406563,0.6842881553429611,1.017948528544391,1.017948528544391,1.017948528544391,1.017948528544391,1.017948528544391,3.821236348663424,2.3910205675896785,1.0191236701194324,1.0191236701194324,1.0191236701194324,1.0191236701194324,3.8803324729024955,1.017948528544391,4.71292089152515,1.0201111417541173,1.0201111417541173,1.0201111417541173,1.0201111417541173,3.8171994800219142,0.6842881553429611,1.017948528544391,1.017948528544391,1.017948528544391,1.017948528544391,1.017948528544391,3.821236348663424,2.3910205675896785,1.0191236701194324,1.0191236701194324,1.0191236701194324,1.0191236701194324,3.036911410585222,3.4615554887799904,1.0201111417541173,1.1935375855751675,1.0201111417541173,1.0201111417541173,1.0201111417541173,2.3910205675896785,1.0191236701194324
GD53,0.0011263878264031397,0.4514317891793641,0.4514317891793641,0.4514317891793641,0.056011727104150165,0.06339840576548106,0.45138388344580826,0.45138388344580826,0.45138388344580826,0.45138388344580826,0.005318273637908118,0.013451298272824045,0.013451298272824045,0.45127368955406705,0.45127368955406705,0.45127368955406705,0.45127368955406705,0.05942219862445323,0.03375979221894533,0.4514317891793641,0.4514317891793641,0.4514317891793641,0.45127368955406705,0.4514317891793641,0.056011727104150165,0.06339840576548106,0.45138388344580826,0.45138388344580826,0.45138388344580826,0.45138388344580826,0.024138493808930347,0.013451298272824045,0.45127368955406705,0.45127368955406705,0.45127368955406705,0.45127368955406705,0.45127368955406705,0.05942219862445323,0.03375979221894533,0.4514317891793641,0.4514317891793641,0.4514317891793641,0.4514317891793641,0.056011727104150165,0.45127368955406705,0.06339840576548106,0.45138388344580826,0.45138388344580826,0.45138388344580826,0.45138388344580826,0.056101305952641886,0.013451298272824045,0.45127368955406705,0.45127368955406705,0.45127368955406705,0.45127368955406705,0.45127368955406705,0.05942219862445323,0.03375979221894533,0.4514317891793641,0.4514317891793641,0.4514317891793641,0.4514317891793641,0.04113960447375002,0.04656498687513157,0.45138388344580826,0.0025130980250863983,0.45138388344580826,0.45138388344580826,0.45138388344580826,0.03375979221894533,0.4514317891793641
PS,-44.9617335215446,1.091712121704844,1.091712121704844,1.091712121704844,-17.84607320951323,-13.555937325966772,1.0918130702372852,1.0918130702372852,1.0918130702372852,1.0918130702372852,-15.099254037362273,-4.523452897991446,-4.523452897991446,1.0922413556132373,1.0922413556132373,1.0922413556132373,1.0922413556132373,-17.365034130068636,-8.068437654498666,1.091712121704844,1.091712121704844,1.091712121704844,1.0922413556132373,1.091712121704844,-17.84607320951323,-13.555937325966772,1.0918130702372852,1.0918130702372852,1.0918130702372852,1.0918130702372852,-14.220390989358012,-4.523452897991446,1.0922413556132373,1.0922413556132373,1.0922413556132373,1.0922413556132373,1.0922413556132373,-17.365034130068636,-8.068437654498666,1.091712121704844,1.091712121704844,1.091712121704844,1.091712121704844,-17.84607320951323,1.0922413556132373,-13.555937325966772,1.0918130702372852,1.0918130702372852,1.0918130702372852,1.0918130702372852,-17.458797452449627,-4.523452897991446,1.0922413556132373,1.0922413556132373,1.0922413556132373,1.0922413556132373,1.0922413556132373,-17.365034130068636,-8.068437654498666,1.091712121704844,1.091712121704844,1.091712121704844,1.091712121704844,-17.762000130092837,-15.469476078300882,1.0918130702372852,-19.31148570249219,1.0918130702372852,1.0918130702372852,1.0918130702372852,-8.068437654498666,1.091712121704844
rCIP,130.34057201354625,0.04465892670021113,0.04465892670021113,0.04465892670021113,0.2992977184920128,1.147647400680859,0.04482520450380763,0.04482520450380763,0.04482520450380763,0.04482520450380763,8.946305931977427,1.176435613562055,1.176435613562055,0.04495258566398074,0.04495258566398074,0.04495258566398074,0.04495258566398074,0.5526124065255211,1.2827012923401369,0.04465892670021113,0.04465892670021113,0.04465892670021113,0.04495258566398074,0.04465892670021113,0.2992977184920128,1.147647400680859,0.04482520450380763,0.04482520450380763,0.04482520450380763,0.04482520450380763,1.20355109100865,1.176435613562055,0.04495258566398074,0.04495258566398074,0.04495258566398074,0.04495258566398074,0.04495258566398074,0.5526124065255211,1.2827012923401369,0.04465892670021113,0.04465892670021113,0.04465892670021113,0.04465892670021113,0.2992977184920128,0.04495258566398074,1.147647400680859,0.04482520450380763,0.04482520450380763,0.04482520450380763,0.04482520450380763,0.932550434869545,1.176435613562055,0.04495258566398074,0.04495258566398074,0.04495258566398074,0.04495258566398074,0.04495258566398074,0.5526124065255211,1.2827012923401369,0.04465892670021113,0.04465892670021113,0.04465892670021113,0.04465892670021113,0.3191830844059587,0.9412118069525889,0.04482520450380763,2.3631236757813063,0.04482520450380763,0.04482520450380763,0.04482520450380763,1.2827012923401369,0.04465892670021113
WB,1.07437128663579,8.18554417573807,8.18554417573807,8.18554417573807,0.3499570833965554,0.4510107668447859,8.18324731724401,8.18324731724401,8.18324731724401,8.18324731724401,0.8338326558898357,1.924648339240239,1.924648339240239,8.174142871740589,8.174142871740589,8.174142871740589,8.174142871740589,0.36785000801759893,0.821332900419752,8.18554417573807,8.18554417573807,8.18554417573807,8.174142871740589,8.18554417573807,0.3499570833965554,0.4510107668447859,8.18324731724401,8.18324731724401,8.18324731724401,8.18324731724401,0.7761251566643678,1.924648339240239,8.174142871740589,8.174142871740589,8.174142871740589,8.174142871740589,8.174142871740589,0.36785000801759893,0.821332900419752,8.18554417573807,8.18554417573807,8.18554417573807,8.18554417573807,0.3499570833965554,8.174142871740589,0.4510107668447859,8.18324731724401,8.18324731724401,8.18324731724401,8.18324731724401,0.40597209591977823,1.924648339240239,8.174142871740589,8.174142871740589,8.174142871740589,8.174142871740589,8.174142871740589,0.36785000801759893,0.821332900419752,8.18554417573807,8.18554417573807,8.18554417573807,8.18554417573807,0.5031861247276583,0.5343300309718272,8.18324731724401,0.4572186247598782,8.18324731724401,8.18324731724401,8.18324731724401,0.821332900419752,8.18554417573807
XB,10.048914410746473,0.41258032529774785,0.41258032529774785,0.41258032529774785,0.1918580986643653,0.1910886877708184,0.4127151282530926,0.4127151282530926,0.4127151282530926,0.4127151282530926,1.711416469119885,1.239062991375412,1.239062991375412,0.41331678444190517,0.41331678444190517,0.41331678444190517,0.41331678444190517,0.20151728791929246,0.3264307439465418,0.41258032529774785,0.41258032529774785,0.41258032529774785,0.41331678444190517,0.41258032529774785,0.1918580986643653,0.1910886877708184,0.4127151282530926,0.4127151282530926,0.4127151282530926,0.4127151282530926,0.38439609361630245,1.239062991375412,0.41331678444190517,0.41331678444190517,0.41331678444190517,0.41331678444190517,0.41331678444190517,0.20151728791929246,0.3264307439465418,0.41258032529774785,0.41258032529774785,0.41258032529774785,0.41258032529774785,0.1918580986643653,0.41331678444190517,0.1910886877708184,0.4127151282530926,0.4127151282530926,0.4127151282530926,0.4127151282530926,0.2133161127642219,1.239062991375412,0.41331678444190517,0.41331678444190517,0.41331678444190517,0.41331678444190517,0.41331678444190517,0.20151728791929246,0.3264307439465418,0.41258032529774785,0.41258032529774785,0.41258032529774785,0.41258032529774785,0.2645976164338729,0.2329182254808493,0.4127151282530926,2.4259386963348177,0.4127151282530926,0.4127151282530926,0.4127151282530926,0.3264307439465418,0.41258032529774785
SSE,52.97876107278264,2487.749830303137,2487.749830303137,2487.749830303137,28.396495728739254,42.9126615378759,2467.3660267904042,2467.3660267904042,2467.3660267904042,2467.3660267904042,87.97933753905934,456.79185186815965,456.79185186815965,2494.9187786536036,2494.9187786536036,2494.9187786536036,2494.9187786536036,31.140410351426194,116.07093111624535,2487.749830303137,2487.749830303137,2487.749830303137,2494.9187786536036,2487.749830303137,28.396495728739254,42.9126615378759,2467.3660267904042,2467.3660267904042,2467.3660267904042,2467.3660267904042,84.82309573858993,456.79185186815965,2494.9187786536036,2494.9187786536036,2494.9187786536036,2494.9187786536036,2494.9187786536036,31.140410351426194,116.07093111624535,2487.749830303137,2487.749830303137,2487.749830303137,2487.749830303137,28.396495728739254,2494.9187786536036,42.9126615378759,2467.3660267904042,2467.3660267904042,2467.3660267904042,2467.3660267904042,35.186627860800485,456.79185186815965,2494.9187786536036,2494.9187786536036,2494.9187786536036,2494.9187786536036,2494.9187786536036,31.140410351426194,116.07093111624535,2487.749830303137,2487.749830303137,2487.749830303137,2487.749830303137,45.82737734124947,53.5256897149183,2467.3660267904042,36.48502559225497,2467.3660267904042,2467.3660267904042,2467.3660267904042,116.07093111624535,2487.749830303137
RS,0.6573434889825593,-0.02007423174015354,-0.02007423174015354,-0.02007423174015354,0.7448310268029619,0.685994959542294,-0.019906476577369017,-0.019906476577369017,-0.019906476577369017,-0.019906476577369017,0.5856102175472138,0.14819431701259567,0.14819431701259567,-0.020453375468929242,-0.020453375468929242,-0.020453375468929242,-0.020453375468929242,0.7201688924646467,0.5000434150067545,-0.02007423174015354,-0.02007423174015354,-0.02007423174015354,-0.020453375468929242,-0.02007423174015354,0.7448310268029619,0.685994959542294,-0.019906476577369017,-0.019906476577369017,-0.019906476577369017,-0.019906476577369017,0.5982288407271508,0.14819431701259567,-0.020453375468929242,-0.020453375468929242,-0.020453375468929242,-0.020453375468929242,-0.020453375468929242,0.7201688924646467,0.5000434150067545,-0.02007423174015354,-0.02007423174015354,-0.02007423174015354,-0.02007423174015354,0.7448310268029619,-0.020453375468929242,0.685994959542294,-0.019906476577369017,-0.019906476577369017,-0.019906476577369017,-0.019906476577369017,0.6972541128381874,0.14819431701259567,-0.020453375468929242,-0.020453375468929242,-0.020453375468929242,-0.020453375468929242,-0.020453375468929242,0.7201688924646467,0.5000434150067545,-0.02007423174015354,-0.02007423174015354,-0.02007423174015354,-0.02007423174015354,0.7094668955180549,0.6722993623404423,-0.019906476577369017,0.7008927586820423,-0.019906476577369017,-0.019906476577369017,-0.019906476577369017,0.5000434150067545,-0.02007423174015354
DH,0.0011584406872643248,0.499860285220189,0.499860285220189,0.499860285220189,0.0026377775842495923,0.0034594472961718623,0.4997579804836886,0.4997579804836886,0.4997579804836886,0.4997579804836886,0.0040438005060269245,0.020318806177171425,0.020318806177171425,0.500490110473892,0.500490110473892,0.500490110473892,0.500490110473892,0.002768967388563782,0.006552063233762971,0.499860285220189,0.499860285220189,0.499860285220189,0.500490110473892,0.499860285220189,0.0026377775842495923,0.0034594472961718623,0.4997579804836886,0.4997579804836886,0.4997579804836886,0.4997579804836886,0.00419467806858379,0.020318806177171425,0.500490110473892,0.500490110473892,0.500490110473892,0.500490110473892,0.500490110473892,0.002768967388563782,0.006552063233762971,0.499860285220189,0.499860285220189,0.499860285220189,0.499860285220189,0.0026377775842495923,0.500490110473892,0.0034594472961718623,0.4997579804836886,0.4997579804836886,0.4997579804836886,0.4997579804836886,0.002863508066027025,0.020318806177171425,0.500490110473892,0.500490110473892,0.500490110473892,0.500490110473892,0.500490110473892,0.002768967388563782,0.006552063233762971,0.499860285220189,0.499860285220189,0.499860285220189,0.499860285220189,0.0031287184420368042,0.00368496502149225,0.4997579804836886,0.002530452579533468,0.4997579804836886,0.4997579804836886,0.4997579804836886,0.006552063233762971,0.499860285220189
