,labels_line_DBSCAN_params11,labels_line_DBSCAN_params12,labels_line_DBSCAN_params16,labels_line_DBSCAN_params17,labels_line_DBSCAN_params21,labels_line_DBSCAN_params22,labels_line_DBSCAN_params23,labels_line_DBSCAN_params26,labels_line_DBSCAN_params27,labels_line_DBSCAN_params28,labels_line_DBSCAN_params31,labels_line_DBSCAN_params32,labels_line_DBSCAN_params33,labels_line_DBSCAN_params34,labels_line_DBSCAN_params36,labels_line_DBSCAN_params37,labels_line_DBSCAN_params38,labels_line_DBSCAN_params39,labels_line_DBSCAN_params41,labels_line_DBSCAN_params42,labels_line_DBSCAN_params43,labels_line_DBSCAN_params44,labels_line_DBSCAN_params46,labels_line_DBSCAN_params47,labels_line_DBSCAN_params48,labels_line_DBSCAN_params49,labels_line_DBSCAN_params6
ARI_nn,0.27104393189505266,0.0,0.09299791642678382,0.13035413845875432,0.5382841300637938,0.4921178077417016,0.23929896575673423,1.0,1.0,0.5270920209287839,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
