,labels_x1_HDBSCAN_params1,labels_x1_HDBSCAN_params10,labels_x1_HDBSCAN_params11,labels_x1_HDBSCAN_params12,labels_x1_HDBSCAN_params13,labels_x1_HDBSCAN_params14,labels_x1_HDBSCAN_params15,labels_x1_HDBSCAN_params16,labels_x1_HDBSCAN_params17,labels_x1_HDBSCAN_params18,labels_x1_HDBSCAN_params19,labels_x1_HDBSCAN_params2,labels_x1_HDBSCAN_params20,labels_x1_HDBSCAN_params21,labels_x1_HDBSCAN_params22,labels_x1_HDBSCAN_params23,labels_x1_HDBSCAN_params24,labels_x1_HDBSCAN_params25,labels_x1_HDBSCAN_params26,labels_x1_HDBSCAN_params27,labels_x1_HDBSCAN_params28,labels_x1_HDBSCAN_params29,labels_x1_HDBSCAN_params3,labels_x1_HDBSCAN_params30,labels_x1_HDBSCAN_params31,labels_x1_HDBSCAN_params32,labels_x1_HDBSCAN_params33,labels_x1_HDBSCAN_params34,labels_x1_HDBSCAN_params35,labels_x1_HDBSCAN_params36,labels_x1_HDBSCAN_params37,labels_x1_HDBSCAN_params38,labels_x1_HDBSCAN_params39,labels_x1_HDBSCAN_params4,labels_x1_HDBSCAN_params40,labels_x1_HDBSCAN_params41,labels_x1_HDBSCAN_params42,labels_x1_HDBSCAN_params43,labels_x1_HDBSCAN_params44,labels_x1_HDBSCAN_params45,labels_x1_HDBSCAN_params46,labels_x1_HDBSCAN_params47,labels_x1_HDBSCAN_params48,labels_x1_HDBSCAN_params49,labels_x1_HDBSCAN_params5,labels_x1_HDBSCAN_params50,labels_x1_HDBSCAN_params51,labels_x1_HDBSCAN_params52,labels_x1_HDBSCAN_params53,labels_x1_HDBSCAN_params54,labels_x1_HDBSCAN_params55,labels_x1_HDBSCAN_params56,labels_x1_HDBSCAN_params57,labels_x1_HDBSCAN_params58,labels_x1_HDBSCAN_params59,labels_x1_HDBSCAN_params6,labels_x1_HDBSCAN_params60,labels_x1_HDBSCAN_params61,labels_x1_HDBSCAN_params62,labels_x1_HDBSCAN_params63,labels_x1_HDBSCAN_params7,labels_x1_HDBSCAN_params8,labels_x1_HDBSCAN_params9
cSIL,0.9613710821040385,0.9593422711859748,0.9593422711859748,0.9593422711859748,0.9593422711859748,0.9208127016017342,0.9594303186836292,0.9594303186836292,0.9594303186836292,0.9594303186836292,0.9594303186836292,0.9613710821040385,0.9594303186836292,0.9228098956248634,0.9613710821040385,0.9613710821040385,0.9613710821040385,0.9613710821040385,0.9613710821040385,0.9208127016017342,0.9208127016017342,0.9593422711859748,0.9613710821040385,0.9593422711859748,0.9593422711859748,0.9593422711859748,0.9593422711859748,0.9593422711859748,0.9208127016017342,0.9594303186836292,0.9594303186836292,0.9594303186836292,0.9594303186836292,0.9613710821040385,0.9594303186836292,0.9594303186836292,0.9228098956248634,0.9613710821040385,0.9613710821040385,0.9613710821040385,0.9613710821040385,0.9613710821040385,0.9208127016017342,0.9208127016017342,0.9613710821040385,0.9593422711859748,0.9593422711859748,0.9593422711859748,0.9593422711859748,0.9593422711859748,0.9593422711859748,0.9208127016017342,0.9594303186836292,0.9594303186836292,0.9594303186836292,0.9208127016017342,0.9594303186836292,0.9594303186836292,0.9594303186836292,0.9228098956248634,0.9208127016017342,0.9593422711859748,0.9593422711859748
GD43,7.24163599724018,6.856792571588086,6.856792571588086,6.856792571588086,6.856792571588086,2.0630893750829036,7.927871668453652,7.927871668453652,7.927871668453652,7.927871668453652,7.927871668453652,7.24163599724018,7.927871668453652,2.0999611515571317,7.24163599724018,7.24163599724018,7.24163599724018,7.24163599724018,7.24163599724018,2.0630893750829036,2.0630893750829036,6.856792571588086,7.24163599724018,6.856792571588086,6.856792571588086,6.856792571588086,6.856792571588086,6.856792571588086,2.0630893750829036,7.927871668453652,7.927871668453652,7.927871668453652,7.927871668453652,7.24163599724018,7.927871668453652,7.927871668453652,2.0999611515571317,7.24163599724018,7.24163599724018,7.24163599724018,7.24163599724018,7.24163599724018,2.0630893750829036,2.0630893750829036,7.24163599724018,6.856792571588086,6.856792571588086,6.856792571588086,6.856792571588086,6.856792571588086,6.856792571588086,2.0630893750829036,7.927871668453652,7.927871668453652,7.927871668453652,2.0630893750829036,7.927871668453652,7.927871668453652,7.927871668453652,2.0999611515571317,2.0630893750829036,6.856792571588086,6.856792571588086
GD53,0.23496150653127745,0.23831401088648665,0.23831401088648665,0.23831401088648665,0.23831401088648665,0.3784071000756579,0.3140742382350196,0.3140742382350196,0.3140742382350196,0.3140742382350196,0.3140742382350196,0.23496150653127745,0.3140742382350196,0.3763793291496428,0.23496150653127745,0.23496150653127745,0.23496150653127745,0.23496150653127745,0.23496150653127745,0.3784071000756579,0.3784071000756579,0.23831401088648665,0.23496150653127745,0.23831401088648665,0.23831401088648665,0.23831401088648665,0.23831401088648665,0.23831401088648665,0.3784071000756579,0.3140742382350196,0.3140742382350196,0.3140742382350196,0.3140742382350196,0.23496150653127745,0.3140742382350196,0.3140742382350196,0.3763793291496428,0.23496150653127745,0.23496150653127745,0.23496150653127745,0.23496150653127745,0.23496150653127745,0.3784071000756579,0.3784071000756579,0.23496150653127745,0.23831401088648665,0.23831401088648665,0.23831401088648665,0.23831401088648665,0.23831401088648665,0.23831401088648665,0.3784071000756579,0.3140742382350196,0.3140742382350196,0.3140742382350196,0.3784071000756579,0.3140742382350196,0.3140742382350196,0.3140742382350196,0.3763793291496428,0.3784071000756579,0.23831401088648665,0.23831401088648665
PS,1.654705131591948,1.6339956859644424,1.6339956859644424,1.6339956859644424,1.6339956859644424,1.296702055555865,1.5410187601335403,1.5410187601335403,1.5410187601335403,1.5410187601335403,1.5410187601335403,1.654705131591948,1.5410187601335403,1.3042778131316226,1.654705131591948,1.654705131591948,1.654705131591948,1.654705131591948,1.654705131591948,1.296702055555865,1.296702055555865,1.6339956859644424,1.654705131591948,1.6339956859644424,1.6339956859644424,1.6339956859644424,1.6339956859644424,1.6339956859644424,1.296702055555865,1.5410187601335403,1.5410187601335403,1.5410187601335403,1.5410187601335403,1.654705131591948,1.5410187601335403,1.5410187601335403,1.3042778131316226,1.654705131591948,1.654705131591948,1.654705131591948,1.654705131591948,1.654705131591948,1.296702055555865,1.296702055555865,1.654705131591948,1.6339956859644424,1.6339956859644424,1.6339956859644424,1.6339956859644424,1.6339956859644424,1.6339956859644424,1.296702055555865,1.5410187601335403,1.5410187601335403,1.5410187601335403,1.296702055555865,1.5410187601335403,1.5410187601335403,1.5410187601335403,1.3042778131316226,1.296702055555865,1.6339956859644424,1.6339956859644424
rCIP,0.0002239393263175275,0.00041055496104145295,0.00041055496104145295,0.00041055496104145295,0.00041055496104145295,0.05118649924991675,0.00014980671596681887,0.00014980671596681887,0.00014980671596681887,0.00014980671596681887,0.00014980671596681887,0.0002239393263175275,0.00014980671596681887,0.04771051194368162,0.0002239393263175275,0.0002239393263175275,0.0002239393263175275,0.0002239393263175275,0.0002239393263175275,0.05118649924991675,0.05118649924991675,0.00041055496104145295,0.0002239393263175275,0.00041055496104145295,0.00041055496104145295,0.00041055496104145295,0.00041055496104145295,0.00041055496104145295,0.05118649924991675,0.00014980671596681887,0.00014980671596681887,0.00014980671596681887,0.00014980671596681887,0.0002239393263175275,0.00014980671596681887,0.00014980671596681887,0.04771051194368162,0.0002239393263175275,0.0002239393263175275,0.0002239393263175275,0.0002239393263175275,0.0002239393263175275,0.05118649924991675,0.05118649924991675,0.0002239393263175275,0.00041055496104145295,0.00041055496104145295,0.00041055496104145295,0.00041055496104145295,0.00041055496104145295,0.00041055496104145295,0.05118649924991675,0.00014980671596681887,0.00014980671596681887,0.00014980671596681887,0.05118649924991675,0.00014980671596681887,0.00014980671596681887,0.00014980671596681887,0.04771051194368162,0.05118649924991675,0.00041055496104145295,0.00041055496104145295
WB,0.1789806078887843,0.18859816251038417,0.18859816251038417,0.18859816251038417,0.18859816251038417,1.2542083696136448,0.19292445671407898,0.19292445671407898,0.19292445671407898,0.19292445671407898,0.19292445671407898,0.1789806078887843,0.19292445671407898,1.2021079148677103,0.1789806078887843,0.1789806078887843,0.1789806078887843,0.1789806078887843,0.1789806078887843,1.2542083696136448,1.2542083696136448,0.18859816251038417,0.1789806078887843,0.18859816251038417,0.18859816251038417,0.18859816251038417,0.18859816251038417,0.18859816251038417,1.2542083696136448,0.19292445671407898,0.19292445671407898,0.19292445671407898,0.19292445671407898,0.1789806078887843,0.19292445671407898,0.19292445671407898,1.2021079148677103,0.1789806078887843,0.1789806078887843,0.1789806078887843,0.1789806078887843,0.1789806078887843,1.2542083696136448,1.2542083696136448,0.1789806078887843,0.18859816251038417,0.18859816251038417,0.18859816251038417,0.18859816251038417,0.18859816251038417,0.18859816251038417,1.2542083696136448,0.19292445671407898,0.19292445671407898,0.19292445671407898,1.2542083696136448,0.19292445671407898,0.19292445671407898,0.19292445671407898,1.2021079148677103,1.2542083696136448,0.18859816251038417,0.18859816251038417
XB,0.047733684490035275,0.051335642705118395,0.051335642705118395,0.051335642705118395,0.051335642705118395,0.1175820346512792,0.054558728336764284,0.054558728336764284,0.054558728336764284,0.054558728336764284,0.054558728336764284,0.047733684490035275,0.054558728336764284,0.11396024473034887,0.047733684490035275,0.047733684490035275,0.047733684490035275,0.047733684490035275,0.047733684490035275,0.1175820346512792,0.1175820346512792,0.051335642705118395,0.047733684490035275,0.051335642705118395,0.051335642705118395,0.051335642705118395,0.051335642705118395,0.051335642705118395,0.1175820346512792,0.054558728336764284,0.054558728336764284,0.054558728336764284,0.054558728336764284,0.047733684490035275,0.054558728336764284,0.054558728336764284,0.11396024473034887,0.047733684490035275,0.047733684490035275,0.047733684490035275,0.047733684490035275,0.047733684490035275,0.1175820346512792,0.1175820346512792,0.047733684490035275,0.051335642705118395,0.051335642705118395,0.051335642705118395,0.051335642705118395,0.051335642705118395,0.051335642705118395,0.1175820346512792,0.054558728336764284,0.054558728336764284,0.054558728336764284,0.1175820346512792,0.054558728336764284,0.054558728336764284,0.054558728336764284,0.11396024473034887,0.1175820346512792,0.051335642705118395,0.051335642705118395
SSE,4.904581175025246,5.269095523013269,5.269095523013269,5.269095523013269,5.269095523013269,34.333868793360296,5.353635395847152,5.353635395847152,5.353635395847152,5.353635395847152,5.353635395847152,4.904581175025246,5.353635395847152,33.2627108636901,4.904581175025246,4.904581175025246,4.904581175025246,4.904581175025246,4.904581175025246,34.333868793360296,34.333868793360296,5.269095523013269,4.904581175025246,5.269095523013269,5.269095523013269,5.269095523013269,5.269095523013269,5.269095523013269,34.333868793360296,5.353635395847152,5.353635395847152,5.353635395847152,5.353635395847152,4.904581175025246,5.353635395847152,5.353635395847152,33.2627108636901,4.904581175025246,4.904581175025246,4.904581175025246,4.904581175025246,4.904581175025246,34.333868793360296,34.333868793360296,4.904581175025246,5.269095523013269,5.269095523013269,5.269095523013269,5.269095523013269,5.269095523013269,5.269095523013269,34.333868793360296,5.353635395847152,5.353635395847152,5.353635395847152,34.333868793360296,5.353635395847152,5.353635395847152,5.353635395847152,33.2627108636901,34.333868793360296,5.269095523013269,5.269095523013269
RS,0.8411942884042771,0.8343243760152184,0.8343243760152184,0.8343243760152184,0.8343243760152184,0.47686462349244796,0.8336865669245188,0.8336865669245188,0.8336865669245188,0.8336865669245188,0.8336865669245188,0.8411942884042771,0.8336865669245188,0.4875624885190874,0.8411942884042771,0.8411942884042771,0.8411942884042771,0.8411942884042771,0.8411942884042771,0.47686462349244796,0.47686462349244796,0.8343243760152184,0.8411942884042771,0.8343243760152184,0.8343243760152184,0.8343243760152184,0.8343243760152184,0.8343243760152184,0.47686462349244796,0.8336865669245188,0.8336865669245188,0.8336865669245188,0.8336865669245188,0.8411942884042771,0.8336865669245188,0.8336865669245188,0.4875624885190874,0.8411942884042771,0.8411942884042771,0.8411942884042771,0.8411942884042771,0.8411942884042771,0.47686462349244796,0.47686462349244796,0.8411942884042771,0.8343243760152184,0.8343243760152184,0.8343243760152184,0.8343243760152184,0.8343243760152184,0.8343243760152184,0.47686462349244796,0.8336865669245188,0.8336865669245188,0.8336865669245188,0.47686462349244796,0.8336865669245188,0.8336865669245188,0.8336865669245188,0.4875624885190874,0.47686462349244796,0.8343243760152184,0.8343243760152184
DH,0.16744864386536346,0.17049143996010255,0.17049143996010255,0.17049143996010255,0.17049143996010255,0.26914591378741726,0.16911509980999487,0.16911509980999487,0.16911509980999487,0.16911509980999487,0.16911509980999487,0.16744864386536346,0.16911509980999487,0.26545727906583305,0.16744864386536346,0.16744864386536346,0.16744864386536346,0.16744864386536346,0.16744864386536346,0.26914591378741726,0.26914591378741726,0.17049143996010255,0.16744864386536346,0.17049143996010255,0.17049143996010255,0.17049143996010255,0.17049143996010255,0.17049143996010255,0.26914591378741726,0.16911509980999487,0.16911509980999487,0.16911509980999487,0.16911509980999487,0.16744864386536346,0.16911509980999487,0.16911509980999487,0.26545727906583305,0.16744864386536346,0.16744864386536346,0.16744864386536346,0.16744864386536346,0.16744864386536346,0.26914591378741726,0.26914591378741726,0.16744864386536346,0.17049143996010255,0.17049143996010255,0.17049143996010255,0.17049143996010255,0.17049143996010255,0.17049143996010255,0.26914591378741726,0.16911509980999487,0.16911509980999487,0.16911509980999487,0.26914591378741726,0.16911509980999487,0.16911509980999487,0.16911509980999487,0.26545727906583305,0.26914591378741726,0.17049143996010255,0.17049143996010255
