,labels_mk1_MeanShift_params1,labels_mk1_MeanShift_params10,labels_mk1_MeanShift_params11,labels_mk1_MeanShift_params12,labels_mk1_MeanShift_params13,labels_mk1_MeanShift_params14,labels_mk1_MeanShift_params15,labels_mk1_MeanShift_params16,labels_mk1_MeanShift_params17,labels_mk1_MeanShift_params18,labels_mk1_MeanShift_params19,labels_mk1_MeanShift_params2,labels_mk1_MeanShift_params20,labels_mk1_MeanShift_params21,labels_mk1_MeanShift_params22,labels_mk1_MeanShift_params23,labels_mk1_MeanShift_params24,labels_mk1_MeanShift_params25,labels_mk1_MeanShift_params26,labels_mk1_MeanShift_params29,labels_mk1_MeanShift_params3,labels_mk1_MeanShift_params30,labels_mk1_MeanShift_params31,labels_mk1_MeanShift_params32,labels_mk1_MeanShift_params4,labels_mk1_MeanShift_params5,labels_mk1_MeanShift_params6,labels_mk1_MeanShift_params7,labels_mk1_MeanShift_params8,labels_mk1_MeanShift_params9
B,0.07692087974269984,0.12089269873806854,0.10916645635897565,0.12346779427906435,0.12767813713565032,0.13641202899081126,0.12089269873806854,0.12089269873806854,0.10916645635897565,0.10916645635897565,0.10916645635897565,0.0754222566316776,0.10916645635897565,0.10916645635897565,0.10916645635897565,0.10916645635897565,0.10916645635897565,0.10916645635897565,0.3288641141097621,0.3288641141097621,0.07537677801127617,0.3288641141097621,0.3288641141097621,0.3288641141097621,0.07528264967519913,0.15505611199486527,0.13641202899081126,0.12767813713565032,0.13641202899081126,0.12089269873806854
BH,1.4299407470144792,5.605583899465933,7.796807911933982,3.9991045993123793,5.6300811426774375,4.3966810247308175,5.605583899465933,5.605583899465933,7.796807911933982,7.796807911933982,7.796807911933982,1.2844166124049088,7.796807911933982,7.796807911933982,7.796807911933982,7.796807911933982,7.796807911933982,7.796807911933982,37.64619138426297,37.64619138426297,1.2708069703753821,37.64619138426297,37.64619138426297,37.64619138426297,1.2822736114053508,3.5423689422454956,4.3966810247308175,5.6300811426774375,4.3966810247308175,5.605583899465933
D,0.1616735792635655,0.39576550461476195,0.5317596259033561,0.3195955716056733,0.5121578460328067,0.2838583723954922,0.39576550461476195,0.39576550461476195,0.5317596259033561,0.5317596259033561,0.5317596259033561,0.1616735792635655,0.5317596259033561,0.5317596259033561,0.5317596259033561,0.5317596259033561,0.5317596259033561,0.5317596259033561,0.29946324900257565,0.29946324900257565,0.14192188661588154,0.29946324900257565,0.29946324900257565,0.29946324900257565,0.15833989479116148,0.2886755479250407,0.2838583723954922,0.5121578460328067,0.2838583723954922,0.39576550461476195
H,1.9684844268557709,0.47501047755714965,0.1865473552798752,0.8271861574322571,0.39508574411370423,0.5843529741391902,0.47501047755714965,0.47501047755714965,0.1865473552798752,0.1865473552798752,0.1865473552798752,2.3054502711960136,0.1865473552798752,0.1865473552798752,0.1865473552798752,0.1865473552798752,0.1865473552798752,0.1865473552798752,0.2506465210880728,0.2506465210880728,2.363658925369885,0.2506465210880728,0.2506465210880728,0.2506465210880728,2.30260355198386,0.9170716460118682,0.5843529741391902,0.39508574411370423,0.5843529741391902,0.47501047755714965
DBCV,-0.41010558291402804,0.21774851711550228,0.4056951543229531,-0.32177986117574275,0.17685106006413465,-0.07381338764973386,0.21774851711550228,0.21774851711550228,0.4056951543229531,0.4056951543229531,0.4056951543229531,-0.4188645861263915,0.4056951543229531,0.40569515432295306,0.40569515432295306,0.40569515432295306,0.40569515432295306,0.40569515432295306,0.7092821850259956,0.7092821850259956,-0.4434313572045905,0.7092821850259956,0.7092821850259956,0.7092821850259956,-0.44105628438615807,0.19922154428068936,-0.07381338764973386,0.17685106006413465,-0.07381338764973386,0.21774851711550228
I,0.4514380621496255,0.9250536822470614,1.5613902052385138,0.660582615281863,0.9190973906008388,0.6735169873334445,0.9250536822470614,0.9250536822470614,1.5613902052385138,1.5613902052385138,1.5613902052385138,0.39590575078394785,1.5613902052385138,1.5613902052385138,1.5613902052385138,1.5613902052385138,1.5613902052385138,1.5613902052385138,0.9026312565997175,0.9026312565997175,0.3826177979275241,0.9026312565997175,0.9026312565997175,0.9026312565997175,0.39647001699935447,0.48787472956459693,0.6735169873334445,0.9190973906008388,0.6735169873334445,0.9250536822470614
C,0.044620360737061486,0.01189627560863547,0.011829208463548931,0.028587795189891147,0.011085631603756894,0.016279444017981128,0.01189627560863547,0.01189627560863547,0.011829208463548931,0.011829208463548931,0.011829208463548931,0.04484864695374938,0.011829208463548931,0.011829208463548931,0.011829208463548931,0.011829208463548931,0.011829208463548931,0.011829208463548931,0.083867813831444,0.083867813831444,0.044893195991929834,0.083867813831444,0.083867813831444,0.083867813831444,0.044722264824934244,0.0188674588994856,0.016279444017981128,0.011085631603756894,0.016279444017981128,0.01189627560863547
CDbw,0.4858312979721554,0.17909503489698614,0.09301161342687089,0.21769213510631535,0.37257462032198,0.0,0.17909503489698614,0.17909503489698614,0.09301161342687089,0.09301161342687089,0.09301161342687089,0.6226359802278804,0.09301161342687089,0.06615833129486089,0.06615833129486089,0.06615833129486089,0.06615833129486089,0.06615833129486089,0.04996718443825702,0.04996718443825702,0.5114794132714774,0.04996718443825702,0.04996718443825702,0.04996718443825702,0.6042837284823391,0.0,0.0,0.37257462032198,0.0,0.17909503489698614
VIASCKDE,0.4608628939526321,0.5522502418704734,0.5666491484790193,0.50895908875352,0.5598232564447646,,0.5522502418704734,0.5522502418704734,0.5666491484790193,0.5666491484790193,0.5666491484790193,0.4570482182245674,0.5666491484790193,0.5666491484790193,0.5666491484790193,0.5666491484790193,0.5666491484790193,0.5666491484790193,0.5469477728491342,0.5469477728491342,0.4510848545085247,0.5469477728491342,0.5469477728491342,0.5469477728491342,0.44915449011910313,,,0.5598232564447646,,0.5522502418704734
COP,0.2676284437270548,0.23591506932197773,0.23090379382323648,0.23668294567992812,0.23657087794089213,0.238182094929073,0.23591506932197773,0.23591506932197773,0.23090379382323648,0.23090379382323648,0.23090379382323648,0.2676229949418172,0.23090379382323648,0.23090379382323648,0.23090379382323648,0.23090379382323648,0.23090379382323648,0.23090379382323648,0.21045176342330912,0.21045176342330912,0.27133323737237847,0.21045176342330912,0.21045176342330912,0.21045176342330912,0.2684567091719663,0.23664213930871322,0.238182094929073,0.23657087794089213,0.238182094929073,0.23591506932197773
Sym,0.04696056888703363,0.06566457152446543,0.08079013268403668,0.05555639199211451,0.06624361361596244,0.055381331891137,0.06566457152446543,0.06566457152446543,0.08079013268403668,0.08079013268403668,0.08079013268403668,0.044325956276583416,0.08079013268403668,0.08079013268403668,0.08079013268403668,0.08079013268403668,0.08079013268403668,0.08079013268403668,0.0729552789368533,0.0729552789368533,0.04378948196358027,0.0729552789368533,0.0729552789368533,0.0729552789368533,0.04436827355111391,0.0483798015111915,0.055381331891137,0.06624361361596244,0.055381331891137,0.06566457152446543
CS,1.1548444712090689,0.8911882465393525,0.728924300250648,1.0926387637753594,0.8493798929337453,0.8531080661818554,0.8911882465393525,0.8911882465393525,0.728924300250648,0.728924300250648,0.728924300250648,1.2119983723702086,0.728924300250648,0.728924300250648,0.728924300250648,0.728924300250648,0.728924300250648,0.728924300250648,1.057268815921739,1.057268815921739,1.2263505411008722,1.057268815921739,1.057268815921739,1.057268815921739,1.2110986951539136,0.9970010048189646,0.8531080661818554,0.8493798929337453,0.8531080661818554,0.8911882465393525
SF,0.1735831443409488,0.3443507750788386,0.4263407269196253,0.28577562856783567,0.36084651934411693,0.3460908847186902,0.3443507750788386,0.3443507750788386,0.4263407269196253,0.4263407269196253,0.4263407269196253,0.15943401204872087,0.4263407269196253,0.4263407269196253,0.4263407269196253,0.4263407269196253,0.4263407269196253,0.4263407269196253,0.4098178424803284,0.4098178424803284,0.1610366906901548,0.4098178424803284,0.4098178424803284,0.4098178424803284,0.1594002676205588,0.2794350170391733,0.3460908847186902,0.36084651934411693,0.3460908847186902,0.3443507750788386
SD,32266.274062909484,61977.799154520246,67422.7069716494,55981.01582194046,56994.63963837801,48506.6196944625,61977.799154520246,61977.799154520246,67422.7069716494,67422.7069716494,67422.7069716494,29934.747851116837,67422.7069716494,67422.7069716494,67422.7069716494,67422.7069716494,67422.7069716494,67422.7069716494,202485.61683083896,202485.61683083896,29770.00008421304,202485.61683083896,202485.61683083896,202485.61683083896,29897.65225283055,50210.332746143395,48506.6196944625,56994.63963837801,48506.6196944625,61977.799154520246
SDbw,0.29634678612177523,0.3710471540502045,0.3542174781915658,0.38521481092786647,0.3690883372089555,0.36525881764340445,0.3710471540502045,0.3710471540502045,0.3542174781915658,0.3542174781915658,0.3542174781915658,0.2966761374964957,0.3542174781915658,0.3542174781915658,0.3542174781915658,0.3542174781915658,0.3542174781915658,0.3542174781915658,0.8005579918228791,0.8005579918228791,0.30294774493093324,0.8005579918228791,0.8005579918228791,0.8005579918228791,0.29494363945085544,0.4480672445433228,0.36525881764340445,0.3690883372089555,0.36525881764340445,0.3710471540502045
XB*,0.5937675398262043,0.2187136722434333,0.07775154759840021,0.23992838543876446,0.16264572798966556,0.30785357471406016,0.2187136722434333,0.2187136722434333,0.07775154759840021,0.07775154759840021,0.07775154759840021,1.2270646890429449,0.07775154759840021,0.07775154759840021,0.07775154759840021,0.07775154759840021,0.07775154759840021,0.07775154759840021,0.24306415079247873,0.24306415079247873,1.508415856334549,0.24306415079247873,0.24306415079247873,0.24306415079247873,1.2270646890429449,0.35208431090456405,0.30785357471406016,0.16264572798966556,0.30785357471406016,0.2187136722434333
S,0.2744381208864119,0.5565928636043146,0.6677588992266851,0.43330833241377775,0.5547415785384209,0.4980275533644654,0.5565928636043146,0.5565928636043146,0.6677588992266851,0.6677588992266851,0.6677588992266851,0.25871928543664957,0.6677588992266851,0.6677588992266851,0.6677588992266851,0.6677588992266851,0.6677588992266851,0.6677588992266851,0.5463947544068183,0.5463947544068183,0.2596100357112973,0.5463947544068183,0.5463947544068183,0.5463947544068183,0.2593063892468582,0.44707035070851137,0.4980275533644654,0.5547415785384209,0.4980275533644654,0.5565928636043146
DB,0.9065031011468854,0.6728203956190807,0.458729086279903,0.8336826206645108,0.5814655618994048,0.6608317916301713,0.6728203956190807,0.6728203956190807,0.458729086279903,0.458729086279903,0.458729086279903,0.9339480655555896,0.458729086279903,0.458729086279903,0.458729086279903,0.458729086279903,0.458729086279903,0.458729086279903,0.6748447091362094,0.6748447091362094,0.9410203855347496,0.6748447091362094,0.6748447091362094,0.6748447091362094,0.9315640893929298,0.7747143187572788,0.6608317916301713,0.5814655618994048,0.6608317916301713,0.6728203956190807
CH,345.18936726413517,638.3331732809079,914.8253061785797,543.9918756278221,635.1263874693892,488.1316471141042,638.3331732809079,638.3331732809079,914.8253061785797,914.8253061785797,914.8253061785797,313.6918515725431,914.8253061785797,914.8253061785797,914.8253061785797,914.8253061785797,914.8253061785797,914.8253061785797,364.8923517387751,364.8923517387751,317.36082142463465,364.8923517387751,364.8923517387751,364.8923517387751,314.26440853217326,404.5509628032561,488.1316471141042,635.1263874693892,488.1316471141042,638.3331732809079
AD-S,0.21181751813473607,0.6332089184603266,0.6362627989065841,0.5235561399324437,0.6380666422243105,0.6151628314319088,0.6332089184603266,0.6332089184603266,0.6362627989065841,0.6362627989065841,0.6362627989065841,0.1820650420026967,0.6362627989065841,0.6362627989065841,0.6362627989065841,0.6362627989065841,0.6362627989065841,0.6362627989065841,0.5662559478016338,0.5662559478016338,0.14491804062571978,0.5662559478016338,0.5662559478016338,0.5662559478016338,0.18366044096513912,0.5879677792585947,0.6151628314319088,0.6380666422243105,0.6151628314319088,0.6332089184603266
AD-DB,1.8041063827125636,0.838343397623798,0.745339298265924,1.3011687143863444,0.7550777720363592,0.9590298100662956,0.838343397623798,0.838343397623798,0.745339298265924,0.745339298265924,0.745339298265924,1.796227303183428,0.745339298265924,0.745339298265924,0.745339298265924,0.745339298265924,0.745339298265924,0.745339298265924,0.7804516644627904,0.7804516644627904,1.940781324640083,0.7804516644627904,0.7804516644627904,0.7804516644627904,1.7937631078127914,1.3646814714431021,0.9590298100662956,0.7550777720363592,0.9590298100662956,0.838343397623798
AD-CH,94.86165366783652,275.2832613736999,412.0575507707203,196.34156232769968,278.8513286654411,204.27593258893313,275.2832613736999,275.2832613736999,412.0575507707203,412.0575507707203,412.0575507707203,86.00259105940549,412.0575507707203,412.0575507707203,412.0575507707203,412.0575507707203,412.0575507707203,412.0575507707203,503.85726732338946,503.85726732338946,86.0805288608129,503.85726732338946,503.85726732338946,503.85726732338946,86.15249804289996,157.457772412045,204.27593258893313,278.8513286654411,204.27593258893313,275.2832613736999
AD-idea,0.5496380596219663,14.16668580160041,22.25951881763391,9.198344389368533,23.29879221284486,15.714406313226664,14.16668580160041,14.16668580160041,22.25951881763391,22.25951881763391,22.25951881763391,0.3626927403713179,22.25951881763391,22.259518817633914,22.259518817633914,22.259518817633914,22.259518817633914,22.259518817633914,7.475650423669793,7.475650423669793,0.254676931590317,7.475650423669793,7.475650423669793,7.475650423669793,0.3603656377926054,4.693177694974921,15.714406313226664,23.29879221284486,15.714406313226664,14.16668580160041
