,labels_mk1_MeanShift_params1,labels_mk1_MeanShift_params10,labels_mk1_MeanShift_params11,labels_mk1_MeanShift_params12,labels_mk1_MeanShift_params13,labels_mk1_MeanShift_params14,labels_mk1_MeanShift_params15,labels_mk1_MeanShift_params16,labels_mk1_MeanShift_params17,labels_mk1_MeanShift_params18,labels_mk1_MeanShift_params19,labels_mk1_MeanShift_params2,labels_mk1_MeanShift_params20,labels_mk1_MeanShift_params21,labels_mk1_MeanShift_params22,labels_mk1_MeanShift_params23,labels_mk1_MeanShift_params24,labels_mk1_MeanShift_params25,labels_mk1_MeanShift_params26,labels_mk1_MeanShift_params29,labels_mk1_MeanShift_params3,labels_mk1_MeanShift_params30,labels_mk1_MeanShift_params31,labels_mk1_MeanShift_params32,labels_mk1_MeanShift_params4,labels_mk1_MeanShift_params5,labels_mk1_MeanShift_params6,labels_mk1_MeanShift_params7,labels_mk1_MeanShift_params8,labels_mk1_MeanShift_params9
cSIL,0.794962889560202,0.8806707923324183,0.9378442013951099,0.8343628872703931,0.8975700072946574,0.8714060457313462,0.8806707923324183,0.8806707923324183,0.9378442013951099,0.9378442013951099,0.9378442013951099,0.7801125410213271,0.9378442013951099,0.9378442013951099,0.9378442013951099,0.9378442013951099,0.9378442013951099,0.9378442013951099,0.8617056098046509,0.8617056098046509,0.7749887572703855,0.8617056098046509,0.8617056098046509,0.8617056098046509,0.7806000130726631,0.8324900284357456,0.8714060457313462,0.8975700072946574,0.8714060457313462,0.8806707923324183
GD43,2.5356209826781084,3.825165586259351,6.307234825589055,3.8434219637492726,4.435748106529786,3.2241564370915152,3.825165586259351,3.825165586259351,6.307234825589055,6.307234825589055,6.307234825589055,1.7638385635734153,6.307234825589055,6.307234825589055,6.307234825589055,6.307234825589055,6.307234825589055,6.307234825589055,1.7492573033998813,1.7492573033998813,1.5908602056568344,1.7492573033998813,1.7492573033998813,1.7492573033998813,1.7638385635734153,3.0507949311999836,3.2241564370915152,4.435748106529786,3.2241564370915152,3.825165586259351
GD53,0.14234340037044402,0.4497106824117208,0.4732097702507078,0.4456567929929195,0.4559823583981442,0.31538966335182506,0.4497106824117208,0.4497106824117208,0.4732097702507078,0.4732097702507078,0.4732097702507078,0.10536393566166394,0.4732097702507078,0.4732097702507078,0.4732097702507078,0.4732097702507078,0.4732097702507078,0.4732097702507078,0.3733258684741977,0.3733258684741977,0.10141143752978132,0.3733258684741977,0.3733258684741977,0.3733258684741977,0.10536393566166394,0.298765600874591,0.31538966335182506,0.4559823583981442,0.31538966335182506,0.4497106824117208
PS,-4.433779490553933,1.7875597972367618,2.6755415124498625,0.7639228165211349,1.9358614684809035,1.1329293579715363,1.7875597972367618,1.7875597972367618,2.6755415124498625,2.6755415124498625,2.6755415124498625,-5.689030962155178,2.6755415124498625,2.675541512449863,2.675541512449863,2.675541512449863,2.675541512449863,2.675541512449863,1.4633687222225316,1.4633687222225316,-5.706420348170166,1.4633687222225316,1.4633687222225316,1.4633687222225316,-5.685824258817349,0.37868190967864773,1.1329293579715363,1.9358614684809035,1.1329293579715363,1.7875597972367618
rCIP,3.746980866784219,0.23580609704046696,0.0040697978665455645,0.7419117908233139,0.020670385794175083,0.544538949386794,0.23580609704046696,0.23580609704046696,0.004069797866545565,0.004069797866545565,0.004069797866545565,5.081223023380869,0.004069797866545565,0.004069797866545565,0.004069797866545565,0.004069797866545565,0.004069797866545565,0.004069797866545565,6.771178163898676e-05,6.771178163898676e-05,5.922146164026237,6.771178163898676e-05,6.771178163898676e-05,6.771178163898676e-05,5.080073747170874,1.112359343691773,0.544538949386794,0.020670385794175083,0.544538949386794,0.23580609704046696
WB,0.9334650854864289,0.6182769174256715,0.48697822085939935,0.6778593882021213,0.6213986293959296,0.7554314541581075,0.6182769174256715,0.6182769174256715,0.48697822085939935,0.48697822085939935,0.48697822085939935,1.0134149115010844,0.48697822085939935,0.48697822085939935,0.48697822085939935,0.48697822085939935,0.48697822085939935,0.48697822085939935,1.6333584334118187,1.6333584334118187,1.0016989449830167,1.6333584334118187,1.6333584334118187,1.6333584334118187,1.0115685752796741,0.8720780134975876,0.7554314541581075,0.6213986293959296,0.7554314541581075,0.6182769174256715
XB,0.43217372163771933,0.20925311412708444,0.0750020115913483,0.22671011790157392,0.15629045485292709,0.288771489690464,0.20925311412708444,0.20925311412708444,0.0750020115913483,0.0750020115913483,0.0750020115913483,0.8824496196490368,0.0750020115913483,0.0750020115913483,0.0750020115913483,0.0750020115913483,0.0750020115913483,0.0750020115913483,0.18148427037909093,0.18148427037909093,1.0732903505343308,0.18148427037909093,0.18148427037909093,0.18148427037909093,0.8809772855179587,0.3269664236049207,0.288771489690464,0.15629045485292709,0.288771489690464,0.20925311412708444
SSE,14.299407470144793,22.42233559786373,23.390423735801946,19.995522996561892,22.52032457070975,21.983405123654087,22.42233559786373,22.42233559786373,23.390423735801946,23.390423735801946,23.390423735801946,14.128582736453996,23.390423735801946,23.390423735801946,23.390423735801946,23.390423735801946,23.390423735801946,23.390423735801946,75.29238276852594,75.29238276852594,13.978876674129205,75.29238276852594,75.29238276852594,75.29238276852594,14.105009725458858,21.254213653472974,21.983405123654087,22.52032457070975,21.983405123654087,22.42233559786373
RS,0.34012046230459553,0.4879012898072569,0.5811864631862523,0.41757233696049756,0.5334359886122586,0.500700197061604,0.4879012898072569,0.4879012898072569,0.5811864631862523,0.5811864631862523,0.5811864631862523,0.3341281060444573,0.5811864631862523,0.5811864631862522,0.5811864631862522,0.5811864631862522,0.5811864631862522,0.5811864631862522,0.2534460904931861,0.2534460904931861,0.33784394081243546,0.2534460904931861,0.2534460904931861,0.2534460904931861,0.33427807135617177,0.38317584158874607,0.500700197061604,0.5334359886122586,0.500700197061604,0.4879012898072569
DH,0.21235550391223496,0.28333355981953107,0.2843223659410309,0.28770368520154604,0.2650884099620352,0.23562623831436022,0.28333355981953107,0.28333355981953107,0.2843223659410309,0.2843223659410309,0.2843223659410309,0.19931596241987443,0.2843223659410309,0.2843223659410309,0.2843223659410309,0.2843223659410309,0.2843223659410309,0.2843223659410309,0.4003444288342839,0.4003444288342839,0.1998752130490354,0.4003444288342839,0.4003444288342839,0.4003444288342839,0.1993945810249654,0.2504477277087797,0.23562623831436022,0.2650884099620352,0.23562623831436022,0.28333355981953107
