,labels_aggregation_MeanShift_params1,labels_aggregation_MeanShift_params10,labels_aggregation_MeanShift_params11,labels_aggregation_MeanShift_params12,labels_aggregation_MeanShift_params13,labels_aggregation_MeanShift_params14,labels_aggregation_MeanShift_params15,labels_aggregation_MeanShift_params16,labels_aggregation_MeanShift_params17,labels_aggregation_MeanShift_params18,labels_aggregation_MeanShift_params19,labels_aggregation_MeanShift_params2,labels_aggregation_MeanShift_params20,labels_aggregation_MeanShift_params21,labels_aggregation_MeanShift_params22,labels_aggregation_MeanShift_params23,labels_aggregation_MeanShift_params24,labels_aggregation_MeanShift_params25,labels_aggregation_MeanShift_params26,labels_aggregation_MeanShift_params3,labels_aggregation_MeanShift_params4,labels_aggregation_MeanShift_params5,labels_aggregation_MeanShift_params6,labels_aggregation_MeanShift_params7,labels_aggregation_MeanShift_params8,labels_aggregation_MeanShift_params9
FMI,0.5633232109714249,0.874828587171376,0.8742811757213717,0.8789231065640367,0.8518686510057357,0.878671045890835,0.8742811757213717,0.874828587171376,0.8428369036020533,0.8737517446520352,0.8753939853154181,0.5559844196796707,0.874828587171376,0.8428369036020533,0.8418677526260139,0.8120355768534202,0.8120355768534202,0.7265244815808648,0.7265244815808648,0.746720540257168,0.8640390936468539,0.7978556350138742,0.8967033901758262,0.8518686510057357,0.878671045890835,0.8742811757213717
