,labels_line_SpectralClustering_params1,labels_line_SpectralClustering_params10,labels_line_SpectralClustering_params11,labels_line_SpectralClustering_params12,labels_line_SpectralClustering_params13,labels_line_SpectralClustering_params14,labels_line_SpectralClustering_params15,labels_line_SpectralClustering_params16,labels_line_SpectralClustering_params17,labels_line_SpectralClustering_params18,labels_line_SpectralClustering_params19,labels_line_SpectralClustering_params2,labels_line_SpectralClustering_params20,labels_line_SpectralClustering_params21,labels_line_SpectralClustering_params22,labels_line_SpectralClustering_params23,labels_line_SpectralClustering_params24,labels_line_SpectralClustering_params25,labels_line_SpectralClustering_params26,labels_line_SpectralClustering_params27,labels_line_SpectralClustering_params28,labels_line_SpectralClustering_params29,labels_line_SpectralClustering_params3,labels_line_SpectralClustering_params30,labels_line_SpectralClustering_params31,labels_line_SpectralClustering_params32,labels_line_SpectralClustering_params33,labels_line_SpectralClustering_params34,labels_line_SpectralClustering_params35,labels_line_SpectralClustering_params36,labels_line_SpectralClustering_params4,labels_line_SpectralClustering_params5,labels_line_SpectralClustering_params6,labels_line_SpectralClustering_params7,labels_line_SpectralClustering_params8,labels_line_SpectralClustering_params9
AMI,1.0,0.17775036657338672,0.16445898747056278,0.17775036657338672,0.6416133820764569,0.6416631494591379,0.6426611720570365,0.6426611720570364,0.6416631494591379,0.6416631494591379,0.17156284542232417,1.0,0.2209088533111267,0.17156284542232417,0.2209088533111267,0.17156284542232417,0.2209088533111267,0.5381785367086249,0.5340083753038686,0.5327971747392861,0.5311383524852129,0.5349856808818134,1.0,0.5319633312738975,0.5470693401081689,0.5356306299463153,0.5470693401081689,0.5356306299463153,0.5470693401081689,0.5356306299463153,1.0,1.0,1.0,0.16445898747056278,0.17775036657338672,0.16445898747056278
