,labels_mk1_MeanShift_params1,labels_mk1_MeanShift_params10,labels_mk1_MeanShift_params11,labels_mk1_MeanShift_params12,labels_mk1_MeanShift_params13,labels_mk1_MeanShift_params14,labels_mk1_MeanShift_params15,labels_mk1_MeanShift_params16,labels_mk1_MeanShift_params17,labels_mk1_MeanShift_params18,labels_mk1_MeanShift_params19,labels_mk1_MeanShift_params2,labels_mk1_MeanShift_params20,labels_mk1_MeanShift_params21,labels_mk1_MeanShift_params22,labels_mk1_MeanShift_params23,labels_mk1_MeanShift_params24,labels_mk1_MeanShift_params25,labels_mk1_MeanShift_params26,labels_mk1_MeanShift_params29,labels_mk1_MeanShift_params3,labels_mk1_MeanShift_params30,labels_mk1_MeanShift_params31,labels_mk1_MeanShift_params32,labels_mk1_MeanShift_params4,labels_mk1_MeanShift_params5,labels_mk1_MeanShift_params6,labels_mk1_MeanShift_params7,labels_mk1_MeanShift_params8,labels_mk1_MeanShift_params9
ARI,0.6785797712552987,0.9752127916950756,0.9799166810177865,0.861963186958218,0.980050858866224,0.9556568432993016,0.9752127916950756,0.9752127916950756,0.9799166810177865,0.9799166810177865,0.9799166810177865,0.6732695768998487,0.9799166810177865,0.9799166810177865,0.9799166810177865,0.9799166810177865,0.9799166810177865,0.9799166810177865,0.5697841726618705,0.5697841726618705,0.6685250499267145,0.5697841726618705,0.5697841726618705,0.5697841726618705,0.6734800862007296,0.9305614463237115,0.9556568432993016,0.980050858866224,0.9556568432993016,0.9752127916950756
