,labels_ring_outliers_DBSCAN_params1,labels_ring_outliers_DBSCAN_params11,labels_ring_outliers_DBSCAN_params12,labels_ring_outliers_DBSCAN_params13,labels_ring_outliers_DBSCAN_params16,labels_ring_outliers_DBSCAN_params17,labels_ring_outliers_DBSCAN_params18,labels_ring_outliers_DBSCAN_params2,labels_ring_outliers_DBSCAN_params20,labels_ring_outliers_DBSCAN_params21,labels_ring_outliers_DBSCAN_params22,labels_ring_outliers_DBSCAN_params23,labels_ring_outliers_DBSCAN_params26,labels_ring_outliers_DBSCAN_params27,labels_ring_outliers_DBSCAN_params28,labels_ring_outliers_DBSCAN_params29,labels_ring_outliers_DBSCAN_params31,labels_ring_outliers_DBSCAN_params32,labels_ring_outliers_DBSCAN_params33,labels_ring_outliers_DBSCAN_params34,labels_ring_outliers_DBSCAN_params36,labels_ring_outliers_DBSCAN_params37,labels_ring_outliers_DBSCAN_params38,labels_ring_outliers_DBSCAN_params39,labels_ring_outliers_DBSCAN_params41,labels_ring_outliers_DBSCAN_params42,labels_ring_outliers_DBSCAN_params43,labels_ring_outliers_DBSCAN_params44,labels_ring_outliers_DBSCAN_params45,labels_ring_outliers_DBSCAN_params46,labels_ring_outliers_DBSCAN_params47,labels_ring_outliers_DBSCAN_params48,labels_ring_outliers_DBSCAN_params49,labels_ring_outliers_DBSCAN_params50,labels_ring_outliers_DBSCAN_params51,labels_ring_outliers_DBSCAN_params52,labels_ring_outliers_DBSCAN_params53,labels_ring_outliers_DBSCAN_params54,labels_ring_outliers_DBSCAN_params55,labels_ring_outliers_DBSCAN_params6,labels_ring_outliers_DBSCAN_params7
FMI,0.6339194842986088,0.7378970198762943,0.8450858035330467,0.6440461546373275,0.9347297099486914,0.9347297099486914,0.7686759131668203,0.6780298672156054,0.6203812669924956,1.0,1.0,1.0,1.0,1.0,1.0,0.7525651441447204,1.0,1.0,1.0,0.9993996637576275,1.0,1.0,1.0,0.9993996637576275,1.0,1.0,1.0,0.9993996637576275,0.8084069093190153,1.0,1.0,1.0,0.9993996637576275,0.9993996637576275,0.9803643264433913,0.9803643264433913,0.9803643264433913,0.9803643264433913,0.9803643264433913,0.5291550068318779,0.5781271283493618
