,labels_wingnut_MeanShift_params1,labels_wingnut_MeanShift_params10,labels_wingnut_MeanShift_params11,labels_wingnut_MeanShift_params12,labels_wingnut_MeanShift_params13,labels_wingnut_MeanShift_params14,labels_wingnut_MeanShift_params15,labels_wingnut_MeanShift_params16,labels_wingnut_MeanShift_params17,labels_wingnut_MeanShift_params18,labels_wingnut_MeanShift_params19,labels_wingnut_MeanShift_params2,labels_wingnut_MeanShift_params20,labels_wingnut_MeanShift_params21,labels_wingnut_MeanShift_params22,labels_wingnut_MeanShift_params23,labels_wingnut_MeanShift_params24,labels_wingnut_MeanShift_params3,labels_wingnut_MeanShift_params4,labels_wingnut_MeanShift_params5,labels_wingnut_MeanShift_params6,labels_wingnut_MeanShift_params7,labels_wingnut_MeanShift_params8,labels_wingnut_MeanShift_params9
AMI,0.37117210890670427,0.23658373571477626,0.2420861430039228,0.2406078705314414,0.2306710830965482,0.2317051900316611,0.23614878967159722,0.23658373571477626,0.25339810150895337,0.2423233170337766,0.24859887015998153,0.3714424421612062,0.2437284043983843,0.25999127441400766,0.30853025145802565,0.2578200582910282,0.2594663453092076,0.41605389842087764,0.4043121562902016,0.48114721388018994,0.51216907303233,0.2306710830965482,0.2317051900316611,0.23614878967159722
