,labels_a2_DBSCAN_params13,labels_a2_DBSCAN_params14,labels_a2_DBSCAN_params15,labels_a2_DBSCAN_params16,labels_a2_DBSCAN_params17,labels_a2_DBSCAN_params18,labels_a2_DBSCAN_params19,labels_a2_DBSCAN_params20,labels_a2_DBSCAN_params23,labels_a2_DBSCAN_params24,labels_a2_DBSCAN_params5,labels_a2_DBSCAN_params9
AMI,0.7405352335953306,0.4801914887108039,0.17127044013438422,0.011542632539934412,0.7326995342619467,0.861147443224885,0.8696777094262199,0.8883086987292211,0.17960758023331574,0.17960758023331574,0.005197863981804752,0.15250671731887308
