,labels_zigzag_DBSCAN_params11,labels_zigzag_DBSCAN_params16,labels_zigzag_DBSCAN_params17,labels_zigzag_DBSCAN_params18,labels_zigzag_DBSCAN_params21,labels_zigzag_DBSCAN_params22,labels_zigzag_DBSCAN_params23,labels_zigzag_DBSCAN_params24,labels_zigzag_DBSCAN_params26,labels_zigzag_DBSCAN_params27,labels_zigzag_DBSCAN_params28,labels_zigzag_DBSCAN_params29,labels_zigzag_DBSCAN_params31,labels_zigzag_DBSCAN_params32,labels_zigzag_DBSCAN_params33,labels_zigzag_DBSCAN_params34,labels_zigzag_DBSCAN_params36,labels_zigzag_DBSCAN_params37,labels_zigzag_DBSCAN_params38,labels_zigzag_DBSCAN_params39,labels_zigzag_DBSCAN_params41,labels_zigzag_DBSCAN_params42,labels_zigzag_DBSCAN_params43,labels_zigzag_DBSCAN_params44,labels_zigzag_DBSCAN_params45,labels_zigzag_DBSCAN_params46,labels_zigzag_DBSCAN_params47,labels_zigzag_DBSCAN_params48,labels_zigzag_DBSCAN_params49,labels_zigzag_DBSCAN_params50,labels_zigzag_DBSCAN_params6
cSIL,,,,,,,,,,,,,0.507431021068871,,,,0.507431021068871,0.507431021068871,,,0.507431021068871,0.507431021068871,0.507431021068871,,,0.507431021068871,0.507431021068871,0.507431021068871,,,
GD43,,,,,,,,,,,,,0.45994169917790023,,,,0.45994169917790023,0.45994169917790023,,,0.45994169917790023,0.45994169917790023,0.45994169917790023,,,0.45994169917790023,0.45994169917790023,0.45994169917790023,,,
GD53,,,,,,,,,,,,,0.0073093024844597485,,,,0.0073093024844597485,0.0073093024844597485,,,0.0073093024844597485,0.0073093024844597485,0.0073093024844597485,,,0.0073093024844597485,0.0073093024844597485,0.0073093024844597485,,,
PS,,,,,,,,,,,,,0.9960088551715769,,,,0.9960088551715769,0.9960088551715769,,,0.9960088551715769,0.9960088551715769,0.9960088551715769,,,0.9960088551715769,0.9960088551715769,0.9960088551715769,,,
rCIP,,,,,,,,,,,,,0.6267552536223866,,,,0.6267552536223866,0.6267552536223866,,,0.6267552536223866,0.6267552536223866,0.6267552536223866,,,0.6267552536223866,0.6267552536223866,0.6267552536223866,,,
WB,,,,,,,,,,,,,8.580615865995775,,,,8.580615865995775,8.580615865995775,,,8.580615865995775,8.580615865995775,8.580615865995775,,,8.580615865995775,8.580615865995775,8.580615865995775,,,
XB,,,,,,,,,,,,,1.1484195012611005,,,,1.1484195012611005,1.1484195012611005,,,1.1484195012611005,1.1484195012611005,1.1484195012611005,,,1.1484195012611005,1.1484195012611005,1.1484195012611005,,,
SSE,174.7580028959227,286.3768085921837,221.12516967329793,226.71653905493406,273.47153735807126,267.21623672500095,227.88241908545416,224.40729327427806,322.06000067018124,254.561093320302,226.3604125185139,228.90158891533514,94.427924734477,463.7334185993516,276.5434513193163,226.3604125185139,94.427924734477,94.427924734477,266.0527289515741,222.03135411318556,94.427924734477,94.427924734477,94.427924734477,259.9461489111999,226.3604125185139,94.427924734477,94.427924734477,94.427924734477,258.01436694488575,226.3604125185139,226.2302144946048
RS,,,,,,,,,,,,,-0.25874861073283417,,,,-0.25874861073283417,-0.25874861073283417,,,-0.25874861073283417,-0.25874861073283417,-0.25874861073283417,,,-0.25874861073283417,-0.25874861073283417,-0.25874861073283417,,,
DH,0.11245981480750526,0.07613298054653539,0.34687585631434276,0.42012364424445947,0.10722159157009992,0.12824585592902563,0.4279981321413711,0.4196471294982479,0.1546077702961484,0.18212779723376382,0.42970207688750695,0.4259437620954516,0.42970207688750695,0.29088145116274783,0.2505792691066728,0.42970207688750695,0.42970207688750695,0.42970207688750695,0.5143562454900156,0.3445209870944168,0.42970207688750695,0.42970207688750695,0.42970207688750695,0.34924091596856643,0.42970207688750695,0.42970207688750695,0.42970207688750695,0.42970207688750695,0.3791699721756231,0.42970207688750695,0.2620622172316161
B,0.2474625765506843,1.5905329964634178,1.121374115710545,0.8616691372671157,1.8582883096530982,1.814741311169915,1.009472343682951,0.8870775389581272,2.196676351691686,1.9587344306109657,1.0240844657913848,1.0038264843769256,1.157980452791119,2.2129550908852256,1.2893676509717844,1.0240844657913848,1.157980452791119,1.157980452791119,3.004890258970816,1.00985491779254,1.157980452791119,1.157980452791119,1.157980452791119,1.7112707051612708,1.0240844657913848,1.157980452791119,1.157980452791119,1.157980452791119,1.9268609196634319,1.0240844657913848,0.052105843863833885
BH,0.0023445931855879394,0.03446447067256078,0.18412675932328065,0.15955583372348603,0.058354335561396894,0.06477254310382409,0.2759299119499378,0.15290693049637882,0.5906533346987204,0.24940811620113976,0.3037958478346893,0.25827765981002476,31.47597491149234,22.666417884432317,0.2705253288780765,0.3037958478346893,31.47597491149234,31.47597491149234,9.983174740436313,0.30656717338964024,31.47597491149234,31.47597491149234,31.47597491149234,0.7368835044963177,0.3037958478346893,31.47597491149234,31.47597491149234,31.47597491149234,1.206722651346131,0.3037958478346893,4.611575418496236e-05
D,0.21018944788432553,0.006249166489296961,1.2747103561429611,1.6465106021591451,0.3820949168289465,0.053586540748410544,1.2177484130279295,1.9041475610700624,0.13914593294336247,0.1838526714340268,1.0078211438906852,1.2262653864805146,0.15139992916233388,0.15803376751242473,0.7629899490286068,1.0078211438906852,0.15139992916233388,0.15139992916233388,0.012026376075750227,0.9613397441775446,0.15139992916233388,0.15139992916233388,0.15139992916233388,0.5265158147025578,1.0078211438906852,0.15139992916233388,0.15139992916233388,0.15139992916233388,0.31840974896856356,1.0078211438906852,52.69636504035589
H,,,,,,,,,,,,,0.7083587440714036,,,,0.7083587440714036,0.7083587440714036,,,0.7083587440714036,0.7083587440714036,0.7083587440714036,,,0.7083587440714036,0.7083587440714036,0.7083587440714036,,,
DBCV,0.13427309901011228,0.6941399972664549,0.39124075557194304,0.3312241072467977,0.81681298721525,0.7070507933383584,0.38993965753222676,0.3389216871299355,0.5909743605328313,0.6492741096811417,0.39809670079016757,0.38632084823285023,0.7287048960549704,0.8398260472615175,0.5775723474381489,0.39809670079016757,0.7287048960549704,0.7287048960549704,0.19618539465377427,0.472675721276194,0.7287048960549704,0.7287048960549704,0.7287048960549704,0.629755429154486,0.39809670079016757,0.7287048960549704,0.7287048960549704,0.7287048960549704,0.6754615313040649,0.39809670079016757,0.03599999999153504
