,labels_zigzag_DBSCAN_params11,labels_zigzag_DBSCAN_params16,labels_zigzag_DBSCAN_params17,labels_zigzag_DBSCAN_params18,labels_zigzag_DBSCAN_params21,labels_zigzag_DBSCAN_params22,labels_zigzag_DBSCAN_params23,labels_zigzag_DBSCAN_params24,labels_zigzag_DBSCAN_params26,labels_zigzag_DBSCAN_params27,labels_zigzag_DBSCAN_params28,labels_zigzag_DBSCAN_params29,labels_zigzag_DBSCAN_params31,labels_zigzag_DBSCAN_params32,labels_zigzag_DBSCAN_params33,labels_zigzag_DBSCAN_params34,labels_zigzag_DBSCAN_params36,labels_zigzag_DBSCAN_params37,labels_zigzag_DBSCAN_params38,labels_zigzag_DBSCAN_params39,labels_zigzag_DBSCAN_params41,labels_zigzag_DBSCAN_params42,labels_zigzag_DBSCAN_params43,labels_zigzag_DBSCAN_params44,labels_zigzag_DBSCAN_params45,labels_zigzag_DBSCAN_params46,labels_zigzag_DBSCAN_params47,labels_zigzag_DBSCAN_params48,labels_zigzag_DBSCAN_params49,labels_zigzag_DBSCAN_params50,labels_zigzag_DBSCAN_params6
I,491.68389387212585,2.5279630951350525,41.84674107943273,129.49081288834748,1.0033499235756789,2.573836198204951,66.29610863903831,127.50020378631766,0.7552768191651237,0.77740506560143,60.192190997637844,71.13396592092671,0.29507142253600205,0.17377182811227057,11.310068193391631,60.192190997637844,0.29507142253600205,0.29507142253600205,0.20684957997404307,22.25032031670323,0.29507142253600205,0.29507142253600205,0.29507142253600205,5.184586054580754,60.192190997637844,0.29507142253600205,0.29507142253600205,0.29507142253600205,2.6780068695078856,60.192190997637844,1725938.2324658192
C,0.5586606280107905,0.2316047925308304,0.4566644300158955,0.48118222197357685,0.015083540090228545,0.22200848838311577,0.43863753925902366,0.47789498632655014,0.015354313582339945,0.01534978211041606,0.43200920273601867,0.4407335537153831,0.43200920273601867,0.4167197290284794,0.27027049437866857,0.43200920273601867,0.43200920273601867,0.43200920273601867,0.17019942940640292,0.37231501696876707,0.43200920273601867,0.43200920273601867,0.43200920273601867,0.24721373075197411,0.43200920273601867,0.43200920273601867,0.43200920273601867,0.43200920273601867,0.20263026273182358,0.43200920273601867,0.5436069657406751
CDbw,0.806614368480646,0.5661456783760359,0.6224877651347329,0.6604125702855576,0.21174187308722003,0.46593952301006325,0.6078828589310419,0.6542593378802826,2.3076620132101326,0.21030042388093584,0.5907171199298666,0.5892766019758846,0.9857646137180854,6.315872198624578,1.289131772083655,0.5907171199298666,0.9857646137180854,0.9857646137180854,0.17456809632033723,0.6061026725867559,0.9857646137180854,0.9857646137180854,0.9857646137180854,0.5519524495540403,0.5907171199298666,0.9857646137180854,0.9857646137180854,0.9857646137180854,0.36053150709940357,0.5907171199298666,0.8511345980547811
VIASCKDE,0.2922812537276555,0.4492072071244042,0.4779714197395032,0.38066810534233597,0.563251698700122,0.5529776883565464,0.6309370437628719,0.44745899481142387,0.5993231359107606,0.5602113708333027,0.6570805555161726,0.640647143951634,0.6570805555161726,0.6382139164762911,0.5968358506833477,0.6570805555161726,0.6570805555161726,0.6570805555161726,0.602093966468588,0.6304910752523544,0.6570805555161726,0.6570805555161726,0.6570805555161726,0.6435176763920195,0.6570805555161726,0.6570805555161726,0.6570805555161726,0.6570805555161726,0.6275514223163315,0.6570805555161726,0.42393255571582866
COP,0.23027160170550406,0.17857418082143475,0.1909432161878662,0.19336973641152874,0.14976025577627736,0.1546730345343741,0.18770029670749483,0.19263410409795567,0.13844316676919577,0.13363961498020457,0.18712733183597763,0.1868031296002582,0.18712733183597763,0.19110487360064352,0.16283365612787998,0.18712733183597763,0.18712733183597763,0.18712733183597763,0.17334042535635927,0.17204688989962927,0.18712733183597763,0.18712733183597763,0.18712733183597763,0.15623158112087024,0.18712733183597763,0.18712733183597763,0.18712733183597763,0.18712733183597763,0.15750740277086892,0.18712733183597763,0.24232100541086704
Sym,0.028078613576129403,0.016367749607540068,0.05322440211222728,0.07426893696698023,0.015207602000654602,0.028200349173242198,0.07845871639990686,0.0753912349752567,0.11236068297060894,0.027292885352584475,0.0900003987318755,0.07455003132717491,0.0900003987318755,0.10585322895521938,0.028921770058442146,0.0900003987318755,0.0900003987318755,0.0900003987318755,0.011925407072819378,0.021487150205630846,0.0900003987318755,0.0900003987318755,0.0900003987318755,0.07034771110838438,0.0900003987318755,0.0900003987318755,0.0900003987318755,0.0900003987318755,0.05057864151860353,0.0900003987318755,0.04921371055955
CS,0.946433366216433,0.8250335146729532,1.3208488027626313,1.3241260809782671,0.8629929501750903,0.8158670104333817,1.4162063850406441,1.3291549063996813,0.7621064360338503,1.130459505682514,1.4332832232504051,1.4015407004247222,1.4332832232504051,1.0006850689060491,0.9196050999900961,1.4332832232504051,1.4332832232504051,1.4332832232504051,2.962942570391017,1.1531080946600556,1.4332832232504051,1.4332832232504051,1.4332832232504051,1.1690034826677043,1.4332832232504051,1.4332832232504051,1.4332832232504051,1.4332832232504051,1.2799841227526974,1.4332832232504051,1.3218676121692252
SF,0.3489655714091099,0.2161888907010171,0.3377319497375606,0.3572882591071508,0.10823399194251548,0.1755947228255803,0.34788022795593687,0.35713332379135354,0.22134897210274518,0.10462677653636299,0.34626752295434327,0.34934193499539623,0.34626752295434327,0.33625156299887005,0.28057613476986254,0.34626752295434327,0.34626752295434327,0.34626752295434327,0.09005595700717428,0.3204849156285775,0.34626752295434327,0.34626752295434327,0.34626752295434327,0.24982553944141328,0.34626752295434327,0.34626752295434327,0.34626752295434327,0.34626752295434327,0.2228450623098912,0.34626752295434327,0.3973711683198108
SD,110961.01447873612,66539.99484089241,365176.9021417635,456117.74252211733,90118.20848085338,115113.0235526462,481192.9117979915,459350.5975261453,66589.25749813703,173551.61979973636,485017.1653232413,478150.3477535191,485017.1653232413,355041.6588922501,237592.45698999267,485017.1653232413,485017.1653232413,485017.1653232413,1091601.2389132893,367937.28626629786,485017.1653232413,485017.1653232413,485017.1653232413,389204.36248389626,485017.1653232413,485017.1653232413,485017.1653232413,485017.1653232413,447102.7724430364,485017.1653232413,289149.61224677676
SDbw,0.5881642339557752,0.2451101491516699,1.1866690929872388,1.5067753449031205,0.22960524774970856,0.32824970543113474,1.3982133858153305,1.4834386545191023,0.24359862579906405,0.40540669621498504,1.4026573376089648,1.3989425683860301,1.4026573376089648,0.9393877894475802,0.5989530614441899,1.4026573376089648,1.4026573376089648,1.4026573376089648,2.0017787616277394,1.1889629761458227,1.4026573376089648,1.4026573376089648,1.4026573376089648,1.0284727355294654,1.4026573376089648,1.4026573376089648,1.4026573376089648,1.4026573376089648,1.1345953571202139,1.4026573376089648,1.8914271575268073
XB*,817.1813558461059,1078.9045453341607,3.8625086720927513,1.8073982410524676,46.44041296120622,885.4164412593867,1.9267179216282955,1.8602259942261616,1.532483520273154,44.59105875272142,1.895558884417418,1.9183344660670616,1.895558884417418,1.9662911356689523,2.40887182800579,1.895558884417418,1.895558884417418,1.895558884417418,85.21402295506614,2.232556142448401,1.895558884417418,1.895558884417418,1.895558884417418,2.104597673497961,1.895558884417418,1.895558884417418,1.895558884417418,1.895558884417418,2.3889213030247674,1.895558884417418,171.28511530970877
S,-0.3844437197490747,0.3121750670843083,0.04305552331682839,0.031978966518897804,0.5754461197073795,0.36392209782236484,0.12465733918955697,0.04565023135667437,0.5581840910738876,0.5242691351981036,0.13615408953619915,0.11964568861622911,0.13615408953619915,0.13567524203243028,0.289112012514417,0.13615408953619915,0.13615408953619915,0.13615408953619915,0.29435298051656705,0.20028298325483765,0.13615408953619915,0.13615408953619915,0.13615408953619915,0.336231319414692,0.13615408953619915,0.13615408953619915,0.13615408953619915,0.13615408953619915,0.3655847584856024,0.13615408953619915,-0.3151609721052314
DB,1.2368634071679272,3.3218158295917437,1.657091432033293,1.3604159379179517,1.5502801531058752,4.482301406674486,1.4193887499332074,1.3794596278353,0.6104032099592719,2.1903418557501952,1.4217920190725544,1.4096556704785597,1.4217920190725544,1.2060642524260763,1.137706688454699,1.4217920190725544,1.4217920190725544,1.4217920190725544,5.026155054315491,1.2992789658680965,1.4217920190725544,1.4217920190725544,1.4217920190725544,1.4065275943908333,1.4217920190725544,1.4217920190725544,1.4217920190725544,1.4217920190725544,1.559034158042116,1.4217920190725544,1.0591392589824644
CH,4.465224631810823,20.589133085367983,27.213123286887935,34.25584768682606,107.64572717691603,23.223332025855733,41.98179428941808,34.70476072745392,367.37020176132205,152.21171238269866,43.178718845608614,41.69101365499341,43.178718845608614,33.25803378708579,61.71381134112846,43.178718845608614,43.178718845608614,43.178718845608614,81.01253956853319,48.91853925578692,43.178718845608614,43.178718845608614,43.178718845608614,64.16002413126178,43.178718845608614,43.178718845608614,43.178718845608614,43.178718845608614,67.93231537692512,43.178718845608614,2.663563322748685
AD-S,-0.10495061837014151,0.5167187646647774,0.3711172938280101,0.7352069293892577,0.6647260289774252,0.5277302314163385,0.8477263539253895,0.7502388846509481,0.6140847232836084,0.5702138857066908,0.8623349613349716,0.8398605386964937,0.8623349613349716,0.40878615441923033,0.449434630811266,0.8623349613349716,0.8623349613349716,0.8623349613349716,0.4266146246992384,0.43816568549810897,0.8623349613349716,0.8623349613349716,0.8623349613349716,0.48507562306683294,0.8623349613349716,0.8623349613349716,0.8623349613349716,0.8623349613349716,0.488042653651122,0.8623349613349716,-0.14406383514097593
AD-DB,1.375133182199731,1.5088824829491259,0.9659716269052514,0.31751041345179454,1.1254742675129559,1.2369747700352327,0.23871812087232805,0.3081248703795466,0.9884224214452032,1.2929741717874361,0.22454539893997252,0.24613258931516246,0.22454539893997252,0.7110101045537578,1.0766421220419318,0.22454539893997252,0.22454539893997252,0.22454539893997252,1.1079748105587703,0.8792568343119676,0.22454539893997252,0.22454539893997252,0.22454539893997252,1.1000973960261538,0.22454539893997252,0.22454539893997252,0.22454539893997252,0.22454539893997252,1.1241852487473298,0.22454539893997252,1.7492769484809505
AD-CH,18.900693507062204,51.09205236409957,226.89195467384513,226.37589584783348,82.72691800437444,88.94282275524232,392.85643430952234,242.01855075034953,145.62257286127573,108.64226064462271,433.11053412984364,373.8116523548112,433.11053412984364,309.6015560261366,220.5437996083127,433.11053412984364,433.11053412984364,433.11053412984364,283.1635043195497,354.080169084477,433.11053412984364,433.11053412984364,433.11053412984364,269.10802085246365,433.11053412984364,433.11053412984364,433.11053412984364,433.11053412984364,275.0913349178042,433.11053412984364,12.533254346165586
AD-idea,2.762289882789909,440195.04564004065,31.782221718545497,10.393493314467964,7429058.392127923,1032.5416082399915,14.589455999360071,10.889525337331959,25392.892517650587,10474.27337097839,14.999836253484583,14.141034560564123,2941.401642212891,2764.79782744569,131.64457681633297,14.999836253484583,2941.401642212891,2941.401642212891,701.6229700622706,60.523765404682734,2941.401642212891,2941.401642212891,2941.401642212891,114.88498097598313,14.999836253484583,2941.401642212891,2941.401642212891,2941.401642212891,154.1113355563707,14.999836253484583,1.249766747505669
