,labels_d31_DBSCAN_params13,labels_d31_DBSCAN_params14,labels_d31_DBSCAN_params15,labels_d31_DBSCAN_params17,labels_d31_DBSCAN_params18,labels_d31_DBSCAN_params19,labels_d31_DBSCAN_params20,labels_d31_DBSCAN_params21,labels_d31_DBSCAN_params22,labels_d31_DBSCAN_params23,labels_d31_DBSCAN_params24,labels_d31_DBSCAN_params25,labels_d31_DBSCAN_params26,labels_d31_DBSCAN_params27,labels_d31_DBSCAN_params28,labels_d31_DBSCAN_params9
VMI,0.59102753208662,0.13909175039484134,0.01942673364263201,0.7578300974638225,0.8536368642955021,0.8730408867283316,0.8237203896402788,0.08101736191521275,0.46874141432665173,0.5080437664974559,0.5078858617072707,0.0796902801312647,0.0796902801312647,0.0796902801312647,0.0796902801312647,0.10291382399867009
