,labels_sonar_MeanShift_params1,labels_sonar_MeanShift_params11,labels_sonar_MeanShift_params13,labels_sonar_MeanShift_params15,labels_sonar_MeanShift_params17,labels_sonar_MeanShift_params19,labels_sonar_MeanShift_params2,labels_sonar_MeanShift_params21,labels_sonar_MeanShift_params23,labels_sonar_MeanShift_params25,labels_sonar_MeanShift_params3,labels_sonar_MeanShift_params4,labels_sonar_MeanShift_params5,labels_sonar_MeanShift_params7,labels_sonar_MeanShift_params8,labels_sonar_MeanShift_params9
AMI,0.07221814413457858,0.02918829146926,0.031230878956964424,0.03395510163827189,0.038931641236594386,0.0019198803055966891,0.07389099129939596,0.03437646633072069,-2.098220000465101e-05,0.006517791499521278,0.04114906470531611,0.0660670767642564,0.031230878956964424,0.026616550250767857,0.0660670767642564,0.031230878956964424
