,labels_x1_MeanShift_params1,labels_x1_MeanShift_params10,labels_x1_MeanShift_params11,labels_x1_MeanShift_params12,labels_x1_MeanShift_params13,labels_x1_MeanShift_params14,labels_x1_MeanShift_params15,labels_x1_MeanShift_params16,labels_x1_MeanShift_params17,labels_x1_MeanShift_params18,labels_x1_MeanShift_params19,labels_x1_MeanShift_params2,labels_x1_MeanShift_params20,labels_x1_MeanShift_params21,labels_x1_MeanShift_params22,labels_x1_MeanShift_params23,labels_x1_MeanShift_params24,labels_x1_MeanShift_params25,labels_x1_MeanShift_params26,labels_x1_MeanShift_params27,labels_x1_MeanShift_params28,labels_x1_MeanShift_params29,labels_x1_MeanShift_params3,labels_x1_MeanShift_params30,labels_x1_MeanShift_params31,labels_x1_MeanShift_params32,labels_x1_MeanShift_params4,labels_x1_MeanShift_params5,labels_x1_MeanShift_params6,labels_x1_MeanShift_params7,labels_x1_MeanShift_params8,labels_x1_MeanShift_params9
BARI_nn,0.3592648758499663,0.7689596588952163,0.7611563499152828,0.810116350630789,0.7689596588952163,0.7689596588952163,0.7849931164986031,0.7689596588952163,1.0,1.0,1.0,0.3359730579548668,1.0,1.0,1.0,1.0,1.0,0.8127149245934014,1.0,0.4118945511004147,0.4118945511004147,0.4118945511004147,0.4120437014503775,0.4118945511004147,0.4118945511004147,0.4118945511004147,0.4436264319329342,0.4863193195764408,0.4863193195764408,0.7689596588952163,0.7689596588952163,0.7849931164986031
