,labels_zigzag_outliers_MeanShift_params1,labels_zigzag_outliers_MeanShift_params10,labels_zigzag_outliers_MeanShift_params11,labels_zigzag_outliers_MeanShift_params12,labels_zigzag_outliers_MeanShift_params13,labels_zigzag_outliers_MeanShift_params14,labels_zigzag_outliers_MeanShift_params15,labels_zigzag_outliers_MeanShift_params16,labels_zigzag_outliers_MeanShift_params17,labels_zigzag_outliers_MeanShift_params18,labels_zigzag_outliers_MeanShift_params19,labels_zigzag_outliers_MeanShift_params2,labels_zigzag_outliers_MeanShift_params20,labels_zigzag_outliers_MeanShift_params21,labels_zigzag_outliers_MeanShift_params22,labels_zigzag_outliers_MeanShift_params23,labels_zigzag_outliers_MeanShift_params24,labels_zigzag_outliers_MeanShift_params3,labels_zigzag_outliers_MeanShift_params4,labels_zigzag_outliers_MeanShift_params5,labels_zigzag_outliers_MeanShift_params6,labels_zigzag_outliers_MeanShift_params7,labels_zigzag_outliers_MeanShift_params8,labels_zigzag_outliers_MeanShift_params9
FMI,0.5228083700072564,0.6137948840827665,0.5465068125620063,0.5465068125620063,0.6137948840827665,0.5776949004578302,0.6085651604898862,0.6137948840827665,0.649879215467019,0.649879215467019,0.6276336128972827,0.506501120917569,0.6185614161467564,0.649879215467019,0.649879215467019,0.6319789990129506,0.6319789990129506,0.5284239429117399,0.5228083700072564,0.5734153127623852,0.5382258405878793,0.6137948840827665,0.5776949004578302,0.6085651604898862
