,labels_glass_MeanShift_params1,labels_glass_MeanShift_params10,labels_glass_MeanShift_params11,labels_glass_MeanShift_params12,labels_glass_MeanShift_params13,labels_glass_MeanShift_params14,labels_glass_MeanShift_params15,labels_glass_MeanShift_params16,labels_glass_MeanShift_params17,labels_glass_MeanShift_params18,labels_glass_MeanShift_params19,labels_glass_MeanShift_params2,labels_glass_MeanShift_params20,labels_glass_MeanShift_params21,labels_glass_MeanShift_params22,labels_glass_MeanShift_params23,labels_glass_MeanShift_params24,labels_glass_MeanShift_params25,labels_glass_MeanShift_params26,labels_glass_MeanShift_params27,labels_glass_MeanShift_params28,labels_glass_MeanShift_params29,labels_glass_MeanShift_params3,labels_glass_MeanShift_params30,labels_glass_MeanShift_params31,labels_glass_MeanShift_params32,labels_glass_MeanShift_params4,labels_glass_MeanShift_params5,labels_glass_MeanShift_params6,labels_glass_MeanShift_params7,labels_glass_MeanShift_params8,labels_glass_MeanShift_params9
BARI,0.26428501320497627,0.19813746283207043,0.18996975897740556,0.2189264386853729,0.16683698671613167,0.21368652268281818,0.17607851176514608,0.19813746283207043,0.1907901345103564,0.206084851208412,0.21278661366670562,0.22003342097339085,0.23166646144068284,0.1907901345103564,0.2143217289598326,0.20774026654270117,0.24778722173002968,0.10624638428609036,0.10685022309408164,0.12184258928382953,0.12184258928382953,0.11038743386136025,0.15401100622131428,0.11038743386136025,0.12184258928382953,0.12184258928382953,0.27272689629936403,0.16746687490402898,0.16746687490402898,0.16683698671613167,0.21368652268281818,0.17607851176514608
