,labels_flame_DBSCAN_params21,labels_flame_DBSCAN_params26,labels_flame_DBSCAN_params27,labels_flame_DBSCAN_params33,labels_flame_DBSCAN_params38,labels_flame_DBSCAN_params44
AMI,0.10295687703889761,0.36464388606399656,0.23980522511588095,0.26788388467155294,0.8808922294412795,0.5889300971644573
