,labels_pathbased_MeanShift_params1,labels_pathbased_MeanShift_params10,labels_pathbased_MeanShift_params11,labels_pathbased_MeanShift_params12,labels_pathbased_MeanShift_params13,labels_pathbased_MeanShift_params14,labels_pathbased_MeanShift_params15,labels_pathbased_MeanShift_params16,labels_pathbased_MeanShift_params17,labels_pathbased_MeanShift_params18,labels_pathbased_MeanShift_params19,labels_pathbased_MeanShift_params2,labels_pathbased_MeanShift_params20,labels_pathbased_MeanShift_params21,labels_pathbased_MeanShift_params22,labels_pathbased_MeanShift_params23,labels_pathbased_MeanShift_params24,labels_pathbased_MeanShift_params25,labels_pathbased_MeanShift_params26,labels_pathbased_MeanShift_params28,labels_pathbased_MeanShift_params29,labels_pathbased_MeanShift_params3,labels_pathbased_MeanShift_params30,labels_pathbased_MeanShift_params4,labels_pathbased_MeanShift_params5,labels_pathbased_MeanShift_params6,labels_pathbased_MeanShift_params7,labels_pathbased_MeanShift_params8,labels_pathbased_MeanShift_params9
VMI,0.4834045367704581,0.5811802979546573,0.5301402109783024,0.5252796299420142,0.5724089674573786,0.5795503492830756,0.5861389073767899,0.5811802979546573,0.5334457629917885,0.5215121608568882,0.5203886696657161,0.47014758422226693,0.5305800876592847,0.5301402109783024,0.5146779352772158,0.5441969041553524,0.539263053990676,0.5576172139718149,0.5489031263058738,0.21975482512340005,0.5424263850569693,0.49117275816134226,0.5415677911138629,0.4728486160479387,0.5298722833819274,0.5866518411334056,0.5724089674573786,0.5795503492830756,0.5861389073767899
