,labels_data7_KMeans_params1,labels_data7_KMeans_params10,labels_data7_KMeans_params11,labels_data7_KMeans_params12,labels_data7_KMeans_params13,labels_data7_KMeans_params14,labels_data7_KMeans_params15,labels_data7_KMeans_params16,labels_data7_KMeans_params17,labels_data7_KMeans_params18,labels_data7_KMeans_params19,labels_data7_KMeans_params2,labels_data7_KMeans_params20,labels_data7_KMeans_params21,labels_data7_KMeans_params22,labels_data7_KMeans_params23,labels_data7_KMeans_params24,labels_data7_KMeans_params25,labels_data7_KMeans_params26,labels_data7_KMeans_params27,labels_data7_KMeans_params28,labels_data7_KMeans_params29,labels_data7_KMeans_params3,labels_data7_KMeans_params30,labels_data7_KMeans_params31,labels_data7_KMeans_params32,labels_data7_KMeans_params33,labels_data7_KMeans_params34,labels_data7_KMeans_params35,labels_data7_KMeans_params36,labels_data7_KMeans_params37,labels_data7_KMeans_params38,labels_data7_KMeans_params39,labels_data7_KMeans_params4,labels_data7_KMeans_params40,labels_data7_KMeans_params41,labels_data7_KMeans_params42,labels_data7_KMeans_params43,labels_data7_KMeans_params44,labels_data7_KMeans_params45,labels_data7_KMeans_params46,labels_data7_KMeans_params47,labels_data7_KMeans_params48,labels_data7_KMeans_params49,labels_data7_KMeans_params5,labels_data7_KMeans_params50,labels_data7_KMeans_params51,labels_data7_KMeans_params52,labels_data7_KMeans_params53,labels_data7_KMeans_params54,labels_data7_KMeans_params6,labels_data7_KMeans_params7,labels_data7_KMeans_params8,labels_data7_KMeans_params9
cSIL,0.6954623066180717,0.6965270831719055,0.6973038691537832,0.6973038691537832,0.6954623066180717,0.6954623066180717,0.6965270831719055,0.6965270831719055,0.6973038691537832,0.6973038691537832,0.8250946554304378,0.6954623066180717,0.8250946554304378,0.8245841804499149,0.8245841804499149,0.8245841804499149,0.8245841804499149,0.8250946554304378,0.8250946554304378,0.8245841804499149,0.8245841804499149,0.8245841804499149,0.6965270831719055,0.8245841804499149,0.8250946554304378,0.8250946554304378,0.8245841804499149,0.8245841804499149,0.8245841804499149,0.8245841804499149,0.8429839811966969,0.8429839811966969,0.843816348241511,0.6965270831719055,0.843816348241511,0.843816348241511,0.843816348241511,0.8429839811966969,0.8429839811966969,0.843816348241511,0.843816348241511,0.843816348241511,0.843816348241511,0.8429839811966969,0.6973038691537832,0.8429839811966969,0.843816348241511,0.843816348241511,0.843816348241511,0.843816348241511,0.6973038691537832,0.6954623066180717,0.6954623066180717,0.6965270831719055
GD43,1.297008514566281,1.2692168062930491,1.3035967078218642,1.3035967078218642,1.297008514566281,1.297008514566281,1.2692168062930491,1.2692168062930491,1.3035967078218642,1.3035967078218642,2.3851228725243057,1.297008514566281,2.3851228725243057,2.322596917640987,2.322596917640987,2.322596917640987,2.322596917640987,2.3851228725243057,2.3851228725243057,2.322596917640987,2.322596917640987,2.322596917640987,1.2692168062930491,2.322596917640987,2.3851228725243057,2.3851228725243057,2.322596917640987,2.322596917640987,2.322596917640987,2.322596917640987,2.9907330453865937,2.9907330453865937,3.0572392662615875,1.2692168062930491,3.0572392662615875,3.0572392662615875,3.0572392662615875,2.9907330453865937,2.9907330453865937,3.0572392662615875,3.0572392662615875,3.0572392662615875,3.0572392662615875,2.9907330453865937,1.3035967078218642,2.9907330453865937,3.0572392662615875,3.0572392662615875,3.0572392662615875,3.0572392662615875,1.3035967078218642,1.297008514566281,1.297008514566281,1.2692168062930491
GD53,0.4975161467018721,0.48526681955580253,0.49705546972870235,0.49705546972870235,0.4975161467018721,0.4975161467018721,0.48526681955580253,0.48526681955580253,0.49705546972870235,0.49705546972870235,0.49613450006165777,0.4975161467018721,0.49613450006165777,0.4751234109351941,0.4751234109351941,0.4751234109351941,0.4751234109351941,0.49613450006165777,0.49613450006165777,0.4751234109351941,0.4751234109351941,0.4751234109351941,0.48526681955580253,0.4751234109351941,0.49613450006165777,0.49613450006165777,0.4751234109351941,0.4751234109351941,0.4751234109351941,0.4751234109351941,0.48384441583495236,0.48384441583495236,0.49441024911204984,0.48526681955580253,0.49441024911204984,0.49441024911204984,0.49441024911204984,0.48384441583495236,0.48384441583495236,0.49441024911204984,0.49441024911204984,0.49441024911204984,0.49441024911204984,0.48384441583495236,0.49705546972870235,0.48384441583495236,0.49441024911204984,0.49441024911204984,0.49441024911204984,0.49441024911204984,0.49705546972870235,0.4975161467018721,0.4975161467018721,0.48526681955580253
PS,1.9514402927990724,1.920315884649146,1.9474957063495157,1.9474957063495157,1.9514402927990724,1.9514402927990724,1.920315884649146,1.920315884649146,1.9474957063495157,1.9474957063495157,2.781284903119304,1.9514402927990724,2.781284903119304,2.7477079796788284,2.7477079796788284,2.7477079796788284,2.7477079796788284,2.781284903119304,2.781284903119304,2.7477079796788284,2.7477079796788284,2.7477079796788284,1.920315884649146,2.7477079796788284,2.781284903119304,2.781284903119304,2.7477079796788284,2.7477079796788284,2.7477079796788284,2.7477079796788284,3.385408075262594,3.385408075262594,3.359626333933396,1.920315884649146,3.359626333933396,3.359626333933396,3.359626333933396,3.385408075262594,3.385408075262594,3.359626333933396,3.359626333933396,3.359626333933396,3.359626333933396,3.385408075262594,1.9474957063495157,3.385408075262594,3.359626333933396,3.359626333933396,3.359626333933396,3.359626333933396,1.9474957063495157,1.9514402927990724,1.9514402927990724,1.920315884649146
rCIP,0.03975787748976843,0.03871806775805388,0.037895379732572156,0.037895379732572156,0.03975787748976843,0.03975787748976843,0.03871806775805388,0.03871806775805388,0.037895379732572156,0.037895379732572156,0.09841886018315504,0.03975787748976843,0.09841886018315504,0.09768573047023861,0.09768573047023861,0.09768573047023861,0.09768573047023861,0.09841886018315504,0.09841886018315504,0.09768573047023861,0.09768573047023861,0.09768573047023861,0.03871806775805388,0.09768573047023861,0.09841886018315504,0.09841886018315504,0.09768573047023861,0.09768573047023861,0.09768573047023861,0.09768573047023861,0.2992550526629669,0.2992550526629669,0.2993048382017961,0.03871806775805388,0.2993048382017961,0.2993048382017961,0.2993048382017961,0.2992550526629669,0.2992550526629669,0.2993048382017961,0.2993048382017961,0.2993048382017961,0.2993048382017961,0.2992550526629669,0.037895379732572156,0.2992550526629669,0.2993048382017961,0.2993048382017961,0.2993048382017961,0.2993048382017961,0.037895379732572156,0.03975787748976843,0.03975787748976843,0.03871806775805388
WB,3.503320807026471,3.487715185781822,3.4727512640674556,3.4727512640674556,3.503320807026471,3.503320807026471,3.487715185781822,3.487715185781822,3.4727512640674556,3.4727512640674556,1.9017918073190114,3.503320807026471,1.9017918073190114,1.8994663179971392,1.8994663179971392,1.8994663179971392,1.8994663179971392,1.9017918073190114,1.9017918073190114,1.8994663179971392,1.8994663179971392,1.8994663179971392,3.487715185781822,1.8994663179971392,1.9017918073190114,1.9017918073190114,1.8994663179971392,1.8994663179971392,1.8994663179971392,1.8994663179971392,1.4745195430226639,1.4745195430226639,1.4739117609605483,3.487715185781822,1.4739117609605483,1.4739117609605483,1.4739117609605483,1.4745195430226639,1.4745195430226639,1.4739117609605483,1.4739117609605483,1.4739117609605483,1.4739117609605483,1.4745195430226639,3.4727512640674556,1.4745195430226639,1.4739117609605483,1.4739117609605483,1.4739117609605483,1.4739117609605483,3.4727512640674556,3.503320807026471,3.503320807026471,3.487715185781822
XB,0.43789933593467734,0.43575339145398795,0.43406612599831934,0.43406612599831934,0.43789933593467734,0.43789933593467734,0.43575339145398795,0.43575339145398795,0.43406612599831934,0.43406612599831934,0.21238337066763563,0.43789933593467734,0.21238337066763563,0.21194969649014475,0.21194969649014475,0.21194969649014475,0.21194969649014475,0.21238337066763563,0.21238337066763563,0.21194969649014475,0.21194969649014475,0.21194969649014475,0.43575339145398795,0.21194969649014475,0.21238337066763563,0.21238337066763563,0.21194969649014475,0.21194969649014475,0.21194969649014475,0.21194969649014475,0.18773726038672228,0.18773726038672228,0.1859771602430998,0.43575339145398795,0.1859771602430998,0.1859771602430998,0.1859771602430998,0.18773726038672228,0.18773726038672228,0.1859771602430998,0.1859771602430998,0.1859771602430998,0.1859771602430998,0.18773726038672228,0.43406612599831934,0.18773726038672228,0.1859771602430998,0.1859771602430998,0.1859771602430998,0.1859771602430998,0.43406612599831934,0.43789933593467734,0.43789933593467734,0.43575339145398795
SSE,336.0117151662995,335.46621610748423,334.94022610332235,334.94022610332235,336.0117151662995,336.0117151662995,335.46621610748423,335.46621610748423,334.94022610332235,334.94022610332235,204.78938963455903,336.0117151662995,204.78938963455903,204.63605816169678,204.63605816169678,204.63605816169678,204.63605816169678,204.78938963455903,204.78938963455903,204.63605816169678,204.63605816169678,204.63605816169678,335.46621610748423,204.63605816169678,204.78938963455903,204.78938963455903,204.63605816169678,204.63605816169678,204.63605816169678,204.63605816169678,142.16865788771116,142.16865788771116,142.1258362366851,335.46621610748423,142.1258362366851,142.1258362366851,142.1258362366851,142.16865788771116,142.16865788771116,142.1258362366851,142.1258362366851,142.1258362366851,142.1258362366851,142.16865788771116,334.94022610332235,142.16865788771116,142.1258362366851,142.1258362366851,142.1258362366851,142.1258362366851,334.94022610332235,336.0117151662995,336.0117151662995,335.46621610748423
RS,-0.27312775477636997,-0.2702310791715428,-0.26916586172736146,-0.26916586172736146,-0.27312775477636997,-0.27312775477636997,-0.2702310791715428,-0.2702310791715428,-0.26916586172736146,-0.26916586172736146,-0.16385009289484057,-0.27312775477636997,-0.16385009289484057,-0.16171736178693294,-0.16171736178693294,-0.16171736178693294,-0.16171736178693294,-0.16385009289484057,-0.16385009289484057,-0.16171736178693294,-0.16171736178693294,-0.16171736178693294,-0.2702310791715428,-0.16171736178693294,-0.16385009289484057,-0.16385009289484057,-0.16171736178693294,-0.16171736178693294,-0.16171736178693294,-0.16171736178693294,-0.07719716528994547,-0.07719716528994547,-0.07697011753882518,-0.2702310791715428,-0.07697011753882518,-0.07697011753882518,-0.07697011753882518,-0.07719716528994547,-0.07719716528994547,-0.07697011753882518,-0.07697011753882518,-0.07697011753882518,-0.07697011753882518,-0.07719716528994547,-0.26916586172736146,-0.07719716528994547,-0.07697011753882518,-0.07697011753882518,-0.07697011753882518,-0.07697011753882518,-0.26916586172736146,-0.27312775477636997,-0.27312775477636997,-0.2702310791715428
DH,0.6324395552961776,0.6310698534054525,0.6304235717747788,0.6304235717747788,0.6324395552961776,0.6324395552961776,0.6310698534054525,0.6310698534054525,0.6304235717747788,0.6304235717747788,0.5079316902254855,0.6324395552961776,0.5079316902254855,0.5072916547324712,0.5072916547324712,0.5072916547324712,0.5072916547324712,0.5079316902254855,0.5079316902254855,0.5072916547324712,0.5072916547324712,0.5072916547324712,0.6310698534054525,0.5072916547324712,0.5079316902254855,0.5079316902254855,0.5072916547324712,0.5072916547324712,0.5072916547324712,0.5072916547324712,0.4380881907263308,0.4380881907263308,0.43802034361444686,0.6310698534054525,0.43802034361444686,0.43802034361444686,0.43802034361444686,0.4380881907263308,0.4380881907263308,0.43802034361444686,0.43802034361444686,0.43802034361444686,0.43802034361444686,0.4380881907263308,0.6304235717747788,0.4380881907263308,0.43802034361444686,0.43802034361444686,0.43802034361444686,0.43802034361444686,0.6304235717747788,0.6324395552961776,0.6324395552961776,0.6310698534054525
