,labels_mk2_DBSCAN_params1,labels_mk2_DBSCAN_params11,labels_mk2_DBSCAN_params12,labels_mk2_DBSCAN_params16,labels_mk2_DBSCAN_params17,labels_mk2_DBSCAN_params18,labels_mk2_DBSCAN_params2,labels_mk2_DBSCAN_params21,labels_mk2_DBSCAN_params22,labels_mk2_DBSCAN_params23,labels_mk2_DBSCAN_params24,labels_mk2_DBSCAN_params26,labels_mk2_DBSCAN_params27,labels_mk2_DBSCAN_params28,labels_mk2_DBSCAN_params29,labels_mk2_DBSCAN_params31,labels_mk2_DBSCAN_params32,labels_mk2_DBSCAN_params33,labels_mk2_DBSCAN_params34,labels_mk2_DBSCAN_params6,labels_mk2_DBSCAN_params7
VIASCKDE,0.5046810401915975,0.45416203323208654,0.5339807164091012,0.5917718766197978,0.5894259491409501,0.6890134598291834,0.6374746278155833,0.5888683982276124,0.5886891649700284,,0.6634237609876676,0.6118162972116452,0.5947392351331753,0.6023926727393863,0.6960287828111557,0.5838098197834335,0.5852543765015017,0.5983339645403838,0.6087286462535648,0.4306950193793437,0.5947421739246297
COP,0.4484091510153009,0.3461461612372866,0.42248041963460947,0.3874860552491378,0.3920022247102125,0.4646075407316563,0.4305644231632786,0.45775609320868793,0.43189234716930397,0.4880605626117857,0.4217394715012426,0.4557077059937432,0.506076590751903,0.45796178102009455,0.43784914235758904,0.485506531445904,0.4934423662084836,0.4694558049663852,0.5380743149332374,0.3925232653632004,0.4816182962149545
Sym,0.002224614951339081,0.0008349577850054815,0.002985252185679032,0.0023865474521671155,0.0013563479848604752,0.002981194091698485,0.010973263358861637,0.0027620003708762465,0.0022073445496497554,0.0016792854161705535,0.004418240463174334,0.001685308941040485,0.0023094222945930147,0.001771705960404646,0.005985443601359757,0.001073215220997255,0.003914668497905099,0.0020049196393556266,0.0033593139136541407,0.0012347922811293695,0.0049320981907914506
CS,0.3865079703943054,0.4839711982126701,0.49172262184300075,1.0495032130597635,0.9311894366530832,0.9326403877960132,1.484030756714065,1.7161828315980632,1.433677573755965,1.164854037764064,1.8145286802867928,3.465413673259136,2.371332493105954,1.9372160070190363,2.5292517442608005,9.181259110741498,3.230957098388937,3.5009659021275357,2.2790174906905634,0.364872115156944,0.8396831986660612
SF,0.3704981003837363,0.1007288060796625,0.23424560748536083,0.0127536869280227,0.02554034301209851,0.21548166920620193,0.40374382428961064,0.012107330087614554,0.015127566877558785,0.0687868977067384,0.3352336983959652,0.029134482007452833,0.011906772331440885,0.029634806535065117,0.2634177981223179,0.12506263915692706,0.12210027320565486,0.022234269094814296,0.08797462911574483,0.255521568064352,0.38290803152117314
SD,549884032.1743873,263478243.66088426,629776678.4306221,1105141768.786194,977359585.685568,1903833786.2168806,7928058081.9592495,3577951912.841828,2657072048.2316203,1856976377.743678,5361797706.610149,14576559505.464136,10394373652.079367,4109448430.124084,8276127887.599843,25248961560.103065,18884961080.43942,17619915578.641983,5810230136.374863,261717942.87341696,1895967759.7551408
SDbw,0.27977754538364663,0.03591596975008904,0.17871884958270967,inf,inf,0.4447831783269688,1.5566988563806907,inf,inf,inf,1.9311988957296835,1.3566673536987153,inf,inf,2.099999421807517,2.2817242305736887,1.9966693770134474,inf,inf,0.05777945455186906,1.5658431950961496
XB*,3128.7144004375373,941.4332890957121,213.76468786979044,66.93900701172723,58.23740770885493,31.36064865535459,4.774284065116034,127.41051270589058,38.18535912638679,65.04511899498662,16.02689669099838,68.83955347649403,32.41628895780066,39.87815493564576,8.30495616347076,37.678186945492264,36.62829708688249,29.090969248051863,52.346076258288626,3524.746461805064,395.0040596665087
S,-0.5538540171796674,0.250293171574442,-0.2769794825784692,0.18029053017045782,0.16144467298754261,-0.29423520036768486,-0.4338006589225831,-0.08959924358879383,-0.05402569202401385,-0.13531214378684941,-0.36385042208680707,-0.08526284445049169,-0.1204504008183565,-0.13122925794205656,-0.24660507745547589,-0.02032636476785585,-0.07902808471131201,-0.1398489910363603,-0.29066027496607283,-0.1454126945852163,-0.5503086437113478
DB,1.5359121915994949,1.419317706650678,1.640761976120507,1.3775024918120107,1.4281074856238574,1.9309847725587939,1.8381942704770182,2.5539843695534583,1.5479573915835663,1.7092910193345856,2.459420560141574,5.166140903299775,2.55622585658775,2.236672936605322,3.1230247489519734,7.873881864831476,5.795920001923415,3.912332421318009,4.112206652919619,1.471810823501243,1.8530129221573288
CH,2.289451784592552,10.144568422020395,5.158364554510593,145.7070881596266,52.58033746827684,9.562134723792715,1.9533042248941188,105.0169147731493,86.35464366199582,28.20838883953467,5.851169513781222,92.02388076057011,98.69004452540949,67.14632305527385,13.874974560768445,10.663771535071142,13.926673583429313,60.14783959673125,28.72869730866464,3.7594468508033416,2.5076075271644322
AD-S,-0.33257535322344023,0.3448972417157719,-0.1254948674614126,0.46148223562539153,0.35513596576888956,-0.013203135783004853,-0.0008284181024303763,0.5703637382556572,0.5292559066315645,0.0943181083724552,-0.11773860235332785,0.47402409279767754,0.49478545705353383,0.2632787588791656,-0.028328157334945658,0.5295370764423041,0.4808400396012495,0.4029163234591656,0.05730725637607269,0.012349069474116962,-0.25260000969157975
AD-DB,1.7318629405631452,1.4502288492402249,2.0504872991548853,1.3281946192101164,1.4045256608477448,2.2109643707420514,3.3881562670975804,1.0821666144550623,1.4601123791726096,1.6667141335221614,5.082099849189264,1.280043018403856,1.3393670375784186,1.7866456344815238,3.3478385951986778,1.010178300362761,1.0491644592831422,1.8883643879733578,1.998234401663367,2.031020430305258,2.8808713412226914
AD-CH,3.662120675392646,14.648632976201196,8.780765025006682,59.55770925240433,46.736706809613,89.63816449258208,2.0840030726701277,104.28245658050002,88.40814482012198,50.0097428357141,20.432706554369037,292.14843483079085,170.94855060179856,109.95101739928789,446.27028743002404,536.2204319419307,359.5829463665289,229.11846926340567,170.21529231838403,15.288377229046354,4.817801904616358
AD-idea,601030.1619766834,1.7421683733796669e+34,9009532.581762068,1.5290531022269e+21,1.3931033910881385e+18,171.4089411872374,1.0705451112489277,1011365543.5396088,39941792824.674835,281446.8660662503,1.6136917229511605,57.371288366293165,408.6761296083081,69050.73011170095,1.9603077370442525,8.807477911487785,20.466509177643285,34.940240382364316,37.0244587253988,1.887066694936382e+23,3.437244026842269
