,labels_a1_DBSCAN_params13,labels_a1_DBSCAN_params14,labels_a1_DBSCAN_params15,labels_a1_DBSCAN_params17,labels_a1_DBSCAN_params18,labels_a1_DBSCAN_params19,labels_a1_DBSCAN_params20,labels_a1_DBSCAN_params21,labels_a1_DBSCAN_params22,labels_a1_DBSCAN_params23,labels_a1_DBSCAN_params24,labels_a1_DBSCAN_params9
cSIL,,,,,,,,0.775296429602854,,,,
GD43,,,,,,,,1.2742184926742166,,,,
GD53,,,,,,,,0.2485669388909903,,,,
PS,,,,,,,,1.23626539842908,,,,
rCIP,,,,,,,,0.2658011894834079,,,,
WB,,,,,,,,2.2436423275334008,,,,
XB,,,,,,,,0.4324331604699515,,,,
SSE,2091.9876943694617,3793.695798985129,3194.7209879683714,2159.802203722711,2089.1337271800912,2249.2631824644805,2371.184978206273,639.456728366875,3587.5366160406184,3587.5366160406184,3711.7792642454015,4160.58647021511
RS,,,,,,,,0.11950748267647242,,,,
DH,0.0005011782270547314,0.0015496347143096926,0.11845491711801918,0.03317640759847955,0.010749974371729478,0.009174097173988895,0.0086743535439908,0.18834462464547508,0.1138139518543137,0.1138139518543137,0.11822690008039696,0.0013435922452929695
B,0.44933527084355546,0.1319278533942714,0.008025164857538411,1.0467275267716665,1.2026168406907618,1.216767767384682,1.1727121347289413,0.3405680657836371,2.16290574012634,2.16290574012634,2.2044479118836784,0.03079720784978921
BH,0.04391774040581427,0.007880900401852872,0.002197982920725982,32.29170102841171,2.899977705579591,1.5554116320585156,1.3262266956993347,213.15224278895835,159.7488574891621,159.7488574891621,159.59372479637344,0.00042540499099459725
D,0.03322997769557475,0.32837860019120535,15.727662133240196,0.12635332185563986,0.022034154373057516,0.015719765140064235,0.012715438149598702,0.25550386746223985,0.060740685898506674,0.060740685898506674,0.09507017857717211,0.39549787042165463
H,,,,,,,,0.5036453503398133,,,,
