,labels_r15_HDBSCAN_params1,labels_r15_HDBSCAN_params10,labels_r15_HDBSCAN_params11,labels_r15_HDBSCAN_params12,labels_r15_HDBSCAN_params13,labels_r15_HDBSCAN_params14,labels_r15_HDBSCAN_params15,labels_r15_HDBSCAN_params16,labels_r15_HDBSCAN_params17,labels_r15_HDBSCAN_params18,labels_r15_HDBSCAN_params19,labels_r15_HDBSCAN_params2,labels_r15_HDBSCAN_params20,labels_r15_HDBSCAN_params21,labels_r15_HDBSCAN_params22,labels_r15_HDBSCAN_params23,labels_r15_HDBSCAN_params24,labels_r15_HDBSCAN_params25,labels_r15_HDBSCAN_params26,labels_r15_HDBSCAN_params27,labels_r15_HDBSCAN_params28,labels_r15_HDBSCAN_params29,labels_r15_HDBSCAN_params3,labels_r15_HDBSCAN_params30,labels_r15_HDBSCAN_params31,labels_r15_HDBSCAN_params32,labels_r15_HDBSCAN_params33,labels_r15_HDBSCAN_params34,labels_r15_HDBSCAN_params35,labels_r15_HDBSCAN_params36,labels_r15_HDBSCAN_params37,labels_r15_HDBSCAN_params38,labels_r15_HDBSCAN_params39,labels_r15_HDBSCAN_params4,labels_r15_HDBSCAN_params40,labels_r15_HDBSCAN_params41,labels_r15_HDBSCAN_params42,labels_r15_HDBSCAN_params43,labels_r15_HDBSCAN_params44,labels_r15_HDBSCAN_params45,labels_r15_HDBSCAN_params46,labels_r15_HDBSCAN_params47,labels_r15_HDBSCAN_params48,labels_r15_HDBSCAN_params49,labels_r15_HDBSCAN_params5,labels_r15_HDBSCAN_params50,labels_r15_HDBSCAN_params51,labels_r15_HDBSCAN_params52,labels_r15_HDBSCAN_params53,labels_r15_HDBSCAN_params54,labels_r15_HDBSCAN_params55,labels_r15_HDBSCAN_params56,labels_r15_HDBSCAN_params57,labels_r15_HDBSCAN_params58,labels_r15_HDBSCAN_params59,labels_r15_HDBSCAN_params6,labels_r15_HDBSCAN_params60,labels_r15_HDBSCAN_params61,labels_r15_HDBSCAN_params62,labels_r15_HDBSCAN_params63,labels_r15_HDBSCAN_params7,labels_r15_HDBSCAN_params8,labels_r15_HDBSCAN_params9
B,0.007496464419277196,0.0070089738145821525,0.05263659175787697,0.05263659175787697,0.05263659175787697,0.44282885152361634,0.05263659175787697,0.05263659175787697,0.05263659175787697,0.05263659175787697,0.05263659175787697,0.007496464419277196,0.05263659175787697,0.44282885152361634,0.007496464419277196,0.007496464419277196,0.007496464419277196,0.05263659175787697,0.05263659175787697,0.05263659175787697,0.38934299895485874,0.0070089738145821525,0.007496464419277196,0.0070089738145821525,0.0070089738145821525,0.05263659175787697,0.05263659175787697,0.05263659175787697,0.44282885152361634,0.05263659175787697,0.05263659175787697,0.05263659175787697,0.05263659175787697,0.05263659175787697,0.05263659175787697,0.05263659175787697,0.44282885152361634,0.007496464419277196,0.007496464419277196,0.007496464419277196,0.05263659175787697,0.05263659175787697,0.05263659175787697,0.38934299895485874,0.05263659175787697,0.05263659175787697,0.05263659175787697,0.05263659175787697,0.05263659175787697,0.05263659175787697,0.05263659175787697,0.44282885152361634,0.05263659175787697,0.05263659175787697,0.05263659175787697,0.05263659175787697,0.05263659175787697,0.05263659175787697,0.05263659175787697,0.44282885152361634,0.38934299895485874,0.0070089738145821525,0.0070089738145821525
BH,0.13372848607137422,0.12275638041165801,3.3692632745695144,3.3692632745695144,3.3692632745695144,115.91360623658703,3.3692632745695144,3.3692632745695144,3.3692632745695144,3.3692632745695144,3.3692632745695144,0.13372848607137422,3.3692632745695144,115.91360623658703,0.13372848607137422,0.13372848607137422,0.13372848607137422,3.3692632745695144,3.3692632745695144,3.3692632745695144,66.63276176547464,0.12275638041165801,0.13372848607137422,0.12275638041165801,0.12275638041165801,3.3692632745695144,3.3692632745695144,3.3692632745695144,115.91360623658703,3.3692632745695144,3.3692632745695144,3.3692632745695144,3.3692632745695144,3.3692632745695144,3.3692632745695144,3.3692632745695144,115.91360623658703,0.13372848607137422,0.13372848607137422,0.13372848607137422,3.3692632745695144,3.3692632745695144,3.3692632745695144,66.63276176547464,3.3692632745695144,3.3692632745695144,3.3692632745695144,3.3692632745695144,3.3692632745695144,3.3692632745695144,3.3692632745695144,115.91360623658703,3.3692632745695144,3.3692632745695144,3.3692632745695144,3.3692632745695144,3.3692632745695144,3.3692632745695144,3.3692632745695144,115.91360623658703,66.63276176547464,0.12275638041165801,0.12275638041165801
D,0.5097009218803762,0.5586382068085716,0.5872322146239729,0.5872322146239729,0.5872322146239729,0.28002381661116077,0.5872322146239729,0.5872322146239729,0.5872322146239729,0.5872322146239729,0.5872322146239729,0.5097009218803762,0.5872322146239729,0.28002381661116077,0.5097009218803762,0.5097009218803762,0.5097009218803762,0.5872322146239729,0.5872322146239729,0.5872322146239729,0.2747411325788856,0.5586382068085716,0.5097009218803762,0.5586382068085716,0.5586382068085716,0.5872322146239729,0.5872322146239729,0.5872322146239729,0.28002381661116077,0.5872322146239729,0.5872322146239729,0.5872322146239729,0.5872322146239729,0.5872322146239729,0.5872322146239729,0.5872322146239729,0.28002381661116077,0.5097009218803762,0.5097009218803762,0.5097009218803762,0.5872322146239729,0.5872322146239729,0.5872322146239729,0.2747411325788856,0.5872322146239729,0.5872322146239729,0.5872322146239729,0.5872322146239729,0.5872322146239729,0.5872322146239729,0.5872322146239729,0.28002381661116077,0.5872322146239729,0.5872322146239729,0.5872322146239729,0.5872322146239729,0.5872322146239729,0.5872322146239729,0.5872322146239729,0.28002381661116077,0.2747411325788856,0.5586382068085716,0.5586382068085716
H,0.4664640372043577,0.40911719888053366,0.12669146880868873,0.12669146880868873,0.12669146880868873,0.2968924823541955,0.12669146880868873,0.12669146880868873,0.12669146880868873,0.12669146880868873,0.12669146880868873,0.4664640372043577,0.12669146880868873,0.2968924823541955,0.4664640372043577,0.4664640372043577,0.4664640372043577,0.12669146880868873,0.12669146880868873,0.12669146880868873,0.3146577690700801,0.40911719888053366,0.4664640372043577,0.40911719888053366,0.40911719888053366,0.12669146880868873,0.12669146880868873,0.12669146880868873,0.2968924823541955,0.12669146880868873,0.12669146880868873,0.12669146880868873,0.12669146880868873,0.12669146880868873,0.12669146880868873,0.12669146880868873,0.2968924823541955,0.4664640372043577,0.4664640372043577,0.4664640372043577,0.12669146880868873,0.12669146880868873,0.12669146880868873,0.3146577690700801,0.12669146880868873,0.12669146880868873,0.12669146880868873,0.12669146880868873,0.12669146880868873,0.12669146880868873,0.12669146880868873,0.2968924823541955,0.12669146880868873,0.12669146880868873,0.12669146880868873,0.12669146880868873,0.12669146880868873,0.12669146880868873,0.12669146880868873,0.2968924823541955,0.3146577690700801,0.40911719888053366,0.40911719888053366
DBCV,0.8993959525859965,0.9110306400520278,0.9677970735538118,0.9677970735538118,0.9677970735538118,0.16314347892748385,0.9677970735538118,0.9677970735538118,0.9677970735538118,0.9677970735538118,0.9677970735538118,0.8993959525859965,0.9677970735538118,0.16314347892748385,0.8993959525859965,0.8993959525859965,0.8993959525859965,0.9677970735538118,0.9677970735538118,0.9677970735538118,0.13453313980867387,0.9110306400520278,0.8993959525859965,0.9110306400520278,0.9110306400520278,0.9677970735538118,0.9677970735538118,0.9677970735538118,0.16314347892748385,0.9677970735538118,0.9677970735538118,0.9677970735538118,0.9677970735538118,0.9677970735538118,0.9677970735538118,0.9677970735538118,0.16314347892748385,0.8993959525859965,0.8993959525859965,0.8993959525859965,0.9677970735538118,0.9677970735538118,0.9677970735538118,0.13453313980867387,0.9677970735538118,0.9677970735538118,0.9677970735538118,0.9677970735538118,0.9677970735538118,0.9677970735538118,0.9677970735538118,0.16314347892748385,0.9677970735538118,0.9677970735538118,0.9677970735538118,0.9677970735538118,0.9677970735538118,0.9677970735538118,0.9677970735538118,0.16314347892748385,0.13453313980867387,0.9110306400520278,0.9110306400520278
I,1.8805950499720974,2.0240570008128493,0.6083270962252059,0.6083270962252059,0.6083270962252059,0.3096533180701336,0.6083270962252059,0.6083270962252059,0.6083270962252059,0.6083270962252059,0.6083270962252059,1.8805950499720974,0.6083270962252059,0.3096533180701336,1.8805950499720974,1.8805950499720974,1.8805950499720974,0.6083270962252059,0.6083270962252059,0.6083270962252059,0.5723511251191681,2.0240570008128493,1.8805950499720974,2.0240570008128493,2.0240570008128493,0.6083270962252059,0.6083270962252059,0.6083270962252059,0.3096533180701336,0.6083270962252059,0.6083270962252059,0.6083270962252059,0.6083270962252059,0.6083270962252059,0.6083270962252059,0.6083270962252059,0.3096533180701336,1.8805950499720974,1.8805950499720974,1.8805950499720974,0.6083270962252059,0.6083270962252059,0.6083270962252059,0.5723511251191681,0.6083270962252059,0.6083270962252059,0.6083270962252059,0.6083270962252059,0.6083270962252059,0.6083270962252059,0.6083270962252059,0.3096533180701336,0.6083270962252059,0.6083270962252059,0.6083270962252059,0.6083270962252059,0.6083270962252059,0.6083270962252059,0.6083270962252059,0.3096533180701336,0.5723511251191681,2.0240570008128493,2.0240570008128493
C,0.0010007569118092303,0.000592589549672472,0.005027683119358178,0.005027683119358178,0.005027683119358178,0.3401097551455627,0.005027683119358178,0.005027683119358178,0.005027683119358178,0.005027683119358178,0.005027683119358178,0.0010007569118092303,0.005027683119358178,0.3401097551455627,0.0010007569118092303,0.0010007569118092303,0.0010007569118092303,0.005027683119358178,0.005027683119358178,0.005027683119358178,0.28497761393187426,0.000592589549672472,0.0010007569118092303,0.000592589549672472,0.000592589549672472,0.005027683119358178,0.005027683119358178,0.005027683119358178,0.3401097551455627,0.005027683119358178,0.005027683119358178,0.005027683119358178,0.005027683119358178,0.005027683119358178,0.005027683119358178,0.005027683119358178,0.3401097551455627,0.0010007569118092303,0.0010007569118092303,0.0010007569118092303,0.005027683119358178,0.005027683119358178,0.005027683119358178,0.28497761393187426,0.005027683119358178,0.005027683119358178,0.005027683119358178,0.005027683119358178,0.005027683119358178,0.005027683119358178,0.005027683119358178,0.3401097551455627,0.005027683119358178,0.005027683119358178,0.005027683119358178,0.005027683119358178,0.005027683119358178,0.005027683119358178,0.005027683119358178,0.3401097551455627,0.28497761393187426,0.000592589549672472,0.000592589549672472
CDbw,2.903711379621314,2.7806637503966742,13.049303623794378,13.049303623794378,13.049303623794378,0.461979891866649,13.049303623794378,13.049303623794378,13.049303623794378,13.049303623794378,13.049303623794378,2.903711379621314,13.049303623794378,0.461979891866649,2.903711379621314,2.903711379621314,2.903711379621314,13.150393950134701,13.150393950134701,13.150393950134701,1.7372688082846164,2.7806637503966742,2.903711379621314,2.7806637503966742,2.7806637503966742,13.049303623794378,13.049303623794378,13.049303623794378,0.461979891866649,13.049303623794378,13.049303623794378,13.049303623794378,13.049303623794378,13.150393950134701,13.049303623794378,13.049303623794378,0.461979891866649,2.903711379621314,2.903711379621314,2.903711379621314,13.150393950134701,13.150393950134701,13.150393950134701,1.7372688082846164,13.150393950134701,13.049303623794378,13.049303623794378,13.049303623794378,13.049303623794378,13.049303623794378,13.049303623794378,0.461979891866649,13.049303623794378,13.049303623794378,13.049303623794378,13.150393950134701,13.049303623794378,13.049303623794378,13.049303623794378,0.461979891866649,1.7372688082846164,2.7806637503966742,2.7806637503966742
VIASCKDE,0.6870639076612814,0.687589128323512,0.7503350532850191,0.7503350532850191,0.7503350532850191,0.7699240137793052,0.7503350532850191,0.7503350532850191,0.7503350532850191,0.7503350532850191,0.7503350532850191,0.6870639076612814,0.7503350532850191,0.7699240137793052,0.6870639076612814,0.6870639076612814,0.6870639076612814,0.7503350532850191,0.7503350532850191,0.7503350532850191,0.7813948159855585,0.687589128323512,0.6870639076612814,0.687589128323512,0.687589128323512,0.7503350532850191,0.7503350532850191,0.7503350532850191,0.7699240137793052,0.7503350532850191,0.7503350532850191,0.7503350532850191,0.7503350532850191,0.7503350532850191,0.7503350532850191,0.7503350532850191,0.7699240137793052,0.6870639076612814,0.6870639076612814,0.6870639076612814,0.7503350532850191,0.7503350532850191,0.7503350532850191,0.7813948159855585,0.7503350532850191,0.7503350532850191,0.7503350532850191,0.7503350532850191,0.7503350532850191,0.7503350532850191,0.7503350532850191,0.7699240137793052,0.7503350532850191,0.7503350532850191,0.7503350532850191,0.7503350532850191,0.7503350532850191,0.7503350532850191,0.7503350532850191,0.7699240137793052,0.7813948159855585,0.687589128323512,0.687589128323512
COP,0.13213180562583135,0.12493024131671586,0.3576238737187484,0.3576238737187484,0.3576238737187484,0.4867278434506745,0.3576238737187484,0.3576238737187484,0.3576238737187484,0.3576238737187484,0.3576238737187484,0.13213180562583135,0.3576238737187484,0.4867278434506745,0.13213180562583135,0.13213180562583135,0.13213180562583135,0.3576238737187484,0.3576238737187484,0.3576238737187484,0.4322520897854782,0.12493024131671586,0.13213180562583135,0.12493024131671586,0.12493024131671586,0.3576238737187484,0.3576238737187484,0.3576238737187484,0.4867278434506745,0.3576238737187484,0.3576238737187484,0.3576238737187484,0.3576238737187484,0.3576238737187484,0.3576238737187484,0.3576238737187484,0.4867278434506745,0.13213180562583135,0.13213180562583135,0.13213180562583135,0.3576238737187484,0.3576238737187484,0.3576238737187484,0.4322520897854782,0.3576238737187484,0.3576238737187484,0.3576238737187484,0.3576238737187484,0.3576238737187484,0.3576238737187484,0.3576238737187484,0.4867278434506745,0.3576238737187484,0.3576238737187484,0.3576238737187484,0.3576238737187484,0.3576238737187484,0.3576238737187484,0.3576238737187484,0.4867278434506745,0.4322520897854782,0.12493024131671586,0.12493024131671586
