,labels_line_DBSCAN_params11,labels_line_DBSCAN_params12,labels_line_DBSCAN_params16,labels_line_DBSCAN_params17,labels_line_DBSCAN_params21,labels_line_DBSCAN_params22,labels_line_DBSCAN_params23,labels_line_DBSCAN_params26,labels_line_DBSCAN_params27,labels_line_DBSCAN_params28,labels_line_DBSCAN_params31,labels_line_DBSCAN_params32,labels_line_DBSCAN_params33,labels_line_DBSCAN_params34,labels_line_DBSCAN_params36,labels_line_DBSCAN_params37,labels_line_DBSCAN_params38,labels_line_DBSCAN_params39,labels_line_DBSCAN_params41,labels_line_DBSCAN_params42,labels_line_DBSCAN_params43,labels_line_DBSCAN_params44,labels_line_DBSCAN_params46,labels_line_DBSCAN_params47,labels_line_DBSCAN_params48,labels_line_DBSCAN_params49,labels_line_DBSCAN_params6
cSIL,0.9567108764078385,0.8709321106190137,0.9002750350273582,0.9319015725033964,0.8189642743502784,0.8332454685173512,0.928196961481838,0.3070320278634123,0.3070320278634123,0.8371173866801831,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3161163026806173,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.9823674643831339
GD43,26.9384434794379,36.10766694990895,7.079257092483521,15.545696351553202,1.2207420681561558,0.6472579892111098,8.896270282523648,0.49696239069342424,0.49696239069342424,1.3594162467219675,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.5344764118391313,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,288.4478330176877
GD53,0.027623977313547956,0.2648726601525265,0.04154929864373848,0.09151277170565987,0.03158884837891067,0.004046427673456927,0.12057827843769635,0.4004185253412428,0.4004185253412428,0.038194949757629826,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.3958894564742803,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.14879727048284883
PS,-7.34178631499572,1.6304107884485168,-15.617263676016707,-14.24462903148777,1.2414790420132924,0.1559837300717381,-4.040774383372534,1.2133687222225316,1.2133687222225316,1.294437654716067,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2279189867727962,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.5845666802702063
rCIP,10.319015657033802,6.960126827987089,15.508731888142886,4.501759360140899,0.38061368919842675,3.0670303586938257,6.503679908157629,2.9884538634120715e-21,2.9884538634120715e-21,0.31686911714837884,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,1.248197732364361e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,0.00022518316986925655
WB,0.023418654890907747,1.1284168783797903,0.09314779073054036,0.06392243251764873,1.8688192376778558,2.043554576675086,0.09658313442786332,16.344297749216185,16.344297749216185,1.62089366589273,16.344297749216185,16.344297749216185,16.344297749216185,15.183504514674738,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,0.10364147666727586
XB,0.14885609810246528,0.20902173419144704,0.5965256904912841,0.20732869250161226,0.30825520248465266,1.1586024752304105,0.21565992913256965,1.3075438199372946,1.3075438199372946,0.2666797330048377,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.2559664367192127,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,0.027115058642199034
SSE,0.04489513966594673,0.01738252139871639,0.513931122432647,0.32587674898829033,52.725986664686076,45.874739538890736,0.621073305623599,124.12664970100806,124.12664970100806,47.07976401319348,124.12664970100806,124.12664970100806,124.12664970100806,104.40244075774686,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,0.0006331497036470499
RS,0.9886643293849028,0.3282942901382923,0.9286396607135698,0.952333751558008,0.306897780426482,0.35676530534032336,0.9072661468403809,-0.1172101080531833,-0.1172101080531833,0.3444953526058227,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.12122852368920173,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,0.9084948742018648
DH,0.021647508516644952,0.34186275777778286,0.050579392698867874,0.04430817519174043,0.29229071668578355,0.23787368208229606,0.08384974940996473,0.5181393529503872,0.5181393529503872,0.2861348593867759,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5130778794336525,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.10048074891430062
