,labels_line_DBSCAN_params11,labels_line_DBSCAN_params12,labels_line_DBSCAN_params16,labels_line_DBSCAN_params17,labels_line_DBSCAN_params21,labels_line_DBSCAN_params22,labels_line_DBSCAN_params23,labels_line_DBSCAN_params26,labels_line_DBSCAN_params27,labels_line_DBSCAN_params28,labels_line_DBSCAN_params31,labels_line_DBSCAN_params32,labels_line_DBSCAN_params33,labels_line_DBSCAN_params34,labels_line_DBSCAN_params36,labels_line_DBSCAN_params37,labels_line_DBSCAN_params38,labels_line_DBSCAN_params39,labels_line_DBSCAN_params41,labels_line_DBSCAN_params42,labels_line_DBSCAN_params43,labels_line_DBSCAN_params44,labels_line_DBSCAN_params46,labels_line_DBSCAN_params47,labels_line_DBSCAN_params48,labels_line_DBSCAN_params49,labels_line_DBSCAN_params6
B,0.0011814775410652172,0.23793290241020587,0.004015067223081593,0.003047705255690368,0.31678958254289824,0.32830860902876047,0.007809630779308943,1.9383654825920524,1.9383654825920524,0.2887927654677693,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.8928724274568518,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,0.024168316428292824
BH,0.0037412616388288935,0.005794173799572131,0.02447291059203081,0.017151407841488966,17.575328888228693,11.468684884722682,0.06900814506928879,62.063324850504024,62.063324850504024,15.693254671064494,62.063324850504024,62.063324850504024,62.063324850504024,52.20122037887342,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,0.00015828742591176244
D,0.4240603565901068,0.43406610119885586,0.23317430059267635,0.3717937484000624,0.19122243427056823,0.05019093326790347,0.4167195597916815,0.1964609521257809,0.1964609521257809,0.20619047777050314,0.1964609521257809,0.1964609521257809,0.1964609521257809,0.19974320042545338,0.1964609521257809,0.1964609521257809,0.1964609521257809,0.1964609521257809,0.1964609521257809,0.1964609521257809,0.1964609521257809,0.1964609521257809,0.1964609521257809,0.1964609521257809,0.1964609521257809,0.1964609521257809,1.6672227129574828
H,0.5211949832720025,0.353767522033151,1.9095498436862515,1.2649131460581915,0.38028723188952684,0.5051550550870728,0.6161276235712488,0.6269518790318538,0.6269518790318538,0.3571958304863457,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6207463777985645,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.06922083203298227
DBCV,0.7144549647596,0.4857215226840966,0.7038017462696959,0.8750989716928141,0.06805063226254346,0.1654093132363638,0.5815440564676954,0.8876429964716266,0.8876429964716266,0.3952980544135468,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.9009381043720083,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.9759797604604045
I,15.75047155571664,0.002915105930872112,3.676895323994757,5.663240799020074,0.7334003567102106,0.5098468625290986,4.978097136639061,0.13356870944962249,0.13356870944962249,0.8120201394670432,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.12494455818614261,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.03589251309232605
C,0.0053301384006559606,0.08230510553550499,0.002749200221798564,0.00186694632679939,0.1943141451182708,0.17685114520707276,0.0031978503391395397,0.49110723379951754,0.49110723379951754,0.17166706518240965,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.4749211517182391,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,1.7205374823158522e-17
CDbw,42.586411742901355,2.792826447520981,3.7534197303430634,4.3998143023141045,0.41450889218729625,1.7508227583319826,3.0498408230511145,0.6443663760901358,0.6443663760901358,0.38075971774615425,0.6443663760901358,0.6443663760901358,0.6443663760901358,0.66150028119062,0.6443663760901358,0.6443663760901358,0.6443663760901358,0.6443663760901358,0.6443663760901358,0.6443663760901358,0.6443663760901358,0.6443663760901358,0.6443663760901358,0.6443663760901358,0.6443663760901358,0.6443663760901358,36.212585681084285
VIASCKDE,0.4344652454800136,0.43938109253673285,0.5126047225652872,0.5301445058689349,0.6787554720476567,0.677525127545763,0.5566014400863281,0.7386916651225692,0.7386916651225692,0.7127909558110306,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.6943159188183587,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.47069076448526526
COP,0.11400727505408975,0.3513818922730489,0.10293726719791473,0.10273513710231037,0.17630711027659174,0.1658341245645923,0.10588883066250318,0.21067086244491617,0.21067086244491617,0.1717579191313805,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.2089721871603138,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.3539150835424569
Sym,11.655827627499226,3.93764650800948,0.6276469016369768,1.0621330573967114,0.18109327855023702,0.14048138778918143,1.072243063214162,0.07337879545935512,0.07337879545935512,0.1770737074920901,0.07337879545935512,0.07337879545935512,0.07337879545935512,0.08269044062403522,0.07337879545935512,0.07337879545935512,0.07337879545935512,0.07337879545935512,0.07337879545935512,0.07337879545935512,0.07337879545935512,0.07337879545935512,0.07337879545935512,0.07337879545935512,0.07337879545935512,0.07337879545935512,76.64096490732865
CS,0.17255961959993918,0.8171763261938128,0.6075028648381852,0.5031115138272025,0.8324986649810928,0.9441218228661532,0.4858744573000885,1.7566105523438191,1.7566105523438191,0.8132617896754029,1.7566105523438191,1.7566105523438191,1.7566105523438191,1.7288148317233936,1.7566105523438191,1.7566105523438191,1.7566105523438191,1.7566105523438191,1.7566105523438191,1.7566105523438191,1.7566105523438191,1.7566105523438191,1.7566105523438191,1.7566105523438191,1.7566105523438191,1.7566105523438191,0.2574035365591822
SF,0.5808540772669207,0.6124167879594384,0.3798772821583045,0.43051111746772563,0.4172026933043239,0.40738326864581376,0.4729076104423756,0.391806979271627,0.391806979271627,0.4229932154615754,0.391806979271627,0.391806979271627,0.391806979271627,0.40296487853604224,0.391806979271627,0.391806979271627,0.391806979271627,0.391806979271627,0.391806979271627,0.391806979271627,0.391806979271627,0.391806979271627,0.391806979271627,0.391806979271627,0.391806979271627,0.391806979271627,0.6243237292359682
SD,2738.567852434896,80033.51668162945,7393.668356606525,4584.653972894776,332678.9595447376,230123.71822025123,15967.76298666513,795918.9575790318,795918.9575790318,307842.31494317704,795918.9575790318,795918.9575790318,795918.9575790318,786917.1629558497,795918.9575790318,795918.9575790318,795918.9575790318,795918.9575790318,795918.9575790318,795918.9575790318,795918.9575790318,795918.9575790318,795918.9575790318,795918.9575790318,795918.9575790318,795918.9575790318,16276.237641716814
SDbw,0.10447127807454105,1.7312783669460183,0.11992553923249182,0.11827567739995098,1.0941087033382555,0.9019492625918629,0.15857274220078493,1.9865649289331588,1.9865649289331588,1.0428545271980032,1.9865649289331588,1.9865649289331588,1.9865649289331588,2.0463113734532197,1.9865649289331588,1.9865649289331588,1.9865649289331588,1.9865649289331588,1.9865649289331588,1.9865649289331588,1.9865649289331588,1.9865649289331588,1.9865649289331588,1.9865649289331588,1.9865649289331588,1.9865649289331588,1.605090053971823
XB*,0.2926926317770517,0.2758461223200557,1.1312030658171075,0.35269048459850383,0.4941839274340712,1.9332981941999454,0.4228332536835706,1.6327214366805156,1.6327214366805156,0.4332897922364501,1.6327214366805156,1.6327214366805156,1.6327214366805156,1.586259012685791,1.6327214366805156,1.6327214366805156,1.6327214366805156,1.6327214366805156,1.6327214366805156,1.6327214366805156,1.6327214366805156,1.6327214366805156,1.6327214366805156,1.6327214366805156,1.6327214366805156,1.6327214366805156,0.04244424488685069
S,0.5827776311797833,0.45864284173939257,0.5773285548939072,0.6684748628699934,0.44406057592749437,0.3505155832770421,0.6760099080246795,0.17897266654207777,0.17897266654207777,0.4714411677338338,0.17897266654207777,0.17897266654207777,0.17897266654207777,0.20138353565195302,0.17897266654207777,0.17897266654207777,0.17897266654207777,0.17897266654207777,0.17897266654207777,0.17897266654207777,0.17897266654207777,0.17897266654207777,0.17897266654207777,0.17897266654207777,0.17897266654207777,0.17897266654207777,0.7937654613097138
DB,0.29922643559585044,0.6672472779491994,0.5535826851985425,0.4621716898348436,0.6117729263483546,0.5672810195238788,0.46114683023756264,1.183045967943593,1.183045967943593,0.5806675731777445,1.183045967943593,1.183045967943593,1.183045967943593,1.1714238969318294,1.183045967943593,1.183045967943593,1.183045967943593,1.183045967943593,1.183045967943593,1.183045967943593,1.183045967943593,1.183045967943593,1.183045967943593,1.183045967943593,1.183045967943593,1.183045967943593,0.2372235000317947
CH,2934.7233240947576,39.8788788631132,2254.4818116780875,2807.2217745296307,197.45087837307872,159.19972828064064,1793.7914422253316,30.346975294413394,30.346975294413394,223.9505327452018,30.346975294413394,30.346975294413394,30.346975294413394,31.218089311455255,30.346975294413394,30.346975294413394,30.346975294413394,30.346975294413394,30.346975294413394,30.346975294413394,30.346975294413394,30.346975294413394,30.346975294413394,30.346975294413394,30.346975294413394,30.346975294413394,128.6486237178754
AD-S,0.6185573815934711,0.4563566244033735,0.6066804410055194,0.7188140905996316,0.3804347022096409,0.355280514372745,0.6410283183096366,0.8426593448045303,0.8426593448045303,0.3909693559193375,0.8426593448045303,0.8426593448045303,0.8426593448045303,0.8451677334006285,0.8426593448045303,0.8426593448045303,0.8426593448045303,0.8426593448045303,0.8426593448045303,0.8426593448045303,0.8426593448045303,0.8426593448045303,0.8426593448045303,0.8426593448045303,0.8426593448045303,0.8426593448045303,0.8621676426340026
AD-DB,0.405008192627182,1.0847637253710407,0.9857513675746659,0.7202059818862283,1.0346460775003723,1.0774255574543783,0.8997839066962511,0.23449886405345638,0.23449886405345638,1.0324401248232686,0.23449886405345638,0.23449886405345638,0.23449886405345638,0.23288244833266256,0.23449886405345638,0.23449886405345638,0.23449886405345638,0.23449886405345638,0.23449886405345638,0.23449886405345638,0.23449886405345638,0.23449886405345638,0.23449886405345638,0.23449886405345638,0.23449886405345638,0.23449886405345638,0.2709516887081456
AD-CH,126.16399076397425,21.307858760506367,163.92769477853997,220.88041459219212,319.2467807072636,219.33546521015344,331.5515381844872,536.1848352760283,536.1848352760283,321.23644086813846,536.1848352760283,536.1848352760283,536.1848352760283,532.324879460939,536.1848352760283,536.1848352760283,536.1848352760283,536.1848352760283,536.1848352760283,536.1848352760283,536.1848352760283,536.1848352760283,536.1848352760283,536.1848352760283,536.1848352760283,536.1848352760283,19.062525172442303
AD-idea,425991659.9235236,2.446938754216506,101465038.13834961,6445470964.053907,38.61013240389002,91.85567229559344,101200.38866821339,107.72739442858747,107.72739442858747,38.49129355046332,107.72739442858747,107.72739442858747,107.72739442858747,108.68179624184374,107.72739442858747,107.72739442858747,107.72739442858747,107.72739442858747,107.72739442858747,107.72739442858747,107.72739442858747,107.72739442858747,107.72739442858747,107.72739442858747,107.72739442858747,107.72739442858747,65.88122749723118
