,labels_ring_outliers_MeanShift_params1,labels_ring_outliers_MeanShift_params10,labels_ring_outliers_MeanShift_params11,labels_ring_outliers_MeanShift_params12,labels_ring_outliers_MeanShift_params13,labels_ring_outliers_MeanShift_params14,labels_ring_outliers_MeanShift_params15,labels_ring_outliers_MeanShift_params16,labels_ring_outliers_MeanShift_params17,labels_ring_outliers_MeanShift_params18,labels_ring_outliers_MeanShift_params19,labels_ring_outliers_MeanShift_params2,labels_ring_outliers_MeanShift_params20,labels_ring_outliers_MeanShift_params21,labels_ring_outliers_MeanShift_params22,labels_ring_outliers_MeanShift_params23,labels_ring_outliers_MeanShift_params24,labels_ring_outliers_MeanShift_params25,labels_ring_outliers_MeanShift_params26,labels_ring_outliers_MeanShift_params27,labels_ring_outliers_MeanShift_params28,labels_ring_outliers_MeanShift_params29,labels_ring_outliers_MeanShift_params3,labels_ring_outliers_MeanShift_params30,labels_ring_outliers_MeanShift_params31,labels_ring_outliers_MeanShift_params32,labels_ring_outliers_MeanShift_params4,labels_ring_outliers_MeanShift_params5,labels_ring_outliers_MeanShift_params6,labels_ring_outliers_MeanShift_params7,labels_ring_outliers_MeanShift_params8,labels_ring_outliers_MeanShift_params9
VMI,0.4299561330087179,0.5742857101268608,0.5921753669611134,0.582521391982755,0.4970558824943206,0.4562237793535239,0.5918329189446965,0.5742857101268608,0.5868241343850349,0.5777378826277966,0.5910491188517906,0.39571362935771115,0.5741058667639061,0.600180214869126,0.5868967122928568,0.6077785295628588,0.5768470485866058,0.5936994660271031,0.5770561494753804,0.6080101572542872,0.5942452437527423,0.6271944928620563,0.4961138975649039,0.628183930562153,0.6091463396627683,0.6085383253213681,0.47464487140787026,0.561846167981901,0.5610537444396029,0.4970558824943206,0.4562237793535239,0.5918329189446965
