,labels_x2_DBSCAN_params11,labels_x2_DBSCAN_params16,labels_x2_DBSCAN_params17,labels_x2_DBSCAN_params21,labels_x2_DBSCAN_params22,labels_x2_DBSCAN_params26,labels_x2_DBSCAN_params27,labels_x2_DBSCAN_params31,labels_x2_DBSCAN_params32,labels_x2_DBSCAN_params36,labels_x2_DBSCAN_params37,labels_x2_DBSCAN_params38,labels_x2_DBSCAN_params42,labels_x2_DBSCAN_params43,labels_x2_DBSCAN_params48
cSIL,0.9869826309837062,0.889916403672986,0.7886147396934955,0.8732223708442625,0.9056142117208397,0.9363878515298002,0.9100160528221723,0.8001364606165637,0.9452129813695631,0.8814604714104345,0.9396966732843266,0.9492187586473235,0.9068167651127192,0.9343098889710258,0.9271924417779225
GD43,306.3166795269007,9.445796456282732,9.816029016801096,6.6721189871223,13.145744989794725,9.510008939858285,10.542937858495781,2.320906969329785,7.13789245668665,3.533318764379131,7.000351950693006,6.914956137964835,4.804529306728214,6.736378742482837,5.615571952701426
GD53,0.3654743338545548,0.029975413234682786,0.4112432790535353,0.09932487903619754,0.4647531294427177,0.2549658414698567,0.38381702152583125,0.12896290435354968,0.45713115819559963,0.31726432734478616,0.46862479009125424,0.4534327498218104,0.4472717210750598,0.47557079477765046,0.4655459870538834
PS,1.9633687222225316,-2.7988725252267637,1.2433687222225316,-1.7313243091698287,1.2490830079368174,0.6936487986758689,1.558606817460627,-1.0609988249839886,1.1525579114117208,0.6194162811395771,1.2101219689757783,1.1321998910537006,1.2766217342707245,1.2325994914533007,1.2043325776442184
rCIP,7.46851734637991e-12,7.558477148637616,2.626573234218236,1.5376687239035194,0.012372261140101449,0.1214553881889435,0.09530886032774809,0.10985101684424278,0.011876932644232079,0.05255137881405541,0.010414658696386846,0.006066918471259994,0.012383212176518058,0.014235067899064542,0.013891593068685256
WB,0.10532213162743331,0.8289187135105449,3.8197187519456373,0.5971751559661965,1.326952673787988,0.43018433098878306,0.7922823553277601,1.453755354165997,1.0755766735052943,1.1847577803368576,0.8983628814434217,1.144334832033123,1.0867917324869216,0.9032932798731533,1.1317069542920066
XB,0.013165266453429164,0.2561521093989244,0.32639198319847984,0.39082410024397835,0.11467492242612241,0.08799514819944541,0.09265944231389489,0.6190808792466507,0.07194585703457418,0.24940300520817424,0.07130560414234625,0.07070859054723184,0.0986994595870203,0.07548180759270609,0.08853961467267091
SSE,0.0006487749490858834,0.25548299741641645,0.17208240015710494,0.6698442975623645,0.5885719270586676,1.1098899384643641,0.9583194200547187,5.364688350074436,5.016704598288138,7.027281971863659,6.033347453868426,5.472896543146342,9.570902911291668,6.536876229796487,7.995337104631806
RS,0.8999467776971324,0.6139854327755956,0.051574082299562785,0.6676499180837855,0.27792325152514413,0.6681220652628911,0.39775517976460667,0.41573700265260144,0.4411217283564267,0.32512543109546244,0.4434377159567159,0.4561337428924993,0.26733968490096344,0.42112556254708866,0.36150303837370157
DH,0.12256681569726885,0.14851841181931402,0.4740579231058085,0.16282998848332494,0.3698321417624392,0.2092565694647759,0.3748909739328727,0.22104799697573105,0.28092847620714,0.2899330898275816,0.3026903907970917,0.26768954504142767,0.3711080295416279,0.3174694220343354,0.32884904700920387
B,0.03949579936028749,0.06324670761808317,0.5289422604079022,0.03721449150860898,0.18199858878514485,0.035197572222672203,0.1794669919738156,0.10706561830073602,0.10051228204863001,0.11059216043259756,0.10669863509536048,0.09605713219858227,0.15790706394984197,0.11571658952544954,0.13141955058065743
BH,0.00032438747454294165,0.03649757105948807,0.08604120007855247,0.13396885951247292,0.29428596352933384,0.36996331282145495,0.47915971002735935,1.3411720875186088,2.508352299144069,2.3424273239545528,3.016673726934213,2.736448271573171,4.785451455645834,3.2684381148982435,3.9976685523159023
D,2.831732215935072,0.2974838100533405,0.4258917951113459,0.38350733317923447,0.7710708891319497,0.5950800305226445,0.7339146219233552,0.27475877552489864,0.6756724973813009,0.3231130951832521,0.6047326990625713,0.730249405804967,0.4883660680578053,0.5768842685234541,0.5874539702220033
H,0.025943228743001433,0.670275666633377,0.3536969787469295,0.5434149252673784,0.1875140672568757,0.18808750829598286,0.17830763169120992,0.7259170395730089,0.10796507314824733,0.35231141704492175,0.12009265422380393,0.09928105728915933,0.1861744345629095,0.13108848572420717,0.14463531883541064
DBCV,0.9999999998725583,0.3020079173559057,0.32324733454771415,0.5749139040581257,0.5552084997273276,0.44155353773114037,0.3878395614722064,0.6945359862535844,0.9081152457308052,0.546268620547022,0.8894349173711328,0.9046595949877174,0.6170755606351731,0.7631179405852144,0.5456446581766498
I,0.04998026462080313,0.1022292405805127,0.007133459619240938,0.4702099769038477,0.05651444010606532,0.8793004786762428,0.1302479936926884,0.26302643392308994,0.4269322308129247,0.34853807051934055,0.5603191227182053,0.45661305213767583,0.5714769836480509,0.5709456600477771,0.5308383931585224
C,0.0,0.054982477388574924,0.26771927610099416,0.02466790493553515,0.041441809317467375,0.017399418347438522,0.027854286573615692,0.055339198763623164,0.030609708115835032,0.03201340956788653,0.02749091993026073,0.026665979041406374,0.038849664363957745,0.031071032589363563,0.0413610406608581
CDbw,5.565441818852843,5.405954232668876,0.766882276993114,4.754858065364137,0.5260054526198791,1.3551490237630732,0.25687769374555924,1.1209631623092882,0.2620473598846155,0.3047070826551372,0.142250827917101,0.23546241927180003,0.06839152195483059,0.08225578035662875,0.05371202427244644
VIASCKDE,0.41459863357027,0.4950884130339889,0.5418943343459975,0.5830034710051591,0.6303890409030456,0.6091438677142842,0.6178132789250932,0.5618342103988393,0.5869939639320824,0.5217766258782677,0.5532799928528203,0.5679615578815441,0.499671605356856,0.5481950954763092,0.529529294273741
COP,0.2373018763891952,0.3764857228544588,0.3742771350283293,0.3946357286228458,0.46734388872715327,0.3899741587235549,0.42029808722213896,0.2794506099536024,0.27191198256553084,0.2952832539212989,0.27525229080707553,0.2755741804284652,0.30159320457739647,0.2779805921291755,0.2966744725349131
Sym,95.22592866949569,0.9394888973185369,0.9188929600351324,1.330058385436247,0.9545377064434901,1.3164595214176844,0.788375371744043,0.23003305027076196,0.37453412270754916,0.1608768943914998,0.29169992757733443,0.34380014008312354,0.14503133553783454,0.2662625671626056,0.1870800834001368
CS,0.23454835873950544,0.6401338604416067,1.0520079985088802,0.5251301413918641,0.7524041255282545,0.47118018756163743,0.7279235375767872,1.085879131714525,0.6182443400087005,0.8600673459402375,0.6665962321041581,0.5907309931330414,0.8749722430460118,0.696839904801966,0.7688031678156632
SF,0.6256359115477446,0.5388471268621283,0.5945104729440182,0.5171404546314844,0.5684508198236353,0.5318924128045529,0.554584890237187,0.4399745769154685,0.5136050616189705,0.4344092745652368,0.5042336760405308,0.5168399893763753,0.47158277344065735,0.4990731267137313,0.49231931512213534
SD,2411.8651476718287,13576.478708437873,84827.14633805203,28964.324526598593,63825.478651068406,40571.430982710765,54855.755595370516,46285.40920190993,87670.71079504024,57949.905997862574,82005.96469475269,93513.4427521389,105941.22747603043,83144.13455564917,90190.1967839056
SDbw,2.0586371236504335,0.6647000497443059,1.7658574678512622,0.5430759438040884,1.505803182293854,0.41340113243212884,1.5199762349016668,0.5371049139513953,0.8924261861706848,0.7251376512489771,0.8813238455356,0.7608656472565055,1.057232847127906,0.9267702052491888,0.963043558991544
XB*,0.018011205211839108,0.39663716186275844,0.39683564428051166,0.47891559332963834,0.12337186687008253,0.1282062263255258,0.12070783357332007,0.7207747852171185,0.07869279499406777,0.2731737629847319,0.0760796330561824,0.07797031707019271,0.11033500994628818,0.07935917051844726,0.0950922327061356
S,0.8149977707276701,0.34426744969271744,0.34625507892454865,0.5181601251250786,0.5724791051117701,0.6297700411765383,0.6094875238053963,0.36609444214755216,0.6666103451559683,0.5990770511125533,0.6655801148432169,0.669097833072282,0.6176610580306808,0.6554009988999198,0.6262246557843668
DB,0.2058404604175111,0.6238393045080354,0.8088064175421964,0.5909021199482506,0.5907377294840421,0.45950634172572663,0.5862185237166109,0.8215820958755737,0.42743954581758276,0.6409261516370317,0.4519268930544652,0.40049829032172407,0.5623556898599795,0.47288696198717217,0.4884392001917078
CH,75.95744480655988,68.965346945252,15.707962783762024,136.05723411005263,78.37506344752764,251.05516919168326,164.0829170633494,85.29633245694038,159.91421554304782,129.14032094939955,209.26955452337455,153.80113850707784,196.9098527371943,214.7696704078689,178.49143652772796
AD-S,0.8861965300101747,0.4641431571319172,0.3902165026514849,0.6474122109783578,0.6734083923306318,0.5931239676382606,0.5716917336352321,0.5488990858262001,0.7053165237871241,0.6493848979250378,0.7234532235268968,0.7653468280127741,0.5496739565919024,0.5956088891995251,0.5681613974609333
AD-DB,0.22760693997965034,0.8659882948416902,1.121064235123868,0.6843356477300521,0.6687199626798234,0.6666793059354488,0.9300098559191833,0.9867066057619043,0.6202878828265022,1.1052256374500813,0.6057611851771446,0.4875369097191961,1.0004006504031742,0.8976904469165043,0.9314532837160641
AD-CH,20.31383597602359,19.755056149423833,31.48599095374515,53.052682830121014,73.91064891608393,104.21890409353729,86.22452481200483,34.05733063512078,91.06358110649973,57.617105215926735,101.2508944759256,99.35608392420706,88.56512269844445,84.27399018554635,79.14578874863312
AD-idea,10.403582645433818,27.69778307576557,3.262325023538161,112.07092526051322,8.960487500817383,96.97410183163883,5.120004742680127,2.4053207140662414,10.452041061264401,2.565407775877589,10.806454284370773,16.655137950210232,4.147253653510892,4.957691014305457,4.483832956567081
