,labels_data6_MeanShift_params1,labels_data6_MeanShift_params10,labels_data6_MeanShift_params11,labels_data6_MeanShift_params12,labels_data6_MeanShift_params13,labels_data6_MeanShift_params14,labels_data6_MeanShift_params15,labels_data6_MeanShift_params16,labels_data6_MeanShift_params17,labels_data6_MeanShift_params18,labels_data6_MeanShift_params19,labels_data6_MeanShift_params2,labels_data6_MeanShift_params20,labels_data6_MeanShift_params27,labels_data6_MeanShift_params28,labels_data6_MeanShift_params29,labels_data6_MeanShift_params3,labels_data6_MeanShift_params30,labels_data6_MeanShift_params37,labels_data6_MeanShift_params38,labels_data6_MeanShift_params4,labels_data6_MeanShift_params5,labels_data6_MeanShift_params6,labels_data6_MeanShift_params7,labels_data6_MeanShift_params8,labels_data6_MeanShift_params9
BARI,0.016336409462026438,0.18288094574086985,0.19690182759526234,0.19344148061128041,0.08384156330471892,0.08664366720763336,0.1889566440034621,0.18288094574086985,0.43247528135021407,0.4298457075541082,0.07410104400109441,0.012787538463230292,0.0774787396292355,0.3957315418764938,0.3957315418764938,0.36129196541054986,0.025020356972106927,0.43249540887723414,0.5650686402393805,0.5680836530337329,0.018935866940658675,0.08425909922714597,0.08425909922714597,0.08384156330471892,0.08664366720763336,0.1889566440034621
