,labels_trajectories_KMeans_params1,labels_trajectories_KMeans_params10,labels_trajectories_KMeans_params11,labels_trajectories_KMeans_params12,labels_trajectories_KMeans_params13,labels_trajectories_KMeans_params14,labels_trajectories_KMeans_params15,labels_trajectories_KMeans_params16,labels_trajectories_KMeans_params17,labels_trajectories_KMeans_params18,labels_trajectories_KMeans_params19,labels_trajectories_KMeans_params2,labels_trajectories_KMeans_params20,labels_trajectories_KMeans_params21,labels_trajectories_KMeans_params22,labels_trajectories_KMeans_params23,labels_trajectories_KMeans_params24,labels_trajectories_KMeans_params25,labels_trajectories_KMeans_params26,labels_trajectories_KMeans_params27,labels_trajectories_KMeans_params28,labels_trajectories_KMeans_params29,labels_trajectories_KMeans_params3,labels_trajectories_KMeans_params30,labels_trajectories_KMeans_params31,labels_trajectories_KMeans_params32,labels_trajectories_KMeans_params33,labels_trajectories_KMeans_params34,labels_trajectories_KMeans_params35,labels_trajectories_KMeans_params36,labels_trajectories_KMeans_params37,labels_trajectories_KMeans_params38,labels_trajectories_KMeans_params39,labels_trajectories_KMeans_params4,labels_trajectories_KMeans_params40,labels_trajectories_KMeans_params41,labels_trajectories_KMeans_params42,labels_trajectories_KMeans_params43,labels_trajectories_KMeans_params44,labels_trajectories_KMeans_params45,labels_trajectories_KMeans_params46,labels_trajectories_KMeans_params47,labels_trajectories_KMeans_params48,labels_trajectories_KMeans_params49,labels_trajectories_KMeans_params5,labels_trajectories_KMeans_params50,labels_trajectories_KMeans_params51,labels_trajectories_KMeans_params52,labels_trajectories_KMeans_params53,labels_trajectories_KMeans_params54,labels_trajectories_KMeans_params55,labels_trajectories_KMeans_params56,labels_trajectories_KMeans_params57,labels_trajectories_KMeans_params58,labels_trajectories_KMeans_params59,labels_trajectories_KMeans_params6,labels_trajectories_KMeans_params60,labels_trajectories_KMeans_params61,labels_trajectories_KMeans_params62,labels_trajectories_KMeans_params63,labels_trajectories_KMeans_params64,labels_trajectories_KMeans_params65,labels_trajectories_KMeans_params66,labels_trajectories_KMeans_params67,labels_trajectories_KMeans_params68,labels_trajectories_KMeans_params69,labels_trajectories_KMeans_params7,labels_trajectories_KMeans_params70,labels_trajectories_KMeans_params71,labels_trajectories_KMeans_params72,labels_trajectories_KMeans_params73,labels_trajectories_KMeans_params74,labels_trajectories_KMeans_params75,labels_trajectories_KMeans_params76,labels_trajectories_KMeans_params77,labels_trajectories_KMeans_params78,labels_trajectories_KMeans_params79,labels_trajectories_KMeans_params8,labels_trajectories_KMeans_params80,labels_trajectories_KMeans_params81,labels_trajectories_KMeans_params82,labels_trajectories_KMeans_params83,labels_trajectories_KMeans_params84,labels_trajectories_KMeans_params85,labels_trajectories_KMeans_params86,labels_trajectories_KMeans_params87,labels_trajectories_KMeans_params88,labels_trajectories_KMeans_params89,labels_trajectories_KMeans_params9,labels_trajectories_KMeans_params90
AMI,0.6598196324519622,0.6625600241888593,0.6631487238114652,0.6631487238114652,0.6598196324519622,0.6598196324519622,0.6625600241888593,0.6625600241888593,0.6631487238114652,0.6631487238114652,0.6988667120253539,0.6598196324519622,0.6988667120253539,0.6778693933065846,0.6778693933065846,0.6781449055211921,0.6781449055211921,0.6988667120253539,0.6988667120253539,0.6778693933065846,0.6778693933065846,0.6781449055211921,0.6625600241888593,0.6781449055211921,0.6988667120253539,0.6988667120253539,0.6778693933065846,0.6778693933065846,0.6781449055211921,0.6781449055211921,0.9993632728498105,0.9993632728498105,0.9993632728498105,0.6625600241888593,0.9993632728498105,0.9993632728498105,0.9993632728498105,0.9993632728498105,0.9993632728498105,0.9993632728498105,0.9993632728498105,0.9993632728498105,0.9993632728498105,0.9993632728498105,0.6631487238114652,0.9993632728498105,0.9993632728498105,0.9993632728498105,0.9993632728498105,0.9993632728498105,0.940566680828093,0.940566680828093,0.940566680828093,0.940566680828093,0.940566680828093,0.6631487238114652,0.940566680828093,0.940566680828093,0.940566680828093,0.940566680828093,0.940566680828093,0.940566680828093,0.940566680828093,0.940566680828093,0.940566680828093,0.940566680828093,0.6598196324519622,0.940566680828093,0.940566680828093,0.940566680828093,0.8844272679449553,0.8844272679449553,0.884433425165518,0.884433425165518,0.884433425165518,0.884433425165518,0.8844272679449553,0.6598196324519622,0.8844272679449553,0.884433425165518,0.884433425165518,0.884433425165518,0.884433425165518,0.8844272679449553,0.8844272679449553,0.884433425165518,0.884433425165518,0.884433425165518,0.6625600241888593,0.884433425165518
