,labels_x2_SpectralClustering_params1,labels_x2_SpectralClustering_params10,labels_x2_SpectralClustering_params11,labels_x2_SpectralClustering_params12,labels_x2_SpectralClustering_params13,labels_x2_SpectralClustering_params14,labels_x2_SpectralClustering_params15,labels_x2_SpectralClustering_params16,labels_x2_SpectralClustering_params17,labels_x2_SpectralClustering_params18,labels_x2_SpectralClustering_params19,labels_x2_SpectralClustering_params2,labels_x2_SpectralClustering_params20,labels_x2_SpectralClustering_params21,labels_x2_SpectralClustering_params22,labels_x2_SpectralClustering_params23,labels_x2_SpectralClustering_params24,labels_x2_SpectralClustering_params25,labels_x2_SpectralClustering_params26,labels_x2_SpectralClustering_params27,labels_x2_SpectralClustering_params28,labels_x2_SpectralClustering_params29,labels_x2_SpectralClustering_params3,labels_x2_SpectralClustering_params30,labels_x2_SpectralClustering_params31,labels_x2_SpectralClustering_params32,labels_x2_SpectralClustering_params33,labels_x2_SpectralClustering_params34,labels_x2_SpectralClustering_params35,labels_x2_SpectralClustering_params36,labels_x2_SpectralClustering_params37,labels_x2_SpectralClustering_params38,labels_x2_SpectralClustering_params39,labels_x2_SpectralClustering_params4,labels_x2_SpectralClustering_params40,labels_x2_SpectralClustering_params41,labels_x2_SpectralClustering_params42,labels_x2_SpectralClustering_params43,labels_x2_SpectralClustering_params44,labels_x2_SpectralClustering_params45,labels_x2_SpectralClustering_params46,labels_x2_SpectralClustering_params47,labels_x2_SpectralClustering_params48,labels_x2_SpectralClustering_params5,labels_x2_SpectralClustering_params6,labels_x2_SpectralClustering_params7,labels_x2_SpectralClustering_params8,labels_x2_SpectralClustering_params9
BARI_nn,0.35178787156593144,0.21281827690119795,0.21281827690119795,0.21281827690119795,0.736874198199827,0.736874198199827,0.736874198199827,0.736874198199827,0.736874198199827,0.736874198199827,0.10160724240743486,0.3397037809964308,0.14633566716136223,0.10160724240743486,0.14633566716136223,0.10160724240743486,0.14633566716136223,0.5893498411895711,0.5893498411895711,0.6584921453187137,0.6507132291818362,0.6624755116344311,0.21281827690119795,0.6473684576500974,0.46344639743686367,0.559082730611991,0.46344639743686367,0.559082730611991,0.46344639743686367,0.559082730611991,0.5352127626876261,0.5352127626876261,0.5722629379775815,0.21281827690119795,0.5577283283030791,0.5629152658939218,0.5366428335598937,0.4961875165423435,0.5960379346551569,0.4961875165423435,0.5960379346551569,0.4961875165423435,0.5960379346551569,0.21281827690119795,0.21281827690119795,0.21281827690119795,0.21281827690119795,0.21281827690119795
