,labels_s3_DBSCAN_params1,labels_s3_DBSCAN_params10,labels_s3_DBSCAN_params11,labels_s3_DBSCAN_params12,labels_s3_DBSCAN_params13,labels_s3_DBSCAN_params14,labels_s3_DBSCAN_params15,labels_s3_DBSCAN_params16,labels_s3_DBSCAN_params17,labels_s3_DBSCAN_params18,labels_s3_DBSCAN_params19,labels_s3_DBSCAN_params20,labels_s3_DBSCAN_params5,labels_s3_DBSCAN_params6,labels_s3_DBSCAN_params9
BARI_nn,0.647239263803681,0.9866172565753194,0.9836321739635651,1.0,0.7719564059582499,0.9231624228462905,0.9712613761350699,0.9839695260804877,0.00018217120920737152,0.017692097177901347,0.28388168233092526,0.6612407122479144,0.8758757769649504,1.0,0.7437251016468589
