,labels_jain_SpectralClustering_params1,labels_jain_SpectralClustering_params10,labels_jain_SpectralClustering_params11,labels_jain_SpectralClustering_params12,labels_jain_SpectralClustering_params13,labels_jain_SpectralClustering_params14,labels_jain_SpectralClustering_params15,labels_jain_SpectralClustering_params16,labels_jain_SpectralClustering_params17,labels_jain_SpectralClustering_params18,labels_jain_SpectralClustering_params19,labels_jain_SpectralClustering_params2,labels_jain_SpectralClustering_params20,labels_jain_SpectralClustering_params21,labels_jain_SpectralClustering_params22,labels_jain_SpectralClustering_params23,labels_jain_SpectralClustering_params24,labels_jain_SpectralClustering_params25,labels_jain_SpectralClustering_params26,labels_jain_SpectralClustering_params27,labels_jain_SpectralClustering_params28,labels_jain_SpectralClustering_params29,labels_jain_SpectralClustering_params3,labels_jain_SpectralClustering_params30,labels_jain_SpectralClustering_params31,labels_jain_SpectralClustering_params32,labels_jain_SpectralClustering_params33,labels_jain_SpectralClustering_params34,labels_jain_SpectralClustering_params35,labels_jain_SpectralClustering_params36,labels_jain_SpectralClustering_params4,labels_jain_SpectralClustering_params5,labels_jain_SpectralClustering_params6,labels_jain_SpectralClustering_params7,labels_jain_SpectralClustering_params8,labels_jain_SpectralClustering_params9
FMI,0.7120061933909192,0.8315577907107217,0.8679725545706027,0.8315577907107217,0.541754363219488,0.541754363219488,0.8057030443482084,0.7836251916985816,0.6615393982310502,0.638058388426749,0.7052788206898569,0.7120061933909192,0.6695352951160689,0.7052788206898569,0.6695352951160689,0.7052788206898569,0.6695352951160689,0.621135551499841,0.5354925583626404,0.6937533527849109,0.6612759093503223,0.5719712016316854,0.8859551127447359,0.5717488867813786,0.5681691423191808,0.5699403517860605,0.5681691423191808,0.5699403517860605,0.5681691423191808,0.5699403517860605,0.8272114518627547,0.7061329494629628,0.7061329494629628,0.8679725545706027,0.8315577907107217,0.8679725545706027
