,labels_d31_DBSCAN_params13,labels_d31_DBSCAN_params14,labels_d31_DBSCAN_params15,labels_d31_DBSCAN_params17,labels_d31_DBSCAN_params18,labels_d31_DBSCAN_params19,labels_d31_DBSCAN_params20,labels_d31_DBSCAN_params21,labels_d31_DBSCAN_params22,labels_d31_DBSCAN_params23,labels_d31_DBSCAN_params24,labels_d31_DBSCAN_params25,labels_d31_DBSCAN_params26,labels_d31_DBSCAN_params27,labels_d31_DBSCAN_params28,labels_d31_DBSCAN_params9
BARI_nn,0.716788816478678,1.0,1.0,0.45661121435962826,0.7485283740449188,0.9597236818565718,0.985606033963842,0.002184993989236736,0.09491399514059239,0.1311906054263124,0.1311950873130389,0.0021983146254538157,0.0021983146254538157,0.0021983146254538157,0.0021983146254538157,0.8410554973163039
