,labels_zigzag_DBSCAN_params11,labels_zigzag_DBSCAN_params16,labels_zigzag_DBSCAN_params17,labels_zigzag_DBSCAN_params18,labels_zigzag_DBSCAN_params21,labels_zigzag_DBSCAN_params22,labels_zigzag_DBSCAN_params23,labels_zigzag_DBSCAN_params24,labels_zigzag_DBSCAN_params26,labels_zigzag_DBSCAN_params27,labels_zigzag_DBSCAN_params28,labels_zigzag_DBSCAN_params29,labels_zigzag_DBSCAN_params31,labels_zigzag_DBSCAN_params32,labels_zigzag_DBSCAN_params33,labels_zigzag_DBSCAN_params34,labels_zigzag_DBSCAN_params36,labels_zigzag_DBSCAN_params37,labels_zigzag_DBSCAN_params38,labels_zigzag_DBSCAN_params39,labels_zigzag_DBSCAN_params41,labels_zigzag_DBSCAN_params42,labels_zigzag_DBSCAN_params43,labels_zigzag_DBSCAN_params44,labels_zigzag_DBSCAN_params45,labels_zigzag_DBSCAN_params46,labels_zigzag_DBSCAN_params47,labels_zigzag_DBSCAN_params48,labels_zigzag_DBSCAN_params49,labels_zigzag_DBSCAN_params50,labels_zigzag_DBSCAN_params6
VMI,0.38874918266689495,0.5226846965431119,0.85049437244264,0.7538651105691723,0.5040841958802985,0.5803277120870991,0.9597249030097927,0.7760497995678852,0.6037080206063812,0.5665233219479855,1.0,0.944640103647731,1.0,0.9781339508154152,0.7663272490363738,1.0,1.0,1.0,0.8035138421799624,0.8897057097505582,1.0,1.0,1.0,0.7628811342843068,1.0,1.0,1.0,1.0,0.7498431491344374,1.0,0.07987622029549582
