,labels_wdbc_SpectralClustering_params1,labels_wdbc_SpectralClustering_params10,labels_wdbc_SpectralClustering_params11,labels_wdbc_SpectralClustering_params12,labels_wdbc_SpectralClustering_params13,labels_wdbc_SpectralClustering_params14,labels_wdbc_SpectralClustering_params15,labels_wdbc_SpectralClustering_params16,labels_wdbc_SpectralClustering_params17,labels_wdbc_SpectralClustering_params18,labels_wdbc_SpectralClustering_params19,labels_wdbc_SpectralClustering_params2,labels_wdbc_SpectralClustering_params20,labels_wdbc_SpectralClustering_params21,labels_wdbc_SpectralClustering_params22,labels_wdbc_SpectralClustering_params23,labels_wdbc_SpectralClustering_params24,labels_wdbc_SpectralClustering_params25,labels_wdbc_SpectralClustering_params26,labels_wdbc_SpectralClustering_params27,labels_wdbc_SpectralClustering_params28,labels_wdbc_SpectralClustering_params29,labels_wdbc_SpectralClustering_params3,labels_wdbc_SpectralClustering_params30,labels_wdbc_SpectralClustering_params31,labels_wdbc_SpectralClustering_params32,labels_wdbc_SpectralClustering_params33,labels_wdbc_SpectralClustering_params34,labels_wdbc_SpectralClustering_params35,labels_wdbc_SpectralClustering_params36,labels_wdbc_SpectralClustering_params4,labels_wdbc_SpectralClustering_params5,labels_wdbc_SpectralClustering_params6,labels_wdbc_SpectralClustering_params7,labels_wdbc_SpectralClustering_params8,labels_wdbc_SpectralClustering_params9
ARI_nn,0.7985434511202946,0.6172652367364849,0.5174957043966799,0.6172652367364849,0.6085932660610993,0.4150190618951334,0.4640064434534057,0.42935424278301604,0.5071415117968184,0.4203074608453366,0.0048159758550762564,0.8243960938715016,0.613601189970172,0.0048159758550762564,0.613601189970172,0.0048159758550762564,0.613601189970172,0.5013693300245553,0.44563189964473165,0.40866325977827195,0.3411265396279621,0.31801893508966433,0.7984232817878253,0.30761762920795194,0.03005429597319289,0.6149208805709035,0.03005429597319289,0.6149208805709035,0.03005429597319289,0.6149208805709035,0.8114866952511766,0.7794659958352254,0.7862602689536679,0.5174957043966799,0.6172652367364849,0.5174957043966799
